50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.458481,,,,,,,,,,,,,b7ba87c0-d552-4ee3-b211-27b4e7f33dee,17,,,"[41.3, 14.5]",3788774,0,,,,,1.8225975,,Left Foot,,,,"[35.1, 38.6]",,Ground Pass,,24.884735,,,Mats Hummels,5572.0,,,,,,1,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,2,Germany,770,['2d6b33e0-36ae-46fd-990b-9b5d9017a128'],6,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:06.131,Pass,
,,,,,,,,,,,,,,,,,1.710773,,,,,,,,,,,,,abdb63de-e13a-46e9-a81e-690e3dfe7375,20,,,"[39.8, 39.3]",3788774,0,,,,,1.2065393,,Left Foot,,,,"[51.2, 69.2]",,Ground Pass,,31.99953,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Mats Hummels,5572.0,Center Back,2,Germany,770,['80d88a3b-757d-480b-a999-07c83e001269'],8,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:08.643,Pass,
,,,,,,,,,,,,,,,,,1.014514,,,,,,,,,,,,,2b64a311-7e10-4e94-974c-204fa316d934,23,,,"[56.1, 70.3]",3788774,0,,,,,0.17162807,,Right Foot,,,,"[71.1, 72.9]",,Ground Pass,,15.223666,,,Kai Havertz,8966.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Germany,770,['39213245-37bd-44b3-899c-8c33a8155b54'],11,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:11.521,Pass,
,,,,,,,,,,,,,,,,,0.947982,,,,,,,,,,,,,1ad043bd-592d-492b-8eec-658d53c687e1,29,,,"[73.0, 73.5]",3788774,0,,,,,-2.5153313,,Right Foot,,,,"[63.6, 66.7]",,Ground Pass,,11.601724,,,İlkay Gündoğan,10287.0,,,,,Free Kick,1,From Free Kick,Joshua Kimmich,5579.0,Right Wing Back,3,Germany,770,['210abbf2-8f4d-46f7-82e0-6fe49c96b9f7'],22,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:22.471,Pass,
,,,,,,,,,,,,,,,,,1.920994,,,,,,,,,,,,,c0a18cfc-13b9-43e4-ac33-4c656aa077d0,32,,,"[63.6, 66.7]",3788774,0,,,,,2.513756,,Left Foot,,,,"[57.4, 71.2]",,Ground Pass,,7.6609397,,,Matthias Ginter,8808.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Germany,770,['0c50dad5-3078-463a-8f5a-1134a3bf0354'],23,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:23.499,Pass,
,,,,,,,,,,,,,,,,,0.795092,,,,,,,,,,,,,dbbc9336-86b8-4e48-b522-9630c3829abb,35,,,"[56.7, 70.7]",3788774,0,,,,,-0.90914077,,Right Foot,,,,"[65.5, 59.4]",,Ground Pass,,14.32236,,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Matthias Ginter,8808.0,Right Center Back,3,Germany,770,['81f63f1f-2e5c-4f98-8ae9-bf4c45731bcd'],26,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:26.775,Pass,
,,,,,,,,,,,,,,,,,1.462009,,,,,,,,,,,,,2d40bd2b-fbb4-4664-b67c-ed528a503de8,38,,,"[64.2, 59.8]",3788774,0,,,,,1.5999851,,Left Foot,,,,"[63.8, 73.5]",,Ground Pass,,13.705838,,,Matthias Ginter,8808.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Germany,770,['c29f53d5-fb0a-42fd-9287-bb4c536eab8f'],27,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:27.681,Pass,
,,,,,,,,,,,,,,,,,1.671667,,,,,,,,,,,,,a86f4c9c-00f8-4a04-8101-d4e81a48e84f,41,,,"[63.8, 73.5]",3788774,0,,,,,-2.1692152,,Right Foot,,,,"[42.8, 42.7]",,Ground Pass,,37.277874,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Matthias Ginter,8808.0,Right Center Back,3,Germany,770,['b4443163-daa3-4267-ac7e-13b1c7569534'],29,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:29.247,Pass,
,,,,,,,,,,,,,,,,,1.81106,,,,,,,,,,,,,ad2000e1-8ce1-4f02-af0f-17f46f84a230,44,,,"[43.3, 41.6]",3788774,0,,,,,-1.0761509,,Right Foot,,,,"[57.0, 16.2]",,Ground Pass,,28.85914,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Center Back,3,Germany,770,['eb20d6fe-0666-4c91-9094-5f4ec4b9424c'],31,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:31.801,Pass,
,,,,,,,,,,,,,,,,,1.546407,,,,,,,,,,,,,e369e193-4a86-4846-913f-10362b78ee70,47,,,"[61.0, 15.5]",3788774,0,,,,,-0.6732428,,Right Foot,,,,"[77.3, 2.5]",,Ground Pass,,20.84922,,,Antonio Rüdiger,3167.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['a73321e7-840b-41b2-a4a6-e8e990dc6395'],34,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:34.238,Pass,
,,,,,,,,,,,,,,,,,1.359147,,,,,,,,,,,,,17b787cf-8569-4cbf-9a08-3728c4fec3cb,50,,,"[85.0, 3.8]",3788774,0,,,,,2.9285302,,Right Foot,,,,"[64.2, 8.3]",,Ground Pass,,21.281212,,,Toni Kroos,5574.0,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['95871a9b-f891-4d2e-bab0-6dac4c78f2ff'],39,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:39.495,Pass,
,,,,,,,,,,,,,,,,,0.983539,,,,,,,,,,,,,0e8e344f-0e90-48b9-92a2-d5a76e13a29c,53,,,"[64.0, 11.5]",3788774,0,,,,,1.240499,,Right Foot,,,,"[70.0, 29.0]",,Ground Pass,,18.5,,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,3,Germany,770,['62b7c970-54d1-4a47-b68b-8e30c89c5656'],42,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:42.809,Pass,
,,,,,,,,,,,,,,,,,1.607314,,,,,,,,,,,,,92c90923-48cc-4b5a-956c-e428ca33a8ad,56,,,"[70.4, 29.9]",3788774,0,,,,,2.1881201,,Right Foot,,,,"[58.9, 46.1]",,Ground Pass,,19.866806,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Germany,770,['58c91ad7-5a2e-4113-bd63-26fbc2f3ace2'],44,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:44.663,Pass,
,,,,,,,,,,,,,,,,,1.632572,,,,,,,,,,,,,1bdf6137-608b-442a-88b1-2d1aa8e12ad9,59,,,"[61.9, 50.2]",3788774,0,,,,,1.0212363,,Right Foot,,,,"[76.6, 74.2]",,Ground Pass,,28.144094,,,Matthias Ginter,8808.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Center Back,3,Germany,770,['8555775c-0f8e-4864-9cc5-0a409c061b4e'],46,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:46.674,Pass,
,,,,,,,,,,,,,,,,,0.886962,,,,,,,,,,,,,dc53d5d5-7591-48df-b236-a0fe0e7afbee,62,,,"[77.1, 71.8]",3788774,0,,,,,0.3332443,,Right Foot,,,,"[87.5, 75.4]",,Ground Pass,,11.005453,,,Joshua Kimmich,5579.0,,,,,,1,From Free Kick,Matthias Ginter,8808.0,Right Center Back,3,Germany,770,['ca8bb090-5461-407b-af33-72623fb55d87'],49,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:49.487,Pass,
,,,,,,,,,,,,,,,,,0.760584,,,,,,,,,,,,,e1c82cce-3ada-4d72-abfa-4925c0251e95,65,,,"[87.5, 75.4]",3788774,0,,,,,-1.5884936,,Right Foot,,,,"[87.3, 64.1]",,Ground Pass,,11.30177,,,Serge Gnabry,8400.0,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Wing Back,3,Germany,770,['b01a2732-7f9b-4ca9-811b-d89229889c61'],50,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:50.414,Pass,
,,,,,,,,,,,,,,,,,0.667537,,,,,,,,,,,,,64951042-d520-45ad-ba39-aaf87bcc77a0,68,,,"[87.8, 65.0]",3788774,0,,,,,1.9264323,,Right Foot,,,,"[85.2, 72.0]",,Ground Pass,,7.467262,,,Joshua Kimmich,5579.0,,,,,,1,From Free Kick,Serge Gnabry,8400.0,Center Forward,3,Germany,770,['182f5c06-debd-4b89-9d0a-76a9a16e6cef'],51,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:51.770,Pass,
,,,,,,,,,,,,,,,,,2.873567,,,,,,,,,,,,,928aa243-8da3-4703-825e-4f135600813e,71,,,"[84.6, 74.2]",3788774,0,,,,,-2.4316068,,Left Foot,,,,"[60.4, 53.4]",,High Pass,,31.9105,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Joshua Kimmich,5579.0,Right Wing Back,3,Germany,770,['5794e6a5-242a-4611-871b-e18157829738'],53,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:53.173,Pass,
,,,,,,,,,,,,,,,,,2.08568,,,,,,,,,,,,,358cad25-1ddc-4cf8-b082-0d6c4b39a011,74,,,"[64.2, 50.2]",3788774,0,,,,,-1.3811269,,Right Foot,,,,"[70.9, 15.3]",,Ground Pass,,35.537304,,,Antonio Rüdiger,3167.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Center Back,3,Germany,770,['fd416a76-cca0-40d9-83ea-8faab6419824'],57,,,,,,,,,,,,,,,,,,,,Germany,770,00:00:57.260,Pass,
,,,,,,,,,,,,,,,,,1.010688,,,,,,,,,,,,,57665f64-c7c1-4a6e-8f64-cdb89aa41fd0,77,,,"[76.4, 11.1]",3788774,1,,,,,-0.51623064,,Right Foot,,,,"[91.2, 2.7]",,Ground Pass,,17.017637,,,Robin Gosens,6985.0,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,3,Germany,770,['a49ccacc-1398-464a-8628-13eee29d7f4c'],0,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:00.102,Pass,
,,,,,,,,,,,,,,,,,0.145961,,,,,,,,,,,,,fcf28dd6-13a4-4cfe-8280-d580d1b599ea,81,,,"[87.8, 4.0]",3788774,1,,,,,0.32175055,,Right Foot,,,,"[90.5, 4.9]",,Ground Pass,,2.8460498,Incomplete,,Leroy Sané,3053.0,,,,,,1,From Free Kick,Robin Gosens,6985.0,Left Wing Back,3,Germany,770,"['7e98d6ea-6366-473b-a11d-eeea015e31b5', '81a67944-6e69-4dd5-a2d3-13ddab26f968', 'd4df1bc0-5798-4897-92d7-aa6d9a38682b']",2,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:02.249,Pass,True
,,,,,,,,,,,,,,,,,1.18675,,,,,,,,,,,,,0fb4780f-0ac0-4ea4-8486-711f0957c5ba,84,,,"[21.6, 74.4]",3788774,1,,,,,-0.010049913,,Right Foot,,,,"[41.5, 74.2]",,Ground Pass,,19.901005,,,László Kleinheisler,16502.0,,,,,Recovery,1,From Free Kick,Endre Botka,31887.0,Right Center Back,3,Germany,770,['9b5690b1-bfbc-403a-80bf-b469a27c0af1'],3,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:03.985,Pass,
,,,,,,,,,,,,,,,,,0.712852,,,,,,,,,,,,,ae582b6d-a2cf-40d1-b638-047d3b6fc325,91,,,"[81.6, 6.6]",3788774,1,,,,,2.2270472,,Left Foot,,,,"[74.9, 15.3]",,Ground Pass,,10.980892,,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Robin Gosens,6985.0,Left Wing Back,3,Germany,770,['84dc3aad-17f7-44f4-b188-cd6c9ee4b5bb'],7,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:07.539,Pass,
,,,,,,,,,,,,,,,,,1.007718,,,,,,,,,,,,,de5ab76d-d66c-49d5-93b3-43a58cadd02b,95,,,"[69.2, 20.5]",3788774,1,,,,,1.1291232,,Right Foot,,,,"[77.9, 38.9]",,Ground Pass,,20.353132,,,Serge Gnabry,8400.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Germany,770,"['740e5c35-fe62-4c0f-8001-ec65af1ca2ad', 'ba916adc-1d21-4275-8646-4db77bd94a4a']",11,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:11.130,Pass,True
,,,,,,,,,,,,,,,,,3.067561,,,,,,,,,,,,,7af5c03f-0aec-4ee9-b2ac-464bcc41bb32,103,,,"[86.9, 29.2]",3788774,1,,,,,-0.56320256,,Right Foot,,,,"[120.0, 8.3]",,Ground Pass,,39.146137,Out,,Leroy Sané,3053.0,,,Through Ball,True,,1,From Free Kick,Serge Gnabry,8400.0,Center Forward,3,Germany,770,"['506475ed-4612-4e5e-8596-878ec95c1eae', 'c295bc2c-b639-4621-9b87-0d05539ddd07']",15,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:15.624,Pass,True
,,,,,,,,,,,,,,,,,1.007201,,,,,,,,,,,,,26d16e13-57c8-495c-bed6-355b2a787d05,105,,,"[7.0, 44.1]",3788774,1,,True,,,-1.5519307,,Right Foot,,,,"[7.3, 28.2]",,Ground Pass,,15.90283,,,Attila Szalai,46376.0,,,,,Goal Kick,1,From Goal Kick,Péter Gulácsi,8524.0,Goalkeeper,4,Hungary,916,['df7fe6a9-cd39-4df4-bf98-d222b31810b5'],34,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:34.885,Pass,
,,,,,,,,,,,,,,,,,1.484234,,,,,,,,,,,,,dc304ef0-2846-48cf-a21f-b9b14b1bb688,107,,,"[7.3, 26.0]",3788774,1,,,,,1.5707964,,Left Foot,,,,"[7.3, 36.5]",,Ground Pass,,10.5,,,Péter Gulácsi,8524.0,,,,,,1,From Goal Kick,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,['0cb02283-8ffc-4037-a4ac-b0882ba09bc0'],36,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:36.862,Pass,
,,,,,,,,,,,,,,,,,1.653881,,,,,,,,,,,,,79b9d09d-fb8e-4039-9151-02c5ea2775e0,110,,,"[7.1, 39.1]",3788774,1,,,,,-1.535723,,Right Foot,,,,"[7.7, 22.0]",,Ground Pass,,17.110523,,,Attila Szalai,46376.0,,,,,,1,From Goal Kick,Péter Gulácsi,8524.0,Goalkeeper,4,Hungary,916,['35d628a8-2bad-4cd8-a1ec-71c307dd9924'],39,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:39.931,Pass,
,,,,,,,,,,,,,,,,,2.752107,,,,,,,,,,,,,2185a30c-01da-4804-823a-2564ebe079b8,113,,,"[23.4, 6.4]",3788774,1,,,,,0.14356333,,Left Foot,,,,"[82.2, 14.9]",,High Pass,,59.411194,Incomplete,,Roland Sallai,19316.0,,,,,,1,From Goal Kick,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,"['28d4a527-36bf-4dc1-beff-f76831117385', 'fbb829ac-4850-4a88-a331-1834e977fe68']",44,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:44.681,Pass,
,,,,,,,,,,,,,,,,,1.573059,,,,,,,,,,,,,fbb829ac-4850-4a88-a331-1834e977fe68,116,,,"[37.9, 65.2]",3788774,1,,,,True,1.1243144,,,,,,"[42.4, 74.6]",,Low Pass,,10.421612,,,Matthias Ginter,8808.0,,,,,Recovery,1,From Goal Kick,Mats Hummels,5572.0,Center Back,4,Hungary,916,"['2185a30c-01da-4804-823a-2564ebe079b8', '5482565e-9b16-4945-983d-597e9a63f387', 'b14c8496-a40f-4c2a-b23a-53c51602d0a9']",47,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:47.433,Pass,True
,,,,,,,,,,,,,,,,,3.570634,,,,,,,,,,,,,7d90768e-844a-4271-bca0-5d8a044d4e35,119,,,"[42.8, 75.4]",3788774,1,,,,,-0.13883896,,Right Foot,,,,"[88.6, 69.0]",,High Pass,,46.245,Incomplete,,Serge Gnabry,8400.0,,,,,,1,From Goal Kick,Matthias Ginter,8808.0,Right Center Back,4,Hungary,916,"['3927600a-2c93-44e7-b213-6ffc935f9c10', '6c2b2c55-e6af-491d-9d5d-6e33f68a234b']",49,,,,,,,,,,,,,,,,,,,,Germany,770,00:01:49.050,Pass,
,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,3927600a-2c93-44e7-b213-6ffc935f9c10,121,,,"[31.5, 11.1]",3788774,1,,,,,0.5084893,,Head,,,,"[43.7, 17.9]",,Low Pass,,13.967104,,,Ádám Nagy,7162.0,,,,,Recovery,1,From Goal Kick,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,"['7d90768e-844a-4271-bca0-5d8a044d4e35', '87c690eb-362b-41dd-9a0a-2ccba88e4cba']",52,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:52.620,Pass,
,,,,,,,,,,,,,,,,,6.333476,,,,,,,,,,,,,55d7f71c-e522-4ac2-a4d8-840c8155d182,124,,,"[42.2, 16.6]",3788774,1,,,,,-0.3281199,,Left Foot,,,,"[89.2, 0.6]",,High Pass,,49.648766,Out,,Roland Sallai,19316.0,,,,,,1,From Goal Kick,Ádám Nagy,7162.0,Center Defensive Midfield,4,Hungary,916,"['53e901f7-bd7f-4ab8-83be-18f107abe9fb', 'bc092d8d-6f04-4761-8a66-93251eef7fbb']",54,,,,,,,,,,,,,,,,,,,,Hungary,916,00:01:54.513,Pass,True
