50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.013468,,,,,,,,,,,,,cd8259d8-8fe0-4bee-afc5-b16812598525,17,,,"[90.1, 14.1]",3788765,0,,,,,3.098454,,Left Foot,,,,"[76.2, 14.7]",,Ground Pass,,13.912944,,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Center Attacking Midfield,2,Switzerland,773,['3e7c25b9-999d-4dd7-a4c1-17fc177e72e3'],11,,,,,,,,,,,,,,,,,Switzerland,773,00:00:11.602,Pass,
,,,,,,,,,,,,,,,1.052318,,,,,,,,,,,,,09a5486b-9bbe-417c-997d-83a575094f0b,20,,,"[71.3, 13.2]",3788765,0,,,,,-2.9521124,,Right Foot,,,,"[56.7, 10.4]",,Ground Pass,,14.866069,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Switzerland,773,['981c54ce-e1ab-4185-8ce9-637a36277bbf'],13,,,,,,,,,,,,,,,,,Switzerland,773,00:00:13.664,Pass,
,,,,,,,,,,,,,,,1.580319,,,,,,,,,,,,,56c3fb30-de40-4521-aae9-10ed640b15c2,22,,,"[56.9, 10.2]",3788765,0,,,,,-0.38050637,,Left Foot,,,,"[73.4, 3.6]",,Ground Pass,,17.771044,,,,Steven Zuber,5548.0,,,,,,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,2,Switzerland,773,['172aa9cd-4eb3-4779-b6f6-e4d4eb3ef84f'],14,,,,,,,,,,,,,,,,,Switzerland,773,00:00:14.716,Pass,
,,,,,,,,,,,,,,,0.720961,,,,,,,,,,,,,cc09a1fd-15ee-4047-a1ab-243ceb11e268,26,,,"[71.5, 6.6]",3788765,0,,,,,2.4636922,,Right Foot,,,,"[63.8, 12.8]",,Ground Pass,,9.885848,,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Steven Zuber,5548.0,Left Wing Back,2,Switzerland,773,"['272d6d6b-1212-45a1-93a3-06f328d3f711', '80d2ff74-af90-48c0-8887-1d412944aebd']",17,,,,,,,,,,,,,,,,,Switzerland,773,00:00:17.086,Pass,True
,,,,,,,,,,,,,,,0.862716,,,,,,,,,,,,,3acfbdda-9a12-4c4e-aa71-bca409f8dcf2,29,,,"[63.8, 13.0]",3788765,0,,,,,-0.09600029,,Left Foot,,,,"[77.3, 11.7]",,High Pass,,13.5624485,,Unknown,,,,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Switzerland,773,,17,,,,,,,,,,,,,,,,,Switzerland,773,00:00:17.807,Pass,
,,,,,,,,,,,,,,,0.871696,,,,,,,,,,,,,45621a86-116c-400e-8a50-dadc4f91d8cc,32,,,"[29.2, 66.0]",3788765,0,,,,,-0.3327391,,Right Foot,,,,"[42.8, 61.3]",,Ground Pass,,14.389232,,,,Kaan Ayhan,12293.0,,,,,Free Kick,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,3,Turkey,909,['b6b6b288-dc2b-428f-86ef-5f68bd7ca0cd'],35,,,,,,,,,,,,,,,,,Turkey,909,00:00:35.758,Pass,
,,,,,,,,,,,,,,,0.909281,,,,,,,,,,,,,4f92066f-0172-45cf-a461-f6265ee811c4,35,,,"[37.5, 62.4]",3788765,0,,,,,3.051672,,Right Foot,,,,"[25.3, 63.5]",,Ground Pass,,12.24949,,,,Merih Demiral,23558.0,,,,,,1,From Free Kick,Kaan Ayhan,12293.0,Center Defensive Midfield,3,Turkey,909,['6b730d01-78c1-4aca-b767-5753e0de32bc'],37,,,,,,,,,,,,,,,,,Turkey,909,00:00:37.971,Pass,
,,,,,,,,,,,,,,,4.081808,,,,,,,,,,,,,2f5fe8f6-205f-4c01-991f-309e26f098c5,38,,,"[25.5, 63.7]",3788765,0,,,,,-0.25092155,,Right Foot,,,,"[84.8, 48.5]",,High Pass,,61.21707,,Incomplete,,,,,,,,,1,From Free Kick,Merih Demiral,23558.0,Right Center Back,3,Turkey,909,['13fbbcec-1eef-40b6-92db-8009f95b7757'],40,,,,,,,,,,,,,,,,,Turkey,909,00:00:40.381,Pass,
,,,,,,,,,,,,,,,2.534735,,,,,,,,,,,,,13fbbcec-1eef-40b6-92db-8009f95b7757,39,,,"[35.3, 31.6]",3788765,0,,,,,1.922415,,Head,,,,"[29.1, 48.5]",,Low Pass,,18.001389,,,,Nico Elvedi,8814.0,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Center Back,4,Switzerland,773,"['1ce52914-f364-4c15-b561-29e71e69eeec', '2f5fe8f6-205f-4c01-991f-309e26f098c5']",44,,,,,,,,,,,,,,,,,Switzerland,773,00:00:44.463,Pass,
,,,,,,,,,,,,,,,2.733408,,,,,,,,,,,,,e48beaf5-0672-4196-86ba-d7ee765576ba,42,,,"[29.1, 48.5]",3788765,0,,,,,1.0407186,,Right Foot,,,,"[40.0, 67.1]",,Ground Pass,,21.558525,,,,Silvan Widmer,7796.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Switzerland,773,"['be5ce728-4c8e-4371-885f-5856128e978f', 'fdfdb6d0-0cf2-4297-ae1d-5a700a9b39dc']",46,,,,,,,,,,,,,,,,,Switzerland,773,00:00:46.997,Pass,True
,,,,,,,,,,,,,,,0.147131,,,,,,,,,,,,,19753b88-1920-4427-a9e9-89f938e397bd,45,,,"[41.1, 68.6]",3788765,0,,,,,0.8086498,,Right Foot,,,,"[43.2, 70.8]",,Ground Pass,,3.0413814,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,4,Switzerland,773,"['0712d1ac-d540-4cc1-81be-80c2f58bc37f', '58c5e6fe-e022-4cc3-ada6-f026dd58c375', 'cbc2ae23-ff35-4bd7-bb5d-3561243bbe9d']",49,,,,,,,,,,,,,,,,,Switzerland,773,00:00:49.731,Pass,True
,,,,,,,,,,,,,,,3.427586,,,,,,,,,,,,,61f38941-41a8-45e2-b6d7-a396e003cd54,48,,,"[77.3, 80.0]",3788765,1,,,,,-0.37076786,,,,,,"[116.4, 64.8]",,High Pass,,41.950565,,,,Xherdan Shaqiri,3533.0,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,5,Switzerland,773,['027a64e3-ca50-42d9-b184-a4d8cb9d69d9'],15,,,,,,,,,,,,,,,,,Switzerland,773,00:01:15.152,Pass,
,,,,,,,,,,,,,,,1.007314,,,,,,,,,,,,,447071e1-0308-48ec-94ba-78580f70a466,52,,,"[118.3, 64.8]",3788765,1,,,,,-1.6961203,,Right Foot,,,,"[116.7, 52.1]",,Ground Pass,,12.80039,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Throw In,Xherdan Shaqiri,3533.0,Center Attacking Midfield,5,Switzerland,773,"['3f6b657b-2002-427c-9b5a-9e93e3af5a99', '5bb73ff0-ce15-4451-b112-8c9a270d6141', '65143105-51b0-4070-804f-52e257db5667']",18,,,,,,,,,,,,,,,,,Switzerland,773,00:01:18.700,Pass,True
,,,,,,,,,,,,,,,2.102141,,,,,,,,,,,,,1e2eaa18-7a8a-4f49-b35e-2f7cdcfbf083,56,,,"[2.6, 24.1]",3788765,1,,,,,-0.6550264,,Left Foot,,,,"[31.5, 1.9]",,High Pass,,36.44242,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Throw In,Merih Demiral,23558.0,Right Center Back,5,Switzerland,773,['bedd2d4b-57ee-453a-b5c6-7dcb62dbcc31'],20,,,,,,,,,,,,,,,,,Turkey,909,00:01:20.620,Pass,
,,,,,,,,,,,,,,,0.952222,,,,,,,,,,,,,b1eee2ba-7848-478b-b0f6-16869a174b5b,59,,,"[29.8, 3.1]",3788765,1,,,,,1.8259788,,Right Foot,,,,"[27.4, 12.3]",,Low Pass,,9.507892,,Incomplete,,İrfan Can Kahveci,30311.0,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Left Midfield,5,Switzerland,773,"['18d67da6-ef68-4c0b-b57b-0da35981a779', 'a7e74dc4-68d7-46ef-a783-aa78f9870b2a']",22,,,,,,,,,,,,,,,,,Turkey,909,00:01:22.802,Pass,
,,,,,,,,,,True,,,,,1.408036,,,,,,,,,,,,,a7e74dc4-68d7-46ef-a783-aa78f9870b2a,62,,,"[92.7, 67.8]",3788765,1,,,,,0.1061568,,Right Foot,,,,"[104.9, 69.1]",,Low Pass,,12.269067,,Incomplete,,Breel-Donald Embolo,5545.0,,,,,Interception,1,From Throw In,Remo Freuler,6983.0,Right Defensive Midfield,5,Switzerland,773,"['10c6ccd6-4cc9-4b66-b470-dd496ad3ef65', '3deea703-92c3-47dd-a115-b0e775a0b14e', '4c00f7e0-3748-4cc7-8c2b-20f7c8cbd1ed', 'b1eee2ba-7848-478b-b0f6-16869a174b5b']",23,,,,,,,,,,,,,,,,,Switzerland,773,00:01:23.755,Pass,True
,,,,,,,,,,,,,,,2.04398,,,,,,,,,,,,,85082e6c-d911-4c1b-b351-81de916977cd,74,,,"[13.1, 33.7]",3788765,1,,,,,-1.1058118,,Keeper Arm,,,,"[28.1, 3.8]",,Ground Pass,,33.451607,,,,Mert Müldür,10826.0,,,,,,1,Regular Play,Uğurcan Çakır,30357.0,Goalkeeper,6,Turkey,909,['16a65dea-9586-4a7a-a607-7d24760bcea2'],35,,,,,,,,,,,,,,,,,Turkey,909,00:01:35.123,Pass,
,,,,,,,,,,,,,,,0.500545,,,,,,,,,,,,,28d1fb31-40f9-4d87-9472-a00b5e8c9670,77,,,"[45.8, 1.9]",3788765,1,,,,,1.5707964,,Left Foot,,,,"[45.8, 6.6]",,Ground Pass,,4.7,,,,Hakan Çalhanoğlu,7039.0,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,6,Turkey,909,['bec170f7-2668-4daf-b6d3-fffbed4fc898'],41,,,,,,,,,,,,,,,,,Turkey,909,00:01:41.993,Pass,
,,,,,,,,,,,,,,,0.887047,,,,,,,,,,,,,fb223495-dfa5-4f10-980d-b1c875c3e326,80,,,"[45.8, 6.6]",3788765,1,,,,,-1.1562895,,Right Foot,,,,"[48.0, 1.6]",,Ground Pass,,5.4626,,,,Mert Müldür,10826.0,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Left Midfield,6,Turkey,909,['c803154d-3664-4ff1-8503-61a4f9553e0c'],42,,,,,,,,,,,,,,,,,Turkey,909,00:01:42.693,Pass,
,,,,,,,,,,,,,,,1.074778,,,,,,,,,,,,,e9c3641e-3f53-405f-8d1c-fcf66d4eb75b,83,,,"[48.0, 1.6]",3788765,1,,,,,0.9758854,,Right Foot,,,,"[57.0, 14.9]",,Ground Pass,,16.058954,,,,İrfan Can Kahveci,30311.0,,,,,,1,Regular Play,Mert Müldür,10826.0,Left Back,6,Turkey,909,['c0ba0200-84e7-4d0b-b199-723115eb9500'],43,,,,,,,,,,,,,,,,,Turkey,909,00:01:43.741,Pass,
,,,,,,,,,,,,,,,0.882149,,,,,,,,,,,,,53ec9064-708e-4536-a9ba-37964b2fa5ca,87,,,"[90.3, 6.6]",3788765,1,,,,,2.5431738,e97ce770-bec3-4c6a-90a9-ef9dc2c6a42b,Left Foot,,,,"[83.7, 11.1]",,Ground Pass,,7.9881163,,,,Burak Yılmaz,11086.0,True,,,,,1,Regular Play,İrfan Can Kahveci,30311.0,Left Center Midfield,6,Turkey,909,['e0fe80d4-467f-4e07-95bf-8ede96672d72'],51,,,,,,,,,,,,,,,,,Turkey,909,00:01:51.353,Pass,
,,,,,,,,,,,,,,,1.342969,,,,,,,,,,,,,5678e8a0-232f-4901-af20-556f3d6330f8,93,,,"[120.0, 0.1]",3788765,2,,,,,1.7332411,,Right Foot,,,,"[114.1, 36.1]",,High Pass,True,36.48027,,Incomplete,,Ozan Tufan,11088.0,,,Inswinging,,Corner,1,From Corner,Hakan Çalhanoğlu,7039.0,Left Midfield,7,Turkey,909,"['b7f793c5-b6c4-4967-8e5c-74a293ccbbd9', 'cee6ef9a-c1e4-41e8-ba29-32d0906a7d77']",22,,,,,,,,,,,,,,,,,Turkey,909,00:02:22.167,Pass,
,,,,,,,,,,,,,,,1.383241,,,,,,,,,,,,,c7a17b99-ee90-4866-ad12-2ba0a519dbed,97,,,"[84.3, 39.5]",3788765,2,,,,,-3.0883884,,Head,,,,"[67.4, 38.6]",,Low Pass,,16.923948,,,,Kaan Ayhan,12293.0,,,,,Recovery,1,From Corner,Mehmet Zeki Çelik,10349.0,Right Back,7,Turkey,909,['078d27d0-ce17-4d16-992d-23e73fab49a1'],26,,,,,,,,,,,,,,,,,Turkey,909,00:02:26.777,Pass,
,,,,,,,,,,,,,,,0.747694,,,,,,,,,,,,,8182a0d8-8c6a-4e38-8565-471ce6dce9a2,100,,,"[66.4, 38.6]",3788765,2,,,,,1.196752,,Right Foot,,,,"[70.6, 49.3]",,Ground Pass,,11.4947815,,,,Mehmet Zeki Çelik,10349.0,,,,,,1,From Corner,Kaan Ayhan,12293.0,Center Defensive Midfield,7,Turkey,909,['f297a89e-ee3f-448d-8ac6-1fe755bb8ecb'],29,,,,,,,,,,,,,,,,,Turkey,909,00:02:29.379,Pass,
,,,,,,,,,,,,,,,3.196436,,,,,,,,,,,,,dbb2fe89-6b5e-42a6-8c55-75227eddbcc1,105,,,"[67.9, 51.5]",3788765,2,,,,,-3.1072812,,Right Foot,,,,"[24.2, 50.0]",,Ground Pass,,43.725735,,,,Uğurcan Çakır,30357.0,,,,,,1,From Corner,Mehmet Zeki Çelik,10349.0,Right Back,7,Turkey,909,"['0cec7636-be22-48fd-8d69-8fa6df46fd45', '2371a14f-dedb-4f49-8bc4-84f341f1336d']",32,,,,,,,,,,,,,,,,,Turkey,909,00:02:32.822,Pass,True
,,,,,,,,,,,,,,,3.592644,,,,,,,,,,,,,84febce3-4ef8-460f-858d-d57f632824a5,108,,,"[28.1, 49.6]",3788765,2,,,,,-0.6341129,,Right Foot,,,,"[91.6, 2.9]",,High Pass,,78.82347,,Incomplete,,Hakan Çalhanoğlu,7039.0,,True,,,,1,From Corner,Uğurcan Çakır,30357.0,Goalkeeper,7,Turkey,909,"['17ad4b76-c541-49fd-8c91-01ad9f336c64', '61fc1209-6c98-4a03-b84e-faaa3b3dc6b6']",39,,,,,,,,,,,,,,,,,Turkey,909,00:02:39.265,Pass,
,,,,,,,,,,,,,,,2.029889,,,,,,,,,,,,,61fc1209-6c98-4a03-b84e-faaa3b3dc6b6,110,,,"[28.5, 77.2]",3788765,2,,,,True,-0.016127633,,,,,,"[40.9, 77.0]",,High Pass,,12.401613,,Incomplete,,,,,,,,Interception,1,From Corner,Silvan Widmer,7796.0,Right Wing Back,7,Turkey,909,"['84febce3-4ef8-460f-858d-d57f632824a5', 'dddbacda-cedf-435a-87e4-1c6a361f3507', 'ea5a1f39-7807-4775-9eac-8e20365d2ffa']",42,,,,,,,,,,,,,,,,,Switzerland,773,00:02:42.857,Pass,True
,,,,,,,,,,,,,,,0.903577,,,,,,,,,,,,,16d6cdeb-8867-4ceb-a810-aa860281be01,114,,,"[86.7, 11.5]",3788765,2,,,,,2.3837104,,Left Foot,,,,"[81.1, 16.8]",,Ground Pass,,7.7103825,,,,Burak Yılmaz,11086.0,,,,,,1,From Corner,İrfan Can Kahveci,30311.0,Left Center Midfield,7,Turkey,909,['a69844ca-42d8-4a3d-a271-3f180062cdb5'],46,,,,,,,,,,,,,,,,,Turkey,909,00:02:46.367,Pass,
,,,,,,,,,,,,,,,0.612027,,,,,,,,,,,,,d6f8a2c8-8e14-45eb-af74-a7e4c4326023,117,,,"[81.1, 16.8]",3788765,2,,,,,-0.05058971,,Left Foot,,,,"[89.0, 16.4]",,Ground Pass,,7.91012,,,,İrfan Can Kahveci,30311.0,,,,,,1,From Corner,Burak Yılmaz,11086.0,Center Forward,7,Turkey,909,['3349aebe-0543-4f7c-a4b9-2efed223647e'],47,,,,,,,,,,,,,,,,,Turkey,909,00:02:47.390,Pass,
,,,,,,,,,,,,,,,0.787535,,,,,,,,,,,,,a4e8eb37-2695-4ff8-b60c-b52292ca0abd,121,,,"[90.5, 24.1]",3788765,2,,,,,2.1305933,400df02b-7a5f-4fbc-becb-79c7cc13944c,Left Foot,,,,"[85.8, 31.6]",,Ground Pass,,8.850988,,,,Ozan Tufan,11088.0,True,,,,,1,From Corner,İrfan Can Kahveci,30311.0,Left Center Midfield,7,Turkey,909,['2f521889-6977-4ded-a6da-a43a0f0aa531'],48,,,,,,,,,,,,,,,,,Turkey,909,00:02:48.900,Pass,
,,,,,,,,,,,,,,,1.299816,,,,,,,,,,,,,2c2594dd-8f59-4c8a-94dd-485fe53b4f8b,130,,,"[7.0, 36.1]",3788765,3,,True,,,-0.33155417,,Right Foot,,,,"[13.1, 34.0]",,Ground Pass,,6.4513564,,,,Manuel Obafemi Akanji,5549.0,,,,,Goal Kick,1,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,8,Switzerland,773,['3fb1b20c-f940-45b2-93cb-2bd689050417'],10,,,,,,,,,,,,,,,,,Switzerland,773,00:03:10.930,Pass,
,,,,,,,,,,,,,,,1.62252,,,,,,,,,,,,,5679b0b4-cfc2-4025-ba7a-54e339bedfc7,133,,,"[24.2, 39.3]",3788765,3,,,,,-0.29878,,Right Foot,,,,"[49.2, 31.6]",,Ground Pass,,26.158937,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Goal Kick,Manuel Obafemi Akanji,5549.0,Center Back,8,Switzerland,773,"['06018ab3-6552-4a23-9bc5-f400e6940943', '4e3162ec-9d5c-42a6-9013-c6ea520001f7', '8c4bb0be-d8d6-4f8b-aefb-075ee17468bb']",13,,,,,,,,,,,,,,,,,Switzerland,773,00:03:13.779,Pass,True
