50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.847361,,,,,,,,,,,,,89762dc5-935f-42f1-bf46-1b9736fd41d8,5,,,"[61.0, 40.1]",3794685,0,,,,2.893479,,Right Foot,,,"[53.5, 42.0]",,Ground Pass,,7.7369246,,,,,Florian Grillitsch,11396.0,,,,,Kick Off,1,From Kick Off,Marcel Sabitzer,8518.0,Center Attacking Midfield,2,Austria,915,['762a3d7a-2736-4011-9b1f-11032703c974'],0,,,,,,,,,,,,,,,,,,Austria,915,00:00:00.897,Pass,
,,,,,,,,,,,,,,,,,,1.315763,,,,,,,,,,,,,476ce6f5-b817-4acc-9a68-ca714e033d88,8,,,"[52.8, 42.6]",3794685,0,,,,2.352273,,Right Foot,,,"[40.1, 55.4]",,Ground Pass,,18.03136,,,,,Aleksandar Dragović,3969.0,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Left Defensive Midfield,2,Austria,915,['ebd9deaf-6cb5-4bb1-8a1c-3d31b01d5da5'],3,,,,,,,,,,,,,,,,,,Austria,915,00:00:03.308,Pass,
,,,,,,,,,,,,,,,,,,2.051618,,,,,,,,,,,,,a30ffadf-750c-49bd-a7ab-71b5f8e71184,11,,,"[37.5, 60.5]",3794685,0,,,,-2.5738873,,Left Foot,,,"[11.0, 43.6]",,Ground Pass,,31.43024,,,,,Daniel Bachmann,21532.0,,,,,,1,From Kick Off,Aleksandar Dragović,3969.0,Right Center Back,2,Austria,915,['12171a06-4234-4d42-9039-ecfa906ac0e5'],5,,,,,,,,,,,,,,,,,,Austria,915,00:00:05.570,Pass,
,,,,,,,,,,,,,,,,,,3.3237,,,,,,,,,,,,,53d8f910-b2c9-4196-8399-c500ad3860a7,15,,,"[13.5, 39.2]",3794685,0,,,,-0.043044556,,Left Foot,,,"[66.9, 36.9]",,High Pass,,53.44951,,,Incomplete,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Daniel Bachmann,21532.0,Goalkeeper,2,Austria,915,"['0b1c48b5-f76b-4cc2-813d-d1c7ed33d3ec', 'a0a03b56-2365-411f-806e-df4608a0399e', 'a664beca-f2d4-4eaf-ad02-82fd2635a229']",10,,,,,,,,,,,,,,,,,,Austria,915,00:00:10.077,Pass,True
,,,,,,,,,,,,,,,,,,0.996366,,,,,,,,,,,,,0b1c48b5-f76b-4cc2-813d-d1c7ed33d3ec,18,,,"[53.2, 43.2]",3794685,0,,,,0.63502675,,Other,,,"[57.0, 46.0]",,Low Pass,,4.7201695,,,,,Jorge Luiz Frello Filho,7024.0,,,,,Recovery,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,3,Italy,914,"['138c6097-9329-4a6c-ad02-0eaaa30d9ba5', '16d07618-dab5-435b-9cc8-2827ade3ddd7', '53d8f910-b2c9-4196-8399-c500ad3860a7']",13,,,,,,,,,,,,,,,,,,Italy,914,00:00:13.400,Pass,True
,,,,,,,,,,,,,,,,,,0.672432,,,,,,,,,,,,,84d98a47-27b5-4b1f-a853-079205c3fa27,21,,,"[57.0, 46.0]",3794685,0,,,,-0.27365932,,Right Foot,,,"[62.7, 44.4]",,Low Pass,,5.920304,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,3,Italy,914,"['88973bd9-07c8-4b9b-8d57-9fe1deeef1db', 'b3590ce0-10e4-413e-b225-8c134b617b79']",14,,,,,,,,,,,,,,,,,,Italy,914,00:00:14.397,Pass,True
,,,,,,,,,,,,,,,,,,1.122559,,,,,,,,,,,,,34d9c870-d8a4-4a8f-b7c6-0ba586e9a683,27,,,"[56.2, 47.7]",3794685,0,,,,-0.2551824,,Right Foot,,,"[72.3, 43.5]",,Ground Pass,,16.63881,,,,,Ciro Immobile,7788.0,,,,,Free Kick,1,From Free Kick,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,4,Italy,914,['9594ae45-79c9-4118-997a-cc29ef97a090'],28,,,,,,,,,,,,,,,,,,Italy,914,00:00:28.386,Pass,
,,,,,,,,,,,,,,,,,,2.265595,,,,,,,,,,,,,b40d9ed3-c37e-4a43-ad80-792c474ea5f2,29,,,"[72.3, 43.5]",3794685,0,,,,-3.018924,,Right Foot,,,"[43.1, 39.9]",,Low Pass,,29.421082,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Free Kick,Ciro Immobile,7788.0,Center Forward,4,Italy,914,['15cb3123-c8f7-4273-b4be-5e77fb1ed95a'],29,,,,,,,,,,,,,,,,,,Italy,914,00:00:29.509,Pass,
,,,,,,,,,,,,,,,,,,1.442061,,,,,,,,,,,,,f6cd16a1-425c-4264-9805-bce4d37edf68,32,,,"[44.5, 41.6]",3794685,0,,,,1.3854483,,Left Foot,,,"[47.5, 57.6]",,Ground Pass,,16.27882,,,,,Giovanni Di Lorenzo,11514.0,,,,,,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,4,Italy,914,['f7abafd1-fa15-45ff-befd-a40e5d029a80'],33,,,,,,,,,,,,,,,,,,Italy,914,00:00:33.433,Pass,
,,,,,,,,,,,,,,,,,,0.836732,,,,,,,,,,,,,ccc85f1d-e95e-4ee2-9248-7d59761a1596,45,,,"[70.8, 11.5]",3794685,0,,,,-0.4128439,,Right Foot,,,"[82.9, 6.2]",,Ground Pass,,13.209845,,,,,David Olatukunbo Alaba,8220.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Center Forward,5,Austria,915,['98d255ee-817d-46e5-856d-98771c3b2add'],44,,,,,,,,,,,,,,,,,,Austria,915,00:00:44.623,Pass,
,,,,,,,,,,,,,,,,,,1.231797,,,,,,,,,,,,,7ae404cc-7109-4598-8502-ea1d8f1a75c2,48,,,"[83.2, 6.2]",3794685,0,,,,1.1045033,,Left Foot,,,"[90.8, 21.3]",,Ground Pass,,16.904734,,,,,Marcel Sabitzer,8518.0,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,5,Austria,915,['e72a02f0-ee22-4c5f-9e23-445835e2aee4'],46,,,,,,,,,,,,,,,,,,Austria,915,00:00:46.008,Pass,
,,,,,,,,,,,,,,,,,,1.773139,,,,,,,,,,,,,f9c5068f-c843-48bc-b5b3-e2f3d66e4f15,51,,,"[90.8, 21.3]",3794685,0,,,,-0.5548452,,Right Foot,,,"[110.0, 9.4]",,Ground Pass,,22.588715,,,,,Christoph Baumgartner,24977.0,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Center Attacking Midfield,5,Austria,915,['71218776-f69d-41ae-82d8-e8d99de5e5c8'],47,,,,,,,,,,,,,,,,,,Austria,915,00:00:47.696,Pass,
,,,,,,,,,,,,,,,,,,0.533064,,,,,,,,,,,,,76f034dc-34d2-4605-97c3-5f810d2d2755,54,,,"[110.6, 18.2]",3794685,0,,,,1.5707964,,Right Foot,True,,"[110.6, 31.4]",,Ground Pass,,13.2,,,,,Marcel Sabitzer,8518.0,,,,,,1,Regular Play,Christoph Baumgartner,24977.0,Left Wing,5,Austria,915,['0e3aa2db-f6a3-48ef-b579-fbee8a835d0c'],54,,,,,,,,,,,,,,,,,,Austria,915,00:00:54.083,Pass,
,,,,,,,,,,,,,,,,,,0.308689,,,,,,,,,,,,,ec226667-bb84-444b-b335-a228d1be4c5a,56,,,"[110.6, 31.4]",3794685,0,,,,1.5877439,,Left Foot,,,"[110.5, 37.3]",,Low Pass,,5.9008474,,,,,Konrad Laimer,8506.0,,,,,,1,Regular Play,Marcel Sabitzer,8518.0,Center Attacking Midfield,5,Austria,915,['dd21431f-5b8a-4cdd-9be4-6c902a607f0d'],54,,,,,,,,,,,,,,,,,,Austria,915,00:00:54.616,Pass,
,,,,,,,,,,,,,,,,,,1.685884,,,,,,,,,,,,,332e3582-ba8a-41eb-9a75-1c352dcf8b4f,64,,,"[19.7, 51.4]",3794685,1,,,,1.0347133,,Left Foot,,,"[29.8, 68.4]",,Ground Pass,,19.773973,,,,,Giovanni Di Lorenzo,11514.0,,,,,Free Kick,1,From Free Kick,Leonardo Bonucci,7173.0,Right Center Back,6,Italy,914,['6a5fb2f5-0347-4ecf-8f9a-69c9bfc3b9c4'],43,,,,,,,,,,,,,,,,,,Italy,914,00:01:43.569,Pass,
,,,,,,,,,,,,,,,,,,4.056714,,,,,,,,,,,,,258700af-26a5-400d-aca8-f70969a87b42,68,,,"[35.7, 72.1]",3794685,1,,,,-0.21507442,,Right Foot,,,"[109.4, 56.0]",,High Pass,,75.43806,,,Incomplete,,Ciro Immobile,7788.0,,,Through Ball,True,,1,From Free Kick,Giovanni Di Lorenzo,11514.0,Right Back,6,Italy,914,"['30a9abbc-6b8f-4c70-80ba-0c755b3746b6', 'c067764c-9d07-47ef-ad0c-8336e6d17c15', 'c33dd426-4a42-4e8e-b3ba-b5a4808a797a']",46,,,,,,,,,,,,,,,,,,Italy,914,00:01:46.456,Pass,True
,,,,,,,,,,,,,,,,,,1.816904,,,,,,,,,,,,,88548e35-7deb-4c7b-9258-665a1957adef,72,,,"[12.4, 25.5]",3794685,1,,,,0.752235,,Keeper Arm,,,"[23.3, 35.7]",,Ground Pass,,14.928162,,,,,Aleksandar Dragović,3969.0,,,,,,1,From Keeper,Daniel Bachmann,21532.0,Goalkeeper,7,Austria,915,['9c15730a-8efb-4b01-b3c0-18e416b960c2'],52,,,,,,,,,,,,,,,,,,Austria,915,00:01:52.094,Pass,
,,,,,,,,,,,,,,,,,,1.935992,,,,,,,,,,,,,02fa9868-f185-40b1-921d-df54310267d1,75,,,"[31.6, 34.7]",3794685,1,,,,1.4853778,,Left Foot,,,"[34.4, 67.4]",,Ground Pass,,32.81966,,,,,Stefan Lainer,8779.0,,,,,,1,From Keeper,Aleksandar Dragović,3969.0,Right Center Back,7,Austria,915,['8388e220-00ff-42c7-a962-9d2f2f75341e'],55,,,,,,,,,,,,,,,,,,Austria,915,00:01:55.522,Pass,
,,,,,,,,,,,,,,,,,,1.007687,,,,,,,,,,,,,0e0f0d44-0311-464b-8810-9b80cd4f86f4,82,,,"[33.4, 64.6]",3794685,1,,,,-0.02238432,,Left Foot,,,"[46.8, 64.3]",,Ground Pass,,13.4033575,,,,,Xaver Schlager,8769.0,,,,,,1,From Keeper,Stefan Lainer,8779.0,Right Back,7,Austria,915,['2cc6cab9-92e1-4f8b-a076-23094238f08a'],59,,,,,,,,,,,,,,,,,,Austria,915,00:01:59.088,Pass,
,,,,,,,,,,,,,,,,,,0.765352,,,,,,,,,,,,,1688eb96-a3a6-4198-a3cb-c68f27a3cfa8,87,,,"[63.2, 76.1]",3794685,2,,,,0.0656948,,Right Foot,,,"[70.8, 76.6]",,Ground Pass,,7.61643,,,,,Konrad Laimer,8506.0,,,,,,1,From Keeper,Xaver Schlager,8769.0,Right Defensive Midfield,7,Austria,915,"['20aa2a75-9477-4896-9a1d-301339d29546', 'a97e5897-2c78-47f2-b17c-7a9ea501da57']",4,,,,,,,,,,,,,,,,,,Austria,915,00:02:04.337,Pass,True
,,,,,,,,,,,,,,,,,,0.835373,,,,,,,,,,,,,be7efdd9-285c-4412-ac26-268f42ce9049,91,,,"[70.8, 76.7]",3794685,2,,,,-1.0365268,,Right Foot,,,"[77.9, 64.7]",,Ground Pass,,13.943099,,,,,Marcel Sabitzer,8518.0,,,,,,1,From Keeper,Konrad Laimer,8506.0,Right Wing,7,Austria,915,['eb2d895b-4a4c-48c3-9f4c-eb6dbcaa2f5d'],6,,,,,,,,,,,,,,,,,,Austria,915,00:02:06.820,Pass,
,,,,,,,,,,,,,,,,,,1.1806,,,,,,,,,,,,,830c0432-ff15-4f8a-b2c9-399495ddbae5,99,,,"[46.8, 19.9]",3794685,2,,,,0.7547955,,Right Foot,,,"[56.9, 29.4]",,Ground Pass,,13.865786,,,,,Ciro Immobile,7788.0,,,,,,1,From Keeper,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,7,Austria,915,['56ab9405-0309-40ee-851f-e357417335f3'],10,,,,,,,,,,,,,,,,,,Italy,914,00:02:10.576,Pass,
,,,,,,,,,,,,,,,,,,1.119217,,,,,,,,,,,,,7b898583-f329-4dd4-9570-7761120d91f3,105,,,"[63.6, 50.7]",3794685,2,,,,-3.1229033,,Right Foot,,,"[52.9, 50.5]",,Ground Pass,,10.701869,,,,,Aleksandar Dragović,3969.0,,,,,Recovery,1,From Keeper,Konrad Laimer,8506.0,Right Wing,7,Austria,915,['0b9f8d83-6b21-4876-8567-9deb8433155e'],13,,,,,,,,,,,,,,,,,,Austria,915,00:02:13.313,Pass,
,,,,,,,,,,,,,,,,,,0.867949,,,,,,,,,,,,,5c034ab5-f84d-41c1-b2c4-13f3679e6e3d,109,,,"[54.3, 50.9]",3794685,2,,,,-0.29908442,,Right Foot,,,"[66.3, 47.2]",,Ground Pass,,12.557467,,,,,Florian Grillitsch,11396.0,,,,,,1,From Keeper,Aleksandar Dragović,3969.0,Right Center Back,7,Austria,915,"['6313ef7a-1575-466a-9b60-1ae80c28b8db', 'efa40eba-8ebd-46a3-b2a1-0221a72dbb36']",15,,,,,,,,,,,,,,,,,,Austria,915,00:02:15.878,Pass,True
,,,,,,,,,,,,,,,,,,1.124425,,,,,,,,,,,,,29e59b21-89a0-475f-9e9d-3b0bef5d6ebe,113,,,"[66.3, 42.1]",3794685,2,,,,-3.0909114,,Right Foot,,,"[52.5, 41.4]",,Ground Pass,,13.817742,,,,,Martin Hinteregger,8307.0,,,,,,1,From Keeper,Florian Grillitsch,11396.0,Left Defensive Midfield,7,Austria,915,"['077aaf2e-1ad4-42b8-b8ad-9175da74eea0', 'f3924658-0c71-4a1c-99a0-8777f1dfd5b4']",17,,,,,,,,,,,,,,,,,,Austria,915,00:02:17.765,Pass,True
,,,,,,,,,,,,,,,,,,1.056681,,,,,,,,,,,,,d562c085-5c31-4a55-a135-1fc34a535000,116,,,"[52.5, 40.3]",3794685,2,,,,0.046358515,,Left Foot,,,"[71.9, 41.2]",,Ground Pass,,19.420866,,,Incomplete,,Marcel Sabitzer,8518.0,,,,,,1,From Keeper,Martin Hinteregger,8307.0,Left Center Back,7,Austria,915,"['14208139-dc52-4ae7-b031-da035c89813a', 'fdd482c2-12b0-4cdf-8826-cc8c3cc9028c']",20,,,,,,,,,,,,,,,,,,Austria,915,00:02:20.148,Pass,
,,,,,,,,,,,,,,,,,,0.518583,,,,,,,,,,,,,4891fc90-86a6-4991-9998-d06f06b16657,123,,,"[65.0, 34.7]",3794685,2,,,,-1.5707964,,Left Foot,,,"[65.0, 31.7]",,Ground Pass,,3.0,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Ciro Immobile,7788.0,Center Forward,8,Italy,914,"['5f21c343-7d13-40e9-b2f5-e116497a1883', 'a7e66409-177b-49e5-8772-b88dbc6c5322']",23,,,,,,,,,,,,,,,,,,Italy,914,00:02:23.199,Pass,True
,,,,,,,,,,,,,,,,,,1.987423,,,,,,,,,,,,,27229e1b-8f70-43e8-adf0-e56c788c904b,126,,,"[72.9, 22.4]",3794685,2,,,,-1.5990374,,Right Foot,,,"[72.4, 4.7]",,Ground Pass,,17.70706,,,,,Lorenzo Insigne,7037.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,8,Italy,914,['b2a56cbb-28f7-4eb8-9bf1-85b6e848e234'],26,,,,,,,,,,,,,,,,,,Italy,914,00:02:26.029,Pass,
,,,,,,,,,,,,,,,,,,2.454344,,,,,,,,,,,,,e9eb8140-3153-40b2-a972-244b546838c4,129,,,"[72.4, 6.8]",3794685,2,,,,2.575625,,Right Foot,,,"[55.4, 17.6]",,Ground Pass,,20.140507,,,,,Francesco Acerbi,7119.0,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,8,Italy,914,['f2bf9c01-94d7-4212-ba62-a3a01737dd08'],28,,,,,,,,,,,,,,,,,,Italy,914,00:02:28.761,Pass,
,,,,,,,,,,,,,,,,,,1.704932,,,,,,,,,,,,,98f26120-0b82-46a6-b322-2f5d1a5c325f,131,,,"[55.4, 17.6]",3794685,2,,,,2.4864433,,Left Foot,,,"[37.7, 31.2]",,Ground Pass,,22.321514,,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,8,Italy,914,['d2947789-bcfa-481e-b8e1-35385eed3798'],31,,,,,,,,,,,,,,,,,,Italy,914,00:02:31.215,Pass,
,,,,,,,,,,,,,,,,,,2.041537,,,,,,,,,,,,,99863965-3eb5-4d0f-a91b-a6ed7d1765c6,134,,,"[37.7, 34.3]",3794685,2,,,,-1.3098918,,Right Foot,,,"[43.2, 13.7]",,Ground Pass,,21.321585,,,,,Francesco Acerbi,7119.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Right Center Back,8,Italy,914,['ea1c62e9-13c4-44eb-9198-c46a4bbdd4f7'],34,,,,,,,,,,,,,,,,,,Italy,914,00:02:34.359,Pass,
,,,,,,,,,,,,,,,,,,1.109686,,,,,,,,,,,,,49cd62aa-9a8f-4e31-b704-6c6e823b6113,137,,,"[52.0, 12.7]",3794685,2,,,,0.07644647,,Left Foot,,,"[75.5, 14.5]",,Low Pass,,23.568836,,,,,Lorenzo Insigne,7037.0,,,,,,1,Regular Play,Francesco Acerbi,7119.0,Left Center Back,8,Italy,914,['52bc8149-82f3-466f-b1a9-b1638e99e179'],39,,,,,,,,,,,,,,,,,,Italy,914,00:02:39.368,Pass,
,,,,,,,,,,,,,,,,,,0.853073,,,,,,,,,,,,,bf1b3cbb-f1bb-4a99-9b19-c177cd31ede6,151,,,"[67.2, 22.3]",3794685,2,,,,0.07047135,,Right Foot,,,"[75.7, 22.9]",,Ground Pass,,8.521151,,,,,Ciro Immobile,7788.0,,,,,,1,Regular Play,Jorge Luiz Frello Filho,7024.0,Center Defensive Midfield,8,Italy,914,['6659f882-bc44-42b7-a4f0-3599b491d150'],45,,,,,,,,,,,,,,,,,,Italy,914,00:02:45.725,Pass,
,,,,,,,,,,,,,,,,,,2.203223,,,,,,,,,,,,,892aa7ee-fd2b-4c7c-b733-3e061586fc80,154,,,"[74.1, 29.8]",3794685,2,,,,1.9433087,,Right Foot,,,"[64.8, 53.6]",,Ground Pass,,25.552494,,,,,Giovanni Di Lorenzo,11514.0,,,,,,1,Regular Play,Ciro Immobile,7788.0,Center Forward,8,Italy,914,['d91b6bd8-1715-42cc-90af-72eb5f90f16b'],47,,,,,,,,,,,,,,,,,,Italy,914,00:02:47.243,Pass,
