ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e266a1d2-d040-47d0-8ff8-d3d22015fb45,1,,,,3788763,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31887, 'name': 'Endre Botka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Hungary,916,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0207c7ba-43c5-4188-908e-c7df9c7bff17,2,,,,3788763,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",France,771,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1ef6f17d-b259-4b7c-a8b2-cdbaf9f6545c,3,,,,3788763,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,['f617c45a-0fac-4798-b18b-4c748598e5cb'],0,,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f617c45a-0fac-4798-b18b-4c748598e5cb,4,,,,3788763,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hungary,916,['1ef6f17d-b259-4b7c-a8b2-cdbaf9f6545c'],0,,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8a56ffcd-18dd-47cf-b592-bd519a6a9b92,1924,,,,3788763,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,France,771,['07e2bc84-428d-4a2b-9a16-b57ebf291363'],0,,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,07e2bc84-428d-4a2b-9a16-b57ebf291363,1925,,,,3788763,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,France,771,['8a56ffcd-18dd-47cf-b592-bd519a6a9b92'],0,,,,,,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,b9576426-5f1a-49e1-bf20-a9b4653358e2,5,,,"[60.0, 40.0]",3788763,0,,,,-2.8986611,,Right Foot,,,"[37.0, 34.3]",Ground Pass,,23.69578,,,Attila Szalai,46376.0,,,,,Kick Off,1,From Kick Off,Roland Sallai,19316.0,Right Center Forward,2,Hungary,916,['52ad289f-d2e3-4b4a-8f00-76f88e79a56e'],0,,,,,,,,,,,,,,,,,,Hungary,916,00:00:00.679,Pass,
,,,,,,,,,,,,,,,,,3.121669,,,,,,,,,,,6720239a-c933-4f30-ba05-3aa8dc1379a1,8,,,"[38.9, 34.9]",3788763,0,,,,0.7140148,,Left Foot,,,"[89.1, 78.4]",High Pass,,66.42507,,Out,Ádám Szalai,8407.0,,True,,,,1,From Kick Off,Attila Szalai,46376.0,Left Center Back,2,Hungary,916,['314b582d-34fb-488d-8b43-37cd6a5e3625'],3,,,,,,,,,,,,,,,,,,Hungary,916,00:00:03.479,Pass,
,,,,,,,,,,,,,,,,,0.883253,,,,,,,,,,,c4719ada-8cbe-44e2-a603-d0a4f0b92025,10,,,"[25.7, 0.1]",3788763,0,,,,0.28897542,,,,,"[36.8, 3.4]",Low Pass,,11.580155,,,Karim Benzema,19677.0,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,3,France,771,['b92ac28e-297d-44a3-9b53-5d0c59af5586'],18,,,,,,,,,,,,,,,,,,France,771,00:00:18.103,Pass,
,,,,,,,,,,,,,,,,,0.893561,,,,,,,,,,,9e544fa3-0038-4953-afa4-1f9e6ce996e0,14,,,"[33.6, 4.2]",3788763,0,,,,3.0428162,,Right Foot,,,"[11.4, 6.4]",Ground Pass,,22.308743,,,Presnel Kimpembe,2999.0,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,3,France,771,"['08af3f1b-7a74-4cfe-ad27-430310ca8f7d', '56788ce2-4116-4e56-8a86-050e13fb5a33']",19,,,,,,,,,,,,,,,,,,France,771,00:00:19.995,Pass,True
