50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.682451,,,,,,,,,,,,,,32f7eab8-c027-433f-b75b-7f572955ecce,18,,"[7.1, 46.1]",3788760,0,,,,,-1.2065575,,Right Foot,,,"[19.3, 14.1]",,Ground Pass,,34.24675,,,,Tomáš Kalas,13197.0,,,,,,1,From Kick Off,Tomáš Vaclík,11541.0,Goalkeeper,2,Czech Republic,912,['1bf20b77-0bdc-4dd6-9554-c0037a070946'],18,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:18.981,Pass,
,,,,,,,,,,,,,,1.131777,,,,,,,,,,,,,,6c9fc802-ab72-449f-8492-02614b87c785,21,,"[21.3, 10.9]",3788760,0,,,,,0.36461368,,Right Foot,,,"[34.4, 15.9]",,Ground Pass,,14.021769,,,,Tomáš Souček,4870.0,,,,,,1,From Kick Off,Tomáš Kalas,13197.0,Left Center Back,2,Czech Republic,912,['113eeb4d-287c-4b10-be7c-d68374bff169'],23,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:23.592,Pass,
,,,,,,,,,,,,,,1.301313,,,,,,,,,,,,,,cc3c23fe-47a8-4e1a-9073-c828b96cc1dc,24,,"[33.8, 18.6]",3788760,0,,,,,-2.1154985,,Right Foot,,,"[25.5, 4.9]",,Ground Pass,,16.018114,,,,Tomáš Kalas,13197.0,,,,,,1,From Kick Off,Tomáš Souček,4870.0,Left Center Midfield,2,Czech Republic,912,['67294680-256f-45d3-86fc-0b9fc5395807'],24,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:24.764,Pass,
,,,,,,,,,,,,,,1.285915,,,,,,,,,,,,,,c32f52c4-b7e7-4a57-9001-d5904a505851,27,,"[24.7, 5.3]",3788760,0,,,,,1.0990188,,Right Foot,,,"[29.7, 15.1]",,Ground Pass,,11.001818,,,,Tomáš Holeš,16469.0,,,,,,1,From Kick Off,Tomáš Kalas,13197.0,Left Center Back,2,Czech Republic,912,['22baf6d8-1c47-4854-af28-edcb06737f35'],27,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:27.052,Pass,
,,,,,,,,,,,,,,2.657458,,,,,,,,,,,,,,a13563d6-c1ed-4a72-8f13-1fdd660640c7,33,,"[43.5, 18.8]",3788760,0,,True,,,-0.5357296,,Right Foot,,,"[71.8, 2.0]",,High Pass,,32.910942,,Incomplete,,Jan Bořil,4875.0,,,,,Free Kick,1,From Free Kick,Ondrej Celustka,30328.0,Right Center Back,3,Czech Republic,912,"['274c6c3c-edaa-4880-8892-a3814811b8bd', 'aec22960-e702-471c-bbe5-d491df1b78e5']",42,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:42.460,Pass,
,,,,,,,,,,,,,,2.552976,,,,,,,,,,,,,,7ad41361-710b-4524-bf9b-6f35a913fd9d,36,,"[70.6, 0.1]",3788760,0,,True,,,0.070715226,,,,,"[94.6, 1.8]",,Low Pass,,24.060133,,,,Vladimír Darida,8579.0,,,,,Throw-in,1,From Throw In,Jan Bořil,4875.0,Left Back,4,Czech Republic,912,['ca70c953-bbf5-4f99-bc8c-9f6008c9f70d'],54,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:54.204,Pass,
,,,,,,,,,,,,,,0.617061,,,,,,,,,,,,,,057fd08b-ade5-4d54-9795-408494d7cb14,40,,"[94.9, 2.0]",3788760,0,,,,,-0.30805278,,Right Foot,,,"[99.3, 0.6]",,Ground Pass,,4.6173587,,,,Jakub Jankto,8095.0,,,,,,1,From Throw In,Vladimír Darida,8579.0,Center Attacking Midfield,4,Czech Republic,912,"['8bbcfa68-3390-43f3-a37c-e3e41410bd9d', 'f82fb459-829b-435c-86aa-f8db5ef40aaa']",56,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:56.809,Pass,True
,,,,,,,,,,,,,,0.099707,,,,,,,,,,,,,,eed964a0-74d8-4844-99d9-9b1647ee757f,44,,"[96.0, 0.9]",3788760,0,,,,,0.6889244,,Right Foot,,,"[97.7, 2.3]",,Ground Pass,,2.2022715,,Incomplete,,Vladimír Darida,8579.0,,,,,,1,From Throw In,Jakub Jankto,8095.0,Left Wing,4,Czech Republic,912,"['1d492c92-5e4b-4e70-8526-a314f925bc21', '2183076e-87ec-40b0-acf8-2e7d16b547ba', 'b9629520-8899-49a5-8977-6becb0ed046b']",58,,,,,,,,,,,,,,,,,,Czech Republic,912,00:00:58.460,Pass,True
,,,,,,,,,,,,,,1.501214,,,,,,,,,,,,,,07d389d8-a86f-4d5e-888d-0df912b29546,50,,"[78.9, 1.6]",3788760,1,,,,,2.97271,,Right Foot,,,"[57.2, 5.3]",,Low Pass,,22.013178,,,,Tomáš Kalas,13197.0,,,,,,1,From Throw In,Jan Bořil,4875.0,Left Back,4,Czech Republic,912,"['62810c3b-5c95-43e7-8dfc-d4813cd52210', '6d6e4c96-9905-4f9b-a0c3-2c677b68542f']",1,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:01.275,Pass,True
,,,,,,,,,,,,,,0.770391,,,,,,,,,,,,,,45cc5ec4-e79a-4b12-a71c-4a9288a1d2c4,54,,"[63.1, 13.5]",3788760,1,,,,,-0.52067596,,Right Foot,,,"[84.2, 1.4]",,High Pass,,24.32324,,,,Vladimír Darida,8579.0,,,,,,1,From Throw In,Tomáš Kalas,13197.0,Left Center Back,4,Czech Republic,912,['adf3c958-3c3f-492b-a28d-dace7684bc39'],5,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:05.940,Pass,
,,,,,,,,,,,,,,3.379023,,,,,,,,,,,,,,624b34c2-1c1b-4ca0-9d45-530e2951a04e,57,,"[84.2, 2.0]",3788760,1,,,,,0.6790053,,Other,,,"[107.0, 20.4]",,High Pass,,29.298464,,Incomplete,,Jakub Jankto,8095.0,,,,,,1,From Throw In,Vladimír Darida,8579.0,Center Attacking Midfield,4,Czech Republic,912,"['628b7165-1576-4cd7-a49d-58fe5f8fc1d0', '6dd26671-583b-4000-9cf7-89e05c59233e']",6,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:06.811,Pass,
,,,,,,,,,,,,,,1.533011,,,,,,,,,,,,,,40a1576c-c955-495d-8b2f-dd685502e2a1,61,,"[11.5, 60.7]",3788760,1,,,,,1.4778011,,Right Foot,,,"[13.3, 80.0]",,High Pass,,19.383757,,Out,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Czech Republic,912,,11,,,,,,,,,,,,,,,,,,Croatia,785,00:01:11.211,Pass,
,,,,,,,,,,,,,,1.748756,,,,,,,,,,,,,,c68d4157-65c2-4982-a2c5-716b9729dd5c,62,,"[105.9, 0.1]",3788760,1,,,,,2.8892746,,,,,"[93.1, 3.4]",,Low Pass,,13.218548,,,,Vladimír Darida,8579.0,,,,,Throw-in,1,From Throw In,Jan Bořil,4875.0,Left Back,5,Czech Republic,912,['b45b253c-0a67-4a8f-a027-56655c0312e8'],25,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:25.086,Pass,
,,,,,,,,,,,,,,0.892554,,,,,,,,,,,,,,2f14f82c-8be7-4763-86e7-adaa40d1f018,66,,"[96.1, 2.8]",3788760,1,,,,,-0.15602484,,Left Foot,,,"[105.0, 1.4]",,Ground Pass,,9.009439,,,,Jan Bořil,4875.0,,,,,,1,From Throw In,Vladimír Darida,8579.0,Center Attacking Midfield,5,Czech Republic,912,"['3570049e-1a62-46f5-8bcf-e7bc1bc86109', 'ca7216aa-0742-4d1b-97f9-7925f1aa629e']",28,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:28.135,Pass,True
,,,,,,,,,,,,,,0.988235,,,,,,,,,,,,,,ed1fb6c0-fcdc-442d-a811-c2eb9f73519a,70,,"[103.9, 2.6]",3788760,1,,,,,2.587285,,Right Foot,,,"[91.3, 10.4]",,Ground Pass,,14.818907,,,,Tomáš Holeš,16469.0,,,,,,1,From Throw In,Jan Bořil,4875.0,Left Back,5,Czech Republic,912,"['12c5bd6d-8459-44fc-853e-3d89df5cdfe5', '4a4c705a-b31d-4d69-b808-aa4f2aebd8b4']",30,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:30.343,Pass,True
,,,,,,,,,,,,,,1.843427,,,,,,,,,,,,,,fdf6c184-5049-4cd1-a66e-3189deaed65c,73,,"[91.0, 9.7]",3788760,1,,,,,0.548759,,Right Foot,,,"[110.3, 21.5]",,Ground Pass,,22.62145,,Incomplete,,Jakub Jankto,8095.0,,,,,,1,From Throw In,Tomáš Holeš,16469.0,Right Center Midfield,5,Czech Republic,912,"['0b19da85-c16d-44a8-b71b-cfafcde5f34f', '52355dfd-8181-40d1-bd7e-86f7c779e088']",31,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:31.371,Pass,
,,,,,,,,,,,,,,1.535221,,,,,,,,,,,,,,7eff6444-f81b-4373-92cb-2f55f6d45734,76,,"[76.6, 0.1]",3788760,1,,,,,1.3375511,,,,,"[80.9, 18.2]",,Low Pass,,18.603764,,Incomplete,,Patrik Schick,7044.0,,,,,Throw-in,1,From Throw In,Jan Bořil,4875.0,Left Back,6,Czech Republic,912,"['168c6610-1e85-4fbf-8de6-63174517987c', 'ab6582e3-5a15-448e-b9c6-cded4f40da53']",45,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:45.783,Pass,
,,,,,,,,,,,,,,0.743811,,,,,,,,,,,,,,13aca0d5-7c14-4a00-a5d7-5a99d9491041,80,,"[63.6, 3.1]",3788760,1,,,,,0.31016806,,Right Foot,,,"[71.4, 5.6]",,Ground Pass,,8.190848,,,,Jan Bořil,4875.0,,,,,Recovery,1,From Throw In,Tomáš Kalas,13197.0,Left Center Back,6,Czech Republic,912,"['44da2123-9d65-4d1c-9b4d-e6320f9ec480', '7badda0a-a938-4269-b25a-45f9745d5057']",49,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:49.404,Pass,True
,,,,,,,,,,,,,,0.955776,,,,,,,,,,,,,,497392f5-c30e-47f7-8d1e-e155d550a50b,84,,"[71.8, 7.1]",3788760,1,,,,,0.0,,Right Foot,,,"[81.3, 7.1]",,Ground Pass,,9.5,,,,Tomáš Souček,4870.0,,,,,,1,From Throw In,Jan Bořil,4875.0,Left Back,6,Czech Republic,912,"['44a540ee-1745-4a2b-98ae-2e0c22d72841', '6dbfc860-d674-4642-8537-1a28bee8ffbd']",51,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:51.080,Pass,True
,,,,,,,,,,,,,,0.730944,,,,,,,,,,,,,,9da06537-b34c-4954-80d9-678ba95d41a1,88,,"[81.5, 7.1]",3788760,1,,,,,-0.6040784,,No Touch,,,"[88.6, 2.2]",,Ground Pass,,8.626702,True,,,Jakub Jankto,8095.0,,,,,,1,From Throw In,Tomáš Souček,4870.0,Left Center Midfield,6,Czech Republic,912,['45a3a12f-9b0c-46aa-8265-48e80d4078c1'],52,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:52.059,Pass,
,,,,,,,,,,,,,,0.570491,,,,,,,,,,,,,,b6a3cbea-9c28-446a-baf3-b5d404323ef7,91,,"[114.3, 16.2]",3788760,1,,,,,1.6233793,,Left Foot,True,True,"[113.3, 35.2]",,Low Pass,,19.026299,,Incomplete,,Lukáš Masopust,16472.0,,,,,,1,From Throw In,Jakub Jankto,8095.0,Left Wing,6,Czech Republic,912,"['3fb87292-ba09-4c2e-970e-bcb64b0d0daa', 'd00a78af-d8eb-48da-a1a8-b9a092399306']",56,,,,,,,,,,,,,,,,,,Czech Republic,912,00:01:56.565,Pass,
,,,,,,,,,,,,,,0.416182,,,,,,,,,,,,,,d4b71c01-9b27-4c17-aa73-948af26fe9fd,100,,"[117.7, 65.5]",3788760,2,,,,,-1.7787548,,Right Foot,,,"[115.4, 54.6]",,Low Pass,,11.1400175,,Incomplete,,,,,,,,Recovery,1,From Throw In,Vladimír Darida,8579.0,Center Attacking Midfield,6,Czech Republic,912,['66734187-f45b-4f17-8647-2ad227b1f179'],4,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:04.022,Pass,
,,,,,,,,,,,,,,1.262086,,,,,,,,,,,,,,e39875e9-3c8d-4a17-a1cb-d48648c1df4f,104,,"[100.8, 48.3]",3788760,2,,,,,2.3811893,,Left Foot,,,"[96.7, 52.2]",,Ground Pass,,5.658622,,,,Vladimír Coufal,16570.0,,,,,Recovery,1,From Throw In,Ondrej Celustka,30328.0,Right Center Back,6,Czech Republic,912,['11ec1be5-41b1-4969-9207-b0f689f6a48a'],6,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:06.408,Pass,
,,,,,,,,,,,,,,1.767158,,,,,,,,,,,,,,86142830-eb45-483b-91fc-f6f2c674b721,108,,"[96.1, 54.7]",3788760,2,,,,,-2.0109496,,Right Foot,,,"[88.8, 39.2]",,Ground Pass,,17.133009,,,,Tomáš Holeš,16469.0,,,,,,1,From Throw In,Vladimír Coufal,16570.0,Right Back,6,Czech Republic,912,['d0ec85af-f33f-46da-b7b0-76913a675d75'],7,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:07.884,Pass,
,,,,,,,,,,,,,,1.12807,,,,,,,,,,,,,,aa928fa5-2395-41db-97b9-e4a693f674e8,112,,"[87.2, 42.5]",3788760,2,,,,,2.2044294,,Right Foot,,,"[80.0, 52.3]",,Ground Pass,,12.160592,,,,Vladimír Coufal,16570.0,,,,,,1,From Throw In,Tomáš Holeš,16469.0,Right Center Midfield,6,Czech Republic,912,"['69642d90-df82-4855-9202-b141ead1f36a', '855d1a1c-3332-41fd-bd5f-e6e78d0b8219']",10,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:10.276,Pass,True
,,,,,,,,,,,,,,0.405913,,,,,,,,,,,,,,ebffd407-3b48-4e1d-91f2-5c67c6d84608,115,,"[70.7, 77.7]",3788760,2,,,,,-0.44344833,,Right Foot,,,"[74.7, 75.8]",,High Pass,,4.428318,,Incomplete,,Lukáš Masopust,16472.0,,,,,,1,From Throw In,Vladimír Coufal,16570.0,Right Back,6,Czech Republic,912,"['4f3b062f-97c1-4fbe-9d0d-1abeb5c5fab5', '5e4743a2-def2-41a9-8950-bc80c368fe7f']",16,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:16.041,Pass,
,,,,,,,,,,,,,,2.128915,,,,,,,,,,,,,,a06a569e-94ef-4c62-a62c-35a754fbaa89,118,,"[83.1, 80.0]",3788760,2,,,,,-0.11419633,,,,,"[111.0, 76.8]",,Low Pass,,28.082912,,,,Lukáš Masopust,16472.0,,,,,Throw-in,1,From Throw In,Vladimír Coufal,16570.0,Right Back,7,Czech Republic,912,['282bfbc2-944c-4a9c-9abd-0e3a40d5f016'],49,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:49.167,Pass,
,,,,,,,,,,,,,,0.301028,,,,,,,,,,,,,,3d2f486c-a389-4d10-aad1-080f882ce185,122,,"[109.7, 77.5]",3788760,2,,,,,2.8879185,,Right Foot,,,"[107.0, 78.2]",,Ground Pass,,2.7892652,,Incomplete,,Vladimír Coufal,16570.0,,,,,,1,From Throw In,Lukáš Masopust,16472.0,Right Wing,7,Czech Republic,912,"['0aac6990-8964-46f9-8e77-b38cb0824d20', '67bfd176-1593-46c6-b055-48ed0e9ef607', '9391b237-0b33-4512-9026-ad3426f2f8af']",52,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:52.389,Pass,True
,,,,,,,,,,,,,,1.776972,,,,,,,,,,,,,,fb5de5c0-9539-405c-b35b-3731d76401b2,125,,"[103.9, 80.0]",3788760,2,,,,,-0.49717164,,,,,"[116.8, 73.0]",,Low Pass,,14.676852,,,,Lukáš Masopust,16472.0,,,,,Throw-in,1,From Throw In,Vladimír Coufal,16570.0,Right Back,8,Czech Republic,912,['0a50cc8a-4423-42c6-aa34-34e0898b9b24'],57,,,,,,,,,,,,,,,,,,Czech Republic,912,00:02:57.308,Pass,
,,,,,,,,,,,,,,0.115486,,,,,,,,,,,,,,25c8153a-cc26-468d-9d86-3f8d83b96f72,132,,"[117.6, 66.7]",3788760,3,,,,,-1.6015558,,Right Foot,,,"[117.4, 60.2]",,Low Pass,,6.503076,,Incomplete,,Tomáš Souček,4870.0,,,,,,1,From Throw In,Lukáš Masopust,16472.0,Right Wing,8,Czech Republic,912,"['8a79e6b1-7a59-488e-8c3d-4a2b505b4be1', 'a6ee3c94-1935-4cda-b0e4-2fa3ffa710a2']",0,,,,,,,,,,,,,,,,,,Czech Republic,912,00:03:00.690,Pass,
,,,,,,,,,,,,,,1.438932,,,,,,,,,,,,,,5a0998e1-ce0f-4d36-aa2c-a73f5e8a4eca,135,,"[120.0, 80.0]",3788760,3,,,,,-1.7793149,cb7f737c-9844-494e-8ec2-58e3d68a34ab,Left Foot,,,"[112.7, 45.5]",,High Pass,True,35.263863,,,,Tomáš Souček,4870.0,True,,Inswinging,,Corner,1,From Corner,Jakub Jankto,8095.0,Left Wing,9,Czech Republic,912,['37dcaa24-9e79-418e-86f6-3d336c997fda'],24,,,,,,,,,,,,,,,,,,Czech Republic,912,00:03:24.063,Pass,
,,,,,,,,,,,,,,3.573699,,,,,,,,,,,,,,1bea7642-5622-4435-bc2a-d6552acca3d6,140,,"[7.0, 36.1]",3788760,3,,,,,0.43796733,,Right Foot,,,"[76.4, 68.6]",,High Pass,,76.63296,,Incomplete,,Ivan Perišić,5474.0,,,,,Goal Kick,1,From Goal Kick,Dominik Livaković,16531.0,Goalkeeper,10,Croatia,785,"['78e13fc3-4709-4c10-a335-67f54ab41d4d', '8c3997de-e15f-40c4-8fc2-662f4b1ead58']",54,,,,,,,,,,,,,,,,,,Croatia,785,00:03:54.799,Pass,
