50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.833856,,,,,,,,,,,,,,b72cb953-17fb-49a6-9da0-b93424b6cc25,16,,,"[37.3, 13.7]",3788752,0,,,,-2.2381024,,Right Foot,,,"[29.5, 3.8]",,Ground Pass,,12.603571,,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Throw In,William Silva de Carvalho,5214.0,Left Center Midfield,3,Portugal,780,"['3f81534a-6613-48d2-95fa-3ee96e32d51d', '6eb5221f-3e87-4cae-8fc5-654d9d9fbfc0']",19,,,,,,,,,,,,,,,,,Portugal,780,00:00:19.694,Pass,True
,,,,,,,,,,,,,,,,,,,0.978962,,,,,,,,,,,,,,753207a6-25a7-4555-b946-277dcb261237,19,,,"[29.9, 3.6]",3788752,0,,,,2.602288,,Left Foot,,,"[16.7, 11.5]",,Ground Pass,,15.383432,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Portugal,780,"['22560b7a-3d55-4350-9220-69d2c3c8cde2', 'c3e5102d-cd1a-4364-803c-d44f717d3fbe']",20,,,,,,,,,,,,,,,,,Portugal,780,00:00:20.528,Pass,True
,,,,,,,,,,,,,,,,,,,2.227307,,,,,,,,,,,,,,9ea8c695-be0d-4113-bd41-c1e684a3a496,23,,,"[21.9, 17.6]",3788752,0,,,,2.135627,,Left Foot,,,"[4.6, 44.9]",,Ground Pass,,32.31996,,,,,Rui Pedro dos Santos Patrício,5205.0,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,3,Portugal,780,"['2cade9cc-d6e9-4ee8-8c86-1707bed06272', 'e656a3e0-e92b-4bd2-b2ad-2a8f886ba053']",23,,,,,,,,,,,,,,,,,Portugal,780,00:00:23.638,Pass,True
,,,,,,,,,,,,,,,,,,,2.355744,,,,,,,,,,,,,,c2f96629-6805-4742-8ddb-03c78fc51021,25,,,"[5.4, 44.2]",3788752,0,,,,1.260095,,Left Foot,,,"[15.9, 76.9]",,High Pass,,34.344433,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Rui Pedro dos Santos Patrício,5205.0,Goalkeeper,3,Portugal,780,['ff85faf4-3246-4706-8602-b8ff10ae3478'],25,,,,,,,,,,,,,,,,,Portugal,780,00:00:25.865,Pass,
,,,,,,,,,,,,,,,,,,,4.168169,,,,,,,,,,,,,,a7396841-4a59-4e6b-a490-505bd172fe43,30,,,"[35.4, 76.7]",3788752,0,,,,-0.106108844,,Right Foot,,,"[86.1, 71.3]",,Low Pass,,50.986763,,,Incomplete,,Bruno Miguel Borges Fernandes,5204.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Portugal,780,"['8f4a3834-e8e8-4808-8b94-259671432942', '92bc53a3-aea5-4df5-96b1-24e0516762f7']",32,,,,,,,,,,,,,,,,,Portugal,780,00:00:32.771,Pass,
,,,,,,,,,,,,,,,,,,,3.129025,,,,,,,,,,,,,,92bc53a3-aea5-4df5-96b1-24e0516762f7,32,,,"[34.0, 8.8]",3788752,0,,,,2.2618806,,Left Foot,,,"[13.9, 33.1]",,Ground Pass,,31.535694,,,,,Péter Gulácsi,8524.0,,,,,Recovery,1,Regular Play,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,"['81edc9d4-c4fc-4f9a-9f4e-63e1334cae85', 'a7396841-4a59-4e6b-a490-505bd172fe43']",36,,,,,,,,,,,,,,,,,Hungary,916,00:00:36.940,Pass,
,,,,,,,,,,,,,,,,,,,1.802024,,,,,,,,,,,,,,754af76c-c754-4795-ba13-e40140f07ff5,34,,,"[9.5, 34.2]",3788752,0,,,,-1.1309538,,Right Foot,,,"[19.1, 13.8]",,Ground Pass,,22.545954,,,,,Attila Szalai,46376.0,,,,,,1,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,4,Hungary,916,['cb741e7a-c8e2-4fc3-80bb-bc5972250d6b'],40,,,,,,,,,,,,,,,,,Hungary,916,00:00:40.069,Pass,
,,,,,,,,,,,,,,,,,,,2.431136,,,,,,,,,,,,,,58aaf0e0-d07f-4189-a8f2-1a18d2df8dd4,37,,,"[22.2, 21.8]",3788752,0,,,,2.5902584,,Left Foot,,,"[4.8, 32.5]",,Ground Pass,,20.426699,,,,,Péter Gulácsi,8524.0,,,,,,1,Regular Play,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,['d942de1a-6112-41b6-8910-2f1007bccf45'],43,,,,,,,,,,,,,,,,,Hungary,916,00:00:43.205,Pass,
,,,,,,,,,,,,,,,,,,,3.083724,,,,,,,,,,,,,,4667cb00-a223-4b4b-a6bc-7066ecaa4994,39,,,"[4.0, 33.6]",3788752,0,,,,-1.3665422,,Right Foot,,,"[9.8, 5.6]",,Ground Pass,,28.594404,,,,,Attila Szalai,46376.0,,,,,,1,Regular Play,Péter Gulácsi,8524.0,Goalkeeper,4,Hungary,916,['7f498121-3a25-4c1e-9fcb-01814203de94'],45,,,,,,,,,,,,,,,,,Hungary,916,00:00:45.636,Pass,
,,,,,,,,,,,,,,,,,,,2.144278,,,,,,,,,,,,,,d8fd07da-5540-426f-b134-74f58cfd03c6,42,,,"[11.2, 3.9]",3788752,0,,,,0.07716606,,Left Foot,,,"[50.0, 6.9]",,High Pass,,38.915806,,,,,Ádám Szalai,8407.0,,,,,,1,Regular Play,Attila Szalai,46376.0,Left Center Back,4,Hungary,916,"['08f2cfe8-3e96-4dc8-bfd9-daee8964dbd5', 'daf258a9-684b-46ec-97b7-1c0a04c64bab']",48,,,,,,,,,,,,,,,,,Hungary,916,00:00:48.720,Pass,True
,,,,,,,,,,,,,,,,,,,1.332868,,,,,,,,,,,,,,7cdeb236-8408-46cf-9d2e-1d17d00ac9f4,44,,,"[50.0, 6.9]",3788752,0,,,,0.09204685,,Head,,,"[63.0, 8.1]",,High Pass,,13.055267,,,Incomplete,,Roland Sallai,19316.0,,,,,,1,Regular Play,Ádám Szalai,8407.0,Left Center Forward,4,Hungary,916,"['09bc4adc-78f9-4a12-8a20-d6f4efcd447b', 'c8ada553-f318-4c66-aafa-b34b764553c5']",50,,,,,,,,,,,,,,,,,Hungary,916,00:00:50.864,Pass,
,,,,,,,,,,,,,,,,,,,1.149851,,,,,,,,,,,,,,2819b4b4-764a-441d-9e3e-49f90c6d0b74,51,,,"[55.8, 71.0]",3788752,1,,,,0.32389188,,Left Foot,,,"[69.8, 75.7]",,Ground Pass,,14.767871,,,,,Nélson Cabral Semedo,6374.0,,,,,Free Kick,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Portugal,780,['e1a5c645-6b2b-40fe-ada4-ba1439de1184'],15,,,,,,,,,,,,,,,,,Portugal,780,00:01:15.837,Pass,
,,,,,,,,,,,,,,,,,,,0.863764,,,,,,,,,,,,,,9360923e-f1d2-43bd-9848-ae7c41b5fb8f,54,,,"[69.8, 75.7]",3788752,1,,,,-2.9544158,,Right Foot,,,"[56.6, 73.2]",,Ground Pass,,13.434657,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,6,Portugal,780,['30a760a7-e12d-4dd4-85ec-62b4d1d16067'],18,,,,,,,,,,,,,,,,,Portugal,780,00:01:18.034,Pass,
,,,,,,,,,,,,,,,,,,,1.576945,,,,,,,,,,,,,,2858bacf-80f6-4b3d-87c4-583bac3c1fe0,57,,,"[54.4, 70.7]",3788752,1,,,,-2.2342224,,Right Foot,,,"[40.8, 53.3]",,Low Pass,,22.084383,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Portugal,780,['7b0ce654-1bc1-40f9-ad2a-e8afccb1592e'],20,,,,,,,,,,,,,,,,,Portugal,780,00:01:20.138,Pass,
,,,,,,,,,,,,,,,,,,,1.301054,,,,,,,,,,,,,,43039926-284a-4b1e-8eb7-50ad2e49ca78,60,,,"[43.7, 43.7]",3788752,1,,,,-1.2490457,,Right Foot,,,"[49.2, 27.2]",,Ground Pass,,17.392527,,,,,William Silva de Carvalho,5214.0,,,,,,1,From Free Kick,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,6,Portugal,780,['6deb5e7e-1a1d-4b0d-9dbd-9ea6f37bb984'],23,,,,,,,,,,,,,,,,,Portugal,780,00:01:23.603,Pass,
,,,,,,,,,,,,,,,,,,,2.232787,,,,,,,,,,,,,,ca3f2cf9-fdb0-4801-a1c1-c1b7cad11424,63,,,"[51.6, 25.5]",3788752,1,,,,1.5756983,,Right Foot,,,"[51.4, 66.3]",,Low Pass,,40.80049,,,,,Kléper Laveran Lima Ferreira,20016.0,,True,,,,1,From Free Kick,William Silva de Carvalho,5214.0,Left Center Midfield,6,Portugal,780,['625ec356-248b-490a-8c3d-cfd1f2f6be56'],26,,,,,,,,,,,,,,,,,Portugal,780,00:01:26.602,Pass,
,,,,,,,,,,,,,,,,,,,2.82607,,,,,,,,,,,,,,083139de-5e5c-413e-970d-ee71c0b9b652,66,,,"[55.5, 61.7]",3788752,1,,,,-0.625411,,Right Foot,,,"[104.8, 26.1]",,High Pass,,60.809948,,,Incomplete,,Diogo José Teixeira da Silva,9929.0,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Portugal,780,"['a4d90389-c474-4662-ade8-9a3acbecd460', 'a51cfc00-30c5-4af3-8bdd-9095c9e40721']",30,,,,,,,,,,,,,,,,,Portugal,780,00:01:30.971,Pass,
,,,,,,,,,,,,,,,,,,,1.014452,,,,,,,,,,,,,,5166917b-4ada-41ee-9af7-07df93d983f6,69,,,"[12.0, 53.7]",3788752,1,,,,0.20059863,,Right Foot,,,"[42.0, 59.8]",,High Pass,,30.613886,,,Incomplete,,Roland Sallai,19316.0,,,,,Recovery,1,From Free Kick,Gergő Lovrencsics,10794.0,Right Wing Back,6,Portugal,780,"['526b3483-4a76-4809-adae-56eca3792d47', 'bc6a3cbf-453c-4891-9225-4cabb04b35aa']",36,,,,,,,,,,,,,,,,,Hungary,916,00:01:36.762,Pass,
,,,,,,,,,,,,,,,,,,,1.554648,,,,,,,,,,,,,,bc6a3cbf-453c-4891-9225-4cabb04b35aa,71,,,"[78.1, 20.3]",3788752,1,,,,-1.1309538,,Right Foot,,,"[86.1, 3.3]",,Low Pass,,18.788294,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Interception,1,From Free Kick,William Silva de Carvalho,5214.0,Left Center Midfield,6,Portugal,780,"['5166917b-4ada-41ee-9af7-07df93d983f6', '8e1639c4-3d46-4c76-96c8-ea03f4389587']",37,,,,,,,,,,,,,,,,,Portugal,780,00:01:37.777,Pass,
,,,,,,,,,,,,,,,,,,,0.161384,,,,,,,,,,,,,,7c162e9a-8b18-4bcf-b38e-2cd251b34ed9,75,,,"[82.8, 5.7]",3788752,1,,,,0.033320997,,Right Foot,,,"[85.8, 5.8]",,Ground Pass,,3.0016663,,,Incomplete,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,6,Portugal,780,"['4d5785b8-b1a0-44e2-a057-786d9772ccec', '96f868f4-0013-4b91-a050-fc479c855178', 'dda05200-20d4-4b16-bd67-8c2322c9e9b0']",40,,,,,,,,,,,,,,,,,Portugal,780,00:01:40.447,Pass,True
,,,,,,,,,,,,,,,,,,,2.204284,,,,,,,,,,,,,,f4b99cfc-cf09-4fd7-ba8e-6ec8fc3ad38b,78,,,"[70.3, 0.1]",3788752,1,,,,2.7185416,,,,,"[49.2, 9.6]",,Low Pass,,23.140009,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,7,Portugal,780,['ec9b7c38-40b5-4e46-9d22-c2f60ad3dd90'],48,,,,,,,,,,,,,,,,,Portugal,780,00:01:48.199,Pass,
,,,,,,,,,,,,,,,,,,,1.567926,,,,,,,,,,,,,,a5b21c0c-3391-4cfc-96d1-46066d04538d,81,,,"[50.8, 10.5]",3788752,1,,,,1.7530336,,Right Foot,,,"[44.0, 47.4]",,Ground Pass,,37.521328,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,7,Portugal,780,['bb396790-647d-4594-b063-153ef1f58f92'],51,,,,,,,,,,,,,,,,,Portugal,780,00:01:51.649,Pass,
,,,,,,,,,,,,,,,,,,,1.49962,,,,,,,,,,,,,,b1947098-fa59-4fd4-9834-f18e19683f29,84,,,"[44.0, 47.6]",3788752,1,,,,0.7937082,,Right Foot,,,"[61.9, 65.8]",,Ground Pass,,25.527435,,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Portugal,780,['328d4ba1-dd0d-4171-9c2d-bbc81edf854f'],54,,,,,,,,,,,,,,,,,Portugal,780,00:01:54.433,Pass,
,,,,,,,,,,,,,,,,,,,0.991654,,,,,,,,,,,,,,46a1c2a0-8f73-45f7-94f4-f225aa305a52,87,,,"[67.6, 65.2]",3788752,1,,,,0.76101273,,Left Foot,,,"[78.1, 75.2]",,Ground Pass,,14.5,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,7,Portugal,780,['5f887fbc-2c5b-4584-956f-7a4d6c41d9e2'],57,,,,,,,,,,,,,,,,,Portugal,780,00:01:57.386,Pass,
,,,,,,,,,,,,,,,,,,,1.226759,,,,,,,,,,,,,,5d8be26e-0955-4163-b3b0-361453046ec2,91,,,"[74.8, 73.0]",3788752,1,,,,-2.7347765,,Right Foot,,,"[56.0, 64.9]",,Ground Pass,,20.47071,,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,7,Portugal,780,"['c203768b-cc50-41ac-b967-4c1d322f921c', 'e376ae3a-40a4-4c46-91d3-7670531644a8']",59,,,,,,,,,,,,,,,,,Portugal,780,00:01:59.567,Pass,True
,,,,,,,,,,,,,,,,,,,1.855863,,,,,,,,,,,,,,794ff351-3fe0-48e2-8894-d1e7607f9302,94,,,"[55.5, 60.2]",3788752,2,,,,-1.6913272,,Right Foot,,,"[51.6, 28.0]",,Ground Pass,,32.43532,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Throw In,Danilo Luís Hélio Pereira,13621.0,Right Center Midfield,7,Portugal,780,['640a7395-1bb0-4f98-92c6-77da82b93467'],1,,,,,,,,,,,,,,,,,Portugal,780,00:02:01.686,Pass,
,,,,,,,,,,,,,,,,,,,1.627781,,,,,,,,,,,,,,617be2c2-afc7-450a-9e40-3202571a84e0,97,,,"[50.6, 27.7]",3788752,2,,,,-1.0043813,,Right Foot,,,"[63.7, 7.1]",,Ground Pass,,24.412497,,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,7,Portugal,780,['51622df3-b788-4286-90c3-d51ca81db0ad'],4,,,,,,,,,,,,,,,,,Portugal,780,00:02:04.363,Pass,
,,,,,,,,,,,,,,,,,,,1.418314,,,,,,,,,,,,,,143998fd-a326-4a49-99bf-39364ea7be06,100,,,"[70.9, 7.4]",3788752,2,,,,1.1284221,,Left Foot,,,"[78.1, 22.6]",,Ground Pass,,16.819036,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,7,Portugal,780,['abd1f234-363b-4840-a2ce-bb60a2b8c00c'],6,,,,,,,,,,,,,,,,,Portugal,780,00:02:06.981,Pass,
,,,,,,,,,,,,,,,,,,,3.405482,,,,,,,,,,,,,,34155bb9-2918-4924-bc83-1df88655e61e,103,,,"[78.1, 24.5]",3788752,2,,,,3.0617626,,Left Foot,,,"[40.6, 27.5]",,Ground Pass,,37.61981,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,7,Portugal,780,"['0f71205f-7274-4f05-9fb5-77279aa4672e', '77d0dd5a-5579-4a97-80d9-e862a49ee453']",8,,,,,,,,,,,,,,,,,Portugal,780,00:02:08.399,Pass,True
,,,,,,,,,,,,,,,,,,,1.079791,,,,,,,,,,,,,,a7f986e7-fe2b-417d-8504-e64eda3457e0,106,,,"[40.1, 27.5]",3788752,2,,,,1.3205957,,Right Foot,,,"[47.0, 54.5]",,Ground Pass,,27.867723,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Throw In,Rúben Santos Gato Alves Dias,5206.0,Left Center Back,7,Portugal,780,['9982a176-0185-4016-bcc0-98a1df4c8ac9'],13,,,,,,,,,,,,,,,,,Portugal,780,00:02:13.271,Pass,
,,,,,,,,,,,,,,,,,,,2.488577,,,,,,,,,,,,,,c18a25e7-6aea-462a-8f39-e2514b24aa7a,109,,,"[49.2, 53.3]",3788752,2,,,,-1.6158478,,Right Foot,,,"[48.1, 28.9]",,Ground Pass,,24.424782,,,,,Rúben Santos Gato Alves Dias,5206.0,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Portugal,780,['9cf6be96-8272-4ac7-b2be-132380592c09'],16,,,,,,,,,,,,,,,,,Portugal,780,00:02:16.816,Pass,
