ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.628108,,,,,,,,,,,,b2ef7880-df7c-4eb0-838f-4d6181efbd04,19,,,"[70.0, 63.9]",3788744,0,,,,2.8590376,,Right Foot,,,"[51.4, 69.3]",,Low Pass,,19.368015,,,Nico Elvedi,8814.0,,,,,,Recovery,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,4,Switzerland,773,['39408a7d-0fd7-43a6-918b-be6edc490636'],10,,,,,,,,,,,,,,,,Switzerland,773,00:00:10.552,Pass,
,,,,,,,,,,,,,,,,2.259207,,,,,,,,,,,,ee4ea263-7789-4bc7-afb8-9ee637762fdd,22,,,"[43.9, 68.0]",3788744,0,,,,-2.6649165,,Right Foot,,,"[19.5, 55.4]",,Ground Pass,,27.461245,,,Yann Sommer,5550.0,,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Switzerland,773,['c25f32d4-2762-4903-a937-d831ffd3a806'],13,,,,,,,,,,,,,,,,Switzerland,773,00:00:13.654,Pass,
,,,,,,,,,,,,,,,,2.48172,,,,,,,,,,,,b82fdb3c-9d85-4fdc-8600-e5e32d68eb3f,25,,,"[20.1, 55.4]",3788744,0,,,,-1.2548937,,Right Foot,,,"[28.5, 29.7]",,Ground Pass,,27.037937,,,Manuel Obafemi Akanji,5549.0,,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,4,Switzerland,773,['70b50e9e-3fa7-4286-a63b-256953bef945'],18,,,,,,,,,,,,,,,,Switzerland,773,00:00:18.183,Pass,
,,,,,,,,,,,,,,,,1.673087,,,,,,,,,,,,87a9fc73-3a72-4249-be2e-ecc9b2a69eb5,28,,,"[29.8, 26.7]",3788744,0,,,,-0.77544826,,Right Foot,,,"[50.1, 6.8]",,Ground Pass,,28.4271,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['cf25506e-af73-43b3-9cc6-83a144c2a78f'],21,,,,,,,,,,,,,,,,Switzerland,773,00:00:21.349,Pass,
,,,,,,,,,,,,,,,,0.873179,,,,,,,,,,,,868450f0-3d0b-4927-aacd-b39b19f1c697,31,,,"[50.1, 6.8]",3788744,0,,,,1.6720117,,Left Foot,,,"[48.8, 19.6]",,Ground Pass,,12.865847,,,Granit Xhaka,3500.0,,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,4,Switzerland,773,['e48d1349-b311-4122-a598-71006161dfe3'],24,,,,,,,,,,,,,,,,Switzerland,773,00:00:24.944,Pass,
,,,,,,,,,,,,,,,,0.790845,,,,,,,,,,,,a164ac7a-e1c9-49a8-a2b0-2a058294d2f9,34,,,"[48.6, 19.6]",3788744,0,,,,2.9660006,,Right Foot,,,"[36.2, 21.8]",,Ground Pass,,12.593649,,,Manuel Obafemi Akanji,5549.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Switzerland,773,['6a24163f-2db0-4857-84fa-2d8732aa708d'],26,,,,,,,,,,,,,,,,Switzerland,773,00:00:26.731,Pass,
,,,,,,,,,,,,,,,,1.246998,,,,,,,,,,,,725d599e-5bc1-47a8-9e24-7fca4cfbee16,37,,,"[42.0, 27.3]",3788744,0,,,,1.686223,,Left Foot,,,"[38.8, 54.9]",,Ground Pass,,27.784887,,,Remo Freuler,6983.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['acad1896-5c0a-460b-b4b9-3fbaaddfc4df'],31,,,,,,,,,,,,,,,,Switzerland,773,00:00:31.789,Pass,
,,,,,,,,,,,,,,,,1.703301,,,,,,,,,,,,f4af5986-a39f-46c1-8341-c3bbcc7dba10,40,,,"[40.9, 59.4]",3788744,0,,,,1.3271782,,Right Foot,,,"[45.2, 76.7]",,Ground Pass,,17.826385,,,Nico Elvedi,8814.0,,,,,,,1,Regular Play,Remo Freuler,6983.0,Right Defensive Midfield,4,Switzerland,773,['85700c5b-08b8-4b30-ba29-5faebdd7c178'],34,,,,,,,,,,,,,,,,Switzerland,773,00:00:34.437,Pass,
,,,,,,,,,,,,,,,,1.512546,,,,,,,,,,,,e2bd11c3-5092-475b-890b-4edecceeeeca,43,,,"[45.2, 77.0]",3788744,0,,,,-2.1983352,,Right Foot,,,"[34.9, 62.8]",,Ground Pass,,17.542234,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Switzerland,773,['adf561fc-3b9e-4fc9-9f1b-12e85e90eb2a'],37,,,,,,,,,,,,,,,,Switzerland,773,00:00:37.062,Pass,
,,,,,,,,,,,,,,,,1.003087,,,,,,,,,,,,7573f946-94e0-4e8a-af5c-6721a61065f5,46,,,"[36.0, 57.5]",3788744,0,,,,-1.0649203,,Right Foot,,,"[43.7, 43.6]",,Ground Pass,,15.890248,,,Manuel Obafemi Akanji,5549.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,4,Switzerland,773,['41e1437e-8e7b-481c-af95-dbf107997954'],40,,,,,,,,,,,,,,,,Switzerland,773,00:00:40.590,Pass,
,,,,,,,,,,,,,,,,1.422097,,,,,,,,,,,,05717c56-3fd7-493d-aa9b-ba0075416ec3,50,,,"[51.2, 32.3]",3788744,0,,,,-1.6722432,,Right Foot,,,"[49.5, 15.6]",,Ground Pass,,16.786304,,,Granit Xhaka,3500.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['e79cf31d-efb2-4aa6-8b91-1e7a71b40dbb'],43,,,,,,,,,,,,,,,,Switzerland,773,00:00:43.991,Pass,
,,,,,,,,,,,,,,,,1.157849,,,,,,,,,,,,a8417624-8d36-45c4-bda8-0936a17b18ad,53,,,"[49.5, 15.6]",3788744,0,,,,-0.6111824,,Left Foot,,,"[64.2, 5.3]",,Ground Pass,,17.949373,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Switzerland,773,['c9c39066-712d-4e08-b5bd-a896c00ef3af'],46,,,,,,,,,,,,,,,,Switzerland,773,00:00:46.244,Pass,
,,,,,,,,,,,,,,,,1.020362,,,,,,,,,,,,0f9e7bd6-76a7-4671-9d6c-00f25783bb84,56,,,"[68.3, 5.5]",3788744,0,,,,2.6436074,,Left Foot,,,"[58.0, 11.1]",,Ground Pass,,11.723907,,,Granit Xhaka,3500.0,,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Wing Back,4,Switzerland,773,['58b1a5d7-e719-498d-b0db-7c4c2a6aee13'],49,,,,,,,,,,,,,,,,Switzerland,773,00:00:49.138,Pass,
,,,,,,,,,,,,,,,,0.915391,,,,,,,,,,,,5e8e4f32-62ab-4caf-b263-c13cb84809be,60,,,"[58.2, 11.7]",3788744,0,,,,2.536048,,Left Foot,,,"[45.2, 20.7]",,Ground Pass,,15.811388,,,Manuel Obafemi Akanji,5549.0,,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,4,Switzerland,773,"['9ca0648f-a81f-424d-bd00-d751b7f86009', 'a2085bbc-0114-47d5-86a8-ac5c15046767']",52,,,,,,,,,,,,,,,,Switzerland,773,00:00:52.139,Pass,True
,,,,,,,,,,,,,,,,1.366566,,,,,,,,,,,,345c8a4f-e1ce-4815-a4d6-d1334162b150,63,,,"[42.4, 21.8]",3788744,0,,,,1.7931867,,Right Foot,,,"[37.9, 41.7]",,Ground Pass,,20.40245,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['90be0d48-75d3-4cd5-9a53-b5baab219308'],53,,,,,,,,,,,,,,,,Switzerland,773,00:00:53.885,Pass,
,,,,,,,,,,,,,,,,1.423843,,,,,,,,,,,,def993d4-5b9f-45a4-a16b-4099fa517269,67,,,"[47.7, 55.1]",3788744,0,,,,-0.52859676,,Right Foot,,,"[71.5, 41.2]",,Ground Pass,,27.561749,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,4,Switzerland,773,"['52f2affc-69e1-458c-8059-e49be62815c1', 'b88bf83c-f430-4e4c-a34d-616fcf4e1b48']",59,,,,,,,,,,,,,,,,Switzerland,773,00:00:59.378,Pass,True
,,,,,,,,,,,,,,,,2.520791,,,,,,,,,,,,08a375da-9c16-451c-a29e-9fac127eed4b,69,,,"[71.5, 41.2]",3788744,1,,,,0.23532379,,Left Foot,,,"[88.6, 45.3]",,Low Pass,,17.584652,Incomplete,,Haris Seferović,5543.0,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Center Attacking Midfield,4,Switzerland,773,"['377577c5-4cbf-4a89-85d0-328e6a9e2d35', 'b610aecf-6fc1-47b0-a632-dba98c9fc6c6']",0,,,,,,,,,,,,,,,,Switzerland,773,00:01:00.802,Pass,
,,,,,,,,,,,,,,,,1.758144,,,,,,,,,,,,b9ceb80e-54ec-4102-a6eb-1e785f146c01,74,,,"[41.5, 16.2]",3788744,1,,,,1.9157157,,Left Foot,,,"[35.5, 32.9]",,Ground Pass,,17.74514,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Manuel Obafemi Akanji,5549.0,Left Center Back,4,Switzerland,773,['3872debf-25a5-45d8-a5cb-7e4b95395d0c'],13,,,,,,,,,,,,,,,,Switzerland,773,00:01:13.065,Pass,
,,,,,,,,,,,,,,,,1.531875,,,,,,,,,,,,b3ffac32-7c9a-480a-963d-f927ccde8bbd,77,,,"[37.7, 36.7]",3788744,1,,,,1.4209219,,Left Foot,,,"[42.2, 66.5]",,Ground Pass,,30.13785,,,Nico Elvedi,8814.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,4,Switzerland,773,['014ad36d-6130-4e22-92df-7a49d4e4f910'],16,,,,,,,,,,,,,,,,Switzerland,773,00:01:16.219,Pass,
,,,,,,,,,,,,,,,,1.090124,,,,,,,,,,,,8c245570-2200-423e-9126-c08aa025f9a6,80,,,"[42.2, 66.5]",3788744,1,,,,-2.2889385,,Right Foot,,,"[33.2, 56.2]",,Ground Pass,,13.678084,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,4,Switzerland,773,['5155d42c-9b26-4e77-a893-eb80b0a7921f'],19,,,,,,,,,,,,,,,,Switzerland,773,00:01:19.121,Pass,
,,,,,,,,,,,,,,,,2.187752,,,,,,,,,,,,32d78bd6-3c4c-4250-8844-254884e79a30,84,,,"[33.2, 57.3]",3788744,1,,,,-2.612346,,Left Foot,,,"[12.0, 44.9]",,Ground Pass,,24.560131,,,Yann Sommer,5550.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Center Back,4,Switzerland,773,"['7c90cf0e-0d43-4aa6-9ead-f3dac0db2743', 'd987d81a-918c-429a-a59b-1ca8f9ea7d3d']",21,,,,,,,,,,,,,,,,Switzerland,773,00:01:21.754,Pass,True
,,,,,,,,,,,,,,,,2.223661,,,,,,,,,,,,51727b7c-e728-4dd5-a3f4-aba9533738a8,88,,,"[9.7, 36.7]",3788744,1,,,,0.10827059,,Left Foot,,,"[55.7, 41.7]",,High Pass,,46.270943,Incomplete,,,,,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,4,Switzerland,773,"['027ee217-4257-440d-8648-61119cb9e3c6', '805ef20a-e634-47ef-8c2d-b94d894e451e']",25,,,,,,,,,,,,,,,,Switzerland,773,00:01:25.728,Pass,True
,,,,,,,,,,,,,,,,0.738348,,,,,,,,,,,,805ef20a-e634-47ef-8c2d-b94d894e451e,89,,,"[64.4, 38.4]",3788744,1,,,,0.4497596,,Other,,,"[70.2, 41.2]",,Low Pass,,6.440497,,,Aaron Ramsey,3517.0,,,,,,Recovery,1,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,5,Wales,907,"['436ef747-f52f-420b-a30c-fe348fb82604', '51727b7c-e728-4dd5-a3f4-aba9533738a8']",27,,,,,,,,,,,,,,,,Wales,907,00:01:27.951,Pass,
,,,,,,,,,,,,,,,,0.861837,,,,,,,,,,,,c0155578-baba-41c6-bbc2-1df3126ec0d7,92,,,"[70.4, 41.2]",3788744,1,,,,-1.3567356,,Right Foot,,,"[72.4, 32.0]",,Low Pass,,9.414882,,,Joe Allen,10931.0,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Center Midfield,5,Wales,907,"['a8a223a4-f954-41a1-bec4-b385db6bfb54', 'a92e9270-cb50-4a56-a1af-ead9616c7a06']",28,,,,,,,,,,,,,,,,Wales,907,00:01:28.690,Pass,True
,,,,,,,,,,,,,,,,2.205367,,,,,,,,,,,,060256e2-365a-4da5-aa4e-1665383a3406,95,,,"[78.6, 30.9]",3788744,1,,,,-0.75848955,,Right Foot,,,"[103.4, 7.4]",,Ground Pass,,34.165627,,,Daniel James,11252.0,,,,,,,1,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,5,Wales,907,['c5e54664-4fb8-4a97-9157-2136acac0dcd'],30,,,,,,,,,,,,,,,,Wales,907,00:01:30.885,Pass,
,,,,,,,,,,,,,,,,1.17834,,,,,,,,,,,,4de1c957-4c74-45ad-8947-2bfcbd80524a,98,,,"[110.0, 9.3]",3788744,1,,,,1.3432288,,Left Foot,True,,"[116.6, 37.8]",,High Pass,,29.25423,Incomplete,,Kieffer Roberto Francisco Moore,3853.0,,,,,,,1,Regular Play,Daniel James,11252.0,Left Midfield,5,Wales,907,"['a8f65f39-c081-4eba-8597-822db68b9f3a', 'ff3cb80c-4e54-4428-b6f2-47db7833a168']",34,,,,,,,,,,,,,,,,Wales,907,00:01:34.590,Pass,
,,,,,,,,,,,,,,,,0.470029,,,,,,,,,,,,3ea7a27a-9e43-4184-b2f8-4a3904b1b687,101,,,"[8.6, 43.4]",3788744,1,True,,,0.90237826,,Keeper Arm,,,"[28.5, 68.6]",,Ground Pass,,32.109966,,,Nico Elvedi,8814.0,,,,,,,1,From Keeper,Yann Sommer,5550.0,Goalkeeper,6,Switzerland,773,['36c959c6-426d-461c-8339-2d62855f2d16'],48,,,,,,,,,,,,,,,,Switzerland,773,00:01:48.274,Pass,
,,,,,,,,,,,,,,,,1.824281,,,,,,,,,,,,0944eb35-3547-4597-8112-01e8ddb75b02,103,,,"[23.4, 66.5]",3788744,1,True,,,-2.2733803,,Right Foot,,,"[11.8, 52.8]",,Ground Pass,,17.951323,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Keeper,Nico Elvedi,8814.0,Right Center Back,6,Switzerland,773,['02e3532c-f73b-4c35-b998-a49adbc86202'],50,,,,,,,,,,,,,,,,Switzerland,773,00:01:50.091,Pass,
,,,,,,,,,,,,,,,,1.105544,,,,,,,,,,,,532a5d6a-caf0-41a5-9c4a-46c1e462506d,105,,,"[13.7, 52.6]",3788744,1,,,,1.0116715,,Left Foot,,,"[24.4, 69.7]",,Ground Pass,,20.171762,,,Nico Elvedi,8814.0,,,,,,,1,From Keeper,Fabian Lukas Schär,5537.0,Center Back,6,Switzerland,773,['5fbecb7a-1d1c-41b3-9a82-569d93f39136'],56,,,,,,,,,,,,,,,,Switzerland,773,00:01:56.567,Pass,
,,,,,,,,,,,,,,,,1.177288,,,,,,,,,,,,2751645d-a1f5-45fb-9fa0-1395cd0468ef,108,,,"[24.4, 70.5]",3788744,1,,,,0.2644036,,Right Foot,,,"[47.3, 76.7]",,Ground Pass,,23.72446,,,Kevin Mbabu,16027.0,,,,,,,1,From Keeper,Nico Elvedi,8814.0,Right Center Back,6,Switzerland,773,['a3edc68d-5cf7-408f-80a2-bdf906ed8479'],59,,,,,,,,,,,,,,,,Switzerland,773,00:01:59.157,Pass,
,,,,,,,,,,,,,,,,1.967406,,,,,,,,,,,,4d52e871-f08e-44d5-bfd7-9aa9a73ecf1c,112,,,"[43.9, 76.7]",3788744,2,,,,-2.5025098,,Left Foot,,,"[22.1, 60.5]",,Ground Pass,,27.160265,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Keeper,Kevin Mbabu,16027.0,Right Wing Back,6,Switzerland,773,"['16ca2550-ebbc-4504-8a5f-9a6a8b884497', 'd8ba3fe3-1b12-4f4c-9848-2898edecf378']",1,,,,,,,,,,,,,,,,Switzerland,773,00:02:01.955,Pass,True
,,,,,,,,,,,,,,,,1.027893,,,,,,,,,,,,b9c8a318-7fbe-42e9-9575-a90d5fb46cff,115,,,"[35.1, 53.9]",3788744,2,,,,-0.20356289,,Right Foot,,,"[56.9, 49.4]",,Ground Pass,,22.259605,Incomplete,,Breel-Donald Embolo,5545.0,,,,,,,1,From Keeper,Fabian Lukas Schär,5537.0,Center Back,6,Switzerland,773,"['27d281f5-5e75-4159-b12e-fc4603e21896', 'aa79f971-b341-4d1d-b23f-5947aad153b1']",7,,,,,,,,,,,,,,,,Switzerland,773,00:02:07.242,Pass,
,,,,,,,,,,True,,,,,,0.912697,,,,,,,,,,,,27d281f5-5e75-4159-b12e-fc4603e21896,118,,,"[63.2, 30.7]",3788744,2,,,,-0.16514868,,Right Foot,,,"[69.2, 29.7]",,Ground Pass,,6.0827627,,,Aaron Ramsey,3517.0,,,,,,Interception,1,Regular Play,Joe Allen,10931.0,Center Defensive Midfield,7,Wales,907,"['608c8804-5d42-4a65-b1bd-87c395fadb66', 'a27cbbc5-bfcd-4544-ab61-ac28ccdfbf9d', 'b9c8a318-7fbe-42e9-9575-a90d5fb46cff']",8,,,,,,,,,,,,,,,,Wales,907,00:02:08.270,Pass,True
