ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.306664,,,,,,,,,,,f599831f-a846-446f-9b6a-39df63a251a1,25,,"[11.5, 28.9]",3788743,0,,,,,0.16847566,,Right Foot,,,"[45.6, 34.7]",,High Pass,,34.589737,,Incomplete,,,,,,,,,1,From Throw In,Leander Dendoncker,6331.0,Right Defensive Midfield,3,Russia,796,['b30f0f6a-40a8-45af-8966-82c123ed2e1b'],28,,,,,,,,,,,,,,,,Belgium,782,00:00:28.818,Pass,
,,,,,,,,,,,,,,,3.832243,,,,,,,,,,,b30f0f6a-40a8-45af-8966-82c123ed2e1b,27,,"[74.5, 45.4]",3788743,0,,,,True,-1.8345762,,,,,"[67.1, 18.0]",,High Pass,,28.381683,,Unknown,,Yuri Zhirkov,5193.0,,,,,Recovery,1,From Throw In,Dmitriy Barinov,18735.0,Right Defensive Midfield,3,Russia,796,"['ba944d69-4457-4d8e-90dd-288893fdba30', 'f599831f-a846-446f-9b6a-39df63a251a1', 'f9c85526-9385-483d-9745-d5a2aea9ecbc']",32,,,,,,,,,,,,,,,,Russia,796,00:00:32.124,Pass,True
,,,,,,,,,,,,,,,3.752974,,,,,,,,,,,808d5bb7-2074-4892-92a5-9a69a8feef04,35,,"[61.5, 23.0]",3788743,1,,,,,0.25974455,,Left Foot,,,"[112.3, 36.5]",,High Pass,,52.5632,,Injury Clearance,,,,,,,,,1,Other,Georgiy Dzhikiya,16583.0,Left Center Back,5,Russia,796,,28,,,,,,,,,,,,,,,,Russia,796,00:01:28.965,Pass,
,,,,,,,,,,,,,,,1.359147,,,,,,,,,,,4ef61df8-12f9-4f4a-9da2-ca25b8bbf5eb,37,,"[8.5, 37.3]",3788743,1,,True,,,-0.8713924,,Keeper Arm,,,"[19.1, 24.7]",,Low Pass,,16.465721,,,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,6,Belgium,782,['a1456474-ab95-4cad-9fa3-033384c03dde'],33,,,,,,,,,,,,,,,,Belgium,782,00:01:33.686,Pass,
,,,,,,,,,,,,,,,1.811256,,,,,,,,,,,815c8954-d3e2-4bb7-b228-093d50c9eaee,39,,"[19.8, 13.3]",3788743,1,,,,,-0.5580543,,Left Foot,,,"[36.3, 3.0]",,Ground Pass,,19.450964,,,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,6,Belgium,782,['2b0993d0-4f9d-43b0-b3d4-474b4d41db74'],36,,,,,,,,,,,,,,,,Belgium,782,00:01:36.233,Pass,
,,,,,,,,,,,,,,,1.234842,,,,,,,,,,,4b5d756f-c0f2-4b87-9242-da71ce2c5a2f,42,,"[49.1, 4.0]",3788743,1,,,,,2.799297,,Right Foot,,,"[40.4, 7.1]",,Ground Pass,,9.2358,,,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Wing Back,6,Belgium,782,['fe2b8b66-6f50-4fc8-a9aa-882359d5b623'],42,,,,,,,,,,,,,,,,Belgium,782,00:01:42.109,Pass,
,,,,,,,,,,,,,,,1.069937,,,,,,,,,,,8d9b4738-2dc7-4bee-9cba-b28c1fbfbcaf,45,,"[40.4, 7.1]",3788743,1,,,,,1.9304434,,Left Foot,,,"[35.7, 19.6]",,Ground Pass,,13.3544,,,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,6,Belgium,782,['861066a5-c177-40c5-ab62-210ae16e81ce'],44,,,,,,,,,,,,,,,,Belgium,782,00:01:44.111,Pass,
,,,,,,,,,,,,,,,1.668181,,,,,,,,,,,ba5f7b2e-c6e4-4843-9998-51d60563f806,48,,"[35.7, 23.3]",3788743,1,,,,,1.4104922,,Right Foot,,,"[42.2, 63.5]",,Ground Pass,,40.722107,,,,Toby Alderweireld,20005.0,,True,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,6,Belgium,782,['be34308c-72de-4b5b-8a7d-adf54546fe9e'],46,,,,,,,,,,,,,,,,Belgium,782,00:01:46.291,Pass,
,,,,,,,,,,,,,,,1.080987,,,,,,,,,,,33e9beb1-f28d-4560-b8c5-fc6da2287227,51,,"[44.9, 61.2]",3788743,1,,,,,-1.8385453,,Right Foot,,,"[41.8, 49.9]",,Ground Pass,,11.717508,,,,Anga Dedryck Boyata,5639.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,6,Belgium,782,['3b09324b-55df-4b2b-9823-22bb1d1b69ad'],49,,,,,,,,,,,,,,,,Belgium,782,00:01:49.097,Pass,
,,,,,,,,,,,,,,,1.341441,,,,,,,,,,,6120d9ed-144c-4401-bfb6-babcf3d44a10,54,,"[41.8, 46.8]",3788743,1,,,,,-1.3858591,,Right Foot,,,"[47.3, 17.4]",,Ground Pass,,29.910032,,,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Anga Dedryck Boyata,5639.0,Center Back,6,Belgium,782,['7972fd01-1442-4282-b7e9-6a8f6072526f'],51,,,,,,,,,,,,,,,,Belgium,782,00:01:51.253,Pass,
,,,,,,,,,,,,,,,0.736512,,,,,,,,,,,ad4a87c1-215d-4bfa-8028-3f691e754b33,57,,"[56.1, 11.7]",3788743,1,,,,,0.99503803,,Left Foot,,,"[63.5, 23.1]",,Ground Pass,,13.591173,,,,Youri Tielemans,2954.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,6,Belgium,782,['fc97f123-ba44-432a-8c22-e7f1494277e3'],54,,,,,,,,,,,,,,,,Belgium,782,00:01:54.552,Pass,
,,,,,,,,,,,,,,,1.422774,,,,,,,,,,,258513ed-eeed-440e-82aa-457435486c35,61,,"[62.0, 21.6]",3788743,1,,,,,-1.1392738,,Right Foot,,,"[71.9, 0.1]",,Ground Pass,,23.669811,,Out,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Defensive Midfield,6,Belgium,782,"['89296979-ed31-4973-8990-4416f0507cec', 'aacc163a-5106-41b5-900e-f61eabca408e']",55,,,,,,,,,,,,,,,,Belgium,782,00:01:55.764,Pass,True
,,,,,,,,,,,,,,,2.481751,,,,,,,,,,,77774184-b223-4827-95a3-63582a362c62,63,,"[46.3, 80.0]",3788743,2,,,,,-2.69736,,,,,"[25.5, 70.1]",,Low Pass,,23.035841,,,,Andrey Semenov,34588.0,,,,,Throw-in,1,From Throw In,Mário Figueira Fernandes,5170.0,Right Back,7,Russia,796,['caf341a7-84bf-4c57-97eb-6ec9fe69be70'],4,,,,,,,,,,,,,,,,Russia,796,00:02:04.919,Pass,
,,,,,,,,,,,,,,,2.104048,,,,,,,,,,,983d9e5d-2d92-4b64-8cf0-c1e4af7d194a,66,,"[21.6, 69.0]",3788743,2,,,,,-2.2562249,,Right Foot,,,"[6.8, 50.9]",,Ground Pass,,23.380547,,,,Anton Shunin,38119.0,,,,,,1,From Throw In,Andrey Semenov,34588.0,Right Center Back,7,Russia,796,['469814f5-0395-41da-a6ed-5a17b3e249d7'],7,,,,,,,,,,,,,,,,Russia,796,00:02:07.480,Pass,
,,,,,,,,,,,,,,,3.390102,,,,,,,,,,,d14b610a-437a-4506-90bc-3db08eb45c3f,69,,"[8.0, 43.3]",3788743,2,,,,,0.29212147,,Left Foot,,,"[63.2, 59.9]",,High Pass,,57.642,,Incomplete,,Artem Dzyuba,5195.0,,,,,,1,From Throw In,Anton Shunin,38119.0,Goalkeeper,7,Russia,796,"['e7f680e4-07ee-4ff2-8378-6d2b5711ea26', 'ebab3623-373b-4f6c-9cb8-6cb6fb7f8683']",12,,,,,,,,,,,,,,,,Russia,796,00:02:12.410,Pass,
,,,,,,,,,,,,,,,1.616485,,,,,,,,,,,ebab3623-373b-4f6c-9cb8-6cb6fb7f8683,72,,"[56.9, 20.2]",3788743,2,,,,True,0.15130116,,,,,"[79.2, 23.6]",,High Pass,,22.557703,,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,Recovery,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,7,Russia,796,"['64403d1d-ac8a-4cdb-88a2-b1f71f12a44a', '70e9d931-91b5-475f-aa8a-67c36d80daba', 'a450686c-4612-4f35-bfa0-f8e722d911b4', 'd14b610a-437a-4506-90bc-3db08eb45c3f']",15,,,,,,,,,,,,,,,,Belgium,782,00:02:15.800,Pass,True
,,,,,,,,,,,,,,,2.670793,,,,,,,,,,,70e9d931-91b5-475f-aa8a-67c36d80daba,74,,"[40.9, 56.5]",3788743,2,,,,,0.9643671,,Head,,,"[57.2, 80.0]",,Low Pass,,28.59965,,Out,,Roman Zobnin,5171.0,,,,,Recovery,1,From Throw In,Georgiy Dzhikiya,16583.0,Left Center Back,7,Russia,796,"['e42f3116-d9a1-40f4-8183-95418925cc63', 'ebab3623-373b-4f6c-9cb8-6cb6fb7f8683']",17,,,,,,,,,,,,,,,,Russia,796,00:02:17.416,Pass,
,,,,,,,,,,,,,,,2.488778,,,,,,,,,,,6e44a54e-2f41-4c80-936d-d794d1673e67,76,,"[64.1, 0.1]",3788743,2,,,,,3.0361457,,,,,"[36.7, 3.0]",,Low Pass,,27.55304,,,,Jan Vertonghen,3077.0,,,,,Throw-in,1,From Throw In,Thorgan Hazard,5632.0,Left Wing Back,8,Belgium,782,['c44ee34e-111d-4cf3-8fde-653278f1da41'],24,,,,,,,,,,,,,,,,Belgium,782,00:02:24.774,Pass,
,,,,,,,,,,,,,,,1.336692,,,,,,,,,,,24f3f1ee-e959-4a3f-87f1-bb7f2f630d69,79,,"[35.0, 6.6]",3788743,2,,,,,1.815775,,Left Foot,,,"[32.6, 16.2]",,Ground Pass,,9.895453,,,,Anga Dedryck Boyata,5639.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['401c2499-d3dd-4476-8c33-f2ac0a2e91fe'],28,,,,,,,,,,,,,,,,Belgium,782,00:02:28.543,Pass,
,,,,,,,,,,,,,,,1.212249,,,,,,,,,,,a1b744cf-3c4e-4889-8ae1-ff158e2feb5d,82,,"[32.6, 30.6]",3788743,2,,,,,1.3630741,,Right Foot,,,"[37.3, 52.9]",,Ground Pass,,22.78991,,,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['1d6d827d-eee2-4a48-8ed4-6c0f297e366e'],30,,,,,,,,,,,,,,,,Belgium,782,00:02:30.977,Pass,
,,,,,,,,,,,,,,,1.564454,,,,,,,,,,,46034b00-291d-47a1-873b-b04fa414910b,85,,"[46.8, 56.0]",3788743,2,,,,,-1.8585794,,Right Foot,,,"[43.1, 43.5]",,Ground Pass,,13.036103,,,,Anga Dedryck Boyata,5639.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['edbb674b-4e9b-45be-b7f9-dd4e932a2545'],34,,,,,,,,,,,,,,,,Belgium,782,00:02:34.201,Pass,
,,,,,,,,,,,,,,,1.845679,,,,,,,,,,,5819abb7-9296-44c8-95a6-a2d7e002e093,88,,"[43.1, 43.5]",3788743,2,,,,,-1.3048736,,Right Foot,,,"[50.1, 17.8]",,Ground Pass,,26.636253,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['36656779-bb9a-4bf0-9a95-82940b275ffb'],36,,,,,,,,,,,,,,,,Belgium,782,00:02:36.582,Pass,
,,,,,,,,,,,,,,,0.812131,,,,,,,,,,,8e52d05a-7af0-4921-807c-db9d51eb2687,91,,"[57.0, 9.5]",3788743,2,,,,,-0.54522717,,Left Foot,,,"[69.2, 2.1]",,Ground Pass,,14.268847,,,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['13e38c07-bda6-4a2e-bc43-64d104f98821'],39,,,,,,,,,,,,,,,,Belgium,782,00:02:39.914,Pass,
,,,,,,,,,,,,,,,2.10629,,,,,,,,,,,5618b36b-7c34-4c68-9808-0d83c5e8feb1,94,,"[69.0, 3.1]",3788743,2,,,,,2.120286,,Right Foot,,,"[53.2, 28.9]",,Ground Pass,,30.253595,,,,Anga Dedryck Boyata,5639.0,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Left Wing Back,8,Belgium,782,['c6e316c7-078c-4c45-91eb-a3ee0936f3ae'],41,,,,,,,,,,,,,,,,Belgium,782,00:02:41.918,Pass,
,,,,,,,,,,,,,,,1.372427,,,,,,,,,,,a1d28839-6b69-4cfd-b135-b2e4d5e18aed,97,,"[53.2, 28.9]",3788743,2,,,,,1.4282906,,Right Foot,,,"[56.5, 51.9]",,Ground Pass,,23.235533,,,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['ddab8fbe-7940-4cef-8af6-df613b5bbb01'],44,,,,,,,,,,,,,,,,Belgium,782,00:02:44.977,Pass,
,,,,,,,,,,,,,,,1.386998,,,,,,,,,,,0eef5336-ce83-48c2-9c3a-55c3ed6ae2df,100,,"[59.3, 64.8]",3788743,2,,,,,0.69381833,,Right Foot,,,"[70.0, 73.7]",,Ground Pass,,13.917615,,,,Timothy Castagne,6989.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['eaa0b083-3cad-4691-8dc2-35bfaabbf01e'],47,,,,,,,,,,,,,,,,Belgium,782,00:02:47.353,Pass,
,,,,,,,,,,,,,,,0.934307,,,,,,,,,,,ee47c16a-16e9-4434-9cf2-126a570fddaa,103,,"[70.0, 73.7]",3788743,2,,,,,-2.8081238,,Right Foot,,,"[54.7, 68.4]",,Ground Pass,,16.191973,,,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Timothy Castagne,6989.0,Right Wing Back,8,Belgium,782,['18215a6e-0db6-4054-b099-f67e20d57e98'],49,,,,,,,,,,,,,,,,Belgium,782,00:02:49.696,Pass,
,,,,,,,,,,,,,,,1.138262,,,,,,,,,,,245f4820-b05e-4776-af27-cac6ee748555,106,,"[54.7, 68.4]",3788743,2,,,,,-1.9081043,,Right Foot,,,"[47.3, 47.3]",,Ground Pass,,22.360008,,,,Anga Dedryck Boyata,5639.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,8,Belgium,782,['1d9f5b4d-4a77-4092-95bb-465d1a342543'],51,,,,,,,,,,,,,,,,Belgium,782,00:02:51.583,Pass,
,,,,,,,,,,,,,,,1.199797,,,,,,,,,,,aae5ef18-c7aa-4dc7-8357-6efcd0cb4229,109,,"[44.6, 26.1]",3788743,2,,,,,-1.3483491,,Right Foot,,,"[48.4, 9.3]",,Ground Pass,,17.224401,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Anga Dedryck Boyata,5639.0,Center Back,8,Belgium,782,['5ce3d56e-d9e9-4fb5-834d-5a2abd05b609'],55,,,,,,,,,,,,,,,,Belgium,782,00:02:55.161,Pass,
,,,,,,,,,,,,,,,1.251629,,,,,,,,,,,bef967b4-086e-4c17-a521-57cda0f3b9f9,112,,"[46.5, 6.1]",3788743,2,,,,,-0.28918064,,Left Foot,,,"[58.6, 2.5]",,Ground Pass,,12.624183,,,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,8,Belgium,782,['384fbadd-6bda-4f4c-a701-bc0fe9074be1'],57,,,,,,,,,,,,,,,,Belgium,782,00:02:57.563,Pass,
,,,,,,,,,,,,,,,0.146685,,,,,,,,,,,029c261d-6d45-44c0-9aad-4a233fe7f208,116,,"[59.7, 1.7]",3788743,2,,,,,0.0,,Right Foot,,,"[62.7, 1.7]",,Low Pass,,3.0,,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Left Wing Back,8,Belgium,782,"['173907fe-793e-4370-bd90-88d1ad9f30f0', '4691ffbc-22ca-4dd8-8b8d-fa47e0611ac0']",59,,,,,,,,,,,,,,,,Belgium,782,00:02:59.057,Pass,
,,,,,,,,,,,,,,,3.628166,,,,,,,,,,,7e44ff65-f2ac-4357-80e1-3ccfaed93173,123,,"[79.6, 80.0]",3788743,3,,,,,-0.09374154,,,,,"[114.7, 76.7]",,Low Pass,,35.254787,,,,Artem Dzyuba,5195.0,,,,,Throw-in,1,From Throw In,Mário Figueira Fernandes,5170.0,Right Back,9,Russia,796,['221e8ad2-81f2-446d-b43d-ad686b70adee'],8,,,,,,,,,,,,,,,,Russia,796,00:03:08.508,Pass,
,,,,,,,,,,,,,,,1.268816,,,,,,,,,,,f457cc21-791e-4924-af0f-2f382e821e96,127,,"[114.7, 76.7]",3788743,3,,,,,-2.8486803,,Right Foot,,,"[102.1, 72.9]",,Ground Pass,,13.160547,,,,Roman Zobnin,5171.0,,,,,,1,From Throw In,Artem Dzyuba,5195.0,Center Forward,9,Russia,796,"['854ac7ec-2611-45de-b399-71179dcbfb6f', 'dd466bc2-b195-41e4-bfdf-090ec0c5abe7']",13,,,,,,,,,,,,,,,,Russia,796,00:03:13.231,Pass,True
,,,,,,,,,,,,,,,1.432736,,,,,,,,,,,dc3b82e9-43ae-4531-bdc7-91f12ad8fd50,131,,"[101.7, 78.5]",3788743,3,,,,,-0.26671436,,Right Foot,,,"[120.0, 73.5]",,Ground Pass,,18.970766,,Out,,Artem Dzyuba,5195.0,,,,,,1,From Throw In,Roman Zobnin,5171.0,Right Wing,9,Russia,796,['4e5b8766-8264-49af-b972-9e15f5386730'],15,,,,,,,,,,,,,,,,Russia,796,00:03:15.892,Pass,
