50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,147d9f69-e2ce-4d4c-a311-7a362c73ad1b,1,,,3888704,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Brazil,781,,0,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397683, 'name': 'Gylmar dos Santos Neves'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 3}, {'player': {'id': 397687, 'name': 'Nilton de Sordi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 397685, 'name': 'Hideraldo Luis Bellini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397686, 'name': 'Orlando Peçanha de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 397684, 'name': 'Nilton dos Reis Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 397688, 'name': 'José Ely de Miranda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 397703, 'name': 'Waldyr Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 397689, 'name': 'Manoel Francisco dos Santos'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 397702, 'name': 'Mário Jorge Lobo Zagallo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 397690, 'name': 'Edvaldo Izidio Neto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffdc0871-eb13-4263-b479-f73652e07e6d,2,,,3888704,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Brazil,781,,0,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397704, 'name': 'Claude Abbes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397706, 'name': 'Raymond Kaelbel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397708, 'name': 'Jean-Jacques Marcel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 397705, 'name': 'Robert Jonquet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 10}, {'player': {'id': 397707, 'name': 'Andre Lerond'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 397709, 'name': 'Armand Penverne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 397711, 'name': 'Roger Piantoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 397712, 'name': 'Maryan Wisnieski'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 397724, 'name': 'Jean Vincent'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 397725, 'name': 'Just Louis Fontaine'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 397710, 'name': 'Raymond Kopaszewski Wlodarczyck'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",France,771,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,994dd2ac-ddf5-416d-8c68-7680cdadb1b2,3,,,3888704,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Brazil,781,['476f6753-be6e-4e4a-9ac2-5e8e2ee38c52'],0,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,476f6753-be6e-4e4a-9ac2-5e8e2ee38c52,4,,,3888704,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Brazil,781,['994dd2ac-ddf5-416d-8c68-7680cdadb1b2'],0,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0e612f30-4546-4c56-802e-fbedf9fd69e3,1726,,,3888704,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,106,Brazil,781,['e1541115-2d49-45c6-b970-e68e331a116f'],0,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e1541115-2d49-45c6-b970-e68e331a116f,1727,,,3888704,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,106,Brazil,781,['0e612f30-4546-4c56-802e-fbedf9fd69e3'],0,,,,,,,,,,,,,France,771,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.549194,,,,,,,,,,,,199d7b2b-dac2-4d38-91fe-ba03f5501dfc,5,,"[60.0, 40.0]",3888704,0,,,,0.5800028,,Left Foot,,,,"[62.9, 41.9]",,Ground Pass,,3.4669871,,,Raymond Kopaszewski Wlodarczyck,397710.0,,,,,,Kick Off,1,From Kick Off,Just Louis Fontaine,397725.0,,Right Center Forward,2,France,771,['3acdd863-51fe-462e-b405-6ba67be7b925'],1,,,,,,,,,,,,,France,771,00:00:01.067,Pass,
,,,,,,,,,,,,,,,,,,1.341947,,,,,,,,,,,,634d0d3b-a4be-4090-a7eb-ba668fcd992f,8,,"[64.0, 43.6]",3888704,0,,,,1.3350058,,Right Foot,,,,"[67.7, 59.0]",,Ground Pass,,15.838244,,,Maryan Wisnieski,397712.0,,,,,,,1,From Kick Off,Raymond Kopaszewski Wlodarczyck,397710.0,,Left Center Forward,2,France,771,['3cc7f0dc-944e-40f8-8e74-08fd26de7eac'],2,,,,,,,,,,,,,France,771,00:00:02.131,Pass,
,,,,,,,,,,,,,,,,,,1.31447,,,,,,,,,,,,5ff7714c-9ca1-49f6-91ca-088caf281b5e,16,,"[42.4, 8.5]",3888704,0,,,,-0.02803004,,Right Foot,,,,"[63.8, 7.9]",,High Pass,,21.40841,Incomplete,,Mário Jorge Lobo Zagallo,397702.0,,,,,,Recovery,1,From Kick Off,Nilton dos Reis Santos,397684.0,,Left Back,2,France,771,"['24d21613-b2b4-42e8-86f3-2f8dcf43a89a', 'b03ae0c2-7bff-445d-a0b4-42f8d9fbbd63']",6,,,,,,,,,,,,,Brazil,781,00:00:06.647,Pass,
,,,,,,,,,,,,,,,,,,1.463445,,,,,,,,,,,,30979059-4f90-4e79-b095-fb700731e820,20,,"[50.1, 69.9]",3888704,0,,,,0.5933502,,Right Foot,,,,"[58.7, 75.7]",,High Pass,,10.373042,,,Maryan Wisnieski,397712.0,,,,,,,1,From Kick Off,Raymond Kaelbel,397706.0,,Right Back,2,France,771,['f5c588c8-b771-43e5-a030-ddd6bcc3137f'],9,,,,,,,,,,,,,France,771,00:00:09.177,Pass,
