50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bcc8ca99-412d-45cb-9d6e-00d2fee00553,1,,,3888705,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397683, 'name': 'Gylmar dos Santos Neves'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 3}, {'player': {'id': 397692, 'name': 'Dejalma Pereira Dias dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397685, 'name': 'Hideraldo Luis Bellini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397686, 'name': 'Orlando Peçanha de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 397684, 'name': 'Nilton dos Reis Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 397688, 'name': 'José Ely de Miranda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 397703, 'name': 'Waldyr Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 397689, 'name': 'Manoel Francisco dos Santos'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 397702, 'name': 'Mário Jorge Lobo Zagallo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 397690, 'name': 'Edvaldo Izidio Neto'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,465b277f-6185-4d1a-80ba-c0813380f209,2,,,3888705,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 397780, 'name': 'Karl-Oskar Svensson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397801, 'name': 'Ernst Orvar Bergmark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397785, 'name': 'Bengt Gustavsson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 397781, 'name': 'Sven Axbom'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 397787, 'name': 'Kurt Roland Hamrin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 397789, 'name': 'Karl Lennart Skoglund'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 397786, 'name': 'Reino Borjesson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 397783, 'name': 'Sigvard Parling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 397784, 'name': 'Gunnar Gren'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 397782, 'name': 'Nils Liedholm'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 397788, 'name': 'Agne Simonsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sweden,790,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7ba3957a-6108-4524-9c6d-7febc437bfcf,3,,,3888705,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['1e337625-efa0-4cc3-9820-b712f40ada15'],0,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1e337625-efa0-4cc3-9820-b712f40ada15,4,,,3888705,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['7ba3957a-6108-4524-9c6d-7febc437bfcf'],0,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,327da50f-44d8-4e22-92d8-1f92541c8540,1840,,,3888705,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,134,Sweden,790,['c9d3abec-ab2e-4e79-be7a-901985757ada'],0,,,,,,,,,,,,,Sweden,790,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c9d3abec-ab2e-4e79-be7a-901985757ada,1841,,,3888705,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,134,Sweden,790,['327da50f-44d8-4e22-92d8-1f92541c8540'],0,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.39129,,,,,,,,,,,,eb3ad566-77d8-4761-abc4-e7c850462b37,5,,"[61.0, 40.1]",3888705,0,,,,,-1.4909663,,Right Foot,,,,"[61.2, 37.6]",,Ground Pass,2.5079873,,,,Édson Arantes do Nascimento,39712.0,,,,,,Kick Off,1,From Kick Off,Manoel Francisco dos Santos,397689.0,Right Midfield,2,Brazil,781,['963341aa-8d39-4cc4-8bc1-2accfde1beb6'],0,,,,,,,,,,,,,Brazil,781,00:00:00.376,Pass,
,,,,,,,,,,,,,,,,,,1.231923,,,,,,,,,,,,1cc947d4-3f74-49cd-b244-0f45e2b6b25e,8,,"[60.4, 37.4]",3888705,0,,,,,2.3916407,,Right Foot,,,,"[53.1, 44.2]",,Ground Pass,9.976472,,,,José Ely de Miranda,397688.0,,,,,,,1,From Kick Off,Édson Arantes do Nascimento,39712.0,Right Center Forward,2,Brazil,781,['6fa76572-0db0-4609-b3c3-dffc9b9e2585'],2,,,,,,,,,,,,,Brazil,781,00:00:02.748,Pass,
,,,,,,,,,,,,,,,,,,1.58807,,,,,,,,,,,,05a5efaa-6189-4e6a-86c5-442d8d1e14c0,11,,"[53.1, 44.2]",3888705,0,,,,,1.6666554,,Right Foot,,,,"[51.6, 59.8]",,Ground Pass,15.671949,,,,Dejalma Pereira Dias dos Santos,397692.0,,,,,,,1,From Kick Off,José Ely de Miranda,397688.0,Right Defensive Midfield,2,Brazil,781,['a62c7e33-1c99-4375-8534-7e3174abaf38'],4,,,,,,,,,,,,,Brazil,781,00:00:04.908,Pass,
,,,,,,,,,,,,,,,,,,2.266676,,,,,,,,,,,,619beefa-0d0b-4e7d-a8cd-fdd4e16f956d,14,,"[52.0, 62.4]",3888705,0,,,,,-0.6987986,,Right Foot,,,,"[85.8, 34.0]",,High Pass,44.14748,,Incomplete,,Édson Arantes do Nascimento,39712.0,,,,,,,1,From Kick Off,Dejalma Pereira Dias dos Santos,397692.0,Right Back,2,Brazil,781,"['92cf6cfa-b505-4b96-a638-e39daf9c8cb7', 'ce5591a2-efe3-4488-8f85-272b1cf143f3']",7,,,,,,,,,,,,,Brazil,781,00:00:07.812,Pass,
