50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2b1fca53-1d3d-4eb1-a173-ff18fddfbdac,1,,,3888706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 39728, 'name': 'Heinz Stuy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39734, 'name': 'Wim Suurbier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 39726, 'name': 'Barry Hulshoff'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 39729, 'name': 'Horst Blankenburg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 39720, 'name': 'Ruud Krol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 39719, 'name': 'Arie Haan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 39721, 'name': 'Johan Neeskens'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 39724, 'name': 'Gerrie Mühren'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 397727, 'name': 'Johnny Rep'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 39716, 'name': 'Piet Keizer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 39713, 'name': 'Johan Cruyff'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Ajax,806,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0be5d95f-5c89-4ace-9b3e-8561ca68e9dd,2,,,3888706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 397668, 'name': 'Dino Zoff'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397729, 'name': 'Gianpietro Marchetti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 397730, 'name': 'Francesco Morini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 397728, 'name': 'Sandro Salvadore'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 397731, 'name': 'Silvio Longobucco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 397673, 'name': 'Giuseppe Furino'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 397732, 'name': 'Franco Causio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 397733, 'name': 'Fabio Capello'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 397699, 'name': 'José João Altafini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 397735, 'name': 'Roberto Bettega'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 397734, 'name': 'Pietro Anastasi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Juventus,224,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f172896f-a610-4923-a494-389c13bef148,3,,,3888706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,['aa2c525b-0fc6-4c99-8937-f576b9f936d8'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aa2c525b-0fc6-4c99-8937-f576b9f936d8,4,,,3888706,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,['f172896f-a610-4923-a494-389c13bef148'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,73bd7659-3415-4210-9b73-c9699f8b3d28,1613,,,3888706,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,128,Juventus,224,['342dda39-5236-4c17-b2c1-1ffb21d7cc85'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,342dda39-5236-4c17-b2c1-1ffb21d7cc85,1614,,,3888706,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,128,Juventus,224,['73bd7659-3415-4210-9b73-c9699f8b3d28'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.805105,,,,,,,,,,,,,b9c29d0c-2db4-41f6-a098-ce7f1155cbe6,5,,"[61.0, 40.1]",3888706,0,,,,,-0.8379812,,Right Foot,,,"[61.9, 39.1]",,Ground Pass,,1.3453624,,Gerrie Mühren,39724.0,,,,,,Kick Off,1,From Kick Off,Johan Cruyff,39713.0,Center Forward,2,Ajax,806,['a0efa454-1bec-4a9a-8584-ae52bfb65687'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.649,Pass,
,,,,,,,,,,,,,,,,,,2.617978,,,,,,,,,,,,,c9db88a2-abf4-4ba1-a301-b2e875f00e04,7,,"[62.0, 38.5]",3888706,0,,,,,2.0997314,,Left Foot,,,"[40.9, 74.6]",,Ground Pass,,41.814114,,Wim Suurbier,39734.0,,,,,,,1,From Kick Off,Gerrie Mühren,39724.0,Left Center Midfield,2,Ajax,806,['5cf56aeb-c0e9-4fd6-a324-feb166679f44'],1,,,,,,,,,,,,,,,,,,Ajax,806,00:00:01.454,Pass,
,,,,,,,,,,,,,,,,,,1.494406,,,,,,,,,,,,,2277a7d3-0e20-4d3b-ab84-3ec94d7145aa,9,,"[42.0, 74.3]",3888706,0,,,,,0.6857295,,Right Foot,,,"[46.4, 77.9]",,Ground Pass,,5.685068,,Johnny Rep,397727.0,,,,,,,1,From Kick Off,Wim Suurbier,39734.0,Right Back,2,Ajax,806,['6d0c0be7-0834-44a0-aa83-7f94a078c081'],4,,,,,,,,,,,,,,,,,,Ajax,806,00:00:04.072,Pass,
,,,,,,,,,,,,,,,,,,2.145255,,,,,,,,,,,,,01ecc879-cef3-4a4e-9988-e5505dab5574,12,,"[52.5, 76.8]",3888706,0,,,,,-1.7818897,,Right Foot,,,"[45.3, 43.2]",,Ground Pass,,34.36277,,Arie Haan,39719.0,,,,,,,1,From Kick Off,Johnny Rep,397727.0,Right Wing,2,Ajax,806,['69a802bb-e11c-446c-bcc7-1272b8a654b0'],8,,,,,,,,,,,,,,,,,,Ajax,806,00:00:08.153,Pass,
