bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03ce4d51-7075-404e-8cdf-382a958e746e,1,,,3750240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15777, 'name': 'Francesco Toldo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17966, 'name': 'Tomáš Řepka'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 39788, 'name': 'Alessandro Pierini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 39786, 'name': 'Aldo Firicano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15176, 'name': 'Moreno Torricelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 39787, 'name': 'Sandro Cois'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 39744, 'name': 'Jörg Heinrich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 15118, 'name': 'Angelo Di Livio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 15017, 'name': 'Rui Manuel César Costa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 40097, 'name': 'Abel Eduardo Balbo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 39641, 'name': 'Gabriel Omar Batistuta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,17533a4c-2a8f-4c93-aa81-eb583fbe85ff,2,,,3750240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 39789, 'name': 'Mark Bosnich'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15402, 'name': 'Gary Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15597, 'name': 'Henning Berg'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 19634, 'name': 'Jaap Stam'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 24765, 'name': 'Denis Irwin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24805, 'name': 'Roy Keane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 15666, 'name': 'Paul Scholes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15661, 'name': 'David Beckham'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 20175, 'name': 'Ryan Giggs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 24767, 'name': 'Andy Cole'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 24766, 'name': 'Dwight Yorke'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,True,9fd64c36-269f-47e4-aff2-c182feef927c,3,,,3750240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['d4b53dea-0e61-4f4d-b053-0aa0c4471ac6'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,True,d4b53dea-0e61-4f4d-b053-0aa0c4471ac6,4,,,3750240,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['9fd64c36-269f-47e4-aff2-c182feef927c'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5e54bd5d-5fea-43e0-9c76-1aa58b85152e,1789,,,3750240,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Manchester United,39,['51f82a63-a0b3-4b97-8889-060506fd8afd'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,51f82a63-a0b3-4b97-8889-060506fd8afd,1790,,,3750240,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Manchester United,39,['5e54bd5d-5fea-43e0-9c76-1aa58b85152e'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.41534,,,,,,,,,,,,,,,a2dc53cb-0b90-4c9d-b285-9f26b2c353cf,5,,"[60.0, 40.0]",3750240,2,,True,,,2.7155986,,Right Foot,,,"[48.1, 45.4]",,Ground Pass,,13.0679,,,,Jörg Heinrich,39744.0,,,,,Kick Off,1,From Kick Off,Gabriel Omar Batistuta,39641.0,Left Center Forward,2,Fiorentina,239,['f3054f44-b3d7-4f05-ac60-4111befcf3cc'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:00.040,Pass,
,,,,,,,,,,,,,,,,,0.191319,,,,,,,,,,,,,,,269cf4e3-a7da-44bc-bc53-518cbdfa9168,7,,"[48.5, 49.1]",3750240,2,,True,,,0.10803361,,Right Foot,,,"[102.9, 55.0]",,High Pass,,54.71901,,Incomplete,,,,,,,,,1,From Kick Off,Jörg Heinrich,39744.0,Left Defensive Midfield,2,Fiorentina,239,['ba012cfb-e09e-492d-b554-3fb836a1e591'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:00.471,Pass,
,,,,,,,,,,,,,,,,,0.474777,,,,,,,,,,,,,,,4cf78df5-ce80-4bfb-84cc-02749c63ca53,9,,"[120.0, 80.0]",3750240,2,,True,,,-1.7370479,,Right Foot,,,"[112.6, 35.9]",,High Pass,,44.716553,,Incomplete,True,,,,True,Outswinging,,Corner,1,From Corner,Angelo Di Livio,15118.0,Right Midfield,3,Fiorentina,239,['5595c4f9-043b-4737-ba13-2e88be29acea'],0,,,,,,,,,,,,,,,,,Fiorentina,239,00:02:00.953,Pass,
,,,,,,,,,,,,,,,,,0.792765,,,,,,,,,,,,,,,bfa141ef-b633-48d2-8f43-e72302af7472,16,,"[38.8, 62.5]",3750240,2,,,,,-2.5922182,,Right Foot,,,"[33.9, 59.5]",,Ground Pass,,5.745433,,,,Roy Keane,24805.0,,,,,,1,Regular Play,Dwight Yorke,24766.0,Left Center Forward,4,Manchester United,39,['e6d38829-03ce-4617-a7c1-6530bdb507be'],11,,,,,,,,,,,,,,,,,Manchester United,39,00:02:11.069,Pass,
