bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c2e5fcee-c26e-4d24-a2b0-a421f289d857,1,,,,3752619,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40841, 'name': 'Flavio Roma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 26140, 'name': 'Hugo Benjamín Ibarra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 40843, 'name': 'Julien Rodriguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 40842, 'name': 'Gaël Givet-Viaros'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 40852, 'name': 'Lucas Bernardi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 40844, 'name': 'Edouard Cissé'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 40848, 'name': 'Andreas Vasilios Zikos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 25878, 'name': 'Ludovic Giuly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 20520, 'name': 'Jérôme Rothen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 20130, 'name': 'Fernando Morientes Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9135af50-8ca2-43a9-bd50-92bc46a121c5,2,,,,3752619,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15009, 'name': 'Vítor Manuel Martins Baía'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 19762, 'name': 'Paulo Renato Rebocho Ferreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15667, 'name': 'Jorge Paulo Costa Almeida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 20069, 'name': 'Nuno Jorge Pereira Silva Valente'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 17725, 'name': 'Francisco José Rodrigues da Costa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 40845, 'name': 'Pedro Miguel da Silva Mendes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 19760, 'name': 'Nuno Ricardo de Oliveira Ribeiro'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 40849, 'name': 'Vanderlei Fernandes Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 40850, 'name': 'Carlos Alberto Gomes de Jesus'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",FC Porto,256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58ee620f-f8e0-43fd-a7f4-6ff3fcd66979,3,,,,3752619,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['ba0d55e0-a9ef-44e8-8538-e185e3aae628'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba0d55e0-a9ef-44e8-8538-e185e3aae628,4,,,,3752619,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['58ee620f-f8e0-43fd-a7f4-6ff3fcd66979'],0,,,,,,,,,,,,,,,,FC Porto,256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a8c0ed63-9b75-488d-b92a-6a7012fc4f8d,1668,,,,3752619,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,AS Monaco,129,['4bf8b818-c449-4e3e-bccd-56f91d7b25a8'],0,,,,,,,,,,,,,,,,FC Porto,256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4bf8b818-c449-4e3e-bccd-56f91d7b25a8,1669,,,,3752619,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,AS Monaco,129,['a8c0ed63-9b75-488d-b92a-6a7012fc4f8d'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.847091,,,,,,,,,,,,,fa5fba91-0000-4373-8df2-e96d3a64f54e,5,,,"[60.0, 40.0]",3752619,0,,,,,-1.9040406,,Right Foot,,,"[59.1, 37.4]",,Ground Pass,,2.7513633,,,Fernando Morientes Sánchez,20130.0,,,,,Kick Off,1,From Kick Off,Ludovic Giuly,25878.0,Right Wing,2,AS Monaco,129,['d3690e2b-d39d-43a4-97ad-941e2c4a5d02'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.781,Pass,
,,,,,,,,,,,,,,,,,1.941693,,,,,,,,,,,,,c850b82b-63a3-4b21-a0d9-710d051e8108,8,,,"[58.9, 37.7]",3752619,0,,,,,1.9500965,,Right Foot,,,"[47.5, 66.3]",,Ground Pass,,30.78831,,,Hugo Benjamín Ibarra,26140.0,,,,,,1,From Kick Off,Fernando Morientes Sánchez,20130.0,Center Forward,2,AS Monaco,129,['a5bf5ba2-e5f2-47d4-87f0-42681f1fa1ab'],1,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.885,Pass,
,,,,,,,,,,,,,,,,,0.209872,,,,,,,,,,,,,00b1730d-ada4-4021-b53e-cb81d030bfc9,12,,,"[68.6, 71.8]",3752619,0,,,,,-0.5036263,,Right Foot,,,"[73.5, 69.1]",,Low Pass,,5.5946403,Incomplete,,Ludovic Giuly,25878.0,,,,,,1,From Kick Off,Hugo Benjamín Ibarra,26140.0,Right Back,2,AS Monaco,129,"['2363e3a4-90f1-43c8-bd83-464f61b30e27', '3468d3e3-d7d6-4fce-8c05-91c4f79082c5', 'dd09b052-852a-4421-b1ba-3621f0747c1c']",6,,,,,,,,,,,,,,,,AS Monaco,129,00:00:06.422,Pass,True
,,,,,,,,,,,,,,,,,2.22926,,,,,,,,,,,,,e354bc14-b460-426d-9420-c94d9e2af982,17,,,"[28.6, 24.0]",3752619,0,,,,,1.6012578,,Right Foot,,,"[27.5, 60.1]",,Ground Pass,,36.116756,,,Paulo Renato Rebocho Ferreira,19762.0,,,,,,1,Regular Play,Jorge Paulo Costa Almeida,15667.0,Right Center Back,3,FC Porto,256,['df0fe1a8-3864-4111-b59c-aadd62f3f458'],9,,,,,,,,,,,,,,,,FC Porto,256,00:00:09.889,Pass,
,,,,,,,,,,,,,,,,,0.940423,,,,,,,,,,,,,a8b76574-a5b7-4e2c-95b7-ec8ea2193049,20,,,"[34.7, 71.3]",3752619,0,,,,,0.12550507,,Right Foot,,,"[56.1, 74.0]",,Ground Pass,,21.569654,,,Carlos Alberto Gomes de Jesus,40850.0,,,,,,1,Regular Play,Paulo Renato Rebocho Ferreira,19762.0,Right Back,3,FC Porto,256,['a48be3af-9742-49c0-9924-d4087254d44d'],13,,,,,,,,,,,,,,,,FC Porto,256,00:00:13.869,Pass,
,,,,,,,,,,,,,,,,,2.395829,,,,,,,,,,,,,482b6593-107e-42ec-a365-e2b428731eb8,27,,,"[56.8, 80.0]",3752619,0,,,,,-2.8995697,,,,,"[32.9, 74.1]",,Low Pass,,24.617474,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,Throw-in,1,From Throw In,Paulo Renato Rebocho Ferreira,19762.0,Right Back,4,FC Porto,256,['819dc900-1610-4d2b-8e0e-37d7eb159097'],22,,,,,,,,,,,,,,,,FC Porto,256,00:00:22.783,Pass,
,,,,,,,,,,,,,,,,,2.405599,,,,,,,,,,,,,836f76e4-5f98-424b-bad1-81e762e2bdfb,30,,,"[32.9, 63.8]",3752619,0,,,,,-1.6626145,,Right Foot,,,"[28.6, 17.1]",,Low Pass,,46.89755,,,Nuno Jorge Pereira Silva Valente,20069.0,,True,,,,1,From Throw In,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,4,FC Porto,256,['fcccd868-e96a-486c-aa88-4d7832504832'],26,,,,,,,,,,,,,,,,FC Porto,256,00:00:26.762,Pass,
