50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5ccf1a55-4997-4698-9551-30aab7b03be6,1,,,3888711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 39728, 'name': 'Heinz Stuy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 39721, 'name': 'Johan Neeskens'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 39726, 'name': 'Barry Hulshoff'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 397742, 'name': 'Velibor Vasović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 39734, 'name': 'Wim Suurbier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 397743, 'name': 'Reinier Johannes Maria Rijnders'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 39724, 'name': 'Gerrie Mühren'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 9}, {'player': {'id': 39723, 'name': 'Sjaak Swart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 39716, 'name': 'Piet Keizer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 39713, 'name': 'Johan Cruyff'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 397744, 'name': 'Dirk Wouter Johannes van Dijk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Ajax,806,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b1bc35df-ff70-4e9a-8429-95d9d0fe0231,2,,,3888711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 397745, 'name': 'Takis Ikonomopoulos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397749, 'name': 'Yiannis Tomaras'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 397747, 'name': 'Anthimos Kapsis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 397746, 'name': 'Frantsiskos Sourpis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 397748, 'name': 'Georgios Vlachos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 397750, 'name': 'Aristidis Kamaras'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 397752, 'name': 'Dimitris Domazos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 397751, 'name': 'Konstantinos Eleftherakis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 397754, 'name': 'Haris Grammos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 397753, 'name': 'Totis Fylakouris'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 397755, 'name': 'Antonis Antoniadis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Panathinaikos,952,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17374028-3f7b-4059-b907-e0ebf177e1ea,3,,,3888711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,['746ccd6a-527a-4209-bf71-75ade7dd4b1a'],0,,,,,,,,,,,,,,,,,,Panathinaikos,952,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,746ccd6a-527a-4209-bf71-75ade7dd4b1a,4,,,3888711,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ajax,806,['17374028-3f7b-4059-b907-e0ebf177e1ea'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dcbb8ceb-006f-4547-8680-3025f241542a,1737,,,3888711,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Panathinaikos,952,['5c1ea52b-00b7-48cc-b648-8f2baee1ee8c'],0,,,,,,,,,,,,,,,,,,Panathinaikos,952,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c1ea52b-00b7-48cc-b648-8f2baee1ee8c,1738,,,3888711,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,115,Panathinaikos,952,['dcbb8ceb-006f-4547-8680-3025f241542a'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.997618,,,,,,,,,,,,,28beee55-e520-4140-92e2-3069cdbca9bb,5,,"[61.0, 40.1]",3888711,0,,,,,0.8139618,,Right Foot,,,,"[62.7, 41.9]",,Ground Pass,,2.4758837,,,,Johan Cruyff,39713.0,,,,,,Kick Off,1,From Kick Off,Dirk Wouter Johannes van Dijk,397744.0,Center Forward,2,Ajax,806,['9dd23acf-c966-4b71-9c8b-1d088ba1872d'],0,,,,,,,,,,,,,,,,,,Ajax,806,00:00:00.597,Pass,
,,,,,,,,,,,,,,,,2.320847,,,,,,,,,,,,,2de7d1cd-4e84-4641-9ef6-439985a1e912,8,,"[62.4, 44.0]",3888711,0,,,,,3.0107653,,Left Foot,,,,"[47.2, 46.0]",,Ground Pass,,15.331015,,,,Reinier Johannes Maria Rijnders,397743.0,,,,,,,1,From Kick Off,Johan Cruyff,39713.0,Left Wing,2,Ajax,806,['f371e6b9-0ec4-4fb5-b1e3-c5b30e56dcd7'],1,,,,,,,,,,,,,,,,,,Ajax,806,00:00:01.867,Pass,
,,,,,,,,,,,,,,,,1.339143,,,,,,,,,,,,,8a10d3de-7d2e-4d48-a43f-5c9004582c8f,11,,"[53.6, 54.6]",3888711,0,,,,,2.411353,,Right Foot,,,,"[45.0, 62.3]",,Ground Pass,,11.543396,,,,Barry Hulshoff,39726.0,,,,,,,1,From Kick Off,Reinier Johannes Maria Rijnders,397743.0,Right Defensive Midfield,2,Ajax,806,['728c5187-d3fc-4b74-8553-7fbec98fd195'],7,,,,,,,,,,,,,,,,,,Ajax,806,00:00:07.185,Pass,
,,,,,,,,,,,,,,,,1.667041,,,,,,,,,,,,,41ec1fc0-a43e-4c03-ba0e-d52e6173cc29,14,,"[43.9, 61.5]",3888711,0,,,,,-1.577553,,Right Foot,,,,"[43.8, 46.7]",,Ground Pass,,14.800338,,,,Velibor Vasović,397742.0,,,,,,,1,From Kick Off,Barry Hulshoff,39726.0,Right Center Back,2,Ajax,806,['1bfe734f-50b7-481c-a356-0eae4ec016f2'],8,,,,,,,,,,,,,,,,,,Ajax,806,00:00:08.658,Pass,
