ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.695246,,,,,,,,,,,,4490092c-0180-4ec1-a76f-623e5c30a7c9,29,,,"[43.9, 71.6]",3750201,0,,,,0.08314123,,Right Foot,,"[66.7, 73.5]",,Low Pass,,22.87903,,,,,John O''Shea,16890.0,,,,,Recovery,1,From Throw In,Rio Ferdinand,20171.0,Right Center Back,3,Manchester United,39,"['2f6256c8-1285-4de5-8a02-5bbf98807f44', '3aae0d07-242c-44e4-bbd2-d31557c473cd', '6bd55fea-38d9-437f-b7c0-35989e4a84cb']",26,,,,,,,,,,,,,,,,,Manchester United,39,00:00:26.787,Pass,True
,,,,,,,,,,,,,,,1.138159,,,,,,,,,,,,bb4fa01e-134d-4b94-b3ea-abd9e648286d,32,,,"[66.7, 73.5]",3750201,0,,,,-2.1495113,,Left Foot,,"[61.8, 66.0]",,Low Pass,,8.958795,,,,,Michael Carrick,4751.0,,,,,,1,From Throw In,John O''Shea,16890.0,Right Back,3,Manchester United,39,['6e3987ee-3dd4-49f0-a5af-e0fbdbbcf334'],28,,,,,,,,,,,,,,,,,Manchester United,39,00:00:28.935,Pass,
,,,,,,,,,,,,,,,1.916769,,,,,,,,,,,,1969c441-60bd-4bd6-8ddf-64793b21d792,35,,,"[60.3, 65.8]",3750201,0,,,,-2.3747108,,Left Foot,,"[38.3, 44.6]",,Ground Pass,,30.55225,,,,,Nemanja Vidić,20172.0,,,,,,1,From Throw In,Michael Carrick,4751.0,Center Defensive Midfield,3,Manchester United,39,['0c35c67f-7f67-4544-93d9-cb74d0cab2ee'],30,,,,,,,,,,,,,,,,,Manchester United,39,00:00:30.724,Pass,
,,,,,,,,,,,,,,,1.429561,,,,,,,,,,,,8cfcac9e-2182-499e-b2c7-6b44552475a5,38,,,"[39.1, 34.9]",3750201,0,,,,-0.51684195,,Left Foot,,"[62.5, 21.6]",,Ground Pass,,26.91561,,,,,Wayne Mark Rooney,3538.0,,,,,,1,From Throw In,Nemanja Vidić,20172.0,Left Center Back,3,Manchester United,39,['2c3b9bd6-74d3-45ee-b529-0ddd6592297a'],34,,,,,,,,,,,,,,,,,Manchester United,39,00:00:34.624,Pass,
,,,,,,,,,,,,,,,0.813431,,,,,,,,,,,,062cd931-bd66-4fb1-8e60-38f9f74d596b,40,,,"[62.5, 21.6]",3750201,0,,,,2.4668517,,Right Foot,,"[59.5, 24.0]",,Ground Pass,,3.8418746,,,,,Anderson Luis de Abreu Oliveira,38411.0,,,,,,1,From Throw In,Wayne Mark Rooney,3538.0,Right Midfield,3,Manchester United,39,['ebf2bd53-b84e-429f-8721-f7a96abc87a6'],36,,,,,,,,,,,,,,,,,Manchester United,39,00:00:36.053,Pass,
,,,,,,,,,,,,,,,1.268912,,,,,,,,,,,,6943ab94-34bc-4f26-9245-f39508b69772,42,,,"[59.5, 24.0]",3750201,0,,,,-1.2171564,,Left Foot,,"[67.4, 2.6]",,Ground Pass,,22.81162,,,,,Patrice Evra,20008.0,,,,,,1,From Throw In,Anderson Luis de Abreu Oliveira,38411.0,Left Center Midfield,3,Manchester United,39,['e5dc016d-2e95-488e-970a-dea2130126ba'],36,,,,,,,,,,,,,,,,,Manchester United,39,00:00:36.867,Pass,
,,,,,,,,,,,,,,,0.771441,,,,,,,,,,,,d5e928b1-3169-42af-9f7b-e7c464a84530,45,,,"[79.6, 5.1]",3750201,0,,,,0.83988965,,Left Foot,,"[87.4, 13.8]",,Ground Pass,,11.684606,,,,,Anderson Luis de Abreu Oliveira,38411.0,,,,,,1,From Throw In,Patrice Evra,20008.0,Left Back,3,Manchester United,39,['92c922fd-b3e4-4506-b351-60bf855f5e2e'],40,,,,,,,,,,,,,,,,,Manchester United,39,00:00:40.802,Pass,
,,,,,,,,,,,,,,,1.367672,,,,,,,,,,,,9cc236b0-1df6-4a5b-83e8-ac2f2318246f,56,,,"[120.0, 0.1]",3750201,1,,,,1.7446195,,Left Foot,,"[114.1, 33.7]",,High Pass,,34.114075,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Ryan Giggs,20175.0,Left Midfield,5,Manchester United,39,['2fa26317-d112-484b-a6cf-59d0743dc237'],55,,,,,,,,,,,,,,,,,Manchester United,39,00:01:55.170,Pass,
,,,,,,,,,,,,,,,3.142973,,,,,,,,,,,,b0012d96-e6f3-4b6f-a9ff-b8187f7181b4,62,,,"[7.0, 36.1]",3750201,2,True,,,-1.5600054,,Right Foot,,"[7.3, 8.3]",,Ground Pass,,27.801619,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['98d39e7b-7df6-4f0c-9657-77a4ce0694e3'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.885,Pass,
,,,,,,,,,,,,,,,0.711194,,,,,,,,,,,,6b0c546d-57cc-4e84-acf2-df9282649634,64,,,"[7.3, 8.3]",3750201,2,True,,,1.6867783,,Left Foot,,"[4.9, 28.9]",,Ground Pass,,20.739334,,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,6,Barcelona,217,['bfa1b04a-30f3-4dbf-af73-fea6ce43c295'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.610,Pass,
,,,,,,,,,,,,,,,1.180315,,,,,,,,,,,,60505b14-6b99-475f-94a1-822b6442fdae,66,,,"[2.7, 27.0]",3750201,2,,,,-1.2715983,,Right Foot,,"[8.9, 6.9]",,Ground Pass,,21.034496,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['af674d06-a73f-4452-8421-d2f77b78bce6'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.699,Pass,
,,,,,,,,,,,,,,,1.594611,,,,,,,,,,,,61c2a6be-d0cd-4fa3-adbd-e370d743f904,70,,,"[8.9, 6.9]",3750201,2,,,,0.07095909,,Left Foot,,"[49.7, 9.8]",,High Pass,,40.902935,,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,6,Barcelona,217,"['3e10744e-f850-4977-babf-7c66a87b3b83', 'e69dea26-8a9b-496c-9dc3-dc34f99cacc4']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.918,Pass,
,,,,,,,,,,,,,,,2.002055,,,,,,,,,,,,07596799-bbf3-4741-aea1-38a03f0952b8,73,,,"[57.6, 0.1]",3750201,2,True,,,0.49782234,,,,"[80.6, 12.6]",,High Pass,,26.17728,,,,,Samuel Eto''o Fils,19298.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,7,Barcelona,217,['1bd9b14b-2d4d-433b-93a2-fcb2bf78b217'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.438,Pass,
,,,,,,,,,,,,,,,1.996829,,,,,,,,,,,,7ec37a63-58c3-4f1b-b578-bd92ca8905fd,75,,,"[80.6, 12.6]",3750201,2,,,,0.5250361,,Head,,"[97.0, 22.1]",,Low Pass,,18.952837,,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,7,Barcelona,217,"['2069784b-fdba-466f-8c46-042d34730203', 'cd461f8b-3ae2-4c34-bdf7-df106bf32aa2']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.480,Pass,
,,,,,,,,,,,,,,,2.487053,,,,,,,,,,,,2069784b-fdba-466f-8c46-042d34730203,77,,,"[23.1, 58.0]",3750201,2,,,,-2.7897222,,Right Foot,,"[2.4, 50.4]",,Low Pass,,22.051077,,,,,Edwin van der Sar,15036.0,,,,,Recovery,1,Regular Play,Rio Ferdinand,20171.0,Right Center Back,8,Manchester United,39,"['7ec37a63-58c3-4f1b-b578-bd92ca8905fd', 'ec82167f-ecfc-42fe-99ee-bb3233f893c9']",48,,,,,,,,,,,,,,,,,Manchester United,39,00:02:48.477,Pass,
,,,,,,,,,,,,,,,3.144873,,,,,,,,,,,,47a94e15-2061-4c8b-a095-29a24f382df9,81,,,"[2.8, 49.0]",3750201,2,,,,-0.802119,,Right Foot,,"[46.9, 3.4]",,High Pass,,63.436344,,,,,Wayne Mark Rooney,3538.0,,True,,,,1,Regular Play,Edwin van der Sar,15036.0,Goalkeeper,8,Manchester United,39,['79d28fb6-d924-488e-98b9-a21a230f6ce0'],53,,,,,,,,,,,,,,,,,Manchester United,39,00:02:53.471,Pass,
,,,,,,,,,,,,,,,1.290924,,,,,,,,,,,,df392bcd-0b71-4524-9ba8-d22c3da3a4f2,84,,,"[24.3, 2.3]",3750201,2,,,,1.74122,,Right Foot,,"[20.6, 23.8]",,Ground Pass,,21.81605,,,,,Nemanja Vidić,20172.0,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Right Midfield,8,Manchester United,39,['ea351bc7-fd05-4108-9121-ed34c737a78c'],59,,,,,,,,,,,,,,,,,Manchester United,39,00:02:59.265,Pass,
,,,,,,,,,,,,,,,3.150906,,,,,,,,,,,,e916fe7a-cc01-4d57-9b9c-08d38acb1bcd,88,,,"[20.2, 23.4]",3750201,3,,,,0.8344746,,Right Foot,,"[44.4, 50.1]",,Ground Pass,,36.035122,,,,,Ji-Sung Park,20173.0,,,,,,1,Regular Play,Nemanja Vidić,20172.0,Left Center Back,8,Manchester United,39,"['7b663ca3-e956-4a22-b051-2c54b42e10c8', 'c4a0343d-b7b6-42cb-995d-a0fd7f7b9ea5']",1,,,,,,,,,,,,,,,,,Manchester United,39,00:03:01.341,Pass,True
,,,,,,,,,,,,,,,1.841077,,,,,,,,,,,,7edec4bc-4ea4-4a39-aa3b-2020892fc086,91,,,"[42.2, 55.0]",3750201,3,,,,1.671297,,Right Foot,,"[39.8, 78.8]",,Ground Pass,,23.920702,,,Out,,John O''Shea,16890.0,,,,,,1,Regular Play,Ji-Sung Park,20173.0,Right Center Midfield,8,Manchester United,39,['a3fd6e19-c32e-470b-9c5e-1e36c6a5ee65'],5,,,,,,,,,,,,,,,,,Manchester United,39,00:03:05.425,Pass,
,,,,,,,,,,,,,,,1.108007,,,,,,,,,,,,25a17692-de86-4ae7-82b9-67cef9edbfc3,93,,,"[82.1, 0.1]",3750201,3,,,,2.0935855,,,,"[75.3, 11.9]",,Low Pass,,13.619104,,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,9,Barcelona,217,['4b1a91a8-6b1e-48fe-8af8-acdcbe8190b4'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:03:15.260,Pass,
,,,,,,,,,,,,,,,0.942891,,,,,,,,,,,,f7b3c4b1-04a5-4777-a604-b441a925104a,96,,,"[74.2, 14.3]",3750201,3,,,,1.8329161,,Right Foot,,"[72.0, 22.5]",,Ground Pass,,8.489994,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,9,Barcelona,217,['985f7572-1bc5-43ff-864d-0c9e857b8700'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.835,Pass,
,,,,,,,,,,,,,,,1.155128,,,,,,,,,,,,b4d09a55-bf65-43c1-8f14-70b5801ef439,99,,,"[72.0, 22.5]",3750201,3,,,,-1.5888666,,Right Foot,,"[71.7, 5.9]",,Ground Pass,,16.60271,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,9,Barcelona,217,['76cb1883-c4c0-4d68-849c-5a661deca5c1'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:03:18.818,Pass,
,,,,,,,,,,,,,,,1.139572,,,,,,,,,,,,a3f1344e-2bc6-41e9-bba1-ec92123e8854,102,,,"[73.2, 7.3]",3750201,3,,,,0.0,,Left Foot,,"[87.4, 7.3]",,Ground Pass,,14.2,,,,,Thierry Henry,15516.0,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,9,Barcelona,217,['d5679be2-eafd-4eec-b8db-6061bf755415'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.776,Pass,
,,,,,,,,,,,,,,,0.71479,,,,,,,,,,,,26b3e518-e0a3-4ee1-84d0-aa505211ca64,105,,,"[89.0, 6.3]",3750201,3,,,,1.8834286,,Right Foot,,"[85.8, 16.2]",,Ground Pass,,10.404326,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,9,Barcelona,217,['4a037aa8-3c73-4eb9-968f-77a4aad97b66'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.526,Pass,
,,,,,,,,,,,,,,,1.639865,,,,,,,,,,,,40dda130-2ec1-4cac-b36f-6297ad44670f,113,,,"[14.0, 33.0]",3750201,3,,,,-0.84781694,,Keeper Arm,,"[29.0, 16.0]",,Ground Pass,,22.671568,,,,,Nemanja Vidić,20172.0,,,,,,1,Regular Play,Edwin van der Sar,15036.0,Goalkeeper,10,Manchester United,39,['0225c925-0218-4bc9-a786-0cd962560a2f'],36,,,,,,,,,,,,,,,,,Manchester United,39,00:03:36.493,Pass,
,,,,,,,,,,,,,,,2.064422,,,,,,,,,,,,6eb81beb-2012-45d0-98f7-b9ef1fef2d6c,116,,,"[33.3, 5.3]",3750201,3,,,,0.325468,,Left Foot,,"[73.6, 18.9]",,High Pass,,42.53293,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Nemanja Vidić,20172.0,Left Center Back,10,Manchester United,39,['d8a47fb4-750b-4636-ae11-466f4beaa733'],41,,,,,,,,,,,,,,,,,Manchester United,39,00:03:41.882,Pass,
,,,,,,,,,,,,,,,0.308554,,,,,,,,,,,,a4fa8863-9d7a-4cdc-bb47-dfd4fafa52a4,121,,,"[85.6, 13.3]",3750201,3,,,,-0.22527678,,Right Foot,,"[90.4, 12.2]",,Ground Pass,,4.924429,,,Incomplete,,,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,10,Manchester United,39,"['868fa8a6-8711-4986-a293-8c19495de0d9', 'aa30bfc3-7fbd-449b-a650-f6d38fd4bb97']",48,,,,,,,,,,,,,,,,,Manchester United,39,00:03:48.529,Pass,True
,,,,,,,,,,,,,,,0.741249,,,,,,,,,,,,097153ec-12dd-4e3f-b4c2-4923089f8779,127,,,"[81.5, 4.7]",3750201,3,,,,-0.2812322,,Left Foot,,"[90.5, 2.1]",,Ground Pass,,9.368031,,,,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Back,10,Manchester United,39,['ed1a8007-fc1d-454a-85a9-6696cc716ec3'],52,,,,,,,,,,,,,,,,,Manchester United,39,00:03:52.880,Pass,
