50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.938369,,,,,,,,,,,,,,354ac913-d045-4eb4-adee-5f1a6457d70e,17,,,"[44.9, 68.8]",2275132,0,,,,,1.6633149,,Right Foot,,,"[44.0, 78.5]",Low Pass,,9.741663,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,Sophie Louise Ingle,15549.0,Center Defensive Midfield,3,Chelsea FCW,971,['1413bb85-d49b-4acf-a471-76cfbed62484'],21,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.299,Pass,
,,,,,,,,,,,,,,,,3.452441,,,,,,,,,,,,,,aa583b68-fa7a-4467-acc8-1e9d4f1c210e,21,,,"[43.4, 78.7]",2275132,0,,,,,-2.8779528,,Right Foot,,,"[4.5, 68.2]",Ground Pass,,40.292183,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,"['1e69fa7d-9aee-4167-ab76-81ff2a7efbce', 'fff416fd-f856-4b11-99b6-35258d2e5cfe']",23,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:23.191,Pass,True
,,,,,,,,,,,,,,,,1.886923,,,,,,,,,,,,,,7b6b2198-6674-415c-a1f7-120c2a3021c0,24,,,"[11.5, 57.3]",2275132,0,,,,,-1.4986993,,Right Foot,,,"[12.8, 39.3]",Ground Pass,,18.046883,,,Ann-Katrin Berger,15560.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['59560de8-30c6-4120-a3da-a7bb3c546582'],30,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:30.457,Pass,
,,,,,,,,,,,,,,,,1.819825,,,,,,,,,,,,,,f2ed6a80-c365-4974-84c5-c97adfcf086e,27,,,"[19.7, 43.6]",2275132,0,,,,,0.9738334,,Left Foot,,,"[28.4, 56.4]",Ground Pass,,15.476757,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,3,Chelsea FCW,971,['fc2a827a-76f1-41a2-8387-0cd01e98e46a'],35,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:35.930,Pass,
,,,,,,,,,,,,,,,,1.882536,,,,,,,,,,,,,,21c46a56-d07b-4ff2-887b-55c383f01586,30,,,"[30.6, 56.4]",2275132,0,,,,,-1.3685632,,Right Foot,,,"[36.3, 28.6]",Ground Pass,,28.378336,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['3f548dfc-7d6b-44c2-a4e7-294a22ea9aae'],38,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:38.579,Pass,
,,,,,,,,,,,,,,,,2.555764,,,,,,,,,,,,,,7162e5ec-bae2-4999-9348-544f5e007f5e,33,,,"[41.7, 25.6]",2275132,0,,,,,-0.6779005,,Left Foot,,,"[64.8, 7.0]",Ground Pass,,29.657545,,,Hannah Jayne Blundell,17275.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['c499b10f-8c09-488f-9bb5-8fe04760d682'],41,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:41.626,Pass,
,,,,,,,,,,,,,,,,0.8868,,,,,,,,,,,,,,2a399fae-5284-4954-8ca6-16879e2441b1,37,,,"[77.2, 6.8]",2275132,0,,,,,1.004672,,Left Foot,,,"[84.0, 17.5]",Ground Pass,,12.677934,,,So-Yun Ji,4647.0,,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Left Back,3,Chelsea FCW,971,"['411359de-be55-4579-9f0d-b2562cb3aecb', '7209da7d-093e-467f-92a6-df87fe438f9f']",45,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:45.624,Pass,True
,,,,,,,,,,,,,,,,1.868375,,,,,,,,,,,,,,cebb9fe6-1227-413c-a36f-9d05ecf6d229,42,,,"[92.0, 10.9]",2275132,1,,,,,0.9511118,,Left Foot,True,,"[115.9, 44.4]",High Pass,,41.151672,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Guro Reiten,10514.0,Left Wing,4,Chelsea FCW,971,['49ddc32d-21f8-4bcb-a281-4f3f1207b01d'],46,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:46.254,Pass,
,,,,,,,,,,,,,,,,1.687971,,,,,,,,,,,,,,1ed55668-0c4e-4e7c-b13c-990bdf111443,46,,,"[97.5, 49.6]",2275132,1,,,,,2.6115775,,Right Foot,,,"[84.7, 57.1]",Ground Pass,,14.83543,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Free Kick,Drew Spence,4638.0,Right Center Midfield,4,Chelsea FCW,971,['fb0a9459-c18e-4ca9-bb1e-4c3d31be92a3'],50,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:50.638,Pass,
,,,,,,,,,,,,,,,,1.409543,,,,,,,,,,,,,,c0ea92f7-ffce-4839-bd7b-7c535e6336e0,49,,,"[85.5, 60.1]",2275132,1,,,,,0.6217654,,Right Foot,,,"[104.2, 73.5]",Ground Pass,,23.005434,,,Sophie Louise Ingle,15549.0,,,,,,,1,From Free Kick,Maren Nævdal Mjelde,10395.0,Right Back,4,Chelsea FCW,971,['907c7b41-5695-449e-9c52-1cca4ab26bf2'],53,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:53.345,Pass,
,,,,,,,,,,,,,,,,2.445155,,,,,,,,,,,,,,0e38e017-32c5-4280-ac68-aed86c1dc2ee,52,,,"[104.8, 71.4]",2275132,1,,,,,-1.5846363,,Left Foot,True,,"[104.4, 42.5]",High Pass,,28.902767,,,Adelina Engman,17273.0,,,,,,,1,From Free Kick,Sophie Louise Ingle,15549.0,Center Defensive Midfield,4,Chelsea FCW,971,['461ea240-8bc1-4cce-acbb-38ec48afea37'],54,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:54.820,Pass,
,,,,,,,,,,,,,,,,0.826935,,,,,,,,,,,,,,79255f7f-e3be-475d-997f-0f5ffdf75ea7,55,,,"[104.4, 42.5]",2275132,1,,,,True,-0.7531513,321661c4-2bd6-4ecb-b843-1e53fe9b99af,,,,"[110.8, 36.5]",High Pass,,8.772685,,,Magdalena Lilly Eriksson,4633.0,True,,,,,,1,From Free Kick,Adelina Engman,17273.0,Right Wing,4,Chelsea FCW,971,"['66b50d10-0781-4e92-a649-63725664e3bd', 'e4c3ac81-fc9e-480c-a67e-d11f4a6c5c38']",57,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.305,Pass,True
,,,,,,,,,,,,,,,,2.004373,,,,,,,,,,,,,,3f656b85-f0c4-44bf-b047-15bfc6081be2,59,,,"[6.0, 44.0]",2275132,2,,True,,,-0.5501365,,Right Foot,,,"[39.1, 23.7]",Ground Pass,,38.829113,,,Lucy Quinn,15564.0,,,,,,Goal Kick,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,5,Tottenham Hotspur Women,749,['37f0a52b-aaed-4ae6-b3d1-0319c1d2978f'],15,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:15.903,Pass,
,,,,,,,,,,,,,,,,3.671076,,,,,,,,,,,,,,fe82d399-1ddf-4a1f-b79f-f70b0b3744db,61,,,"[39.1, 23.7]",2275132,2,,,,,1.2358968,,Right Foot,,,"[55.7, 71.4]",High Pass,,50.50594,,,Ashleigh Neville,4848.0,,,True,,,,1,From Goal Kick,Lucy Quinn,15564.0,Left Midfield,5,Tottenham Hotspur Women,749,['6fbeb489-3473-481a-8e4c-5e4f804017e6'],18,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:18.077,Pass,
,,,,,,,,,,,,,,,,3.738239,,,,,,,,,,,,,,bbf2d290-426c-4245-9308-8d7e5f4bdd2f,65,,,"[71.1, 60.5]",2275132,2,,,,,-0.117362104,,Right Foot,,,"[116.9, 55.1]",Ground Pass,,46.11724,Incomplete,,Kit Graham,31551.0,,,,,,,1,From Goal Kick,Ashleigh Neville,4848.0,Right Back,5,Tottenham Hotspur Women,749,"['4be3bfc6-a3c6-40fd-aefa-270ed5ac3b6d', '9b88a987-f92c-46f1-aa86-fadc59834490']",26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:26.083,Pass,
,,,,,,,,,,,,,,,,1.602207,,,,,,,,,,,,,,1f5b7238-551c-42b3-b141-6d4c341909da,69,,,"[3.8, 27.1]",2275132,2,,,,,1.130171,,Right Foot,,,"[15.4, 51.7]",Ground Pass,,27.197794,,,Millie Bright,4642.0,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,6,Chelsea FCW,971,['f66a53f7-94a1-4b76-918d-0ee56e955d04'],32,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:32.207,Pass,
,,,,,,,,,,,,,,,,1.346872,,,,,,,,,,,,,,eaa40332-67ee-41cd-92fa-1dd973ee1beb,72,,,"[21.6, 53.9]",2275132,2,,,,,0.8923333,,Right Foot,,,"[37.4, 73.5]",Ground Pass,,25.175385,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['af7640b1-1b92-4664-a8c8-019e8177b067'],35,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:35.352,Pass,
,,,,,,,,,,,,,,,,1.77828,,,,,,,,,,,,,,6c41cccd-3d43-43f2-af6b-922d4b6b89cb,75,,,"[36.3, 72.0]",2275132,2,,,,,-2.048332,,Right Foot,,,"[28.9, 57.7]",Ground Pass,,16.101242,,,Millie Bright,4642.0,,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,6,Chelsea FCW,971,['ff7aa33b-eb06-469a-91fc-201ea1dc1171'],37,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:37.930,Pass,
,,,,,,,,,,,,,,,,2.230534,,,,,,,,,,,,,,f170e00b-cc7a-4588-bb9b-e01b77f8f401,78,,,"[29.7, 53.0]",2275132,2,,,,,-1.3448371,,Right Foot,,,"[35.7, 26.9]",Ground Pass,,26.780777,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['6d88ac40-55a8-4fa4-b8de-4fd92c381ecc'],40,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:40.806,Pass,
,,,,,,,,,,,,,,,,2.524913,,,,,,,,,,,,,,9b2e1001-79de-4b33-a08e-e73dc1ed548f,81,,,"[36.3, 20.7]",2275132,2,,,,,-0.4952463,,Left Foot,,,"[63.7, 5.9]",Ground Pass,,31.141611,,,Hannah Jayne Blundell,17275.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['0401b80e-6759-42be-9085-888118795f74'],44,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:44.213,Pass,
,,,,,,,,,,,,,,,,1.691529,,,,,,,,,,,,,,3c558347-1d73-4f24-9f6d-8e2e2e136abb,84,,,"[63.7, 5.9]",2275132,2,,,,,2.221873,,Right Foot,,,"[57.3, 14.3]",Ground Pass,,10.560303,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,6,Chelsea FCW,971,['6136faa1-f57f-4d45-b075-4a66d87e559f'],49,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:49.075,Pass,
,,,,,,,,,,,,,,,,1.851713,,,,,,,,,,,,,,2bf7bd55-05ad-41a2-a306-8ba92523fc26,87,,,"[55.8, 21.8]",2275132,2,,,,,1.8506135,,Right Foot,,,"[48.3, 47.9]",Ground Pass,,27.156216,,,Millie Bright,4642.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,6,Chelsea FCW,971,['3287dd25-45f8-4d75-b422-d9d12534bdc5'],51,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:51.518,Pass,
,,,,,,,,,,,,,,,,2.498854,,,,,,,,,,,,,,5dabb3e8-b257-4cfc-a154-badadc60715f,90,,,"[56.2, 56.2]",2275132,2,,,,,-0.3298199,,Right Foot,,,"[104.4, 39.7]",High Pass,,50.945953,Incomplete,,Bethany England,15550.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,"['516c6be3-b8fe-47a3-bcc6-e55ec2fefb45', '5a5a4cad-8c18-4c3f-ae91-720d0a20a8e2']",55,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:55.888,Pass,
,,,,,,,,,,,,,,,,1.179061,,,,,,,,,,,,,,50ce93c5-2406-413f-abdf-33ad768f12b1,94,,,"[10.4, 43.1]",2275132,3,,True,,,1.3177207,,Keeper Arm,,,"[13.4, 54.7]",Ground Pass,,11.981652,,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,7,Tottenham Hotspur Women,749,['e6edefd0-d0ac-4eb5-978a-79eb96521196'],13,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:13.087,Pass,
,,,,,,,,,,,,,,,,1.101443,,,,,,,,,,,,,,96207246-a0b6-4921-9bf9-1226bbf37014,96,,,"[13.4, 53.4]",2275132,3,,,,,0.9515177,,Right Foot,,,"[27.3, 72.9]",Ground Pass,,23.947025,,,Ashleigh Neville,4848.0,,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,7,Tottenham Hotspur Women,749,['bd9fb67d-0373-403e-a786-ad2a613c66bb'],14,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:14.871,Pass,
,,,,,,,,,,,,,,,,1.439092,,,,,,,,,,,,,,bc67dd69-4eb3-4dd2-9216-f54817a93c19,99,,,"[27.3, 72.9]",2275132,3,,,,,-2.705249,,Right Foot,,,"[8.0, 63.9]",Ground Pass,,21.295305,,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Ashleigh Neville,4848.0,Right Back,7,Tottenham Hotspur Women,749,['2aebd20f-a42e-4840-a1c5-1da3eed7e0b9'],16,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:16.111,Pass,
,,,,,,,,,,,,,,,,1.07921,,,,,,,,,,,,,,9d5955a0-8316-4ef4-8438-2e956a022d06,102,,,"[8.0, 63.9]",2275132,3,,,,,-1.5707964,,Right Foot,,,"[8.0, 46.1]",Ground Pass,,17.8,,,Rebecca Leigh Spencer,18158.0,,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,7,Tottenham Hotspur Women,749,['211008eb-e477-4396-9f73-1fc071976863'],19,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:19.451,Pass,
,,,,,,,,,,,,,,,,2.15427,,,,,,,,,,,,,,a0256e38-443f-4f0d-8e9f-67ecdc748b0f,105,,,"[9.7, 45.5]",2275132,3,,,,,-1.4401348,,Right Foot,,,"[13.8, 14.3]",Ground Pass,,31.468239,,,Jenna Schillaci,4858.0,,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,7,Tottenham Hotspur Women,749,['4b1e5f47-02cc-42dd-8948-61550c8f4670'],22,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:22.152,Pass,
,,,,,,,,,,,,,,,,1.309127,,,,,,,,,,,,,,81dd0d04-92e5-4e7c-a8af-6574643a81c7,108,,,"[21.1, 13.4]",2275132,3,,,,,-0.9698793,,Right Foot,,,"[29.6, 1.0]",Ground Pass,,15.033629,,,Siri Worm,15572.0,,,,,,,1,Regular Play,Jenna Schillaci,4858.0,Left Center Back,7,Tottenham Hotspur Women,749,['a39e9bf0-33bb-4110-aa91-7caf2e58cafa'],25,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:25.618,Pass,
,,,,,,,,,,,,,,,,0.723064,,,,,,,,,,,,,,3e403a16-2393-45f9-a658-e8a11a9a5596,112,,,"[33.7, 1.9]",2275132,3,,,,,1.5037329,,Left Foot,,,"[34.6, 15.3]",Ground Pass,,13.43019,,,Ria Percival,18145.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,7,Tottenham Hotspur Women,749,"['6e81349a-e4f8-4cfd-b258-360c181fc4fc', 'bf2da370-4005-44b2-a399-ac9589217a17']",28,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:28.928,Pass,True
,,,,,,,,,,,,,,,,1.087125,,,,,,,,,,,,,,4c2d2693-2791-4995-a985-abfe2ff5f8bd,121,,,"[60.0, 40.0]",2275132,4,,True,,,-2.5594552,,Right Foot,,,"[52.1, 34.8]",Ground Pass,,9.457801,,,Coral-Jade Haines,4852.0,,,,,,Kick Off,1,From Kick Off,Kit Graham,31551.0,Center Forward,8,Tottenham Hotspur Women,749,['acac0a9e-e721-48cc-a43a-03ab4a3e0fb5'],26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:26.301,Pass,
,,,,,,,,,,,,,,,,1.376356,,,,,,,,,,,,,,f2764d90-9ec4-48ce-8920-ff8de889d674,123,,,"[48.5, 34.4]",2275132,4,,,,,2.4592762,,Right Foot,,,"[34.1, 46.1]",Ground Pass,,18.553976,,,Hannah Godfrey,31552.0,,,,,,,1,From Kick Off,Coral-Jade Haines,4852.0,Left Center Midfield,8,Tottenham Hotspur Women,749,['b2322fa1-d114-477c-86fe-79c6a8b64d37'],27,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:27.838,Pass,
