ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,4950a109-7ecc-459f-b04c-072f198c6b61,1,,,19781,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,7837e2b7-eeca-48e1-bf87-f13f0451f89c,2,,,19781,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,316cf865-63b3-403e-bb7d-67d95c447483,3,,,19781,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['ba585f33-9cb8-431d-b7ce-18f39b0728d4'],0,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,ba585f33-9cb8-431d-b7ce-18f39b0728d4,4,,,19781,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['316cf865-63b3-403e-bb7d-67d95c447483'],0,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,fec39f53-0b1e-41cd-9a7d-53494fee63ce,1700,,,19781,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Arsenal WFC,968,['65dccdc2-a06c-4bb5-adf0-0c44500c2e4b'],0,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,65dccdc2-a06c-4bb5-adf0-0c44500c2e4b,1701,,,19781,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Arsenal WFC,968,['fec39f53-0b1e-41cd-9a7d-53494fee63ce'],0,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,0.451101,,,,,,,,,,,,2c68e206-55ef-4abf-bb02-8b6e12e4aedf,5,,"[60.0, 40.0]",19781,0,,,-1.5707964,,,Left Foot,,,,"[60.0, 38.0]",,Ground Pass,2.0,,Kim Little,15616.0,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['9a77fd0e-47d9-42c1-9202-2d29d6767a35'],0,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.124,Pass,
,,,,,,,,,,,1.6972,,,,,,,,,,,,2ee01ddd-72ec-4624-9c47-ee61cfe34fa5,7,,"[61.0, 37.0]",19781,0,,,-2.863293,,,Right Foot,,,,"[47.0, 33.0]",,Ground Pass,14.56022,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Kim Little,15616.0,Center Attacking Midfield,2,Arsenal WFC,968,['b61b39ab-7790-419f-b6b2-c65bbb5cc72b'],0,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.575,Pass,
,,,,,,,,,,,1.6217,,,,,,,,,,,,0bf42fba-f968-4fc8-b192-d40f6e465a21,11,,"[40.0, 32.0]",19781,0,,,2.6224465,,,Right Foot,,,,"[33.0, 36.0]",,Ground Pass,8.062258,,Leah Williamson,18999.0,,,,,,1,From Kick Off,Lia Wälti,10405.0,Left Defensive Midfield,2,Arsenal WFC,968,['18fe8eb3-2bd6-4044-bd34-8de7e489b7d4'],3,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.713,Pass,
,,,,,,,,,,,1.2423,,,,,,,,,,,,7516b6fa-481b-4350-97ef-426c121c3ca7,15,,"[32.0, 34.0]",19781,0,,,-0.49934673,,,Right Foot,,,,"[43.0, 28.0]",,Low Pass,12.529964,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,['7237c990-1c15-41b7-8e1a-74fb54931983'],5,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.362,Pass,
