ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,1a975c58-1594-4274-a236-c4bf859d20d2,1,,,,19767,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,77ca7854-d1a4-4995-9ae7-f6cc76d0f407,2,,,,19767,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,"{'formation': 42211, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 18253, 'name': 'Hannah Cain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,99f8ae12-1e18-497a-9017-75aff0e782cc,3,,,,19767,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['9bc34e18-6484-483c-bd40-78c0dca0fc89'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,9bc34e18-6484-483c-bd40-78c0dca0fc89,4,,,,19767,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['99f8ae12-1e18-497a-9017-75aff0e782cc'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,7ff6bfa3-e6f1-41dd-a713-d2450c26f11c,1550,,,,19767,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Reading WFC,974,['2e9d74b8-13fe-4fbf-b902-cbc37581af31'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,2e9d74b8-13fe-4fbf-b902-cbc37581af31,1551,,,,19767,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Reading WFC,974,['7ff6bfa3-e6f1-41dd-a713-d2450c26f11c'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,0.922513,,,,,,,,,,,,741dbce8-f5bc-486e-b8ff-b38441dc7f12,5,,,"[60.0, 40.0]",19767,0,,,-2.896614,,,Right Foot,,,"[52.0, 38.0]",,Ground Pass,8.246211,,,Dominique Bruinenberg,15558.0,,,,,Kick Off,1,From Kick Off,Hannah Cain,18253.0,Center Forward,2,Everton LFC,967,['d7d89c2c-55c6-41e9-bdd7-f7250b8722f8'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.242,Pass,
,,,,,,,,,,,,3.963244,,,,,,,,,,,,4b4e73fc-b1e8-4553-aa54-cc10d3aabedc,8,,,"[51.0, 38.0]",19767,0,,,-0.734161,,,Right Foot,,,"[92.0, 1.0]",,High Pass,55.226807,,Out,,,,,,,,1,From Kick Off,Dominique Bruinenberg,15558.0,Right Defensive Midfield,2,Everton LFC,967,,1,,,,,,,,,,,,,,,,Everton LFC,967,00:00:01.325,Pass,
,,,,,,,,,,,,2.036336,,,,,,,,,,,,8749ac46-8f5a-45e2-9bc8-9aff3c778ca2,9,,,"[21.0, 80.0]",19767,0,,,-1.5430257,,,,,,"[22.0, 44.0]",,High Pass,36.013885,,,Josanne Potter,10198.0,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,3,Reading WFC,974,['7d5781bc-b296-4f5b-9986-5c085764bb70'],15,,,,,,,,,,,,,,,,Reading WFC,974,00:00:15.714,Pass,
,,,,,,,,,,,,0.7155,,,,,,,,,,,,86e591b4-a37d-43e2-9f03-102eb2b80a69,13,,,"[28.0, 33.0]",19767,0,,,-0.4636476,,,Left Foot,,,"[38.0, 28.0]",,Ground Pass,11.18034,,,Remi Allen,18149.0,,,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,3,Reading WFC,974,"['286b9c15-fb5a-4d59-98cf-395b3a794747', '76e3fec2-3f27-4d4b-8e53-791196e43028']",22,,,,,,,,,,,,,,,,Reading WFC,974,00:00:22.561,Pass,True
