bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,77ac709f-a9af-4702-ae04-cd49b2402b94,1,,,19729,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2d30874c-b5c2-4d2b-8d04-f542eff46974,2,,,19729,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,31c9c987-5de5-4fa2-8706-b3de7a197ae1,3,,,19729,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['950f3dd6-2700-4127-ac0d-abc22eee6de1'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,950f3dd6-2700-4127-ac0d-abc22eee6de1,4,,,19729,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['31c9c987-5de5-4fa2-8706-b3de7a197ae1'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f0535f3e-584f-4cd2-9fce-0b3267eb582b,1678,,,19729,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Everton LFC,967,['879bf779-c22e-4b66-a958-ea2c6f27b07a'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,879bf779-c22e-4b66-a958-ea2c6f27b07a,1679,,,19729,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Everton LFC,967,['f0535f3e-584f-4cd2-9fce-0b3267eb582b'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.3448,,,,,,,,,,7ddd8a4d-f520-44e4-8fb4-e178cea642a7,5,,"[60.0, 40.0]",19729,0,,,,,2.741352,,Right Foot,,,"[34.0, 51.0]",,Ground Pass,,28.231188,,,Gabrielle George,15575.0,,,,,Kick Off,1,From Kick Off,Simone Magill,15559.0,Center Forward,2,Everton LFC,967,['406a507d-82ee-4fe8-8a21-f07ffd785210'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.013,Pass,
,,,,,,,,,,,,,,,,,2.0058,,,,,,,,,,d1079230-f2fe-4f08-9595-e27b0c2051e1,8,,"[33.0, 51.0]",19729,0,,,,,-1.8662372,,Right Foot,,,"[26.0, 28.0]",,Ground Pass,,24.04163,,,Georgia Brougham,15574.0,,,,,,1,From Kick Off,Gabrielle George,15575.0,Right Center Back,2,Everton LFC,967,['d1871f74-e513-4ded-826d-0dd07c9e861b'],3,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:03.061,Pass,
,,,,,,,,,,,,,,,,,1.4712,,,,,,,,,,ca172bbc-058e-4538-a79b-02f211adaaea,12,,"[22.0, 30.0]",19729,0,,,,,2.1421337,,Right Foot,,,"[13.0, 44.0]",,Ground Pass,,16.643316,,,Kirstie Levell,15576.0,,,,,,1,From Kick Off,Georgia Brougham,15574.0,Center Back,2,Everton LFC,967,['4e3f160b-307e-473b-a261-4dbf944db17d'],6,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.527,Pass,
,,,,,,,,,,,,,,,,,1.861,,,,,,,,,,44fedf66-f974-4c6f-a770-e79aea64f081,16,,"[13.0, 47.0]",19729,0,,,,,0.31362066,,Right Foot,,,"[50.0, 59.0]",,High Pass,,38.8973,Incomplete,,Emma Brownlie,23547.0,,,,,,1,From Kick Off,Kirstie Levell,15576.0,Goalkeeper,2,Everton LFC,967,"['39a03d01-c29e-487d-bc96-85ed04eebabf', '9d2264f6-c70c-44f7-82c0-e079c9271f55']",9,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:09.467,Pass,
