ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.99998,,,,,,,,,,,,,6a3dfd64-d80c-4643-be83-3233a7b7c509,2374,,"[57.9, 19.8]",3775597,65,,,,,1.6623273,,Right Foot,,,,"[56.0, 40.5]",,Ground Pass,,20.787016,,,,Amy Turner,31533.0,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Left Back,141,Manchester United,1475,['6d996c75-2739-4e3d-864e-ea43d645d8ff'],3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:03.913,Pass,
,,,,,,,,,,,,,,,,,1.23409,,,,,,,,,,,,,a97e51e5-89ff-41d3-ad2c-c6885c388b9a,2377,,"[63.9, 39.0]",3775597,65,,,,,-1.7054602,,Right Foot,,,,"[61.8, 23.5]",,Ground Pass,,15.641611,,,,Millie Turner,31536.0,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,141,Manchester United,1475,['90cbeba9-c6be-43c5-a8a7-6250f5824e31'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:08.743,Pass,
,,,,,,,,,,,,,,,,,1.411586,,,,,,,,,,,,,dc9d42f1-7060-47f8-b7e3-3de00ac95177,2380,,"[67.9, 20.7]",3775597,65,,,,,-0.704975,,Right Foot,,,,"[86.0, 5.3]",,Ground Pass,,23.76489,,,,Christen Annemarie Press,6817.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,141,Manchester United,1475,['18de3c81-19c8-4984-a721-6bcf22e854ba'],11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:11.284,Pass,
,,,,,,,,,,,,,,,,,1.861497,,,,,,,,,,,,,50f2fc9c-2f71-488f-8ff8-e5cbf8158add,2384,,"[78.5, 18.4]",3775597,65,,,,,2.1900387,,Right Foot,,,,"[65.1, 37.2]",,Ground Pass,,23.086792,,,,Amy Turner,31533.0,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,141,Manchester United,1475,['c941a4a3-d27b-4407-8be9-ba4597f2f4df'],15,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:15.540,Pass,
,,,,,,,,,,,,,,,,,1.773533,,,,,,,,,,,,,eec132fb-4837-460b-af46-0028980aab37,2387,,"[68.5, 36.3]",3775597,65,,,,,-0.33486786,,Right Foot,,,,"[98.1, 26.0]",,High Pass,,31.340868,,Incomplete,,Jessica Sigsworth,31535.0,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,141,Manchester United,1475,"['c1c0cce5-434b-43aa-b94f-c97958f4543f', 'fe055f0a-c520-494d-8af9-3b65a18c0466']",19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:19.321,Pass,
,,,,,,,,,,,,,,,,,1.196098,,,,,,,,,,,,,003efc45-a274-414b-9d56-1dca92751e03,2398,,"[66.2, 80.0]",3775597,66,,,,,-0.68826884,,,,,,"[76.9, 71.2]",,High Pass,,13.85388,,,,Danielle van de Donk,10658.0,,,,,Throw-in,2,From Throw In,Noelle Maritz,10404.0,Right Back,143,Arsenal WFC,968,['3297a733-b567-4d8b-9351-3b8fd68236fc'],6,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:06.866,Pass,
,,,,,,,,,,,,,,,,,3.584266,,,,,,,,,,,,,afa7cf48-7277-4bbd-b18e-37a27500c8b3,2401,,"[76.2, 72.9]",3775597,66,,,,True,0.1937415,,,,,,"[92.0, 76.0]",,High Pass,,16.101242,,,,Vivianne Miedema,15623.0,,,,,,2,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,143,Arsenal WFC,968,"['1a8ae63f-35ae-449d-b297-588a0638d0b8', '6f484b82-ecdd-402f-a073-9e4e99415743']",8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:08.062,Pass,True
,,,,,,,,,,,,,,,,,0.207277,,,,,,,,,,,,,c2c9de37-7732-4a73-a836-0ac70e3905dc,2405,,"[92.8, 74.1]",3775597,66,,,,,-0.34555557,,Right Foot,,,,"[95.3, 73.2]",,Low Pass,,2.657066,,Incomplete,,,,,,,,,2,From Throw In,Vivianne Miedema,15623.0,Center Forward,143,Arsenal WFC,968,"['2cf550e8-3f07-437c-bd44-d23150001de0', 'd4c8cfbb-c37a-42bd-82ee-892f07095412']",11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:11.696,Pass,True
,,,,,,,,,,,,,,,,,0.346094,,,,,,,,,,,,,179bf3f2-93f0-4118-a32d-ec31635208f9,2407,,"[22.2, 6.3]",3775597,66,,,,,-0.5611634,,Head,,,,"[25.7, 4.1]",,Low Pass,,4.1340055,,,,Millie Turner,31536.0,,,,,Recovery,2,From Throw In,Ona Batlle Pascual,46639.0,Left Back,143,Arsenal WFC,968,['b4851598-de04-4af7-a58f-90e55c74287f'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:13.294,Pass,
,,,,,,,,,,,,,,,,,0.745411,,,,,,,,,,,,,bba9cf98-4e21-436d-bebd-14ffe78471e8,2417,,"[28.8, 7.2]",3775597,66,,,,,0.265575,,Right Foot,,,,"[41.3, 10.6]",,Ground Pass,,12.95415,,,,Lucy Staniforth,15562.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,144,Manchester United,1475,['86b6f42a-560f-40aa-901a-6f285683c168'],15,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:15.952,Pass,
,,,,,,,,,,,,,,,,,0.92287,,,,,,,,,,,,,a153b152-3d46-4bbf-bab3-aae49782ef2f,2419,,"[41.3, 11.4]",3775597,66,,,,,2.983824,,Right Foot,,,,"[28.1, 13.5]",,Ground Pass,,13.366002,,,,Katie Zelem,31540.0,,,,,,2,Regular Play,Lucy Staniforth,15562.0,Center Attacking Midfield,144,Manchester United,1475,['5a20424b-303a-40db-94f8-2102e1cc1d32'],16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:16.698,Pass,
,,,,,,,,,,,,,,,,,0.802401,,,,,,,,,,,,,38d485cb-9fd8-4105-9f2b-4b96b622e8ec,2422,,"[33.4, 18.1]",3775597,66,,,,,0.98788273,,Right Foot,,,,"[39.4, 27.2]",,Ground Pass,,10.9,,,,Jackie Groenen,10654.0,,,,,,2,Regular Play,Katie Zelem,31540.0,Right Defensive Midfield,144,Manchester United,1475,['7378632f-af4c-4b27-93d5-1a624d55d7a4'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:18.667,Pass,
,,,,,,,,,,,,,,,,,1.470385,,,,,,,,,,,,,17e893f8-eef4-4d92-8caf-3079d3be2377,2424,,"[39.0, 28.1]",3775597,66,,,,,-2.7482514,,Right Foot,,,,"[24.3, 22.0]",,Ground Pass,,15.915401,,,,Amy Turner,31533.0,,,,,,2,Regular Play,Jackie Groenen,10654.0,Left Defensive Midfield,144,Manchester United,1475,['3e0ba47f-276a-4d9d-95f7-8cf3429f74c4'],19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:19.470,Pass,
,,,,,,,,,,,,,,,,,2.752149,,,,,,,,,,,,,74519d82-29ae-4f65-9cde-62f02d8472e3,2426,,"[26.4, 24.4]",3775597,66,,,,,1.160669,,Right Foot,,,,"[43.4, 63.5]",,Low Pass,,42.635784,,,,Martha Harris,32618.0,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,144,Manchester United,1475,['cc79a76f-ed36-4910-ba36-4155d95201ce'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:20.940,Pass,
,,,,,,,,,,,,,,,,,1.016174,,,,,,,,,,,,,9ea7aa03-647f-445a-9b5e-adde810473da,2429,,"[50.6, 71.1]",3775597,66,,,,,-0.73903966,,Right Foot,,,,"[70.9, 52.6]",,Ground Pass,,27.46525,,,,Jessica Sigsworth,31535.0,,,,,,2,Regular Play,Martha Harris,32618.0,Right Back,144,Manchester United,1475,['1a0cf096-ffe2-4781-8a70-b454964f7ffa'],24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:24.652,Pass,
,,,,,,,,,,,,,,,,,1.419803,,,,,,,,,,,,,3f18e545-6004-42b6-873b-baca7f7d677c,2432,,"[72.7, 54.7]",3775597,66,,,,,1.2189796,,Right Foot,,,,"[78.5, 70.5]",,Ground Pass,,16.830923,,,,Ella Toone,31534.0,,,,,,2,Regular Play,Jessica Sigsworth,31535.0,Left Wing,144,Manchester United,1475,"['05d35bae-742e-49f9-8858-028114b6e712', 'c80c38aa-7479-42ea-bf16-2e9704c04f73']",25,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:25.668,Pass,True
,,,,,,,,,,,,,,,,,0.23381,,,,,,,,,,,,,ba316c18-315e-4395-a951-fd6c52f9fe2b,2434,,"[80.2, 70.5]",3775597,66,,,,,-0.7378151,,Right Foot,,,,"[84.6, 66.5]",,Low Pass,,5.9464273,,Incomplete,,,,,,,,,2,Regular Play,Ella Toone,31534.0,Right Wing,144,Manchester United,1475,['c63921bf-d4b0-4261-8d2b-1815049d5167'],27,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:27.088,Pass,
,,,,,,,,,,,,,,,,,3.589353,,,,,,,,,,,,,496c092b-5273-45bd-91a5-7e7d3b1bc007,2440,,"[23.7, 41.1]",3775597,66,,,,,2.287074,,Right Foot,,,,"[11.6, 55.0]",,Ground Pass,,18.428782,,,,Manuela Zinsberger,10237.0,,,,,,2,Regular Play,Kim Little,15616.0,Center Defensive Midfield,144,Manchester United,1475,['a7b3fe0d-83b1-4c88-b01b-b6cfa31f0ae2'],34,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:34.748,Pass,
,,,,,,,,,,,,,,,,,3.198123,,,,,,,,,,,,,4e88ce33-e8cd-42c0-807e-0fccbf24243b,2444,,"[10.1, 54.1]",3775597,66,,,,,-0.019310905,,Right Foot,,,,"[56.7, 53.2]",,High Pass,,46.60869,,Incomplete,,,,,,,,,2,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,144,Manchester United,1475,"['3ca8c267-5064-453c-b5d8-23f33b3294c9', 'a5c75235-dae2-43ae-9cde-4406bd828aa5']",38,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:38.377,Pass,True
,,,,,,,,,,,,,,,,,1.248656,,,,,,,,,,,,,a5c75235-dae2-43ae-9cde-4406bd828aa5,2445,,"[63.4, 26.9]",3775597,66,,,,,0.0,,Right Foot,,,,"[71.8, 26.9]",,High Pass,,8.4,,Incomplete,,,,,,,,Recovery,2,Regular Play,Millie Turner,31536.0,Left Center Back,144,Manchester United,1475,"['4e88ce33-e8cd-42c0-807e-0fccbf24243b', '6e934985-ab07-4658-95d9-e0e3a1b4dfa2']",41,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:41.575,Pass,
,,,,,,,,,,,,,,,,,4.079481,,,,,,,,,,,,,6e934985-ab07-4658-95d9-e0e3a1b4dfa2,2446,,"[48.3, 53.2]",3775597,66,,,,,0.25132778,,Head,,,,"[77.9, 60.8]",,High Pass,,30.560104,,Incomplete,,,,,,,,Recovery,2,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,144,Manchester United,1475,"['00e9e4f4-f9c7-4157-8192-9435e2735afc', 'a5c75235-dae2-43ae-9cde-4406bd828aa5']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:42.824,Pass,
,,,,,,,,,,,,,,,,,2.161872,,,,,,,,,,,,,2061114c-b1df-40a9-974b-40c688e079fa,2449,,"[39.0, 17.7]",3775597,66,,,,,-0.515549,,Right Foot,,,,"[63.0, 4.1]",,Ground Pass,,27.585503,,,,Ona Batlle Pascual,46639.0,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,144,Manchester United,1475,['d58568de-2798-435a-b677-9bd8ed1e535d'],48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:48.387,Pass,
,,,,,,,,,,,,,,,,,1.01521,,,,,,,,,,,,,1c9da999-597f-45e5-9598-de730da4dc96,2452,,"[76.7, 5.3]",3775597,66,,,,,0.24084646,,Right Foot,,,,"[88.1, 8.1]",,Ground Pass,,11.738825,,,,Christen Annemarie Press,6817.0,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Left Back,144,Manchester United,1475,['4e2ab7f8-77be-4c20-9df0-634c09667f5c'],52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:21:52.635,Pass,
,,,,,,,,,,,,,,,,,2.347048,,,,,,,,,,,,,dc08b04a-b536-4a42-98e9-fd09d1735b6b,2464,,"[14.3, 68.3]",3775597,66,,,,,0.99945885,,Left Foot,,,,"[18.8, 75.3]",,Ground Pass,,8.321658,,Incomplete,,,,,,,,,2,Regular Play,Noelle Maritz,10404.0,Right Back,144,Manchester United,1475,['56338123-19cf-4ac7-83a4-ec0d5082effd'],59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:21:59.822,Pass,
,,,,,,,,,,,,,,,,,2.05593,,,,,,,,,,,,,e3d49766-3a0b-42fd-a203-082596471a72,2468,,"[91.8, 9.0]",3775597,67,,,,,2.0706038,,Right Foot,,,,"[83.5, 24.2]",,Ground Pass,,17.318487,,,,Lucy Staniforth,15562.0,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Left Back,144,Manchester United,1475,['bcc8ed24-db58-43b1-8f67-6079aae329d0'],3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:03.499,Pass,
,,,,,,,,,,,,,,,,,0.641546,,,,,,,,,,,,,1dab53e1-9dc7-499c-8092-8324fe9cd435,2471,,"[82.7, 26.5]",3775597,67,,,,,0.1583275,,Right Foot,,,,"[94.6, 28.4]",,Ground Pass,,12.050726,,Incomplete,,Jessica Sigsworth,31535.0,,,,,,2,Regular Play,Lucy Staniforth,15562.0,Center Attacking Midfield,144,Manchester United,1475,"['4c549794-35e8-49e7-b8cd-17bdc5cb190a', '9cfe307e-5cde-401e-b0df-9802fe74cdb8']",6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:06.755,Pass,
,,,,,,,,,,,,,,,,,1.368316,,,,,,,,,,,,,8ff7f761-c006-4f16-a808-61a53b068adb,2479,,"[71.3, 45.1]",3775597,67,,,,,-2.662871,,Right Foot,,,,"[55.5, 36.9]",,Ground Pass,,17.801123,,,,Amy Turner,31533.0,,,,,,2,Regular Play,Martha Harris,32618.0,Right Back,144,Manchester United,1475,['d18c2aab-dfff-40ed-b65d-9a3ba70b3514'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:13.531,Pass,
,,,,,,,,,,,,,,,,,1.042513,,,,,,,,,,,,,d037483d-d4c8-4295-bd12-bf84a319aa42,2482,,"[56.9, 35.1]",3775597,67,,,,,-0.5915997,,Right Foot,,,,"[69.7, 26.5]",,Ground Pass,,15.420765,,,,Katie Zelem,31540.0,,,,,,2,Regular Play,Amy Turner,31533.0,Right Center Back,144,Manchester United,1475,['94bc5a7c-092a-43cc-9ca7-ba9ea1b307e8'],15,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:15.688,Pass,
,,,,,,,,,,,,,,,,,1.174449,,,,,,,,,,,,,bd1b0b8e-b1aa-4aec-9767-37f65eed6dc1,2485,,"[71.3, 24.8]",3775597,67,,,,,-1.2270527,,Right Foot,,,,"[77.6, 7.2]",,Ground Pass,,18.693583,,,,Ona Batlle Pascual,46639.0,,,,,,2,Regular Play,Katie Zelem,31540.0,Right Defensive Midfield,144,Manchester United,1475,['53ad2600-9ed1-4e35-b72a-684a54321b98'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:18.279,Pass,
,,,,,,,,,,,,,,,,,0.872206,,,,,,,,,,,,,e1a7ecc9-16c0-4d7f-b52a-b868e5a42418,2488,,"[77.9, 6.5]",3775597,67,,,,,-0.06329562,,Right Foot,,,,"[92.1, 5.6]",,Ground Pass,,14.228493,,,,Christen Annemarie Press,6817.0,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Left Back,144,Manchester United,1475,['33f0eae1-5fc0-4271-863e-135355cf4a11'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:20.077,Pass,
,,,,,,,,,,,,,,,,,0.073652,,,,,,,,,,,,,db78264d-89f4-4e5c-8157-23f161bafd43,2495,,"[25.9, 76.0]",3775597,67,,,,,-0.5585993,,Right Foot,,,,"[28.3, 74.5]",,Low Pass,,2.8301942,,Incomplete,,,,,,,,,2,Regular Play,Noelle Maritz,10404.0,Right Back,144,Manchester United,1475,"['0be7736a-0f4c-40ad-b9f6-213c6012b735', '946e80f0-fd31-402c-944d-f709b000a79b']",24,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:22:24.836,Pass,True
,,,,,,,,,,,,,,,,,1.996619,,,,,,,,,,,,,879bdce9-6000-4e98-b71c-48f51f690e8e,2497,,"[42.0, 80.0]",3775597,67,,,,,-0.12615572,,,,,,"[62.5, 77.4]",,High Pass,,20.66422,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Noelle Maritz,10404.0,Right Back,145,Arsenal WFC,968,['0e96c765-ae46-4c66-adcc-c3c7905be39e'],44,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:22:44.467,Pass,
,,,,,,,,,,,,,,,,,1.167447,,,,,,,,,,,,,0e96c765-ae46-4c66-adcc-c3c7905be39e,2498,,"[57.6, 2.7]",3775597,67,,,,,0.029991005,,Head,,,,"[67.6, 3.0]",,High Pass,,10.004499,,,,Christen Annemarie Press,6817.0,,,,,Recovery,2,Regular Play,Millie Turner,31536.0,Left Center Back,146,Manchester United,1475,"['481ae1f5-ff39-4292-9f19-d7b13f7063a8', '879bdce9-6000-4e98-b71c-48f51f690e8e']",46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:46.463,Pass,
,,,,,,,,,,,,,,,,,1.048624,,,,,,,,,,,,,fbde1ae5-f7fe-4142-93cd-ca09ed6cb6be,2502,,"[66.9, 5.1]",3775597,67,,,,,0.7283174,,Right Foot,,,,"[70.6, 8.4]",,Ground Pass,,4.9578223,,,,Lucy Staniforth,15562.0,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,146,Manchester United,1475,"['37066f07-beae-4e31-8563-54585dc494ee', 'ef05fe91-3a26-4951-8df7-181368dc980a']",48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:48.549,Pass,True
,,,,,,,,,,,,,,,,,1.792639,,,,,,,,,,,,,cb65c7e2-5659-423b-9749-04ddb4541e7d,2511,,"[49.9, 75.0]",3775597,67,,,,,-0.34653887,,Left Foot,,,True,"[57.1, 72.4]",,Ground Pass,,7.6550636,,Unknown,,,,,,,,,2,Regular Play,Noelle Maritz,10404.0,Right Back,147,Arsenal WFC,968,,52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:22:52.979,Pass,
,,,,,,,,,,,,,,,,,2.559847,,,,,,,,,,,,,640f2cfe-f881-413d-9ce2-d3faf97496da,2515,,"[59.5, 72.9]",3775597,68,,,,,-0.17634064,,Right Foot,,,,"[97.1, 66.2]",,High Pass,,38.192276,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Noelle Maritz,10404.0,Right Back,148,Arsenal WFC,968,['987ec01c-a350-46bd-9918-80f70273645d'],15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:15.893,Pass,
,,,,,,,,,,,,,,,,,1.224873,,,,,,,,,,,,,ec42348d-bce1-4735-8d56-ba722e3300e4,2517,,"[91.1, 80.0]",3775597,68,,,,,-1.080839,,,,,,"[96.7, 69.5]",,Low Pass,,11.9,,,,Danielle van de Donk,10658.0,,,,,Throw-in,2,From Throw In,Noelle Maritz,10404.0,Right Back,149,Arsenal WFC,968,['e38eb22a-1ada-4ab8-bb1c-6e4869e6efb9'],31,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:31.974,Pass,
,,,,,,,,,,,,,,,,,2.26982,,,,,,,,,,,,,dde47cad-1a62-41fa-b798-70fa38221f2e,2521,,"[86.5, 65.7]",3775597,68,,,,,-2.5313716,,Left Foot,,,,"[59.9, 47.1]",,Ground Pass,,32.457973,,,,Carlotte Wubben-Moy,49697.0,,,,,,2,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,149,Arsenal WFC,968,['be7fd3b3-6ea1-4a95-955a-947c5b8bff4b'],35,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:35.909,Pass,
,,,,,,,,,,,,,,,,,0.976967,,,,,,,,,,,,,c4394405-98cf-4269-a805-ba075a858702,2524,,"[64.3, 40.4]",3775597,68,,,,,0.8866136,,Left Foot,,,,"[75.8, 54.5]",,Ground Pass,,18.195055,,,,Jill Roord,10650.0,,,,,,2,From Throw In,Carlotte Wubben-Moy,49697.0,Right Center Back,149,Arsenal WFC,968,['6af56d79-92ea-405a-9fd9-4680b919fd14'],40,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:40.486,Pass,
,,,,,,,,,,,,,,,,,1.990434,,,,,,,,,,,,,48374f25-cc7b-4b60-a419-0b68cc318268,2528,,"[76.2, 59.0]",3775597,68,,,,,2.5732338,,Right Foot,,,,"[64.3, 66.6]",,Ground Pass,,14.119844,,,,Noelle Maritz,10404.0,,,,,,2,From Throw In,Jill Roord,10650.0,Left Center Midfield,149,Arsenal WFC,968,['835550f7-68d9-47c7-8095-14f7de06ceb8'],43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:43.342,Pass,
,,,,,,,,,,,,,,,,,1.147548,,,,,,,,,,,,,4c6a0327-9742-4cff-bd39-eb4a1990c255,2531,,"[71.1, 66.2]",3775597,68,,,,,-0.5191461,,Right Foot,,,,"[83.7, 59.0]",,Ground Pass,,14.512064,,,,Jill Roord,10650.0,,,,,,2,From Throw In,Noelle Maritz,10404.0,Right Back,149,Arsenal WFC,968,['cfd77a03-08ab-4c39-9dea-2d2e1586e871'],46,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:46.568,Pass,
,,,,,,,,,,,,,,,,,1.275387,,,,,,,,,,,,,b0d64b2b-c499-40d2-89ec-36aa82151450,2534,,"[84.1, 57.8]",3775597,68,,,,,0.8056657,,Right Foot,,,,"[98.6, 72.9]",,Ground Pass,,20.93466,,,,Noelle Maritz,10404.0,,,,,,2,From Throw In,Jill Roord,10650.0,Left Center Midfield,149,Arsenal WFC,968,['10f058d3-cc43-4871-b946-6a9e16935fac'],48,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:48.355,Pass,
,,,,,,,,,,,,,,,,,0.98717,,,,,,,,,,,,,9e04dc29-f907-4186-a29e-53c0f3cb9a28,2538,,"[100.4, 75.0]",3775597,68,,,,,-2.7245433,,Left Foot,,,,"[92.5, 71.5]",,Ground Pass,,8.640602,,,,Danielle van de Donk,10658.0,,,,,,2,From Throw In,Noelle Maritz,10404.0,Right Back,149,Arsenal WFC,968,['08dc2468-5dc0-46c1-b01f-ef9becdb50b9'],51,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:23:51.152,Pass,
,,,,,,,,,,,,,,,,,3.190075,,,,,,,,,,,,,493d5f65-21c0-4961-b5b8-cab62861507c,2551,,"[41.6, 49.0]",3775597,69,,,,,3.0756507,,Right Foot,,,,"[20.4, 50.4]",,Ground Pass,,21.246176,,,,Manuela Zinsberger,10237.0,,,,,Recovery,2,From Throw In,Lia Wälti,10405.0,Left Center Back,149,Arsenal WFC,968,['5e44ddcb-b5b0-4e8e-a501-a7c85ebc81d5'],11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:11.111,Pass,
,,,,,,,,,,,,,,,,,2.862151,,,,,,,,,,,,,3cedf02b-bc81-4389-85f2-21d957d5f231,2554,,"[18.0, 52.0]",3775597,69,,,,,1.1089281,,Right Foot,,,,"[29.2, 74.5]",,Ground Pass,,25.133444,,,,Noelle Maritz,10404.0,,,,,,2,From Throw In,Manuela Zinsberger,10237.0,Goalkeeper,149,Arsenal WFC,968,['007891dd-d5c7-4048-8a4e-b051dc9ce207'],15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:15.762,Pass,
,,,,,,,,,,,,,,,,,2.661803,,,,,,,,,,,,,e0641a01-392e-492a-9452-e600e3d0a1d4,2565,,"[43.7, 60.4]",3775597,69,,,,,-1.8346819,,Right Foot,,,,"[35.0, 28.2]",,Ground Pass,,33.35461,,,,Katie McCabe,15620.0,,,,,,2,From Throw In,Noelle Maritz,10404.0,Right Back,149,Arsenal WFC,968,['f28717df-af74-4623-b639-5609c934eb97'],23,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:23.250,Pass,
,,,,,,,,,,,,,,,,,1.661704,,,,,,,,,,,,,2d561f27-bee4-440c-a55c-1d27e817d7c9,2568,,"[53.2, 16.6]",3775597,69,,,,,-0.31083056,,Left Foot,,,,"[72.5, 10.4]",,Ground Pass,,20.271408,,,,Caitlin Jade Foord,11338.0,,,,,,2,From Throw In,Katie McCabe,15620.0,Left Back,149,Arsenal WFC,968,['bb2db334-9bbc-463f-95c7-7fd140bfd232'],28,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:28.069,Pass,
,,,,,,,,,,,,,,,,,1.948248,,,,,,,,,,,,,044328b8-ab47-4f4a-8559-a7227ac8783d,2575,,"[59.2, 22.0]",3775597,69,,,,,2.2966905,,Right Foot,,,,"[37.1, 46.9]",,Ground Pass,,33.292942,,,,Carlotte Wubben-Moy,49697.0,,,,,,2,From Throw In,Caitlin Jade Foord,11338.0,Left Wing,149,Arsenal WFC,968,['c34c1c44-6b74-4e5b-b73b-c96503598740'],34,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:34.070,Pass,
,,,,,,,,,,,,,,,,,1.556573,,,,,,,,,,,,,eb063011-dcc2-493b-b60c-659d50e4eb06,2579,,"[39.9, 46.6]",3775597,69,,,,,0.10358828,,Right Foot,,,,"[60.1, 48.7]",,Ground Pass,,20.308865,,Incomplete,,Danielle van de Donk,10658.0,,,,,,2,From Throw In,Carlotte Wubben-Moy,49697.0,Right Center Back,149,Arsenal WFC,968,"['5299a856-5046-4f05-92c1-ccdda6771b5e', '680f6b8c-28e4-44ac-a38b-d5606555a2fc', 'dddafd7b-76ee-4f67-8a13-c053bdd69506']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:24:36.787,Pass,True
