50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb0a08e0-d34e-4a2a-8487-39cd385c76f5,1,,,2275110,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f64aa0f-501e-418a-90cf-38b6923828f0,2,,,2275110,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1ba2a19a-89bd-4664-9277-04f03750adc0,3,,,2275110,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['e1c4d627-f2e2-486f-8d5b-4502d91ff202'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e1c4d627-f2e2-486f-8d5b-4502d91ff202,4,,,2275110,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['1ba2a19a-89bd-4664-9277-04f03750adc0'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cca1e3c0-ca48-40ec-a8a8-b4bb8fffd993,1880,,,2275110,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,122,Liverpool WFC,966,['7c6cf7f6-c147-40d3-9882-249880deb571'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c6cf7f6-c147-40d3-9882-249880deb571,1881,,,2275110,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,122,Liverpool WFC,966,['cca1e3c0-ca48-40ec-a8a8-b4bb8fffd993'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,2.663762,,,,,,,,,,,,,de3bd890-ec04-4616-8a30-db95532a2bb1,5,,"[61.0, 40.1]",2275110,0,,,,2.4059272,,Left Foot,,,,"[49.4, 50.6]",,Ground Pass,,15.646405,,,,Chloe Arthur,10193.0,,,,Kick Off,1,From Kick Off,Rachel Williams,31563.0,Center Forward,2,Birmingham City WFC,969,['1b569095-6c41-4701-b86c-21a345f07e5c'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.301,Pass,
,,,,,,,,,,,,,,,1.417163,,,,,,,,,,,,,eb582c90-1de2-4909-ae15-18b841d00df4,8,,"[47.7, 53.2]",2275110,0,,,,1.5374753,,Right Foot,,,,"[48.5, 77.2]",,Low Pass,,24.01333,,,,Sarah Emma Mayling,19500.0,,,,,1,From Kick Off,Chloe Arthur,10193.0,Center Defensive Midfield,2,Birmingham City WFC,969,"['08f395bd-3646-4905-b0f0-f624abf86053', 'dd899dc4-4f41-43c4-be41-7b0ec6edba5b']",2,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.964,Pass,True
,,,,,,,,,,,,,,,0.982971,,,,,,,,,,,,,0730494c-2256-459d-8fc3-83407bba2517,13,,"[49.6, 77.6]",2275110,0,,,,0.096473776,,Right Foot,,,,"[55.8, 78.2]",,Low Pass,,6.228965,,,,Brianna Visalli,18157.0,,,,,1,From Kick Off,Sarah Emma Mayling,19500.0,Right Back,2,Birmingham City WFC,969,"['465ebeaa-e7e4-41d6-8195-d4e958120455', 'ee68b22d-adee-45fa-a1c6-6856b75fde20', 'ffae8f8f-1b4b-41ba-8c3c-414772ff98f9']",5,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:05.471,Pass,True
,,,,,,,,,,,,,,,0.67662,,,,,,,,,,,,,d04e56b1-a10c-4d0b-94eb-e987e2a56ba5,17,,"[62.2, 0.1]",2275110,0,,,,0.8685394,,,,,,"[67.7, 6.6]",,High Pass,,8.514693,,,,Rhiannon Roberts,19779.0,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,3,Liverpool WFC,966,['75d84a24-0c27-41df-813d-5ca9ea1b9ade'],19,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:19.180,Pass,
