50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.045831,,,,,,,,,,,,f5101c8d-44a3-4a8a-865d-91892954e788,15,,,"[85.7, 80.0]",3775630,0,,,,-0.81026864,,,,,,"[95.5, 69.7]",,Low Pass,,14.217243,,Injury Clearance,,,,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Midfield,3,Birmingham City WFC,969,,33,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:33.197,Pass,
,,,,,,,,,,,,,,,,,,,2.288221,,,,,,,,,,,,a0104ccd-d301-4564-8977-234e23d05cf7,18,,,"[22.8, 14.0]",3775630,0,,,,1.6983058,,Left Foot,,,,"[19.3, 41.3]",,Ground Pass,,27.523445,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,['514fb642-695e-42bd-a382-3d0c5051de9e'],36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.532,Pass,
,,,,,,,,,,,,,,,,,,,1.807574,,,,,,,,,,,,c094e71b-ce98-4fb4-af42-d1e4c41859ab,21,,,"[21.3, 39.1]",3775630,0,,,,1.1051407,,Right Foot,,,,"[31.3, 59.0]",,Ground Pass,,22.271282,,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,4,Arsenal WFC,968,['a0c4fe90-d49d-43b4-a5ba-5a2fbfec30fb'],39,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.944,Pass,
,,,,,,,,,,,,,,,,,,,0.725745,,,,,,,,,,,,2288abef-46ef-4862-8e82-19c33b45ef22,25,,,"[44.1, 59.4]",3775630,0,,,,-0.47857186,,Right Foot,,,,"[57.4, 52.5]",,Ground Pass,,14.983324,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,4,Arsenal WFC,968,"['bc25d5bc-14aa-4615-839b-8bc851e2d8a3', 'cfaa0ebf-ea4e-46a5-8b1e-f0b7c181dbf9']",43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:43.479,Pass,
,,,,,,,,,,,,,True,,,,,,2.320705,,,,,,,,,,,,cfaa0ebf-ea4e-46a5-8b1e-f0b7c181dbf9,27,,,"[62.7, 27.6]",3775630,0,,,,-1.5214537,,Right Foot,,,,"[63.1, 19.5]",,Ground Pass,,8.109871,,,,Emily Murphy,33090.0,,,,,Interception,1,Regular Play,Chloe Mccarron,46717.0,Left Center Midfield,5,Birmingham City WFC,969,"['2288abef-46ef-4862-8e82-19c33b45ef22', '2f5c8273-2755-4e03-a9e5-5b9fa297aaf7']",44,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:44.205,Pass,
,,,,,,,,,,,,,,,,,,,2.858843,,,,,,,,,,,,abb6849a-8aff-4969-9eed-8373ca6c7ef4,31,,,"[57.2, 11.9]",3775630,0,,,,-3.1250653,,Right Foot,,,,"[33.0, 11.5]",,Ground Pass,,24.203306,,,,Ruby Mace,41812.0,,,,,,1,Regular Play,Emily Murphy,33090.0,Center Forward,5,Birmingham City WFC,969,['2e35163f-f0ac-4c9c-814b-71abb45b3398'],48,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:48.419,Pass,
,,,,,,,,,,,,,,,,,,,1.85557,,,,,,,,,,,,48c3780e-e2ee-4ae0-a948-a1a05dca9e9b,34,,,"[31.0, 20.7]",3775630,0,,,,2.6331034,,Left Foot,,,,"[12.7, 30.9]",,Ground Pass,,20.950657,,,,Hannah Hampton,22032.0,,,,,,1,Regular Play,Ruby Mace,41812.0,Left Center Back,5,Birmingham City WFC,969,['1f5a27ea-39d1-4eab-9619-f2fdc1b0f491'],52,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:52.134,Pass,
,,,,,,,,,,,,,,,,,,,1.374457,,,,,,,,,,,,c56aed78-31e7-41bd-8553-80227bd14939,37,,,"[10.6, 35.7]",3775630,0,,,,1.2914732,,Left Foot,,,,"[14.3, 48.6]",,Ground Pass,,13.420135,,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,['92d44e5e-473a-4f22-a0e8-9698fb252564'],55,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:55.262,Pass,
,,,,,,,,,,,,,,,,,,,1.017201,,,,,,,,,,,,0e8801d4-9296-47e8-bab1-50aa21836c83,40,,,"[19.2, 49.0]",3775630,0,,,,-0.62817013,,Right Foot,,,,"[28.7, 42.1]",,Ground Pass,,11.74138,,,,Mollie Green,47520.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,5,Birmingham City WFC,969,['fb2f40ec-efa2-4ed0-9b10-60c24248aa5b'],57,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:57.977,Pass,
,,,,,,,,,,,,,,,,,,,1.323139,,,,,,,,,,,,032d9ecc-1348-4439-bfed-01087174048a,43,,,"[30.2, 38.8]",3775630,0,,,,2.411353,,Right Foot,,,,"[21.6, 46.5]",,Ground Pass,,11.543396,,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Mollie Green,47520.0,Center Midfield,5,Birmingham City WFC,969,['38b2b953-1262-4565-a04e-dc7a7e27db2e'],59,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:59.138,Pass,
,,,,,,,,,,,,,,,,,,,1.523538,,,,,,,,,,,,a1b06032-d67d-4cc1-8be4-b21a228275d5,46,,,"[12.2, 48.6]",3775630,1,,,,-1.9631364,,Left Foot,,,,"[7.4, 37.0]",,Ground Pass,,12.553884,,,,Hannah Hampton,22032.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,5,Birmingham City WFC,969,['9d02fa56-a9f0-440d-9a88-133d38e2cd2a'],2,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:02.214,Pass,
,,,,,,,,,,,,,,,,,,,2.112637,,,,,,,,,,,,efc75aae-885d-4af1-ac53-355d1f5ae8dd,50,,,"[7.4, 43.1]",3775630,1,,,,1.2865708,,Left Foot,,,,"[10.0, 52.0]",,Ground Pass,,9.272001,,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,"['6de3c415-4a0b-413e-b183-549c114aeeed', '9cd3cff0-087f-43b5-a9fe-124748918c36']",4,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:04.060,Pass,True
,,,,,,,,,,,,,,,,,,,0.89503,,,,,,,,,,,,a168627c-85e9-4d90-8356-9e7ec590e98e,53,,,"[11.6, 56.9]",3775630,1,,,,-1.9929453,,Right Foot,,,,"[6.3, 45.1]",,Ground Pass,,12.93561,,,,Hannah Hampton,22032.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,5,Birmingham City WFC,969,['115f739b-5943-4c22-b8cc-eef14bfe2d44'],8,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:08.401,Pass,
,,,,,,,,,,,,,,,,,,,5.869916,,,,,,,,,,,,35f46d5f-9cec-4c3c-b7c2-a5e9eb3f49ad,56,,,"[9.0, 46.1]",3775630,1,,,,0.25958633,,Right Foot,,,,"[76.4, 64.0]",,High Pass,,69.736435,,Incomplete,,Ruesha Littlejohn,35406.0,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,"['2cdcfe62-0111-434c-89f2-581b5263db5d', '60776aae-7d47-4bcd-a517-a210472c04dd']",9,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:09.342,Pass,
,,,,,,,,,,,,,,,,,,,2.199416,,,,,,,,,,,,dfb10775-4425-4a12-aa2e-bb6c75d6244f,65,,,"[120.0, 80.0]",3775630,1,,,,-1.7092091,,Left Foot,,,,"[114.4, 39.8]",,High Pass,True,40.588177,,Incomplete,,Emily Murphy,33090.0,,True,Inswinging,,Corner,1,From Corner,Rebecca Holloway,31568.0,Left Back,6,Birmingham City WFC,969,"['80110812-94dd-43da-bc18-a4bacec794ea', 'c59deb93-300c-47e6-ac94-b0ad33a7e661']",51,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:51.293,Pass,
,,,,,,,,,,,,,,,,,,,1.974975,,,,,,,,,,,,3785cd07-65b9-4f2e-a5ec-8f5a75cf5edf,68,,,"[120.0, 0.1]",3775630,2,,,,1.709436,,Right Foot,,,,"[114.6, 38.8]",,High Pass,True,39.07493,,Incomplete,,Emily Murphy,33090.0,,,Inswinging,,Corner,1,From Corner,Sarah Emma Mayling,19500.0,Right Midfield,7,Birmingham City WFC,969,"['0bfba7b4-a0b6-46b2-8a1d-740889128951', 'df08b388-d787-44a2-9f1b-ce22315db1e4']",22,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:22.243,Pass,
,,,,,,,,,,,,,,,,,,,5.080212,,,,,,,,,,,,039457e5-a69b-4101-827c-269ee90b81dc,71,,,"[120.0, 0.1]",3775630,2,,,,1.5754547,,Right Foot,,,,"[119.7, 64.5]",,High Pass,True,64.400696,,Out,,,,,True,Inswinging,,Corner,1,From Corner,Sarah Emma Mayling,19500.0,Right Midfield,8,Birmingham City WFC,969,,42,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:42.279,Pass,
,,,,,,,,,,,,,,,,,,,1.370163,,,,,,,,,,,,a96c19c8-1480-4f81-ab58-d3449f4c85ea,72,,,"[7.0, 36.1]",3775630,3,,,,-1.3379825,,Right Foot,,,,"[9.3, 26.4]",,Ground Pass,,9.968952,,,,Carlotte Wubben-Moy,49697.0,,,,,Goal Kick,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,9,Arsenal WFC,968,['51dc8abe-53a5-4962-8c05-e99c7b53fb41'],6,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:06.622,Pass,
,,,,,,,,,,,,,,,,,,,1.296127,,,,,,,,,,,,d5839d4d-84f5-49f7-a9c9-53fe78d6300f,75,,,"[12.8, 23.2]",3775630,3,,,,-1.1627941,,Right Foot,,,,"[19.5, 7.7]",,Ground Pass,,16.88609,,,,Katie McCabe,15620.0,,,,,,1,From Goal Kick,Carlotte Wubben-Moy,49697.0,Left Center Back,9,Arsenal WFC,968,['60f65086-eb55-4d61-8352-383abf2ff522'],9,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:09.993,Pass,
,,,,,,,,,,,,,,,,,,,1.643876,,,,,,,,,,,,3a383ca7-4219-4565-9e82-685e2088f1fb,78,,,"[28.1, 8.1]",3775630,3,,,,2.1981046,,Left Foot,,,,"[10.7, 32.1]",,Ground Pass,,29.643887,,,,Carlotte Wubben-Moy,49697.0,,,,,,1,From Goal Kick,Katie McCabe,15620.0,Left Back,9,Arsenal WFC,968,['ec6ff915-e4be-4285-ac84-b8dcd47e5f9d'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:12.307,Pass,
,,,,,,,,,,,,,,,,,,,1.717005,,,,,,,,,,,,319959e1-63c8-41be-91d0-b60382976a9e,81,,,"[12.2, 23.2]",3775630,3,,,,1.3838171,,Right Foot,,,,"[16.4, 45.4]",,Ground Pass,,22.593805,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,1,From Goal Kick,Carlotte Wubben-Moy,49697.0,Left Center Back,9,Arsenal WFC,968,['c9964a1a-a951-4e5f-97e5-952ca1237a52'],15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:15.120,Pass,
,,,,,,,,,,,,,,,,,,,2.166346,,,,,,,,,,,,8f5f1dfb-f08f-43db-a7bb-4b98412bbba6,84,,,"[21.7, 41.3]",3775630,3,,,,-1.1330558,,Right Foot,,,,"[37.8, 6.9]",,High Pass,,37.98118,,,,Katie McCabe,15620.0,,,,,,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,9,Arsenal WFC,968,['a90f87c8-46bd-4dc2-b836-2dc861859daa'],18,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:18.896,Pass,
,,,,,,,,,,,,,,,,,,,3.166734,,,,,,,,,,,,af2d77aa-a780-4fe5-91dd-430ad7d34cb6,90,,,"[64.9, 0.1]",3775630,3,,,,0.24195203,,,,,,"[103.8, 9.7]",,High Pass,,40.06707,,,,Danielle van de Donk,10658.0,,,,,Throw-in,1,From Throw In,Katie McCabe,15620.0,Left Back,10,Arsenal WFC,968,['bb1f55f0-7aa4-4083-b75a-a53839e9e89b'],28,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:28.177,Pass,
,,,,,,,,,,,,,,,,,,,2.624369,,,,,,,,,,,,fc3d281d-e361-4316-9456-34c543974df7,96,,,"[114.2, 0.1]",3775630,3,,,,1.7652202,,,,,,"[109.1, 26.0]",,High Pass,,26.397348,,,,Vivianne Miedema,15623.0,,,,,Throw-in,1,From Throw In,Katie McCabe,15620.0,Left Back,11,Arsenal WFC,968,['7c0df23e-3c50-4cff-bcef-dd69d194f494'],50,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:50.268,Pass,
,,,,,,,,,,,,,,,,,,,1.397147,,,,,,,,,,,,a692a2e3-a649-4056-8029-f1757cd22faf,99,,,"[106.6, 24.0]",3775630,3,,,True,1.7681919,,,,,,"[104.2, 36.0]",,Low Pass,,12.237647,,,,Bethany Mead,15619.0,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Center Attacking Midfield,11,Arsenal WFC,968,"['eb40ba3c-20cf-417d-96a0-9fdd0114a7de', 'ec1f4424-4d49-421e-9dc4-ba7b6352a227']",52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:52.972,Pass,True
,,,,,,,,,,,,,,,,,,,0.826617,,,,,,,,,,,,33653430-a033-4944-8e3f-93bf25f0d0cd,103,,,"[107.4, 39.7]",3775630,3,,,,-2.337329,,Right Foot,,,,"[104.8, 37.0]",,Ground Pass,,3.748333,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,11,Arsenal WFC,968,"['1f6ea749-1e28-4b59-bc9c-f49e06a82405', '9a8ee22a-3969-4451-bf07-26275de1215f', 'e1204185-f4f6-45cf-86f7-32f3f2502f6e']",54,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:54.997,Pass,True
,,,,,,,,,,,,,,,,,,,1.743532,,,,,,,,,,,,0fbc1750-912d-4c55-ac2d-3fef376a84cf,106,,,"[81.4, 51.5]",3775630,3,,,,1.753451,,Right Foot,,,,"[78.5, 67.2]",,Ground Pass,,15.965588,,,,Noelle Maritz,10404.0,,,,,Interception,1,From Throw In,Leah Williamson,18999.0,Right Center Back,11,Arsenal WFC,968,['c3c42c38-dbca-4154-886f-50c87002995f'],58,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:58.623,Pass,
,,,,,,,,,,,,,,,,,,,1.612603,,,,,,,,,,,,bb1f0329-402e-4608-a2ef-09f0952d5e12,110,,,"[78.1, 67.2]",3775630,4,,,,3.039013,,Left Foot,,,,"[64.5, 68.6]",,Ground Pass,,13.671869,,,,Leah Williamson,18999.0,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,11,Arsenal WFC,968,['e7e2aecc-906c-48bd-aa86-ecdf5c8e0b28'],2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:02.755,Pass,
,,,,,,,,,,,,,,,,,,,2.267967,,,,,,,,,,,,7152f446-bb04-469c-bb85-97d03e6d34b2,113,,,"[65.3, 65.3]",3775630,4,,,,-2.0050406,,Right Foot,,,,"[55.7, 44.6]",,Ground Pass,,22.817757,,,,Carlotte Wubben-Moy,49697.0,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,11,Arsenal WFC,968,['aa49dafb-2431-4d55-959e-d6783dc2c0e6'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:05.027,Pass,
,,,,,,,,,,,,,,,,,,,1.799349,,,,,,,,,,,,6cde27c5-b118-4bcf-a702-e80c902b7715,116,,,"[80.6, 40.3]",3775630,4,,,,0.9775375,,Left Foot,,,,"[92.4, 57.8]",,Ground Pass,,21.106634,,Incomplete,,Bethany Mead,15619.0,,,,,,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,11,Arsenal WFC,968,"['19a2e184-b5e2-4a16-93ca-2f77de149ba1', 'f54a363f-5280-47f7-8046-6d20885e0bc5']",11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:11.227,Pass,
,,,,,,,,,,,,,,,,,,,2.243633,,,,,,,,,,,,04b2e93b-60b8-44b6-9bbb-f05474ec2f15,120,,,"[34.4, 27.0]",3775630,4,,,,0.09148702,,Right Foot,,,,"[56.2, 29.0]",,Ground Pass,,21.89155,,,,Emily Murphy,33090.0,,,,,,1,From Throw In,Emma Rose Kelly,34375.0,Left Midfield,11,Arsenal WFC,968,['9e766836-e207-4d31-a13b-555205cf5f3d'],13,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:13.743,Pass,
,,,,,,,,,,,,,,,,,,,2.813546,,,,,,,,,,,,44f6c02c-bc07-4ec3-9a29-2b7d11cea371,126,,,"[68.8, 64.7]",3775630,4,,,,-3.075754,,Right Foot,,,,"[41.5, 62.9]",,Ground Pass,,27.359276,,,,Leah Williamson,18999.0,,,,,Recovery,1,From Throw In,Noelle Maritz,10404.0,Right Back,11,Arsenal WFC,968,['9c6f43b7-547b-4ab3-8052-996643028275'],18,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:18.543,Pass,
