bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,92f5d6e9-f037-4345-ad31-430d9b11a3ed,1,,,19731,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,0229ee45-cefd-4ef2-8993-ad89f8c13a9d,2,,,19731,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 29}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,ff09a58d-544d-4b95-b120-f72bf7879181,3,,,19731,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['24940701-4a7c-48d7-81ad-283b8bb6fa36'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,24940701-4a7c-48d7-81ad-283b8bb6fa36,4,,,19731,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['ff09a58d-544d-4b95-b120-f72bf7879181'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,5c010a2f-fe97-4ff3-b159-8dc3dfe34fc2,1652,,,19731,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,Yeovil Town LFC,970,['31de7dd0-9213-40d8-bf2b-62acb1dfbf42'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,31de7dd0-9213-40d8-bf2b-62acb1dfbf42,1653,,,19731,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,Yeovil Town LFC,970,['5c010a2f-fe97-4ff3-b159-8dc3dfe34fc2'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.837857,,,,,,,,,,e157db69-5d5e-4a77-afd3-9ec17ed903ca,5,,"[60.0, 40.0]",19731,0,,-3.0172377,,,Right Foot,,,,"[52.0, 39.0]",,Ground Pass,8.062258,,Julia Simic,18150.0,,,,,Kick Off,1,From Kick Off,Jane Ross,4653.0,Center Forward,2,West Ham United LFC,972,['d11d1c81-4357-4b51-93c3-7f4681f17e3a'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.823,Pass,
,,,,,,,,,,,,,2.498054,,,,,,,,,,c9b95803-effd-4ef1-a131-eaa9e112e173,9,,"[58.0, 33.0]",19731,0,,-1.6373645,,,Right Foot,,,,"[56.0, 3.0]",,Ground Pass,30.066593,,Claire Lauren Rafferty,18156.0,,,,,,1,From Kick Off,Julia Simic,18150.0,Center Defensive Midfield,2,West Ham United LFC,972,"['a25bc853-7d6f-4993-a3c2-6b34a617a1da', 'd9666a10-527b-47fc-bcec-05c5e64965e4']",3,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:03.190,Pass,True
,,,,,,,,,,,,,2.058699,,,,,,,,,,5f51d1f8-4af6-4f86-aea3-d987ee0beae9,12,,"[57.0, 4.0]",19731,0,,0.39305803,,,Left Foot,,,,"[98.0, 21.0]",,High Pass,44.38468,Incomplete,Jane Ross,4653.0,,,,,,1,From Kick Off,Claire Lauren Rafferty,18156.0,Left Back,2,West Ham United LFC,972,"['0f99dd3b-b3e4-449d-817d-2a9dc4579d3b', 'a4a68b8a-4c21-478d-bd66-54d2ef61eabf']",6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:06.868,Pass,
,,,,,,,,,,,,,1.3939,,,,,,,,,,a4a68b8a-4c21-478d-bd66-54d2ef61eabf,14,,"[23.0, 60.0]",19731,0,,0.49394137,,,Head,,,,"[36.0, 67.0]",,Low Pass,14.764823,,Bonnie Horwood,15713.0,,,,,Recovery,1,From Kick Off,Amy Goddard,15708.0,Right Back,2,West Ham United LFC,972,"['5f51d1f8-4af6-4f86-aea3-d987ee0beae9', 'd8af2893-4984-4607-997b-033f632522b4']",8,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:08.926,Pass,
