ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,feb71d73-1d2b-410a-b8c3-8d30b71acaf1,1,,,2275086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab1e51b9-7985-422f-8964-cae2837c6235,2,,,2275086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,94c4dbbe-3fb7-4987-8e52-d9912333eb9f,3,,,2275086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['03405d26-a91f-44d2-82e8-f10b5ff68460'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,03405d26-a91f-44d2-82e8-f10b5ff68460,4,,,2275086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['94c4dbbe-3fb7-4987-8e52-d9912333eb9f'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b11d6c0-8634-447c-b67c-619bab47ce16,1750,,,2275086,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,106,Reading WFC,974,['d50e10e1-4352-4c87-9d5d-ccaabb31a960'],0,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d50e10e1-4352-4c87-9d5d-ccaabb31a960,1751,,,2275086,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,106,Reading WFC,974,['0b11d6c0-8634-447c-b67c-619bab47ce16'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.220409,,,,,,,,,,,,6646b6fd-b5b9-49da-a789-f70526aa5e52,5,,"[60.0, 40.0]",2275086,0,,,,2.8251612,,Right Foot,,,,"[48.7, 43.7]",,Ground Pass,,11.890332,,,,,Kim Little,15616.0,,,,,,Kick Off,1,From Kick Off,Jordan Nobbs,10192.0,Center Defensive Midfield,2,Arsenal WFC,968,['7cc864fe-5473-405b-8d49-d19eeeabf67f'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.512,Pass,
,,,,,,,,,,,,,,,1.572964,,,,,,,,,,,,48510e63-08ef-428c-b938-cb48222e732d,8,,"[48.7, 45.2]",2275086,0,,,,1.8130893,,Right Foot,,,,"[42.2, 71.5]",,Ground Pass,,27.091328,,,,,Lisa Evans,10179.0,,,,,,,1,From Kick Off,Kim Little,15616.0,Left Center Midfield,2,Arsenal WFC,968,['b307d605-38d2-4177-963d-fc1b7fed61c0'],2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:02.436,Pass,
,,,,,,,,,,,,,,,1.546731,,,,,,,,,,,,1c3b69f3-07e0-4bb8-a9e6-4dda5afef7d8,11,,"[48.5, 71.5]",2275086,0,,,,0.38050637,,Left Foot,,,,"[61.5, 76.7]",,Ground Pass,,14.001429,,,,,Bethany Mead,15619.0,,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Center Midfield,2,Arsenal WFC,968,['df9ac7d6-a0ea-4b66-83ca-d34308febe17'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.263,Pass,
,,,,,,,,,,,,,,,2.237142,,,,,,,,,,,,cd755b0d-f321-4ae1-a15e-f004ac5caf88,16,,"[44.5, 63.3]",2275086,0,,,,-1.798781,,Left Foot,,,,"[34.5, 20.2]",,Ground Pass,,44.24489,,,,,Leah Williamson,18999.0,,,True,,,,1,From Kick Off,Bethany Mead,15619.0,Center Forward,2,Arsenal WFC,968,"['191d4ef6-55ca-4ba8-a037-c116c62d6602', '6864f66d-f566-4cbf-ab13-1e5883879c24']",10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:10.096,Pass,True
