50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_penalty,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.049,,,,,,,,,,c42f5568-b669-4e80-acd8-cae827229790,18,,,"[76.0, 12.1]",2275104,0,,,,-1.0516502,,Left Foot,,,"[82.8, 0.2]",,Ground Pass,,13.705838,,Out,,Charlie Wellings,15563.0,,,,,,,1,From Kick Off,Ebony Salmon,31527.0,Right Midfield,2,Bristol City WFC,973,['94d7352c-a8d9-4a0f-8812-b8c068c83556'],9,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:09.940,Pass,
,,,,,,,,,,,,,,,,1.692648,,,,,,,,,,46bc1f1e-4106-4dd8-8a66-199d800aa6c2,20,,,"[27.9, 80.0]",2275104,0,,,,-1.8816482,,,,,"[20.8, 57.9]",,High Pass,,23.212496,,,,Jennifer Patricia Beattie,17524.0,,,,,,Throw-in,1,From Throw In,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['87ba5be5-ff57-4b47-8cba-d406290dd873'],17,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:17.073,Pass,
,,,,,,,,,,,,,,,,1.320281,,,,,,,,,,6227773c-e9cc-4436-b08c-873ff6c99e45,23,,,"[21.2, 57.7]",2275104,0,,,,1.5944606,,Head,,,"[20.8, 74.6]",,Low Pass,,16.904734,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Center Back,3,Arsenal WFC,968,"['cce7acae-00ad-457b-a218-913bdced7d14', 'e4cb2f83-994e-4d6b-93c6-a68ac549306b']",18,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:18.765,Pass,True
,,,,,,,,,,,,,,,,1.453055,,,,,,,,,,88289840-b1bc-4f33-beff-3de372c6f870,27,,,"[21.2, 75.7]",2275104,0,,,,-0.41382736,,Right Foot,,,"[36.0, 69.2]",,Ground Pass,,16.164467,,,,Jordan Nobbs,10192.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,"['86919b14-bafc-4b94-809b-01ecdbdbe44f', 'e02537e1-776c-4d9c-9ed1-87e305ed358c']",20,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:20.722,Pass,True
,,,,,,,,,,,,,,,,1.063188,,,,,,,,,,fa310c7f-1a82-4e6e-9483-614990ebd337,30,,,"[36.0, 69.2]",2275104,0,,,,2.5885613,,Right Foot,,,"[27.9, 74.2]",,Ground Pass,,9.518929,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Right Center Midfield,3,Arsenal WFC,968,['368bc2ab-4622-4a76-9bed-0814e0573f50'],22,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:22.255,Pass,
,,,,,,,,,,,,,,,,0.79503,,,,,,,,,,0a839639-1048-4939-ab8c-975bc169d1be,33,,,"[30.6, 74.4]",2275104,0,,,,-0.17869025,,Right Foot,,,"[53.3, 70.3]",,Ground Pass,,23.067293,,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['d8c55950-85db-4ea8-933d-4442556d8622'],24,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:24.452,Pass,
,,,,,,,,,,,,,,,,0.682194,,,,,,,,,,2b312d41-9df5-42c3-aa0d-eb6700314666,37,,,"[62.7, 62.6]",2275104,0,,,,-1.7078625,,Right Foot,,,"[61.9, 56.8]",,Ground Pass,,5.8549123,,,,Jordan Nobbs,10192.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Forward,3,Arsenal WFC,968,"['2d6cc009-df85-439d-95e7-6e4642f3db67', '63782810-6774-4247-97c6-e891b8201c0b']",29,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:29.874,Pass,True
,,,,,,,,,,,,,,,,0.892158,,,,,,,,,,f71340ad-1a3e-4c8b-8ca4-4c0d1985cc0d,40,,,"[52.3, 59.8]",2275104,0,,,,-2.0504975,,Left Foot,,,"[43.3, 42.5]",,Ground Pass,,19.501026,,,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Right Center Midfield,3,Arsenal WFC,968,['1179a438-25d2-4c12-9f16-28e951432adb'],33,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.004,Pass,
,,,,,,,,,,,,,,,,0.902193,,,,,,,,,,4395e6d6-011d-4736-b164-0dbd30a3566a,43,,,"[41.8, 36.5]",2275104,0,,,,-1.1814796,,Left Foot,,,"[48.2, 20.9]",,Ground Pass,,16.861792,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,3,Arsenal WFC,968,['0d416b33-413e-4eb2-ab46-5337a4adbef3'],35,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:35.665,Pass,
,,,,,,,,,,,,,,,,1.159998,,,,,,,,,,698b39c0-724a-4f12-ad53-0f8d1385cf39,46,,,"[52.5, 19.2]",2275104,0,,,,-0.91212845,,Right Foot,,,"[63.8, 4.6]",,Ground Pass,,18.462124,,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Center Back,3,Arsenal WFC,968,['910c2951-28bc-4290-afbe-c73ce0702365'],38,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:38.437,Pass,
,,,,,,,,,,,,,,,,1.356774,,,,,,,,,,e071aec9-fb8f-4634-839c-61ce6a249b51,50,,,"[63.4, 5.5]",2275104,0,,,,2.5206866,,Left Foot,,,"[49.0, 15.8]",,Ground Pass,,17.70452,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Viktoria Schnaderbeck,10235.0,Left Center Back,3,Arsenal WFC,968,"['1b65011a-1f99-48e3-be93-cb97741bb19e', '5167d9c0-e6e8-496c-8ffc-73e68babd87e']",40,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:40.398,Pass,True
,,,,,,,,,,,,,,,,1.620793,,,,,,,,,,8fc2e318-fef4-4393-9934-dfab0929765b,54,,,"[50.3, 17.3]",2275104,0,,,,0.55200917,,Right Foot,,,"[81.8, 36.7]",,High Pass,,36.994728,,Incomplete,,Jill Roord,10650.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Center Back,3,Arsenal WFC,968,"['1e8c15c6-6d2f-410a-a473-ab34fa2d1e0b', '848c1c25-8db3-4933-a8a2-a40884e29368']",44,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:44.534,Pass,
,,,,,,,,,,,,,,,,0.795483,,,,,,,,,,49829d60-3966-4b8d-aed3-e3993e00dc62,65,,,"[81.8, 28.4]",2275104,0,,,,-2.3204954,,Right Foot,,,"[76.4, 22.6]",,Ground Pass,,7.924645,,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Forward,3,Arsenal WFC,968,['8251b6fd-8afa-493f-9c33-1c0f103136cf'],50,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:50.225,Pass,
,,,,,,,,,,,,,,,,0.739571,,,,,,,,,,56c5a6a2-d083-4e40-bc94-007ea2ddd690,69,,,"[70.2, 24.3]",2275104,0,,,,1.8788491,,Right Foot,,,"[67.4, 33.1]",,Ground Pass,,9.234717,,,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,3,Arsenal WFC,968,['a54348a7-41bb-4565-a19d-e3d98500d54e'],53,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.168,Pass,
,,,,,,,,,,,,,,,,0.987486,,,,,,,,,,ddd90b64-6ba0-48c5-adf0-bfa551a24258,72,,,"[73.0, 35.9]",2275104,0,,,,-0.25559148,,Right Foot,,,"[92.9, 30.7]",,Low Pass,,20.56818,,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Left Wing Back,3,Arsenal WFC,968,['38f1a513-7b6e-41e7-b1bd-ba33c3fcd947'],55,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:55.430,Pass,
,,,,,,,,,,,,,,,,1.098401,,,,,,,,,,c8f96a80-cf0b-45f4-872a-3d5dfae9f8fa,79,,,"[90.8, 28.6]",2275104,0,,,,2.8414214,,Right Foot,,,"[82.4, 31.2]",,Ground Pass,,8.7931795,,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Forward,3,Arsenal WFC,968,"['19a14dbc-3979-41e8-b344-8fef5836c963', '7b477975-9e67-469a-ac19-4e33e6fd0a35']",59,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:59.429,Pass,True
,,,,,,,,,,,,,,,,0.82312,,,,,,,,,,ff381221-dce5-42c8-8053-ca615acbaba7,82,,,"[82.6, 34.8]",2275104,1,,,,0.38289872,,Right Foot,,,"[97.0, 40.6]",,Ground Pass,,15.524175,,,,Vivianne Miedema,15623.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,3,Arsenal WFC,968,['5ce80238-49ab-40ad-9f47-be47451ad2ee'],1,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:01.170,Pass,
,,,,,,,,,,,,,,,,0.601608,,,,,,,,,,9d99dded-3f61-4c35-9326-cae5bd0a1401,85,,,"[97.0, 40.6]",2275104,1,,,,-2.9250424,,Right Foot,,,"[92.0, 39.5]",,Ground Pass,,5.1195703,,,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Left Center Forward,3,Arsenal WFC,968,['a0d57d9a-bfdb-44b2-a1c8-76498f650a5e'],2,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:02.033,Pass,
,,,,,,,,,,,,,,,,0.68642,,,,,,,,,,6596df54-16b1-4f08-b024-d09ccbc22d52,88,,,"[94.8, 38.9]",2275104,1,,,,-0.5880026,,Right Foot,,,"[102.9, 33.5]",,Ground Pass,,9.734988,,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Left Wing Back,3,Arsenal WFC,968,['fcc0368b-1cc8-411b-9981-33b0223769a8'],3,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:03.232,Pass,
,,,,,,,,,,,,,,,,2.408184,,,,,,,,,,6800de01-e049-43ab-9275-297a9d58da98,100,,,"[120.0, 0.1]",2275104,1,,,,1.7640529,,Right Foot,,,"[110.9, 46.6]",,High Pass,True,47.382065,,Incomplete,,,,,,True,Inswinging,,Corner,1,From Corner,Bethany Mead,15619.0,Left Wing Back,4,Arsenal WFC,968,['b0d21650-eee6-4d8b-ae61-30bb13931890'],39,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:39.133,Pass,
,,,,,,,,,,,,,,,,1.332053,,,,,,,,,,b470251b-0334-4ca4-ae67-cfadbb08e8f9,103,,,"[95.2, 66.5]",2275104,1,,,,0.03736578,,Right Foot,,,"[105.9, 66.9]",,Low Pass,,10.707474,,,,Vivianne Miedema,15623.0,,,,,,Recovery,1,From Corner,Lia Wälti,10405.0,Center Defensive Midfield,4,Arsenal WFC,968,"['511a95bd-1ad8-4013-9ccf-8a15a171774d', 'bd4148a9-85b1-4692-b956-c0497a184a78']",44,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:44.412,Pass,True
,,,,,,,,,,,,,,,,0.035,,,,,,,,,,3ecde890-03a3-4996-a3ec-df7582de681f,106,,,"[107.9, 58.8]",2275104,1,,,,-1.5350972,,Right Foot,,,"[108.1, 53.2]",,Ground Pass,,5.6035705,,Incomplete,,Danielle van de Donk,10658.0,,,,,,,1,From Corner,Vivianne Miedema,15623.0,Left Center Forward,4,Arsenal WFC,968,"['2a4cbba4-7535-45ab-ace2-d8a095c3a766', '7793850b-c615-411f-90bc-bc565e458718']",47,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:47.599,Pass,
,,,,,,,,,,,,,,,,1.747925,,,,,,,,,,d2d58ae3-5c38-4a3b-9777-0656ee00930d,109,,,"[120.0, 80.0]",2275104,2,True,,,-1.7937828,,Right Foot,,,"[110.0, 35.9]",,High Pass,,45.219574,,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Bethany Mead,15619.0,Left Wing Back,5,Arsenal WFC,968,['e786db7c-a667-4b38-9060-fd181515661d'],14,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:14.641,Pass,
,,,,,,,,,,,,,,,,1.471504,,,,,,,,,,2128ebde-e1e6-4fe8-9c39-9b863fe83683,115,,,"[7.0, 44.1]",2275104,2,,,,-1.3235346,,Right Foot,,,"[12.2, 23.5]",,Ground Pass,,21.246176,,,,Jasmine Matthews,15618.0,,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['34fe70d9-5741-43b0-a041-4056cfad6426'],32,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:32.880,Pass,
,,,,,,,,,,,,,,,,1.623257,,,,,,,,,,8c5a7b3d-d74a-4581-85a1-40528a40c7f0,118,,,"[12.2, 23.5]",2275104,2,,,,1.9084185,,Right Foot,,,"[5.6, 42.3]",,Ground Pass,,19.924858,,,,Sophie Baggaley,16376.0,,,,,,,1,From Goal Kick,Jasmine Matthews,15618.0,Right Center Back,6,Bristol City WFC,973,['cd006df8-5790-489a-ae38-19d8408787d3'],34,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:34.431,Pass,
,,,,,,,,,,,,,,,,2.237192,,,,,,,,,,5d746a42-bea7-4248-84af-364131fbe394,122,,,"[8.0, 48.3]",2275104,2,,,,0.64434713,,Right Foot,,,"[45.8, 76.7]",,High Pass,,47.280018,,,,Loren Dykes,16391.0,,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['c14459a6-39ea-422e-a1c2-d4be4a0147bf'],38,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:38.010,Pass,
,,,,,,,,,,,,,,,,1.597544,,,,,,,,,,dc3244ba-3fa3-4db8-87fd-143498b67115,126,,,"[76.2, 0.1]",2275104,2,,,,0.36717382,,,,,"[95.7, 7.6]",,High Pass,,20.892582,,Incomplete,,Vivianne Miedema,15623.0,,,,,,Throw-in,1,From Throw In,Viktoria Schnaderbeck,10235.0,Left Center Back,7,Arsenal WFC,968,"['2b2a3433-ef5d-44cf-acac-b750de02a4e1', '76416da2-da85-4316-b2f8-dcd1a8993d63']",59,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:59.217,Pass,
,,,,,,,,,,,,,,,,1.169744,,,,,,,,,,95236a92-894e-480a-aa33-65a083888842,129,,,"[88.2, 0.1]",2275104,3,,,,1.0875434,,,,,"[93.5, 10.2]",,Low Pass,,11.406138,,,,Danielle van de Donk,10658.0,,,,,,Throw-in,1,From Throw In,Viktoria Schnaderbeck,10235.0,Left Center Back,8,Arsenal WFC,968,['fb3fa20a-d527-4b6f-ba71-6de8c5b6b9ca'],5,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:05.903,Pass,
,,,,,,,,,,,,,,,,1.372423,,,,,,,,,,25b2f830-3954-4d6b-b917-07f5fe1d4848,133,,,"[93.5, 10.0]",2275104,3,,,,-3.117501,,Right Foot,,,"[85.2, 9.8]",,High Pass,,8.302409,,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,8,Arsenal WFC,968,"['2006f3dd-2c90-45a7-b13c-60a23c0f57df', '6ce85a5f-257a-44cc-ba7d-010da6b3639d']",7,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:07.424,Pass,True
,,,,,,,,,,,,,,,,0.929256,,,,,,,,,,5fe325ca-804e-4c4f-a96f-b65c030f4976,136,,,"[85.2, 9.8]",2275104,3,,,,-0.7008544,,Right Foot,,,"[91.6, 4.4]",,Low Pass,,8.373769,,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Viktoria Schnaderbeck,10235.0,Left Center Back,8,Arsenal WFC,968,['08d459be-2d50-4112-9e8a-dea7ff945857'],9,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:09.148,Pass,
,,,,,,,,,,,,,,,,0.95329,,,,,,,,,,5986db7b-afc3-4974-8847-7e0e63d556b2,139,,,"[91.6, 4.4]",2275104,3,,,,3.1415927,,Right Foot,,,"[79.4, 4.4]",,Ground Pass,,12.2,,,,Bethany Mead,15619.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,8,Arsenal WFC,968,['895c0fdc-4e16-473e-969c-742fc06265a8'],10,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:10.477,Pass,
,,,,,,,,,,,,,,,,1.67903,,,,,,,,,,f5b54126-3fb2-47d9-b247-7eea3d8db66d,142,,,"[77.5, 4.2]",2275104,3,,,,2.4493184,,Right Foot,,,"[53.5, 24.1]",,Ground Pass,,31.177074,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Left Wing Back,8,Arsenal WFC,968,['4e4332b0-ae13-4e5f-99df-90ad03eae55a'],13,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:13.320,Pass,
,,,,,,,,,,,,,,,,1.384295,,,,,,,,,,fc9dd858-35b0-4810-9398-020e0288986e,145,,,"[53.5, 27.3]",2275104,3,,,,1.4190787,,Right Foot,,,"[57.2, 51.5]",,Ground Pass,,24.481216,,,,Leah Williamson,18999.0,,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Center Back,8,Arsenal WFC,968,['cd0c7c2a-9a6b-4955-865f-96bf6375f3cb'],16,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:16.599,Pass,
