50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.72323,,,,,,,,,,,,e9dd320b-feec-4797-a8a3-4e3fc4f6a926,24,,,"[54.2, 29.6]",3775654,0,,,,,-0.4749572,,Right Foot,,,"[96.4, 7.9]",,High Pass,,47.452396,,,Jamie-Lee Napier,32169.0,,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,4,Birmingham City WFC,969,['ecaf5cbf-cfcd-4132-870b-c1ef094b4a64'],34,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:34.970,Pass,
,,,,,,,,,,True,,,,,,1.261056,,,,,,,,,,,,496caedb-c8b2-4691-ab83-12681582d921,27,,,"[36.8, 61.6]",3775654,0,,,,,-2.83354,,Right Foot,,,"[23.6, 57.4]",,Ground Pass,,13.852076,,,Kiera Skeels,36799.0,,,,,,Interception,1,Regular Play,Charlie Wellings,15563.0,Right Midfield,5,Bristol City WFC,973,['dee0015b-5df1-4779-bdae-b549b38940a2'],38,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:38.641,Pass,
,,,,,,,,,,,,,,,,1.876135,,,,,,,,,,,,1718662d-1df5-4f6f-b253-0426bf6e1e48,30,,,"[25.0, 60.9]",3775654,0,,,,,0.02349437,,Right Foot,,,"[63.3, 61.8]",,High Pass,,38.310574,,,Abigail Harrison,23412.0,,,,,,,1,Regular Play,Kiera Skeels,36799.0,Right Center Back,5,Bristol City WFC,973,['8a3c8535-a7fe-40d0-b039-ed30578378bc'],40,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:40.846,Pass,
,,,,,,,,,,,,,,,,3.008132,,,,,,,,,,,,b6af5c4e-2a9c-427d-b55c-95c6ac2f4368,33,,,"[63.1, 61.8]",3775654,0,,,,True,-0.7600515,,,,,"[81.3, 44.5]",,High Pass,,25.110357,Incomplete,,,,,,,,,,1,Regular Play,Abigail Harrison,23412.0,Center Forward,5,Bristol City WFC,973,"['6b49a4f8-5e4d-451e-ad64-63cdda05ea57', 'a1be308e-344f-44ef-a32d-72714a3fc432']",42,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:42.722,Pass,True
,,,,,,,,,,,,,,,,2.038384,,,,,,,,,,,,60e6f519-b156-4eaa-8f70-9e2105a1b2ba,36,,,"[36.7, 36.5]",3775654,0,,,,,-3.1064508,,Left Foot,,,"[11.1, 35.6]",,Ground Pass,,25.615816,,,Hannah Hampton,22032.0,,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,6,Birmingham City WFC,969,['8a189358-235e-45c5-b0c2-5d01dc1a0428'],46,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:46.879,Pass,
,,,,,,,,,,,,,,,,2.35532,,,,,,,,,,,,62ea167a-b2b6-4f45-96ef-5089023f51bc,39,,,"[12.7, 34.1]",3775654,0,,,,,-0.6736703,,Right Foot,,,"[46.9, 6.8]",,High Pass,,43.759914,Incomplete,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,6,Birmingham City WFC,969,"['67a8fdff-63b5-4f3a-8e5c-9989701ae8ef', 'ccf762ac-11ba-4264-b2ea-6e61c1f91a02']",53,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:53.072,Pass,
,,,,,,,,,,,,,,,,0.8653,,,,,,,,,,,,3f1fdda4-05d6-48c4-b51f-20966f011097,42,,,"[29.7, 0.1]",3775654,1,,,,,0.4636476,,,,,"[45.3, 7.9]",,Low Pass,,17.44133,,,Ruesha Littlejohn,35406.0,,,,,,Throw-in,1,From Throw In,Rebecca Holloway,31568.0,Left Back,7,Birmingham City WFC,969,['a49769d8-0928-4f68-ae93-fa7812b2846b'],10,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:10.054,Pass,
,,,,,,,,,,,,,,,,3.432598,,,,,,,,,,,,1ef61d1a-9606-4894-8c7d-f1a099da0a62,50,,,"[65.0, 8.2]",3775654,1,,,,,0.1729386,,Right Foot,,,"[104.5, 15.1]",,High Pass,,40.09813,Incomplete,,Jamie-Lee Napier,32169.0,,,,,,,1,From Throw In,Ruesha Littlejohn,35406.0,Center Attacking Midfield,7,Birmingham City WFC,969,"['7120a00d-4443-45e0-96ef-a7e09477e917', '75667318-044e-4297-a284-925e67ad2111']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:14.380,Pass,
,,,,,,,,,,,,,,,,0.831827,,,,,,,,,,,,b672413d-57bb-4b43-aa28-ca31378674de,54,,,"[106.9, 0.1]",3775654,1,,,,,0.8100845,,,,,"[114.8, 8.4]",,Low Pass,,11.458621,,,Ruesha Littlejohn,35406.0,,,,,,Throw-in,1,From Throw In,Rebecca Holloway,31568.0,Left Back,8,Birmingham City WFC,969,['62d5f20c-b378-4c0c-8ef1-9e6abe50d79a'],30,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:30.615,Pass,
,,,,,,,,,,,,,,,,0.892457,,,,,,,,,,,,9d2d71e8-b487-45eb-bb01-b5c6aa8b4cd0,56,,,"[113.8, 7.9]",3775654,1,,,,,-2.3667204,,Right Foot,,,"[109.0, 3.2]",,Low Pass,,6.7178864,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Ruesha Littlejohn,35406.0,Center Attacking Midfield,8,Birmingham City WFC,969,['d8f21caa-51b1-4117-b5b8-3377a313937e'],31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:31.446,Pass,
,,,,,,,,,,,,,,,,1.136433,,,,,,,,,,,,4b2985b0-2c4f-45ec-b49c-da2120293906,60,,,"[103.0, 9.9]",3775654,1,,,,,1.7694403,,Right Foot,,,"[99.9, 25.3]",,Ground Pass,,15.708915,,,Lucy Whipp,31566.0,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Back,8,Birmingham City WFC,969,"['078903fb-a0a2-47d9-ad5c-354cea171d4d', '598dbb5a-81fc-48d0-be33-9421e4c9e894']",34,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:34.808,Pass,True
,,,,,,,,,,,,,,,,0.922888,,,,,,,,,,,,ae58486d-33fd-4998-bfb1-eef5ca349ebf,62,,,"[99.9, 25.3]",3775654,1,,,,,-0.4164386,,Right Foot,,,"[110.3, 20.7]",,Ground Pass,,11.371895,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Lucy Whipp,31566.0,Right Defensive Midfield,8,Birmingham City WFC,969,['e8fbca98-d434-4db8-b052-dff452c6a13c'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:35.944,Pass,
,,,,,,,,,,,,,,,,1.117309,,,,,,,,,,,,46261b57-4cf8-447d-96cd-4b98119abe9e,66,,,"[113.8, 21.6]",3775654,1,,,,,1.5707964,,Left Foot,True,,"[113.8, 44.1]",,Ground Pass,,22.5,Incomplete,,,,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Back,8,Birmingham City WFC,969,"['6e5795c2-3d37-4eee-bf19-1001d07f995f', '852fccd0-8d9a-43ee-919b-09114ed3bd9d']",38,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:38.158,Pass,True
,,,,,,,,,,,,,,,,2.193862,,,,,,,,,,,,079cf838-1bcf-439a-a1db-e724f2dbc66e,72,,,"[120.0, 80.0]",3775654,2,,,,,-1.7927977,c4d31d48-f99f-43f9-b2ea-bf465c118586,Right Foot,,,"[111.4, 41.9]",,High Pass,,39.058544,,True,Ruesha Littlejohn,35406.0,True,,,Outswinging,,Corner,1,From Corner,Sarah Emma Mayling,19500.0,Right Wing,9,Birmingham City WFC,969,['943165e7-aebb-4655-a03d-d0b0156e44c5'],10,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:10.374,Pass,
,,,,,,,,,,,,,,,,1.726185,,,,,,,,,,,,6df694c5-9777-4bdb-82bb-30eba296a451,77,,,"[6.0, 36.0]",3775654,2,,,,,1.5941565,,Right Foot,,,"[5.5, 57.4]",,Ground Pass,,21.40584,,,Kiera Skeels,36799.0,,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,10,Bristol City WFC,973,['b991cdff-6736-4a37-bed8-fb731c6f8eb5'],29,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:29.528,Pass,
,,,,,,,,,,,,,,,,2.051641,,,,,,,,,,,,32d2a385-2171-4049-bc2e-bd6ced301b46,80,,,"[21.5, 59.6]",3775654,2,,,,,-2.0561795,,Right Foot,,,"[11.9, 41.4]",,Ground Pass,,20.576685,,,Sophie Baggaley,16376.0,,,,,,,1,From Goal Kick,Kiera Skeels,36799.0,Right Center Back,10,Bristol City WFC,973,['34f049c7-dfcd-41b0-a0e6-bb653b69d44b'],35,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:35.004,Pass,
,,,,,,,,,,,,,,,,2.121077,,,,,,,,,,,,4ac1a1a1-c55b-4c64-b9b7-15d7d4790fa4,83,,,"[14.1, 40.6]",3775654,2,,,,,-1.241172,,Right Foot,,,"[24.5, 10.2]",,Ground Pass,,32.129738,,,Gemma Evans,16381.0,,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,10,Bristol City WFC,973,['39b5383d-b12f-46ec-a42b-106f38cd9583'],38,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:38.521,Pass,
,,,,,,,,,,,,,,,,1.473024,,,,,,,,,,,,c8a15397-cde9-4151-9639-78a49797cd68,86,,,"[28.9, 6.6]",3775654,2,,,,,2.087921,,Left Foot,,,"[19.8, 22.6]",,Ground Pass,,18.406792,,,Ella Jade Mastrantonio,46737.0,,,,,,,1,From Goal Kick,Gemma Evans,16381.0,Left Center Back,10,Bristol City WFC,973,['5b5c684b-f45f-4cab-8255-19d0710149ef'],42,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:42.557,Pass,
,,,,,,,,,,,,,,,,2.281225,,,,,,,,,,,,df414a30-7890-4ce9-8c45-f380dd7c68ad,90,,,"[19.5, 23.7]",3775654,2,,,,,1.3624363,,Right Foot,,,"[26.9, 58.7]",,Low Pass,,35.773735,,,Kiera Skeels,36799.0,,,,,,,1,From Goal Kick,Ella Jade Mastrantonio,46737.0,Center Defensive Midfield,10,Bristol City WFC,973,['7169208a-09f1-4ea6-a3ce-29b4a285171d'],44,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:44.890,Pass,
,,,,,,,,,,,,,,,,0.859036,,,,,,,,,,,,e5c876de-9dfe-4188-987c-e88efe908320,93,,,"[34.1, 59.6]",3775654,2,,,,,-0.29799694,,Right Foot,,,"[48.1, 55.3]",,Ground Pass,,14.645477,,,Carla Humphrey,16384.0,,,,,,,1,From Goal Kick,Kiera Skeels,36799.0,Right Center Back,10,Bristol City WFC,973,['00baefc2-a39f-4393-9070-446bc1111b1e'],48,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:48.996,Pass,
,,,,,,,,,,,,,,,,1.416762,,,,,,,,,,,,e2505c4b-599f-43d8-8eed-7b97744ba56c,97,,,"[44.9, 47.3]",3775654,2,,,,,-2.5863295,,Right Foot,,,"[34.1, 40.6]",,Ground Pass,,12.709445,,,Ella Jade Mastrantonio,46737.0,,,,,,,1,From Goal Kick,Carla Humphrey,16384.0,Right Center Midfield,10,Bristol City WFC,973,"['43928761-c828-4cbc-82c5-e8f150920365', 'd8f2d32c-b43c-46a0-983a-10f2af34bcff']",51,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:51.451,Pass,True
,,,,,,,,,,,,,,,,2.161222,,,,,,,,,,,,ad7aa278-6abb-4279-93ab-b3de5d3ed965,100,,,"[41.2, 39.3]",3775654,2,,,,,-1.4768707,,Right Foot,,,"[43.8, 11.7]",,Ground Pass,,27.722193,,,Gemma Evans,16381.0,,,,,,,1,From Goal Kick,Ella Jade Mastrantonio,46737.0,Center Defensive Midfield,10,Bristol City WFC,973,['c1a4b050-7aef-48e0-a82c-2f0405e9fb97'],55,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:55.417,Pass,
,,,,,,,,,,,,,,,,2.800657,,,,,,,,,,,,eab18378-4c16-4f67-b8e7-92d4257bce7d,103,,,"[48.6, 10.2]",3775654,2,,,,,0.21687362,,Left Foot,,,"[66.3, 14.1]",,Ground Pass,,18.124569,Incomplete,,Ebony Salmon,31527.0,,,,,,,1,From Goal Kick,Gemma Evans,16381.0,Left Center Back,10,Bristol City WFC,973,"['11ad4663-c659-4058-94d3-e28ea44db5aa', 'ac4997e6-2e3b-4717-94ef-693a93fef2fb']",58,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:58.582,Pass,
,,,,,,,,,,,,,,,,1.325586,,,,,,,,,,,,6300d4bb-7971-4fea-a4a4-48305db5f83b,107,,,"[50.1, 74.2]",3775654,3,,,,,-0.9086375,,Right Foot,,,"[64.6, 55.6]",,Ground Pass,,23.584105,,,Ruesha Littlejohn,35406.0,,,,,,,1,From Goal Kick,Harriet Scott,19592.0,Right Back,10,Bristol City WFC,973,['47b3d4db-2e88-4c3b-99b5-b8f7d4b8e6e8'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:02.056,Pass,
,,,,,,,,,,,,,,,,0.709612,,,,,,,,,,,,7d0f7c52-d0b7-4fdd-9f43-86442dd3b902,115,,,"[46.0, 26.5]",3775654,3,,,,,0.82297444,,Right Foot,,,"[52.4, 33.4]",,Ground Pass,,9.411163,,,Carla Humphrey,16384.0,,,,,,,1,From Goal Kick,Molly Pike,31564.0,Left Center Midfield,10,Bristol City WFC,973,['029d5f26-82af-4fb6-8000-4d078f941bb6'],6,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:06.916,Pass,
,,,,,,,,,,,,,,,,1.444214,,,,,,,,,,,,d9ecea55-bc68-4d9d-a074-0b4d60b5093c,118,,,"[51.4, 36.4]",3775654,3,,,,,2.1573641,,Right Foot,,,"[40.7, 52.5]",,Low Pass,,19.331322,,,Yana Daniëls,10093.0,,,,,,,1,From Goal Kick,Carla Humphrey,16384.0,Right Center Midfield,10,Bristol City WFC,973,['740ad3a7-9711-4c4a-b674-303a2abb95c3'],8,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:08.487,Pass,
,,,,,,,,,,,,,,,,4.710243,,,,,,,,,,,,828b0388-012e-4f2b-a770-1016c96defc5,121,,,"[43.4, 55.7]",3775654,3,,,,,0.14829355,,Right Foot,,,"[109.0, 65.5]",,High Pass,,66.32797,Incomplete,,Abigail Harrison,23412.0,,,,,,,1,From Goal Kick,Yana Daniëls,10093.0,Right Back,10,Bristol City WFC,973,"['2846e405-1bd2-433e-97c0-59e71af4c8fd', '447a67e7-3ea2-4067-bdc7-53020f0b3baf']",13,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:13.505,Pass,
,,,,,,,,,,,,,,,,1.13872,,,,,,,,,,,,9fbe0dc9-fa97-4143-8ecd-050c934d5e54,136,,,"[33.9, 10.7]",3775654,3,,,,,2.307845,,Head,,,"[28.0, 17.2]",,Low Pass,,8.778382,Incomplete,,Georgia Brougham,15574.0,,,,,,Recovery,1,From Goal Kick,Jamie-Lee Napier,32169.0,Left Wing,10,Bristol City WFC,973,"['05d0a473-b42e-4e28-b43d-8d2233c09ac7', 'c0cf93c0-c5b3-4c31-bac1-4542ef464f64']",26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:26.380,Pass,
,,,,,,,,,,,,,,,,2.712853,,,,,,,,,,,,694ce056-90b9-454a-9d8a-5bd3f2a64824,141,,,"[109.8, 71.3]",3775654,3,,,,,-1.357186,,Right Foot,True,,"[119.8, 25.2]",,High Pass,,47.17213,Out,,,,,,True,,,,1,From Goal Kick,Yana Daniëls,10093.0,Right Back,10,Bristol City WFC,973,,31,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:31.293,Pass,
,,,,,,,,,,,,,,,,3.452825,,,,,,,,,,,,a0fa014f-774e-4b71-9e1c-e490630934de,142,,,"[7.0, 44.1]",3775654,4,,,,,-0.036287695,,Right Foot,,,"[67.6, 41.9]",,High Pass,,60.63992,,,Claudia Walker,15580.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,11,Birmingham City WFC,969,['dae81fe3-c048-4d6a-8e29-fb43987649dc'],3,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:03.234,Pass,
,,,,,,,,,,,,,,,,1.086233,,,,,,,,,,,,ebc496f9-b7ea-44c9-bd51-0dd4cafddaee,153,,,"[62.6, 23.5]",3775654,4,,,,,-0.25670832,,Right Foot,,,"[78.6, 19.3]",,Ground Pass,,16.542068,,,Ebony Salmon,31527.0,,,,,,Free Kick,1,From Free Kick,Ella Jade Mastrantonio,46737.0,Center Defensive Midfield,13,Bristol City WFC,973,['6bc468eb-988c-416b-8dd6-208f0698e393'],22,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:22.346,Pass,
,,,,,,,,,,,,,,,,1.912806,,,,,,,,,,,,8a1a0188-9e59-4ab6-b777-b485d4eead5c,157,,,"[77.1, 16.7]",3775654,4,,,,,-1.0786529,,Left Foot,,,"[86.0, 0.1]",,Ground Pass,,18.835339,Out,,Jemma Elizabeth Purfield,24239.0,,,,,,,1,From Free Kick,Ebony Salmon,31527.0,Left Midfield,13,Bristol City WFC,973,['9945420c-b402-4e2b-9901-85eaec44bf4c'],23,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:23.988,Pass,
,,,,,,,,,,,,,,,,0.930334,,,,,,,,,,,,148a4563-6e03-49ee-931f-0f2c0cae960a,159,,,"[30.2, 80.0]",3775654,4,,,,,-0.18491355,,,,,"[44.1, 77.4]",,Low Pass,,14.141075,,,Ruesha Littlejohn,35406.0,,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,14,Birmingham City WFC,969,['78f854de-ceb9-4b09-8fdd-f50fea003b3f'],40,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:40.024,Pass,
