ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1bf3ff34-07a6-4a05-be3a-bc1089f4f383,1,,,,3775552,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6ab07250-5c52-4bc6-b53f-d7fb56c4b6ef,2,,,,3775552,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0dd63406-bad8-48f5-bcce-c8a2e7608b2d,3,,,,3775552,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['6724ecc2-ffbc-45f4-b922-5c64e9140228'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6724ecc2-ffbc-45f4-b922-5c64e9140228,4,,,,3775552,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['0dd63406-bad8-48f5-bcce-c8a2e7608b2d'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,052c6360-1d9a-4ff4-87ed-6a54b2165efd,1706,,,,3775552,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Tottenham Hotspur Women,749,['5525ca97-cb58-49fe-8ee5-59a0ffd08113'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5525ca97-cb58-49fe-8ee5-59a0ffd08113,1707,,,,3775552,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Tottenham Hotspur Women,749,['052c6360-1d9a-4ff4-87ed-6a54b2165efd'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.450873,,,,,,,,,,,,,,,b10c7389-d787-4b2b-ab25-0dafe77a3445,5,,,"[60.0, 40.0]",3775552,0,,,,,-2.907052,,Right Foot,,,,"[48.7, 37.3]",,Ground Pass,,11.61809,,,Abbey-Leigh Stringer,15573.0,,,,,,Kick Off,1,From Kick Off,Valérie Gauvin,25442.0,Center Forward,2,Everton LFC,967,['d7d08c1b-5851-4715-b399-ccce3aae03ab'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.504,Pass,
,,,,,,,,,,,,,,,,1.28041,,,,,,,,,,,,,,,da778837-5787-426e-9da6-3bb6f58dec9e,7,,,"[49.9, 37.3]",3775552,0,,,,,-0.41113025,,Right Foot,,,,"[82.7, 23.0]",,Low Pass,,35.7817,Incomplete,,,,,,,,,,1,From Kick Off,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,2,Everton LFC,967,['f0274f00-ffd8-4262-bf9f-c6a31b75dde6'],1,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:01.955,Pass,
,,,,,,,,,,,,,,,,3.510872,,,,,,,,,,,,,,,f0274f00-ffd8-4262-bf9f-c6a31b75dde6,8,,,"[37.4, 57.1]",3775552,0,,,,,0.58204013,,Right Foot,,,,"[64.6, 75.0]",,Low Pass,,32.56148,Incomplete,,Kit Graham,31551.0,,,,,,Recovery,1,From Kick Off,Alanna Stephanie Kennedy,5078.0,Right Defensive Midfield,2,Everton LFC,967,"['2dc3b8b0-20ae-4bb5-a928-59c138508693', 'c8153d74-bfb2-4e67-8120-4121cd4de6e5', 'da778837-5787-426e-9da6-3bb6f58dec9e']",3,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:03.236,Pass,
,,,,,,,,,,,,,,,,6.601812,,,,,,,,,,,,,,,2dc3b8b0-20ae-4bb5-a928-59c138508693,10,,,"[55.5, 5.1]",3775552,0,,,,,-0.064742394,,Left Foot,,,,"[106.4, 1.8]",,High Pass,,51.006863,Incomplete,,Nicoline Sørensen,10274.0,,,,,,Recovery,1,From Kick Off,Rikke Læntver Sevecke,15789.0,Left Center Back,2,Everton LFC,967,"['540547f3-2768-470d-a0a5-eabe29f00987', 'b06206a7-7c77-4494-93a0-7eaae4ffe94a', 'f0274f00-ffd8-4262-bf9f-c6a31b75dde6']",6,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.746,Pass,
