50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,db0a2873-d3af-4455-a8c5-29392cc4b8a4,1,,,3775572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3e8a7269-f5c7-4e1a-90b1-b5671839f055,2,,,3775572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,40ed1c97-cfe9-453f-a9ef-a4e42c06d1b1,3,,,3775572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['1bfee10a-50dc-4522-9e3b-51ef4202d0c9'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1bfee10a-50dc-4522-9e3b-51ef4202d0c9,4,,,3775572,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['40ed1c97-cfe9-453f-a9ef-a4e42c06d1b1'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,eb8e7789-c438-4192-bb9b-457707dbaf28,1766,,,3775572,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Birmingham City WFC,969,['b9164d0c-7383-46ae-859c-0034c055b2d7'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,b9164d0c-7383-46ae-859c-0034c055b2d7,1767,,,3775572,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Birmingham City WFC,969,['eb8e7789-c438-4192-bb9b-457707dbaf28'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.376595,,,,,,,,,,de3e5258-e6c6-45e8-95f5-77cecb0644f5,5,,"[60.0, 40.0]",3775572,0,,,,,-2.5619776,,Right Foot,,,,"[35.1, 23.7]",,Ground Pass,,29.760712,,,,Magdalena Lilly Eriksson,4633.0,,,,,,Kick Off,1,From Kick Off,Erin Cuthbert,4660.0,Left Center Midfield,2,Chelsea FCW,971,['dfdd6346-5c82-4408-9418-379922e387ba'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.484,Pass,
,,,,,,,,,,,,,,,,,3.942149,,,,,,,,,,12463c14-5de7-4d54-915a-cc22b808197a,8,,"[28.1, 20.5]",3775572,0,,,,,0.14690536,,Left Foot,,,,"[111.9, 32.9]",,High Pass,,84.712456,,Incomplete,,Bethany England,15550.0,,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,"['b5ca0019-8ce4-4390-ba9a-6c8498a30225', 'fa3d7513-33ef-4e7d-803e-715b9cb104cb']",3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.412,Pass,
,,,,,,,,,,,,,,,,,2.957588,,,,,,,,,,8c00efc2-e2dd-4d50-be1c-4a2b81c2b0b4,13,,"[21.2, 32.7]",3775572,0,,,,,0.11710875,,Right Foot,,,,"[79.0, 39.5]",,High Pass,,58.198624,,Incomplete,,Claudia Walker,15580.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,"['00e846b9-337e-4fd8-9ab6-37bc58ae1bca', '26e98700-92c8-4728-9bcb-a5b12ef2b792', 'da5798ee-f1d4-4d34-8313-1e65f31f09c8']",21,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:21.867,Pass,True
,,,,,,,,,,,,,,,,,2.590721,,,,,,,,,,26e98700-92c8-4728-9bcb-a5b12ef2b792,15,,"[41.1, 40.6]",3775572,0,,,,,-0.37003234,,Head,,,,"[69.2, 29.7]",,High Pass,,30.140007,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Birmingham City WFC,969,"['8c00efc2-e2dd-4d50-be1c-4a2b81c2b0b4', 'ad65a504-16bd-4b5b-b23b-5f1556a58849']",24,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:24.825,Pass,
