50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b32637e5-31a7-4649-9d7a-75b2a5e22131,1,,,,3775605,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e47d3f03-dd06-4b04-9deb-2f1220188543,2,,,,3775605,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,59f8ef42-40e7-4b86-bde7-4821509b32b3,3,,,,3775605,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['1ad54fdf-5e15-421d-9dc7-cb5791d57e1c'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1ad54fdf-5e15-421d-9dc7-cb5791d57e1c,4,,,,3775605,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['59f8ef42-40e7-4b86-bde7-4821509b32b3'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5c3a1617-a0f2-493d-9efe-1934beb73942,1755,,,,3775605,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Tottenham Hotspur Women,749,['2f311edc-b467-444d-9b35-7987f6d154e2'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2f311edc-b467-444d-9b35-7987f6d154e2,1756,,,,3775605,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Tottenham Hotspur Women,749,['5c3a1617-a0f2-493d-9efe-1934beb73942'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.576689,,,,,,,,,,,,,,f1f60e4b-76c0-4145-84e8-a26a6a16f38e,5,,,"[60.0, 40.0]",3775605,0,,,,-3.006065,,Right Foot,,,,"[40.2, 37.3]",,Ground Pass,,19.983242,,,Magdalena Lilly Eriksson,4633.0,,,,,Kick Off,1,From Kick Off,So-Yun Ji,4647.0,Left Defensive Midfield,2,Chelsea FCW,971,['c17f40b0-8cab-468d-b7e9-3ce77b541628'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.608,Pass,
,,,,,,,,,,,,,,,,2.672418,,,,,,,,,,,,,,0a7cae97-b552-43e2-8480-7926c9f242ab,8,,,"[40.2, 38.0]",3775605,0,,,,-0.38352752,,Left Foot,,,,"[80.1, 21.9]",,High Pass,,43.025806,,,Guro Reiten,10514.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,['d76a7960-1138-4bc1-b835-0cc128906c35'],3,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.560,Pass,
,,,,,,,,,,,,,,,,1.196877,,,,,,,,,,,,,,f70ad41d-58b6-42d7-823c-da8bef262261,10,,,"[80.1, 21.9]",3775605,0,,,True,0.5404195,,,,,,"[90.6, 28.2]",,High Pass,,12.244999,Incomplete,,Samantha May Kerr,4961.0,,,,,,1,From Kick Off,Guro Reiten,10514.0,Left Wing,2,Chelsea FCW,971,"['5ae44671-8b2b-4e3e-a78b-426909fbba5c', '986268d5-e149-4fde-898a-d0655957d933', 'b77326e2-b3dc-4c60-9615-79a110ba57b2']",6,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:06.232,Pass,True
,,,,,,,,,,,,,,,,0.977173,,,,,,,,,,,,,,20770672-147e-4c4f-a01f-2e57f72b8492,16,,,"[70.8, 21.2]",3775605,0,,,,-1.9824677,,Right Foot,,,,"[67.7, 14.1]",,Ground Pass,,7.7472577,Unknown,,,,,,,,,1,From Kick Off,So-Yun Ji,4647.0,Left Defensive Midfield,2,Chelsea FCW,971,,9,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:09.821,Pass,
