ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.965112,,,,,,,,,,,00beac4e-94bd-492c-9f7c-327add8e34b1,22,,,"[34.7, 66.3]",2275157,0,,,,0.13901521,,Left Foot,,,"[59.0, 69.7]",,Ground Pass,,24.536707,Incomplete,,Fara Williams,10251.0,,,,,,Recovery,1,From Free Kick,Jade Moore,10190.0,Right Defensive Midfield,3,Manchester United,1475,"['232f8668-35d5-4fd4-bcdd-5914cdaef728', '8e904cb9-f022-4f6e-b7cf-3b72603f4f02']",24,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:24.171,Pass,
,,,,,,,,,,,,,,,,,0.786966,,,,,,,,,,,f190c99c-94bf-4ad6-837a-53dd5a34a6f5,26,,,"[71.3, 8.5]",2275157,0,,,,-1.743657,,Right Foot,,,"[70.2, 2.2]",,Ground Pass,,6.395311,,,Martha Harris,32618.0,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['926823c7-34f3-4dee-aa11-1e9437be5c11'],30,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:30.030,Pass,
,,,,,,,,,,,,,,,,,1.441767,,,,,,,,,,,acfa1b45-febc-49a8-b060-b71cc595bede,29,,,"[71.1, 2.2]",2275157,0,,,,0.14816003,,Left Foot,,,"[97.9, 6.2]",,Ground Pass,,27.096863,,,Jackie Groenen,10654.0,,,,,,,1,From Free Kick,Martha Harris,32618.0,Left Back,3,Manchester United,1475,['c6a087af-00de-4cc8-8b96-2760cb44fcbf'],31,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:31.019,Pass,
,,,,,,,,,,,,,,,,,1.147597,,,,,,,,,,,621cf19b-9608-483f-bb9b-a7e294429532,36,,,"[101.7, 15.1]",2275157,0,,,,1.2368512,5a86ddbf-4ba0-4a95-8f54-9d5fa5396e52,Right Foot,,,"[105.1, 24.9]",,Ground Pass,,10.373042,,,Leah Galton,31539.0,True,,,,,,1,From Free Kick,Jackie Groenen,10654.0,Center Attacking Midfield,3,Manchester United,1475,['2d219d4d-7931-4609-a7bf-37539e9c01d5'],35,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:35.476,Pass,
,,,,,,,,,,,,,,,,,1.717634,,,,,,,,,,,c8c65977-2601-4e52-a253-d0765f948c56,52,,,"[114.6, 18.6]",2275157,0,,,,-2.2447183,,Right Foot,,,"[102.7, 3.7]",,Low Pass,,19.068823,,,Martha Harris,32618.0,,,,,,,1,From Free Kick,Leah Galton,31539.0,Left Wing,3,Manchester United,1475,['7faa8cb2-9648-457d-8c4c-a49d61665643'],43,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:43.563,Pass,
,,,,,,,,,,,,,,,,,1.67149,,,,,,,,,,,bf049801-ae70-4dda-a0fa-bba65a002dd2,56,,,"[102.6, 3.2]",2275157,0,,,,1.6990286,,Left Foot,,,"[98.1, 38.1]",,High Pass,,35.18892,,,Jackie Groenen,10654.0,,,,,,,1,From Free Kick,Martha Harris,32618.0,Left Back,3,Manchester United,1475,['aa0df1f2-1196-4e49-b8bd-9ad75a7e9c45'],45,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:45.880,Pass,
,,,,,,,,,,,,,,,,,1.606601,,,,,,,,,,,a90fefed-0ec5-4b9d-abc5-93cd09c2c29e,65,,,"[77.9, 0.1]",2275157,1,,,,1.6697091,,,,,"[75.3, 26.3]",,Low Pass,,26.328691,,,Jade Moore,10190.0,,,,,,Throw-in,1,From Throw In,Rachel Rowe,19780.0,Left Back,5,Reading WFC,974,['9dcca4ed-66e0-449b-927e-930b5ea7c573'],12,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:12.866,Pass,
,,,,,,,,,,,,,,,,,3.601317,,,,,,,,,,,ca7ae23e-9fe1-46d4-b67e-449976826950,69,,,"[75.0, 27.1]",2275157,1,,,,0.83223885,,Left Foot,,,"[99.4, 53.9]",,Ground Pass,,36.24362,Incomplete,,Brooke Chaplen,15723.0,,,,,,,1,From Throw In,Jade Moore,10190.0,Right Defensive Midfield,5,Reading WFC,974,"['46e78a98-94b9-4f6a-bfe6-e951653adac4', '568b866e-4389-4909-9732-093722394f96', 'bca47412-6c63-48b2-a0d3-05c0d713aa76']",15,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:15.621,Pass,True
,,,,,,,,,,,,,,,,,1.724163,,,,,,,,,,,46e78a98-94b9-4f6a-bfe6-e951653adac4,71,,,"[20.7, 26.2]",2275157,1,,,,2.5396295,,Right Foot,,,"[7.6, 35.2]",,Ground Pass,,15.893709,,,Mary Alexandra Earps,31538.0,,,,,,Recovery,1,From Throw In,Martha Harris,32618.0,Left Back,5,Reading WFC,974,"['3852eecb-a199-4722-8337-b7c4d4017aa7', 'ca7ae23e-9fe1-46d4-b67e-449976826950']",19,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:19.222,Pass,
,,,,,,,,,,,,,,,,,3.346922,,,,,,,,,,,efc337f4-306d-46ad-bd1d-ca5c6882c63a,73,,,"[11.1, 32.9]",2275157,1,,,,-0.22186776,,Left Foot,,,"[54.1, 23.2]",,High Pass,,44.080494,Incomplete,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,5,Reading WFC,974,"['18944f83-b240-4366-a971-9a3744619ebe', 'a4518550-a0db-4e98-9538-4a8500786f5e']",20,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:20.946,Pass,
,,,,,,,,,,,,,,,,,1.724488,,,,,,,,,,,5a266168-4cb4-431f-a6f6-f813e70ee9f5,81,,,"[89.2, 51.9]",2275157,2,,,,-0.4717775,,Right Foot,,,"[103.9, 44.4]",,High Pass,,16.502728,Incomplete,,Remi Allen,18149.0,,,,,,Free Kick,1,From Free Kick,Brooke Chaplen,15723.0,Right Wing,6,Reading WFC,974,"['3b020989-cdee-4ca9-8b06-b4726aa14789', '56ae22f3-c763-4435-a6fb-5e9534a3275f']",4,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:04.304,Pass,
,,,,,,,,,,,,,,,,,0.643289,,,,,,,,,,,62fbc701-8b9d-43d0-9cd7-f35ced423040,84,,,"[87.7, 44.3]",2275157,2,,,,0.9197196,,Head,,,"[92.5, 50.6]",,Low Pass,,7.920227,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Jade Moore,10190.0,Right Defensive Midfield,6,Reading WFC,974,['f74b6cbd-4efe-431b-8cc1-7eacb8ee9518'],7,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:07.025,Pass,
,,,,,,,,,,,,,,,,,2.693863,,,,,,,,,,,f74b6cbd-4efe-431b-8cc1-7eacb8ee9518,85,,,"[27.6, 29.5]",2275157,2,,,,0.516789,,Left Foot,,,"[45.9, 39.9]",,Low Pass,,21.048754,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Jackie Groenen,10654.0,Center Attacking Midfield,6,Reading WFC,974,"['62fbc701-8b9d-43d0-9cd7-f35ced423040', 'cf18c5f1-3892-4a13-bafb-004ea90ee7cb']",7,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:07.669,Pass,
,,,,,,,,,,,,,,,,,0.827872,,,,,,,,,,,cf18c5f1-3892-4a13-bafb-004ea90ee7cb,87,,,"[74.2, 40.2]",2275157,2,,,,0.5565993,,Right Foot,,,"[83.2, 45.8]",,Ground Pass,,10.6,,,Brooke Chaplen,15723.0,,,,,,Recovery,1,From Free Kick,Kristine Leine,31628.0,Right Center Back,6,Reading WFC,974,"['413bec09-51af-4263-8f65-f61d3e6dc147', 'ef6ff249-a5d1-4c67-8c02-7d7b89f284ef', 'f74b6cbd-4efe-431b-8cc1-7eacb8ee9518']",10,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:10.363,Pass,True
,,,,,,,,,,,,,,,,,0.171841,,,,,,,,,,,a91f95bb-3f50-4763-8ec3-1a2d184a2a18,91,,,"[71.8, 52.3]",2275157,2,,,,-2.228685,,Left Foot,,,"[70.1, 50.1]",,Low Pass,,2.7802877,Incomplete,,Sophie Howard,15720.0,,,,,,,1,From Free Kick,Brooke Chaplen,15723.0,Right Wing,6,Reading WFC,974,"['bd4655b8-06e9-4063-9388-7b557a59bf63', 'c6200dba-91b2-449d-84cb-e6c8a46bd57c']",15,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:15.352,Pass,
,,,,,,,,,,,,,,,,,1.079061,,,,,,,,,,,e77f1b83-cfb3-4063-9563-0dff80111511,96,,,"[52.5, 31.4]",2275157,2,,,,-1.3559809,,Right Foot,,,"[57.3, 9.4]",,High Pass,,22.51755,,,Jackie Groenen,10654.0,,,,,,,1,From Free Kick,Leah Galton,31539.0,Left Wing,6,Reading WFC,974,['9de4e276-51c1-4cbb-9879-6a9c068c57eb'],18,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:18.305,Pass,
,,,,,,,,,,,,,,,,,1.706087,,,,,,,,,,,7ff8ebdc-9d0f-44a8-a4cd-48c94cd2f35b,105,,,"[27.0, 65.8]",2275157,3,,,,-0.5369108,,Right Foot,,,"[64.8, 43.3]",,High Pass,,43.98966,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,7,Reading WFC,974,['631a4149-6b0b-4443-8288-4b2a1307a63e'],4,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:04.695,Pass,
,,,,,,,,,,,,,,,,,0.97581,,,,,,,,,,,631a4149-6b0b-4443-8288-4b2a1307a63e,106,,,"[55.3, 36.8]",2275157,3,,,,0.28451848,,Head,,,"[65.9, 39.9]",,Low Pass,,11.044003,Incomplete,,Kirsty Hanson,31532.0,,,,,,Recovery,1,From Free Kick,Hayley Ladd,19501.0,Right Center Midfield,7,Reading WFC,974,"['3f9f8aec-b5ee-4ca8-a3b8-4f90faf60d93', '6394ca60-585a-4de0-b2a2-11cf523668cd', '7ff8ebdc-9d0f-44a8-a4cd-48c94cd2f35b']",6,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:06.401,Pass,
,,,,,,,,,,,,,,,,,2.704723,,,,,,,,,,,6394ca60-585a-4de0-b2a2-11cf523668cd,108,,,"[54.2, 40.2]",2275157,3,,,,1.2151605,,Right Foot,,,"[58.1, 50.7]",,High Pass,,11.200892,Incomplete,,Jade Moore,10190.0,,,,,,Recovery,1,From Free Kick,Rachel Rowe,19780.0,Left Back,7,Reading WFC,974,"['574f8501-f373-4ef8-bc4c-a6b7338ee3f3', '631a4149-6b0b-4443-8288-4b2a1307a63e', '96440357-9a24-49ee-88ef-fb4866475832']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:07.377,Pass,
,,,,,,,,,,,,,,,,,1.632114,,,,,,,,,,,4ecd1357-e574-4c65-921d-776456fce234,114,,,"[63.9, 40.5]",2275157,3,,,,-0.66104317,,Right Foot,,,"[92.7, 18.1]",,High Pass,,36.485615,Incomplete,,Martha Harris,32618.0,,,,,,Free Kick,1,From Free Kick,Hayley Ladd,19501.0,Right Center Midfield,8,Manchester United,1475,"['575be1fd-30a2-410f-9089-d16cee39f94c', '87fd850d-72d6-40ef-8249-d09f86541bdb']",22,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:22.744,Pass,
,,,,,,,,,,,,,,,,,4.459516,,,,,,,,,,,a8c01eab-efbe-49d3-ba81-bab5158106ee,119,,,"[23.2, 49.3]",2275157,3,,,,-0.26926684,,Right Foot,,,"[87.7, 31.5]",,High Pass,,66.911064,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,8,Manchester United,1475,"['4e5bd718-4722-440f-b292-b008dc8021c7', 'd6599cb9-d17d-4ef4-88bd-f9f2152e12ae']",45,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:45.661,Pass,
,,,,,,,,,,,,,,,,,2.476099,,,,,,,,,,,d6599cb9-d17d-4ef4-88bd-f9f2152e12ae,121,,,"[32.4, 48.6]",2275157,3,,,,-2.6067865,,Right Foot,,,"[14.0, 37.7]",,Ground Pass,,21.386211,,,Mary Alexandra Earps,31538.0,,,,,,Recovery,1,From Free Kick,Amy Turner,31533.0,Right Back,8,Manchester United,1475,"['25fe5496-1dea-45dc-a2e2-70df65fd90bb', 'a8c01eab-efbe-49d3-ba81-bab5158106ee']",50,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:50.121,Pass,
,,,,,,,,,,,,,,,,,2.127468,,,,,,,,,,,dce95871-a8e2-4c5b-bc6d-0829a7ab43a5,125,,,"[12.4, 36.7]",2275157,3,,,,-0.7326568,,Left Foot,,,"[47.3, 5.3]",,High Pass,,46.94646,Incomplete,,Leah Galton,31539.0,,,,,,,1,From Free Kick,Mary Alexandra Earps,31538.0,Goalkeeper,8,Manchester United,1475,"['0e015ae1-9533-4af3-a686-09fd56e6f231', 'bbcdad33-b2cb-4cb0-abab-2adad7050d0a']",53,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:53.428,Pass,
,,,,,,,,,,,,,,,,,1.938931,,,,,,,,,,,bbcdad33-b2cb-4cb0-abab-2adad7050d0a,127,,,"[72.8, 74.8]",2275157,3,,,,-0.8407352,,Head,,,"[89.0, 56.7]",,High Pass,,24.290945,,,Fara Williams,10251.0,,,,,,Recovery,1,From Free Kick,Angharad James,15577.0,Right Back,8,Manchester United,1475,"['3e69fa4f-92d0-4e07-a2ff-f525ec6ab0f5', 'dce95871-a8e2-4c5b-bc6d-0829a7ab43a5']",55,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:55.555,Pass,
,,,,,,,,,,,,,,,,,0.896596,,,,,,,,,,,79de8325-7cd1-4833-b7a6-fe41c89bad4e,133,,,"[27.8, 25.3]",2275157,3,,,,-0.08314123,,Right Foot,,,"[35.0, 24.7]",,Ground Pass,,7.2249565,,,Katie Zelem,31540.0,,,,,,,1,From Free Kick,Hayley Ladd,19501.0,Right Center Midfield,8,Manchester United,1475,['fb4f9827-c51b-402d-8a77-29a4ab38fc7d'],58,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:58.191,Pass,
,,,,,,,,,,,,,,,,,0.774669,,,,,,,,,,,568a8f58-de43-4298-8e9e-20ff01d5a684,145,,,"[92.4, 52.9]",2275157,4,,,,-2.0749624,,Left Foot,,,"[90.8, 50.0]",,Ground Pass,,3.312099,,,Fara Williams,10251.0,,,,,,,1,From Free Kick,Brooke Chaplen,15723.0,Right Wing,8,Manchester United,1475,['abae5446-2a92-4cd4-a82c-1924e378f0e1'],3,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:03.624,Pass,
,,,,,,,,,,,,,,,,,2.63186,,,,,,,,,,,07526290-6d83-4413-b49f-a0fecf5b4df0,152,,,"[105.7, 49.3]",2275157,4,,,,0.9514233,,Right Foot,,,"[113.4, 60.1]",,Ground Pass,,13.263861,,,Lisa-Marie Utland,10387.0,,,,,,,1,From Free Kick,Brooke Chaplen,15723.0,Right Wing,8,Manchester United,1475,['4bc8c29c-3b71-47af-9879-21a445cdd21d'],7,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:07.560,Pass,
,,,,,,,,,,,,,,,,,0.153999,,,,,,,,,,,29dd82e2-1a36-4790-875e-0e637c2a9cdf,156,,,"[116.8, 59.0]",2275157,4,,,,-1.6373645,,Right Foot,,,"[116.6, 56.0]",,High Pass,,3.0066593,Incomplete,,Fara Williams,10251.0,,,,,,,1,From Free Kick,Lisa-Marie Utland,10387.0,Center Forward,8,Manchester United,1475,"['8b290794-fb3c-4c30-9937-64bfe70eccb6', '914dd394-9f6f-4d47-a845-1814e325f801']",11,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:11.672,Pass,
,,,,,,,,,,,,,,,,,1.350248,,,,,,,,,,,89107b03-899e-4674-9338-b9bd9b56a2aa,159,,,"[120.0, 80.0]",2275157,4,,,,-1.7067055,,Left Foot,,,"[115.2, 44.9]",,High Pass,True,35.426685,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Remi Allen,18149.0,Left Defensive Midfield,9,Reading WFC,974,['ff7bf9e9-0266-4e75-9199-22109133f204'],50,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:50.737,Pass,
,,,,,,,,,,,,,,,,,1.871924,,,,,,,,,,,7a8fa345-ca97-4229-8be1-468a6b071064,164,,,"[37.3, 20.3]",2275157,4,,,,-0.18961361,,Right Foot,,,"[67.0, 14.6]",,Ground Pass,,30.242023,,,Lauren James,31531.0,,,,,,,1,Regular Play,Leah Galton,31539.0,Left Wing,10,Manchester United,1475,"['11fb3e83-0199-4d61-b338-83828f12f5d6', '28e21ffd-ee35-474a-8385-8de4f2fd679b']",56,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:56.231,Pass,True
,,,,,,,,,,,,,,,,,2.026378,,,,,,,,,,,57e5f56e-a8c5-4542-855c-82e8f137c55b,169,,,"[65.5, 17.6]",2275157,5,,,,0.9367736,,Left Foot,,,"[88.0, 48.2]",,High Pass,,37.981705,,,Kirsty Hanson,31532.0,,,,,,,1,Regular Play,Lauren James,31531.0,Center Forward,10,Manchester United,1475,"['0cdc5c41-f29c-4ec7-a094-a8f3af39a6e4', '3ed425f9-0e1e-4298-ad1d-f9853f6b3357']",1,,,,,,,,,,,,,,,,,Manchester United,1475,00:05:01.043,Pass,True
,,,,,,,,,,,,,,,,,4.361859,,,,,,,,,,,8e2e6c52-fc84-4325-aa82-2bbd8f5c5e32,176,,,"[20.3, 13.9]",2275157,5,,,,-0.11452449,,Left Foot,,,"[74.2, 7.7]",,High Pass,,54.255413,Incomplete,,Lisa-Marie Utland,10387.0,,,,,,,1,Regular Play,Rachel Rowe,19780.0,Left Back,10,Manchester United,1475,"['0af4492b-c2d7-4bc8-b5e6-dd522e26e8a8', '4ea0a2c6-99ef-4457-8eb2-8537931fc5d4', '540d4ffb-e93d-496c-84cf-725f6b7b3a74']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:05:07.084,Pass,True
