50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,006fc96a-3d87-4fce-9c3f-03664ee6a312,1,,,3775604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6255f660-aa59-4b09-ae09-870ce2004e4d,2,,,3775604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,fa64f6c6-cb01-4617-947e-8ce102344c3c,3,,,3775604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['6765563b-6ec3-4ad5-93bc-c7c64ddc6d90'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6765563b-6ec3-4ad5-93bc-c7c64ddc6d90,4,,,3775604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['fa64f6c6-cb01-4617-947e-8ce102344c3c'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,82428290-46c0-41e8-b785-9316ccbb24b0,2063,,,3775604,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Manchester City WFC,746,['148e1637-6129-4198-a6b2-f7f21555d62a'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,148e1637-6129-4198-a6b2-f7f21555d62a,2064,,,3775604,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Manchester City WFC,746,['82428290-46c0-41e8-b785-9316ccbb24b0'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.126277,,,,,,,,,,aae5ef11-a120-4a7c-a72d-9f4dae24fd43,5,,"[61.0, 40.1]",3775604,0,,,,,2.956809,,Right Foot,,,,"[50.3, 42.1]",,Ground Pass,,10.885311,,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['8cc63991-8dbe-4fe6-af90-ab885b89ab9e'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.267,Pass,
,,,,,,,,,,,,,,,,,1.354787,,,,,,,,,,737f896e-0b81-421c-a74d-3bce1bfc9a83,8,,"[49.2, 47.9]",3775604,0,,,,,2.08347,,Right Foot,,,,"[39.8, 64.6]",,Ground Pass,,19.163769,,,Georgia Stanway,4643.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['4a55401c-9e8d-478b-b885-a0c69e544ee3'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.279,Pass,
,,,,,,,,,,,,,,,,,1.224926,,,,,,,,,,819a9b80-9fcf-4d17-8932-ca8e7ed59b8c,11,,"[40.9, 64.3]",3775604,0,,,,,-2.5869806,,Right Foot,,,,"[29.6, 57.3]",,Ground Pass,,13.2924795,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Georgia Stanway,4643.0,Right Back,2,Manchester City WFC,746,['ac52b931-6781-4fe4-b69a-c97c40dc7a22'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.569,Pass,
,,,,,,,,,,,,,,,,,1.301114,,,,,,,,,,ebbac7a9-82f3-4f2a-8973-a220b40b8c5b,14,,"[22.3, 56.0]",3775604,0,,,,,-2.2693057,,Right Foot,,,,"[9.2, 40.4]",,Ground Pass,,20.370813,,,Ellie Roebuck,4637.0,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Right Center Back,2,Manchester City WFC,746,['189c3f1b-649a-4a9e-959a-9216c5e34b1e'],6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.862,Pass,
