ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,2.125264,,,,,,,,,,,,,118e4612-729d-4c60-880d-9e9bbbdb214b,18,,"[6.0, 36.0]",19794,0,,,0.92092586,,,Right Foot,,,"[25.0, 61.0]",,Low Pass,31.400637,,Danique Kerkdijk,16383.0,,,,,,1,From Kick Off,Sophie Baggaley,16376.0,Goalkeeper,2,Bristol City WFC,973,['ffdc3d35-709f-4d40-9495-656b8d8a692e'],12,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:12.865,Pass,
,,,,,,,,,,,4.693101,,,,,,,,,,,,,23ed4d57-9aea-45db-a514-90d473ca103a,22,,"[29.0, 66.0]",19794,0,,,-0.043450896,54bfd169-6ff8-4399-9864-645c0b4c5b47,,Right Foot,,,"[98.0, 63.0]",,High Pass,69.065186,,Juliette Kemppi,16390.0,True,,Through Ball,True,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Bristol City WFC,973,"['7f7a4419-1822-45b8-867e-f167de6be65b', '9381a4e0-304e-4a6a-962f-3a918ce3268c']",16,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:16.287,Pass,True
,,,,,,,,,,,1.5309,,,,,,,,,,,,,4ec9b5cb-c645-48b9-ae63-017e114c96c7,28,,"[7.0, 45.0]",19794,0,,,0.30288488,,,Right Foot,,,"[23.0, 50.0]",,Ground Pass,16.763054,,Deanna Cooper,20061.0,,,,,Goal Kick,1,From Goal Kick,Carly Mitchell Telford,19421.0,Goalkeeper,3,Chelsea FCW,971,['cdcb2815-804c-4e90-99d8-5f65f2c1cb14'],36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:36.420,Pass,
,,,,,,,,,,,1.484008,,,,,,,,,,,,,ef6d0f38-133f-4467-832c-0e7fd791d5d3,31,,"[27.0, 51.0]",19794,0,,,1.484058,,,Left Foot,,,"[29.0, 74.0]",,Ground Pass,23.086792,,Hannah Jayne Blundell,17275.0,,,,,,1,From Goal Kick,Deanna Cooper,20061.0,Right Center Back,3,Chelsea FCW,971,['1ebf4cd1-d0f7-485e-8971-dc996697c7f0'],39,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:39.807,Pass,
,,,,,,,,,,,1.1621,,,,,,,,,,,,,31310610-bc85-4c12-b814-dafba3e9a284,34,,"[34.0, 75.0]",19794,0,,,0.0,,,Right Foot,,,"[50.0, 75.0]",,Ground Pass,16.0,,Erin Cuthbert,4660.0,,,,,,1,From Goal Kick,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,['f04b9873-6283-422a-b955-cd06c8f2b652'],42,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:42.777,Pass,
,,,,,,,,,,,1.364631,,,,,,,,,,,,,b9fbdfb0-f0d3-48ea-8378-536c7325d5e4,37,,"[50.0, 75.0]",19794,0,,,-3.0750246,,,Right Foot,,,"[35.0, 74.0]",,Ground Pass,15.033297,,Hannah Jayne Blundell,17275.0,,,,,,1,From Goal Kick,Erin Cuthbert,4660.0,Right Center Midfield,3,Chelsea FCW,971,['d30b59c9-c7ee-4bbd-8796-ac0aafb7e49a'],43,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:43.979,Pass,
,,,,,,,,,,,0.5201,,,,,,,,,,,,,a3004da5-c38e-4b79-a1e5-a4de76b0d5c8,41,,"[35.0, 76.0]",19794,0,,,-0.15264933,,,Right Foot,,,"[48.0, 74.0]",,Ground Pass,13.152946,Incomplete,Francesca Kirby,4641.0,,,,,,1,From Goal Kick,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,"['29f4308a-c176-453b-940b-ec8e4c240bcf', '421ea7e8-d5ad-47d1-99dc-c26af4a3ef7b', 'f332f1d2-247d-4185-bb50-b71fc97dbc8d']",47,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:47.481,Pass,True
,,,,,,,,,,,0.7663,,,,,,,,,,,,,aeadf238-ac65-461c-94d6-a23cb8b256b8,46,,"[82.0, 5.0]",19794,0,,,-1.8925469,,,Right Foot,,,"[81.0, 2.0]",,Ground Pass,3.1622777,,Ella Rutherford,16388.0,,,,,,1,Regular Play,Julie Biesmans,10095.0,Left Center Midfield,4,Bristol City WFC,973,"['2b038715-9796-40eb-aa6f-103913a9bac7', '6c14900c-a2df-4086-afe5-51ace3c36028']",51,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:51.399,Pass,True
,,,,,,,,,,,2.5503,,,,,,,,,,,,,ebf204ef-ec4c-49f8-ad0b-efb265a39644,49,,"[81.0, 2.0]",19794,0,,,1.047518,,,Left Foot,,,"[96.0, 28.0]",,Ground Pass,30.016663,Incomplete,Juliette Kemppi,16390.0,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Midfield,4,Bristol City WFC,973,"['64c8b7d3-af11-4e62-a4c7-22b7f5a8c82d', '6ff7d25f-696c-4e55-9db6-22e8fa5f3af3']",52,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:52.205,Pass,
,,,,,,,,,,,1.3279,,,,,,,,,,,,,2868557a-73e2-49ae-8525-24cd2c331271,56,,"[69.0, 4.0]",19794,0,,,0.11065722,,,Left Foot,,,"[78.0, 5.0]",,High Pass,9.055386,Incomplete,Ella Rutherford,16388.0,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Back,4,Bristol City WFC,973,"['101701fa-818a-4265-b207-3a4a443f9958', '2b0a5a2d-b693-4e29-9b24-8ef9b5346455', '3965a8d4-f347-47fd-85d9-2d1aded093ff']",57,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:57.866,Pass,True
,,,,,,,,,,,1.0746,,,,,,,,,,,,,101701fa-818a-4265-b207-3a4a443f9958,58,,"[43.0, 76.0]",19794,0,,,0.5191461,,,Head,,,"[50.0, 80.0]",,Low Pass,8.062258,,Erin Cuthbert,4660.0,,,,,Interception,1,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,4,Bristol City WFC,973,"['064e0e4a-44dd-4061-bfd0-4df4fc6e668a', '2868557a-73e2-49ae-8525-24cd2c331271']",59,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:59.194,Pass,
,,,,,,,,,,,1.6968,,,,,,,,,,,,,b9b95fa2-b92d-464a-80db-ab073ba97f30,62,,"[68.0, 2.0]",19794,1,,,3.0466409,,,Right Foot,,,"[47.0, 4.0]",,Ground Pass,21.095022,,Gemma Evans,16381.0,,,,,Recovery,1,Regular Play,Poppy Pattinson,17274.0,Left Back,4,Bristol City WFC,973,['58f723d5-9b68-429d-9bcc-ef76a4d780f5'],1,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:01.640,Pass,
,,,,,,,,,,,1.2393,,,,,,,,,,,,,b22b9dd3-205a-49a3-b424-225ed8c059c6,65,,"[47.0, 2.0]",19794,1,,,0.32175055,,,Left Foot,,,"[71.0, 10.0]",,High Pass,25.298222,,Julie Biesmans,10095.0,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Center Back,4,Bristol City WFC,973,['39890f71-1f27-4c67-a951-9752882fad85'],3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:03.337,Pass,
,,,,,,,,,,,1.4338,,,,,,,,,,,,,6791bdea-c84a-46c5-ac6f-7fdbdf384338,68,,"[71.0, 10.0]",19794,1,,,-0.69473827,,,Right Foot,,,"[77.0, 5.0]",,Ground Pass,7.81025,,Ella Rutherford,16388.0,,,,,,1,Regular Play,Julie Biesmans,10095.0,Left Center Midfield,4,Bristol City WFC,973,['de9efa8e-22d8-4ad0-b515-1a0173eaa993'],4,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:04.637,Pass,
,,,,,,,,,,,0.2442,,,,,,,,,,,,,f9e18fc8-d0c1-4bf9-89b8-043acc500550,76,,"[22.0, 75.0]",19794,1,,,0.19739556,,,Right Foot,,,"[27.0, 76.0]",,High Pass,5.0990195,Incomplete,,,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,5,Chelsea FCW,971,['3f812c57-6218-44ce-88da-50f7b5b67f7c'],10,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:10.164,Pass,
,,,,,,,,,,,2.453731,,,,,,,,,,,,,a15fadea-c91a-419a-a07b-e7ffb7bbd860,79,,"[24.0, 60.0]",19794,1,,,3.050933,,,Left Foot,,,"[13.0, 61.0]",,Low Pass,11.045361,,Deanna Cooper,20061.0,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['c1486877-592b-443e-bf5d-353c405eaff0'],12,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:12.809,Pass,
,,,,,,,,,,,1.604316,,,,,,,,,,,,,907f643d-fc8b-4483-9d14-c7216d3d3dcd,82,,"[11.0, 61.0]",19794,1,,,-1.8568478,,,Right Foot,,,"[6.0, 44.0]",,Ground Pass,17.720045,,Carly Mitchell Telford,19421.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,5,Chelsea FCW,971,['56151bbd-28b1-4aed-a7ca-bd8414ab8568'],16,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:16.459,Pass,
,,,,,,,,,,,1.65003,,,,,,,,,,,,,542004ba-b256-4b90-a0cc-20c7417408d1,85,,"[10.0, 44.0]",19794,1,,,-0.6435011,,,Right Foot,,,"[22.0, 35.0]",,Ground Pass,15.0,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,5,Chelsea FCW,971,['0d493816-29b5-445e-a571-869e93f23f04'],20,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:20.184,Pass,
,,,,,,,,,,,1.559506,,,,,,,,,,,,,6d89fc6f-5733-4784-9268-919b363a66c3,88,,"[27.0, 34.0]",19794,1,,,1.7196863,,,Left Foot,,,"[24.0, 54.0]",,Ground Pass,20.22375,,Deanna Cooper,20061.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['250131df-710e-4837-bb41-e867cff0916b'],23,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:23.098,Pass,
,,,,,,,,,,,1.200621,,,,,,,,,,,,,772ff1c3-b9b4-4b3e-9e12-d43906b0d419,91,,"[36.0, 53.0]",19794,1,,,-1.5232133,,,Right Foot,,,"[37.0, 32.0]",,Ground Pass,21.023796,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,5,Chelsea FCW,971,['e48dec2c-75e5-466a-a4a3-4fca844e5ef5'],28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:28.979,Pass,
,,,,,,,,,,,3.0628,,,,,,,,,,,,,11556e75-1d7c-40d5-b8fd-bf57eaab0af9,94,,"[45.0, 27.0]",19794,1,,,0.9272952,,,Left Foot,,,"[81.0, 75.0]",,High Pass,60.0,,Erin Cuthbert,4660.0,,True,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['effc054d-e78e-46d0-9c21-f98cafd0dd6c'],32,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:32.018,Pass,
,,,,,,,,,,,1.0114,,,,,,,,,,,,,0d12abee-101c-416d-aab7-7f1b825ee0f6,98,,"[104.0, 61.0]",19794,1,,,-1.1659045,04ce2789-a722-48a9-b20d-16ba6778bc52,,Right Foot,True,,"[110.0, 47.0]",True,Ground Pass,15.231546,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Center Midfield,5,Chelsea FCW,971,"['218fe77b-d840-4c79-a1bf-cb4dccb607af', 'dd91b2f6-6dcf-4491-9e3f-21d82b21b825']",37,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:37.996,Pass,True
,,,,,,,,,,,1.503209,,,,,,,,,,,,,f3bd00a7-f278-4efa-ae18-abf40e630cbf,104,,"[60.0, 40.0]",19794,2,,,2.976444,,,Right Foot,,,"[36.0, 44.0]",,Ground Pass,24.33105,,Danique Kerkdijk,16383.0,,,,,Kick Off,1,From Kick Off,Juliette Kemppi,16390.0,Center Forward,6,Bristol City WFC,973,['e009579b-ff41-43f5-8fea-55b071c2d4e3'],22,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:22.393,Pass,
,,,,,,,,,,,1.664588,,,,,,,,,,,,,434825a5-bfdb-49c7-912e-dc0b6ad793ea,107,,"[36.0, 44.0]",19794,2,,,-1.673878,,,Right Foot,,,"[33.0, 15.0]",,Ground Pass,29.15476,,Gemma Evans,16381.0,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,6,Bristol City WFC,973,['e739f49f-2414-443b-ab91-ffde56e4d4ff'],26,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:26.559,Pass,
,,,,,,,,,,,4.3167,,,,,,,,,,,,,e923bd47-f735-41c8-81f8-84ed561b0980,111,,"[39.0, 9.0]",19794,2,,,0.1882215,,,Left Foot,,,"[102.0, 21.0]",,High Pass,64.132675,Incomplete,Julie Biesmans,10095.0,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,6,Bristol City WFC,973,"['15201764-4dbc-4565-b913-c496363c97d7', 'e72d40b5-01c5-4b99-8373-adb7d4049bbf', 'e985f156-b70f-4d7a-8541-220bcd716ab5']",30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:30.178,Pass,True
,,,,,,,,,,,1.2872,,,,,,,,,,,,,8e146aa3-9cea-456e-bce7-2719738c22fd,116,,"[9.0, 65.0]",19794,2,,,0.6435011,,,Right Foot,,,"[21.0, 74.0]",,Ground Pass,15.0,,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Chelsea FCW,971,['0f064716-7e0a-4d1c-9566-12ceb7a26cb3'],36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:36.037,Pass,
,,,,,,,,,,,1.0415,,,,,,,,,,,,,76415e00-7bfe-4eb3-a4a7-add17a8711c7,119,,"[17.0, 74.0]",19794,2,,,3.1415927,,,Left Foot,,,"[9.0, 74.0]",,Ground Pass,8.0,,Deanna Cooper,20061.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Back,7,Chelsea FCW,971,['ed40032e-771d-482e-9fac-6701cfe22bca'],40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:40.186,Pass,
,,,,,,,,,,,1.515621,,,,,,,,,,,,,9b4fe54f-9eb6-4036-988d-5d1123d6bd5c,122,,"[10.0, 73.0]",19794,2,,,-1.784857,,,Right Foot,,,"[5.0, 50.0]",,Ground Pass,23.537205,,Carly Mitchell Telford,19421.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Chelsea FCW,971,['806b16d6-89a6-4cbd-9dd5-1903c00f6916'],42,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:42.377,Pass,
,,,,,,,,,,,1.942516,,,,,,,,,,,,,816e10a6-da30-4440-ad61-2b425abe9ac9,125,,"[11.0, 47.0]",19794,2,,,-1.1978086,,,Right Foot,,,"[20.0, 24.0]",,Ground Pass,24.698177,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,7,Chelsea FCW,971,['1a1b1bb0-18a2-4afc-8693-e11c15b69785'],46,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:46.092,Pass,
,,,,,,,,,,,1.379854,,,,,,,,,,,,,a8d776a0-61a7-4450-8f00-e088704ec461,128,,"[27.0, 20.0]",19794,2,,,-1.0516502,,,Right Foot,,,"[35.0, 6.0]",,Ground Pass,16.124516,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['ff7be358-7de6-480e-bd9f-8190145197b4'],49,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:49.727,Pass,
,,,,,,,,,,,1.728934,,,,,,,,,,,,,b4ae0df6-0b81-4869-9e12-91b197968c87,131,,"[37.0, 6.0]",19794,2,,,2.158799,,,Left Foot,,,"[29.0, 18.0]",,Ground Pass,14.422205,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,7,Chelsea FCW,971,['b8bb9d1c-7121-4bf9-8586-9dc1ea24cdf4'],51,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:51.684,Pass,
,,,,,,,,,,,1.858201,,,,,,,,,,,,,4e817fed-33d5-45f7-b37f-26966cc60532,134,,"[31.0, 21.0]",19794,2,,,1.485291,,,Left Foot,,,"[34.0, 56.0]",,Ground Pass,35.128338,,Deanna Cooper,20061.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['5b0ffa68-6874-488e-875b-f0a6cebcf893'],54,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:54.304,Pass,
,,,,,,,,,,,1.033317,,,,,,,,,,,,,484d8ab0-b5fb-4f30-a7d4-705de0e51988,137,,"[38.0, 57.0]",19794,2,,,1.2068174,,,Left Foot,,,"[46.0, 78.0]",,Ground Pass,22.472204,,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Chelsea FCW,971,['61547523-6173-433f-b4d8-f8dd6adeefd9'],59,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:59.030,Pass,
,,,,,,,,,,,0.8314,,,,,,,,,,,,,aeb2d8a6-3304-477c-9ad2-554f15893585,140,,"[49.0, 78.0]",19794,3,,,-0.09065989,,,Right Foot,,,"[60.0, 77.0]",,Ground Pass,11.045361,,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Back,7,Chelsea FCW,971,['df37a609-438b-44b3-b72d-6e10275da8ae'],1,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:01.040,Pass,
