50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,3.915403,,,,,,,,,,,42841ad3-4c2b-4f5a-9192-b0099efbbc12,17,,"[29.9, 72.2]",3775542,0,,,,0.036316205,,Right Foot,,,,"[87.7, 74.3]",,High Pass,,57.838135,,Pass Offside,,Ebony Salmon,31527.0,,,,,,1,From Kick Off,Laura Rafferty,16394.0,Right Center Back,2,Bristol City WFC,973,['903caa9e-f53a-4270-a85b-0fa899e3db61'],10,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:10.817,Pass,
,,,,,,,,,,,,,,,,,,,2.190624,,,,,,,,,,,43232a6d-7b09-4131-9d95-702dd155730e,19,,"[27.9, 7.0]",3775542,0,,,,0.03710593,,Left Foot,,,,"[71.0, 8.6]",,High Pass,,43.12969,,Incomplete,,Simone Magill,15559.0,,,,,Free Kick,1,From Free Kick,Danielle Turner,15571.0,Left Center Back,3,Everton LFC,967,"['13720914-108c-424e-8868-b5398562a4e5', 'b6002536-5dea-4c0f-ad61-60d70f4116f4']",37,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:37.298,Pass,
,,,,,,,,,,,,,,,,,,,2.557856,,,,,,,,,,,13720914-108c-424e-8868-b5398562a4e5,21,,"[49.1, 71.5]",3775542,0,,,,-0.4708288,,Head,,,,"[71.3, 60.2]",,High Pass,,24.91044,,,,Ebony Salmon,31527.0,,,,,Recovery,1,From Free Kick,Aimee Palmer,36801.0,Center Defensive Midfield,3,Everton LFC,967,"['43232a6d-7b09-4131-9d95-702dd155730e', 'fa5c150e-8b92-4e56-86ee-54b0e4a52569']",39,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:39.489,Pass,
,,,,,,,,,,,,,,,,,,,3.246291,,,,,,,,,,,ebe29b06-0c5c-40e7-a31e-91210be84d81,28,,"[49.8, 23.2]",3775542,0,,,,2.7564914,,Right Foot,,,,"[8.6, 39.9]",,High Pass,,44.455933,,,,Alexandra MacIver,34360.0,,,,,,1,From Free Kick,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,3,Everton LFC,967,['af189f56-515b-46d4-bc55-9b70db762ef5'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:43.359,Pass,
,,,,,,,,,,,,,,,,,,,1.841188,,,,,,,,,,,012eaaac-1d4e-4761-a231-3b2d8d4132c2,31,,"[8.6, 39.9]",3775542,0,,,,0.87168854,,Left Foot,,,,"[21.8, 55.6]",,Ground Pass,,20.511703,,,,Ingrid Moe Wold,10382.0,,,,,,1,From Free Kick,Alexandra MacIver,34360.0,Goalkeeper,3,Everton LFC,967,['92af8347-e8d3-4115-a57b-cb8c498973ae'],49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:49.079,Pass,
,,,,,,,,,,,,,,,,,,,0.925334,,,,,,,,,,,b1a23445-3309-4695-9c63-aec4713c10fc,34,,"[26.5, 58.7]",3775542,0,,,,0.89536285,,Right Foot,,,,"[40.6, 76.3]",,Ground Pass,,22.551497,,,,Hayley Emma Raso,6818.0,,,,,,1,From Free Kick,Ingrid Moe Wold,10382.0,Right Center Back,3,Everton LFC,967,['9bf3974e-a12b-40d6-948a-4c599b0b9c4d'],53,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:53.289,Pass,
,,,,,,,,,,,,,,,,,,,0.990519,,,,,,,,,,,0198a818-79d7-40a9-a58d-4cd39ac58e6e,37,,"[37.6, 75.4]",3775542,0,,,,3.1415927,,Left Foot,,,,"[22.1, 75.4]",,Ground Pass,,15.5,,,,Ingrid Moe Wold,10382.0,,,,,,1,From Free Kick,Hayley Emma Raso,6818.0,Right Wing Back,3,Everton LFC,967,['72f41770-6c48-42b5-bdd5-76bcefbc5400'],56,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:56.083,Pass,
,,,,,,,,,,,,,,,,,,,2.23519,,,,,,,,,,,6f9a37bc-153f-473a-947e-aa5dd5426acd,40,,"[22.1, 75.4]",3775542,0,,,,-2.153475,,Right Foot,,,,"[4.9, 49.3]",,Ground Pass,,31.2578,,,,Alexandra MacIver,34360.0,,,,,,1,From Free Kick,Ingrid Moe Wold,10382.0,Right Center Back,3,Everton LFC,967,['8baf7d8b-abc1-42bb-96b3-3caffe0afaa3'],57,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:57.930,Pass,
,,,,,,,,,,,,,,,,,,,1.604124,,,,,,,,,,,01b22405-af19-491e-915b-4ca0bc0d81eb,43,,"[7.0, 40.1]",3775542,1,,,,-1.0295736,,Right Foot,,,,"[18.0, 21.8]",,Ground Pass,,21.351582,,,,Megan Finnigan,18254.0,,,,,,1,From Free Kick,Alexandra MacIver,34360.0,Goalkeeper,3,Everton LFC,967,['0816eff8-18ec-46c9-a7ad-3dfc6a96da68'],2,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:02.376,Pass,
,,,,,,,,,,,,,,,,,,,1.711506,,,,,,,,,,,da5c38cb-fd1e-40ab-a449-47f3b00d5e34,46,,"[18.0, 21.8]",3775542,1,,,,2.0303953,,Right Foot,,,,"[8.2, 41.6]",,Ground Pass,,22.092533,,,,Alexandra MacIver,34360.0,,,,,,1,From Free Kick,Megan Finnigan,18254.0,Center Back,3,Everton LFC,967,['2ad6f35a-00ca-49b6-b258-5dd005081b74'],6,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:06.359,Pass,
,,,,,,,,,,,,,,,,,,,1.790334,,,,,,,,,,,683e2950-959a-49ae-af09-06056c8614f6,49,,"[12.8, 46.9]",3775542,1,,,,1.1186424,,Left Foot,,,,"[23.0, 67.9]",,Ground Pass,,23.346092,,,,Ingrid Moe Wold,10382.0,,,,,,1,From Free Kick,Alexandra MacIver,34360.0,Goalkeeper,3,Everton LFC,967,['b266cdde-5364-48d4-a7e4-38e2a41549c4'],9,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:09.629,Pass,
,,,,,,,,,,,,,,,,,,,1.163141,,,,,,,,,,,cb58ba05-a62b-4029-9457-1dd95d83c2c6,52,,"[33.5, 71.2]",3775542,1,,,,0.3324263,,Right Foot,,,,"[58.7, 79.9]",,Ground Pass,,26.65952,,Out,,Hayley Emma Raso,6818.0,,,,,,1,From Free Kick,Ingrid Moe Wold,10382.0,Right Center Back,3,Everton LFC,967,['99679503-da0e-4682-8a60-40b50c87da29'],14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:14.502,Pass,
,,,,,,,,,,,,,,,,,,,1.191097,,,,,,,,,,,282c7045-a4c3-41f8-a210-980a6c038dd9,54,,"[62.8, 0.1]",3775542,1,,,,0.23532379,,,,,,"[79.9, 4.2]",,High Pass,,17.584652,,,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Florence Allen,24922.0,Left Back,4,Bristol City WFC,973,['6037ae11-5579-4b83-b37f-b37bcb149136'],36,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:36.427,Pass,
,,,,,,,,,,,,,,,,,,,0.67871,,,,,,,,,,,fe389c43-776b-41ba-860c-9ab84b94415a,56,,"[79.9, 4.2]",3775542,1,,,,0.74782187,,Head,,,,"[86.8, 10.6]",,High Pass,,9.411163,,Incomplete,,Ebony Salmon,31527.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Left Center Midfield,4,Bristol City WFC,973,"['6e415ecb-10f2-4bcf-9c54-bccaffba1a68', '96c8e53f-d2d4-4c89-97a5-01e20f886afe']",37,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:37.778,Pass,
,,,,,,,,,,,,,,,,,,,1.297316,,,,,,,,,,,9579f305-adca-4a32-928d-e340f1d2bd76,61,,"[84.4, 11.5]",3775542,1,,,True,1.2341216,,,,,,"[87.2, 19.5]",,Low Pass,,8.475848,,,,Chloe Logarzo,25547.0,,,,,Recovery,1,From Throw In,Emma Bissell,46738.0,Left Midfield,4,Bristol City WFC,973,"['38e872db-e68f-4a11-a794-64ee800971eb', '701c87b2-cf61-4f44-bec9-dd2e8e2d5295']",40,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:40.479,Pass,True
,,,,,,,,,,,,,,,,,,,0.579466,,,,,,,,,,,a6813350-4ea1-4655-a9fa-d827a307ddf2,65,,"[87.5, 20.0]",3775542,1,,,,-0.85614604,,Right Foot,,,,"[93.4, 13.2]",,Low Pass,,9.002777,,,,Charlie Wellings,15563.0,,,,,,1,From Throw In,Chloe Logarzo,25547.0,Right Center Midfield,4,Bristol City WFC,973,"['04980c50-0d81-44c4-8ae7-7702ed7e2e7e', '8c65dfc7-01c3-4c7a-85b2-0a3d2c6d0485']",41,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:41.828,Pass,True
,,,,,,,,,,,,,,,,,,,1.189803,,,,,,,,,,,9ec127e2-a4af-4938-9d66-e6a004ad3e86,72,,"[30.5, 66.9]",3775542,1,,,,2.8292463,,Left Foot,,,,"[20.9, 70.0]",,Ground Pass,,10.088112,,,,Ingrid Moe Wold,10382.0,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,5,Everton LFC,967,['9e318768-0f96-48e6-b05f-43eed4fcd536'],47,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:47.198,Pass,
,,,,,,,,,,,,,,,,,,,2.523975,,,,,,,,,,,f6317d13-8834-40d5-91cf-ab2572bbb06c,75,,"[21.8, 69.8]",3775542,1,,,,-0.10476523,,Right Foot,,,,"[68.4, 64.9]",,High Pass,,46.85691,,Incomplete,,Simone Magill,15559.0,,,,,,1,Regular Play,Ingrid Moe Wold,10382.0,Right Center Back,5,Everton LFC,967,"['2af06e01-79c0-49d7-aa24-66231326074e', '3a1bf717-adcf-45b3-95fa-56e05366fea1']",50,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:50.734,Pass,
,,,,,,,,,,,,,,,,,,,0.154055,,,,,,,,,,,e6da6960-b85d-44ed-941d-8a8df9407b4c,80,,"[62.3, 74.3]",3775542,1,,,,-1.2882414,,Right Foot,,,,"[63.2, 71.2]",,Ground Pass,,3.2280025,,Incomplete,,Isobel Mary Christiansen,4645.0,,,,,,1,Regular Play,Hayley Emma Raso,6818.0,Right Wing Back,5,Everton LFC,967,"['2a130577-3642-4536-ae61-69a38ae7549d', 'bd3de3df-2bed-496a-87a8-7207cda1df5d']",56,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:56.529,Pass,
,,,,,,,,,,,,,,,,,,,2.77043,,,,,,,,,,,a26e4d29-5fe6-4f90-aadc-51b52b5d9d55,85,,"[48.4, 68.6]",3775542,2,,,,-2.6779451,,Right Foot,,,,"[15.0, 51.9]",,Ground Pass,,37.342335,,,,Alexandra MacIver,34360.0,,,,,,1,Regular Play,Ingrid Moe Wold,10382.0,Right Center Back,5,Everton LFC,967,['31613c88-7222-4b31-a657-680d0624677e'],1,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:01.572,Pass,
,,,,,,,,,,,,,,,,,,,2.020212,,,,,,,,,,,959c5b5c-7955-4d38-8539-ad6c645087ca,88,,"[20.4, 53.3]",3775542,2,,,,0.9533511,,Left Foot,,,,"[32.4, 70.2]",,Ground Pass,,20.727036,,,,Ingrid Moe Wold,10382.0,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,5,Everton LFC,967,['5d27ff08-0db0-402d-924b-3ec878bd111f'],7,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:07.571,Pass,
,,,,,,,,,,,,,,,,,,,2.376769,,,,,,,,,,,92c0bc21-7934-4535-84f3-ea7a1cad67b8,91,,"[32.4, 68.8]",3775542,2,,,,-2.38183,,Right Foot,,,,"[16.4, 53.6]",,Ground Pass,,22.068983,,,,Alexandra MacIver,34360.0,,,,,,1,Regular Play,Ingrid Moe Wold,10382.0,Right Center Back,5,Everton LFC,967,['8124ed22-5ea4-4976-9479-c00e3c3adde1'],12,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:12.141,Pass,
,,,,,,,,,,,,,,,,,,,1.714047,,,,,,,,,,,55f5c4f9-f397-40b5-9191-fa3822b42161,94,,"[20.6, 50.0]",3775542,2,,,,-1.5432442,,Right Foot,,,,"[21.3, 24.6]",,Ground Pass,,25.409643,,,,Megan Finnigan,18254.0,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,5,Everton LFC,967,['4d802eb8-7df3-4ba7-8438-d2248c7cd20d'],16,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:16.072,Pass,
,,,,,,,,,,,,,,,,,,,1.235972,,,,,,,,,,,7deaad18-09f7-434f-8555-929f0d1f6b4f,97,,"[28.4, 17.6]",3775542,2,,,,-1.0176449,,Right Foot,,,,"[37.6, 2.7]",,Ground Pass,,17.511425,,,,Danielle Turner,15571.0,,,,,,1,Regular Play,Megan Finnigan,18254.0,Center Back,5,Everton LFC,967,['33538f63-4480-4a31-a3ff-338c163f8e4e'],19,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:19.999,Pass,
,,,,,,,,,,,,,,,,,,,0.85778,,,,,,,,,,,09a442b0-f365-4143-a852-bebe610257bd,100,,"[37.6, 2.7]",3775542,2,,,,-0.06512516,,Left Foot,,,,"[51.4, 1.8]",,Ground Pass,,13.829317,,,,Nicoline Sørensen,10274.0,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Center Back,5,Everton LFC,967,['e24a42f4-50e8-470b-9d30-224f508d47e0'],22,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:22.130,Pass,
,,,,,,,,,,,,,,,,,,,2.129197,,,,,,,,,,,944ee851-d779-4537-a14c-6e30042bb525,103,,"[51.7, 3.0]",3775542,2,,,,0.6393859,,Left Foot,,,,"[63.4, 11.7]",,Low Pass,,14.580124,,Incomplete,,Lucy Hope,16386.0,,,,,,1,Regular Play,Nicoline Sørensen,10274.0,Left Wing Back,5,Everton LFC,967,"['337c569f-3661-4818-97d0-f933d07e2769', '496194a0-51c8-48ba-a486-8ac78d96fcf3', '5f0f9fb1-24dc-400c-86f7-39076b11a32a']",22,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:22.988,Pass,True
,,,,,,,,,,,,,,,,,,,0.882146,,,,,,,,,,,71744269-1cc3-4eb1-8fea-ec810fd38903,116,,"[77.4, 74.8]",3775542,2,,,,2.7503572,,Right Foot,,,,"[69.4, 78.1]",,Ground Pass,,8.653901,,,,Yana Daniëls,10093.0,,,,,,1,Regular Play,Aimee Palmer,36801.0,Center Defensive Midfield,6,Bristol City WFC,973,['020c279e-5e4c-4dd1-8da2-8664db12bded'],30,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:30.152,Pass,
,,,,,,,,,,,,,,,,,,,1.369136,,,,,,,,,,,88d08086-dfbb-4c45-8e5d-d7c8d8760595,119,,"[69.4, 78.1]",3775542,2,,,,-2.6546934,,Right Foot,,,,"[62.6, 74.5]",,Low Pass,,7.694154,,,,Faye Bryson,15578.0,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Midfield,6,Bristol City WFC,973,['0f1edbf2-5a4e-4552-97e2-5e64cf2d97c2'],31,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:31.114,Pass,
,,,,,,,,,,,,,,,,,,,3.533819,,,,,,,,,,,f72f992d-1248-4978-b3be-586428068c6e,124,,"[56.8, 22.9]",3775542,2,,,,-0.53808194,,Right Foot,,,,"[88.3, 4.1]",,Ground Pass,,36.683647,,Incomplete,,Simone Magill,15559.0,,,,,Recovery,1,Regular Play,Isobel Mary Christiansen,4645.0,Right Center Midfield,6,Bristol City WFC,973,"['a544b236-acdd-48f4-88c1-e76ccc30a9d8', 'fbbc538a-4bde-442c-b92d-cb6ac00173b8']",34,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:34.817,Pass,
,,,,,,,,,,,,,,,,,,,0.021984,,,,,,,,,,,e3ea399e-6657-4d63-bfc9-64d60df4a84b,129,,"[24.4, 77.8]",3775542,2,,,,0.15991312,,Right Foot,,,,"[27.5, 78.3]",,Ground Pass,,3.1400638,,Incomplete,,,,,,,,,1,Regular Play,Laura Rafferty,16394.0,Right Center Back,6,Bristol City WFC,973,['ffa67035-9fe5-4065-8b81-e5026fadebb1'],39,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:39.173,Pass,
,,,,,,,,,,,,,,,,,,,1.149146,,,,,,,,,,,a5d30e49-b192-4f88-a320-14085538b3d1,133,,"[106.5, 2.0]",3775542,2,,,,3.1415927,,Right Foot,,,,"[93.1, 2.0]",,Ground Pass,,13.4,,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,6,Bristol City WFC,973,['cf2e920a-53d6-406c-875d-627ec5c30826'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:43.384,Pass,
,,,,,,,,,,,,,,,,,,,1.129882,,,,,,,,,,,6f7a5ba6-3306-4e57-8634-3ae6d096d4d6,141,,"[26.3, 76.7]",3775542,2,,,,-0.6287963,,Left Foot,,,,"[32.9, 71.9]",,Ground Pass,,8.160882,,,,Aimee Palmer,36801.0,,,,,,1,Regular Play,Chloe Logarzo,25547.0,Right Center Midfield,6,Bristol City WFC,973,"['66879d56-c2b2-4c8a-b81f-8c61cf5e9e58', 'df8a579b-038f-4d7e-973e-fce2dd043c50']",47,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:47.011,Pass,True
