ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,,2be6cae2-054f-48af-a2da-e5a0d965f7ed,1,,,,19785,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,"{'formation': 42211, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,46d969ec-5f76-4278-8a9c-e24dda2fce0a,2,,,,19785,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,53a9e7da-8b96-4ca5-bc62-7f3cd78a4128,3,,,,19785,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['be64ad6f-71a3-47ed-ae0a-e375669c6229'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,be64ad6f-71a3-47ed-ae0a-e375669c6229,4,,,,19785,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['53a9e7da-8b96-4ca5-bc62-7f3cd78a4128'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,7ab53cc0-cfa7-4d33-ae66-7d2fa8b9ab18,1777,,,,19785,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Arsenal WFC,968,['c703c7d5-d42d-4753-9c45-b0ac1aeaf44f'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,c703c7d5-d42d-4753-9c45-b0ac1aeaf44f,1778,,,,19785,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Arsenal WFC,968,['7ab53cc0-cfa7-4d33-ae66-7d2fa8b9ab18'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,1.018467,,,,,,,,,,,,63df5567-a40a-4d17-840b-ed7cb3bd888d,5,,,"[61.0, 41.0]",19785,0,,,,-2.976444,,,Right Foot,,,,"[49.0, 39.0]",,Ground Pass,12.165525,,Sophie Louise Ingle,15549.0,,,,,Kick Off,1,From Kick Off,Bethany England,15550.0,Center Forward,2,Chelsea FCW,971,['087db6f5-e810-462a-ac06-656422b832fd'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.633,Pass,
,,,,,,,,,,0.806366,,,,,,,,,,,,ee754038-b0d2-4f13-91ae-45708a0b7f14,8,,,"[51.0, 41.0]",19785,0,,,,1.815775,,,Left Foot,,,,"[49.0, 49.0]",,Ground Pass,8.246211,,So-Yun Ji,4647.0,,,,,,1,From Kick Off,Sophie Louise Ingle,15549.0,Center Defensive Midfield,2,Chelsea FCW,971,['9008d9da-014b-4860-81df-0015b2b788f7'],2,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:02.447,Pass,
,,,,,,,,,,1.099735,,,,,,,,,,,,97499e37-2435-4254-bcd7-e4b3b37254b8,12,,,"[46.0, 52.0]",19785,0,,,,-2.1251037,,,Right Foot,,,,"[33.0, 31.0]",,Ground Pass,24.698177,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Kick Off,So-Yun Ji,4647.0,Right Center Midfield,2,Chelsea FCW,971,['87dd7f34-4b50-4df9-909f-0567c84f6e13'],4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:04.362,Pass,
,,,,,,,,,,1.103023,,,,,,,,,,,,cfe56ff7-e48b-459f-a839-210cf2f55521,15,,,"[36.0, 29.0]",19785,0,,,,1.706324,,,Left Foot,,,,"[33.0, 51.0]",,Ground Pass,22.203604,,Millie Bright,4642.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,['96d9bd48-b070-4fbb-af31-f51c47628fac'],6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:06.643,Pass,
