ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.0,,,,,,,,,,,,696db0d6-9595-42f8-aa8c-9356cc5ea3e7,1,,,,19790,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,,6684e25a-b949-4c89-a6af-d84a1550e0c5,2,,,,19790,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 5221, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 23291, 'name': 'Ellie Hack'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,,b06cc7ac-6cd8-466b-a86b-6667287a09fe,3,,,,19790,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['af9a95ee-7b0a-4fbe-afb2-bf2bc17da3f5'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,af9a95ee-7b0a-4fbe-afb2-bf2bc17da3f5,4,,,,19790,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['b06cc7ac-6cd8-466b-a86b-6667287a09fe'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,3b840605-bd20-4836-9794-666cb261b142,1942,,,,19790,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Brighton & Hove Albion WFC,965,['1213b7ad-3a82-4fb4-a94d-3d928fcd74e6'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,1213b7ad-3a82-4fb4-a94d-3d928fcd74e6,1943,,,,19790,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Brighton & Hove Albion WFC,965,['3b840605-bd20-4836-9794-666cb261b142'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,0.879346,,,,,,,,,,,,5414e6e4-47ba-4cbe-8101-8e6d7273bdf7,5,,,"[61.0, 41.0]",19790,0,,,,2.9996955,,,Left Foot,,,,"[54.0, 42.0]",Ground Pass,7.071068,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Lauren Hemp,15555.0,Left Center Forward,2,Manchester City WFC,746,['c1b4cb7f-d554-4856-8515-ef95c9bf7f0a'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.553,Pass,
,,,,,,,,,1.680895,,,,,,,,,,,,319328d5-bbd8-420c-aeb9-effff596279a,8,,,"[47.0, 42.0]",19790,0,,,,-1.6506263,,,Left Foot,,,,"[45.0, 17.0]",Ground Pass,25.079872,,Demi Stokes,4651.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Center Midfield,2,Manchester City WFC,746,['dd2e4a69-bf46-4da3-8a21-c5833e0cda0e'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.851,Pass,
,,,,,,,,,1.263528,,,,,,,,,,,,d3aeb3fe-f3e3-4298-ac7b-b7159ade2b03,11,,,"[45.0, 16.0]",19790,0,,,,2.1730838,,,Left Foot,,,,"[34.0, 32.0]",Ground Pass,19.416489,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,Manchester City WFC,746,['7a7b5330-006b-4c7c-b3bf-c7392f36d75b'],5,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.697,Pass,
,,,,,,,,,1.620323,,,,,,,,,,,,57d3bebb-55bf-4b73-a8ee-c66e3150f16d,14,,,"[35.0, 32.0]",19790,0,,,,0.9600704,,,Right Foot,,,,"[49.0, 52.0]",Ground Pass,24.41311,,Jill Scott,10172.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Manchester City WFC,746,['b29aadf7-6fe9-4508-a8f0-21b491b0dcc3'],7,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.828,Pass,
