ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.733175,,,,,,,,,,,,d613c45e-1306-49db-a87e-aec4a1c8ad7a,17,,"[33.1, 26.5]",3775641,0,,,,1.5240678,,Right Foot,,,"[34.4, 54.3]",Ground Pass,,27.83038,,,Georgia Brougham,15574.0,,,,,,,1,From Kick Off,Rachel Corsie,4984.0,Left Center Back,2,Birmingham City WFC,969,['1d733c73-6309-42b0-9b54-8c8b1c18f996'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:12.860,Pass,
,,,,,,,,,,,,,,,,5.609447,,,,,,,,,,,,ea02c7ed-9c65-441c-8025-853d96f3d94e,20,,"[42.8, 58.1]",3775641,0,,,,0.26897955,,Right Foot,,,"[111.0, 76.9]",High Pass,,70.74377,,,Harriet Scott,19592.0,,,,,,,1,From Kick Off,Georgia Brougham,15574.0,Right Center Back,2,Birmingham City WFC,969,['5d445e7d-b107-4d51-a8c9-ddc17a37a3b7'],18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:18.959,Pass,
,,,,,,,,,,,,,,,,0.63163,,,,,,,,,,,,64f16584-a659-481d-8848-2dcda3ae1b79,23,,"[113.1, 73.6]",3775641,0,,,,-1.4838367,,Right Foot,,,"[114.8, 54.1]",Low Pass,,19.573963,Incomplete,,,,,,,,,,1,From Kick Off,Harriet Scott,19592.0,Right Back,2,Birmingham City WFC,969,['17c329c2-4f1a-4e46-8b83-1b323730fa4b'],26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:26.971,Pass,
,,,,,,,,,,,,,,,,0.984963,,,,,,,,,,,,be0fba89-7aed-4b29-bd64-0baa901352ca,25,,"[104.4, 80.0]",3775641,0,,,,-0.4471882,,,,,"[114.2, 75.3]",High Pass,,10.868763,,,Mollie Green,47520.0,,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,3,Birmingham City WFC,969,['ff28ce0e-e8a3-43da-8033-91ee2ebed24b'],45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:45.409,Pass,
,,,,,,,,,,,,,,,,2.315955,,,,,,,,,,,,22179746-2f2c-4591-9568-8ce75baa1752,28,,"[114.5, 74.3]",3775641,0,,,,-3.0746536,,Right Foot,,,"[96.6, 73.1]",Low Pass,,17.940178,,,Harriet Scott,19592.0,,,,,,,1,From Throw In,Mollie Green,47520.0,Right Center Midfield,3,Birmingham City WFC,969,"['165531a2-b001-4950-b0b6-bae6b8998b3f', '27b6ab23-ad14-432e-b946-ff2a9840801f']",46,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:46.394,Pass,True
,,,,,,,,,,,,,,,,1.407227,,,,,,,,,,,,5154c5bb-47d8-47c0-814e-451e6b469752,31,,"[94.5, 67.7]",3775641,0,,,,-1.6342946,,Left Foot,,,"[93.4, 50.4]",High Pass,,17.334936,Incomplete,,,,,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,3,Birmingham City WFC,969,['deca6f47-2bd3-4e66-9836-e58c2b317cbf'],50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:50.436,Pass,
,,,,,,,,,,,,,,,,0.847153,,,,,,,,,,,,93951813-8eea-4f89-9d70-52938e3cc027,34,,"[23.0, 27.7]",3775641,0,,,,-2.7803888,,Right Foot,,,"[18.5, 26.0]",Ground Pass,,4.8104053,,,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,Regular Play,Ramona Petzelberger,46533.0,Right Center Midfield,4,Aston Villa,2647,['ed9254d8-7297-4426-badd-47dbf0e47170'],53,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:53.773,Pass,
,,,,,,,,,,,,,,,,1.117693,,,,,,,,,,,,039c1aad-921a-4120-b46d-d777987daf55,38,,"[17.8, 35.2]",3775641,0,,,,1.9362209,,Right Foot,,,"[13.4, 46.7]",Ground Pass,,12.313002,,,Elisha N''Dow,46534.0,,,,,,,1,Regular Play,Anita Amma Ankyewah Asante,4657.0,Left Center Back,4,Aston Villa,2647,['7cd66413-38ec-40c0-a65d-c91875c2dba3'],56,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:56.421,Pass,
,,,,,,,,,,,,,,,,1.955285,,,,,,,,,,,,e39d654d-8d19-4db5-931c-9614e7ace117,40,,"[13.4, 46.7]",3775641,0,,,,-2.411693,,Right Foot,,,"[7.7, 41.6]",Ground Pass,,7.648529,,,Lisa Weiß,38317.0,,,,,,,1,Regular Play,Elisha N''Dow,46534.0,Right Center Back,4,Aston Villa,2647,['e41ddb82-a87d-4b7a-aa1e-bd44bdf90f03'],57,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:57.538,Pass,
,,,,,,,,,,,,,,,,2.97696,,,,,,,,,,,,0b0869a1-973a-4993-a495-7df60e6e76c3,42,,"[7.7, 41.6]",3775641,0,,,,-0.30822918,,Right Foot,,,"[54.5, 26.7]",High Pass,,49.114662,Incomplete,,Stine Larsen,10102.0,,,,,,,1,Regular Play,Lisa Weiß,38317.0,Goalkeeper,4,Aston Villa,2647,"['173ab295-2e99-4ea6-b662-39d10c895489', '19148b47-3af2-44b5-b87f-d33adbc2a39e']",59,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:59.494,Pass,
,,,,,,,,,,,,,,,,1.306252,,,,,,,,,,,,173ab295-2e99-4ea6-b662-39d10c895489,44,,"[65.6, 53.4]",3775641,1,,,,2.1820505,,Head,,,"[56.7, 66.1]",Low Pass,,15.508062,Incomplete,,Harriet Scott,19592.0,,,,,,Recovery,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,4,Aston Villa,2647,"['0b0869a1-973a-4993-a495-7df60e6e76c3', 'c587664c-5d85-4abf-b29c-cc86f31ceca6', 'cf321418-4aaa-4e6a-a207-7570b8547a34']",2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:02.471,Pass,
,,,,,,,,,,,,,,,,0.815132,,,,,,,,,,,,142cdc30-069a-44cd-a50b-6bcf2afab417,56,,"[43.8, 76.7]",3775641,1,,,,-1.6290636,,Right Foot,,,"[43.1, 64.7]",Ground Pass,,12.020399,,,Christie Murray,15628.0,,,,,,Recovery,1,Regular Play,Connie Scofield,21556.0,Right Midfield,5,Birmingham City WFC,969,['568adcda-8276-44c2-8643-93f4db64bf8f'],10,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:10.068,Pass,
,,,,,,,,,,,,,,,,2.255743,,,,,,,,,,,,13c71890-3362-4eec-b865-0fdc0c356984,59,,"[43.9, 61.4]",3775641,1,,,,-2.0085018,,Right Foot,,,"[34.4, 41.1]",Ground Pass,,22.412943,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Christie Murray,15628.0,Center Defensive Midfield,5,Birmingham City WFC,969,['b6f054d2-0f0e-4153-a6ec-8d64a0920c29'],11,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:11.936,Pass,
,,,,,,,,,,,,,,,,1.148846,,,,,,,,,,,,1dcce03c-324f-4974-99e2-1cbcaefeb76b,62,,"[35.0, 40.0]",3775641,1,,,,2.2709742,,Left Foot,,,"[25.9, 50.8]",Ground Pass,,14.122677,,,Rachel Corsie,4984.0,,,,,,,1,Regular Play,Rebecca Holloway,31568.0,Left Back,5,Birmingham City WFC,969,"['0e667e03-ccbf-4a8c-8b26-5df9ac818f8b', 'a1273d6a-93d7-4e6d-ad27-41fc295fb368']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:14.192,Pass,True
,,,,,,,,,,,,,,,,1.435429,,,,,,,,,,,,882e2c30-8b1e-4e35-8c90-f8cd500ac052,65,,"[26.1, 51.1]",3775641,1,,,,1.3148532,,Right Foot,,,"[28.9, 61.8]",Ground Pass,,11.060289,,,Georgia Brougham,15574.0,,,,,,,1,Regular Play,Rachel Corsie,4984.0,Left Center Back,5,Birmingham City WFC,969,['17cce7ee-150c-4218-a090-29812448d6ae'],16,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:16.313,Pass,
,,,,,,,,,,,,,,,,1.212994,,,,,,,,,,,,5e63115b-8d69-46ef-b0d2-d3ddc3791ba8,68,,"[43.1, 60.9]",3775641,1,,,,1.2120256,,Left Foot,,,"[49.1, 76.9]",Ground Pass,,17.088007,,,Harriet Scott,19592.0,,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,5,Birmingham City WFC,969,['74fac366-0ca3-4b18-b751-7b84641ec067'],20,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:20.425,Pass,
,,,,,,,,,,,,,,,,1.167518,,,,,,,,,,,,75d3fdc5-a900-4257-8d89-539595619ebc,70,,"[49.1, 76.9]",3775641,1,,,,-1.1156955,,Right Foot,,,"[58.3, 58.1]",Ground Pass,,20.93036,Incomplete,,Christie Murray,15628.0,,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,5,Birmingham City WFC,969,"['2b99b7a3-2670-4bdb-8246-cfd5d4f19aa1', '793e117c-6705-4bce-b87a-ff0325b3f191']",21,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:21.638,Pass,
,,,,,,,,,,True,,,,,,1.277286,,,,,,,,,,,,793e117c-6705-4bce-b87a-ff0325b3f191,72,,"[61.8, 22.0]",3775641,1,,,,-0.14189705,,Right Foot,,,"[68.1, 21.1]",Ground Pass,,6.363961,,,Chloe Arthur,10193.0,,,,,,Interception,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,6,Aston Villa,2647,"['75d3fdc5-a900-4257-8d89-539595619ebc', 'ae1d8b00-73cc-43cc-878b-273722712938']",22,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:22.805,Pass,
,,,,,,,,,,,,,,,,1.009681,,,,,,,,,,,,86e024e4-a4f4-47f5-9472-575fbb43e4df,76,,"[56.8, 19.2]",3775641,1,,,,-0.3876696,,Right Foot,,,"[68.8, 14.3]",Ground Pass,,12.961867,,,Marisa Ewers,15565.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Left Center Midfield,6,Aston Villa,2647,['2b9d46ef-0144-4743-884d-77a09a339a18'],29,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:29.078,Pass,
,,,,,,,,,,,,,,,,1.485901,,,,,,,,,,,,6a96ac9e-fcfc-4a31-bbe7-03378d31a714,79,,"[82.2, 8.3]",3775641,1,,,,-0.4266275,,Left Foot,,,"[95.4, 2.3]",Ground Pass,,14.499655,,,Jodie Hutton,46537.0,,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,6,Aston Villa,2647,['d150d2ac-a3f2-496f-90d6-28e1009a4f40'],32,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:32.857,Pass,
,,,,,,,,,,,,,,,,0.142661,,,,,,,,,,,,686b6bd2-2d5a-445b-9999-222a6b856faf,83,,"[92.1, 2.7]",3775641,1,,,,2.9516044,,Left Foot,,,"[89.5, 3.2]",Ground Pass,,2.6476405,Incomplete,,Caroline Siems,46536.0,,,,,,,1,Regular Play,Jodie Hutton,46537.0,Left Wing,6,Aston Villa,2647,"['0a066b12-45c0-43d4-aa58-9b88fe4cf147', '4f38a1ce-4ef7-4de5-b9df-fd783646b73d', 'a1bbeaef-3052-4f19-a59c-a79260906856']",35,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:35.721,Pass,True
,,,,,,,,,,,,,,,,0.902744,,,,,,,,,,,,3a612e2c-b765-4c8f-8b41-ac7ac93e40cd,87,,"[33.7, 80.0]",3775641,1,,,,-0.39644128,,,,,"[42.3, 76.4]",Low Pass,,9.32309,,,Connie Scofield,21556.0,,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,7,Birmingham City WFC,969,['b783fa4f-140b-48c2-a9de-325aace1970f'],54,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:54.406,Pass,
,,,,,,,,,,,,,,,,1.170298,,,,,,,,,,,,74f83f65-f174-4661-8228-fb4674e0d2bc,90,,"[42.5, 75.7]",3775641,1,,,,2.899672,,Right Foot,,,"[34.8, 77.6]",Ground Pass,,7.930952,,,Harriet Scott,19592.0,,,,,,,1,From Throw In,Connie Scofield,21556.0,Right Midfield,7,Birmingham City WFC,969,"['81182b75-3b67-427e-8f89-4d6558d045bc', 'b1098f71-da48-4930-a92f-212fec11047d']",55,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:55.309,Pass,True
,,,,,,,,,,,,,,,,0.275525,,,,,,,,,,,,4b9c2a7c-e26b-4b4b-8ef8-827bf0a4b38d,92,,"[34.8, 77.6]",3775641,1,,,,-0.20902294,,Left Foot,,,"[38.1, 76.9]",High Pass,,3.3734255,Incomplete,,,,,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,7,Birmingham City WFC,969,['2bbf3ba6-dafb-4f3d-bd07-08bba1eae8d0'],56,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:56.479,Pass,
,,,,,,,,,,,,,,,,2.065833,,,,,,,,,,,,9bf85314-65d5-4cad-800c-0292445fa1e7,94,,"[30.1, 80.0]",3775641,2,,,,-2.714514,,,,,"[13.4, 72.4]",Low Pass,,18.348024,,,Georgia Brougham,15574.0,,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,8,Birmingham City WFC,969,['df341423-9649-4793-b77d-9ec16157e89d'],4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:04.959,Pass,
,,,,,,,,,,,,,,,,1.590863,,,,,,,,,,,,f4fce1d2-0c37-4d07-b920-af1331391f83,97,,"[18.3, 58.3]",3775641,2,,,,-1.6710181,,Right Foot,,,"[16.5, 40.4]",Ground Pass,,17.990274,,,Rachel Corsie,4984.0,,,,,,,1,From Throw In,Georgia Brougham,15574.0,Right Center Back,8,Birmingham City WFC,969,['a61af27b-08eb-430e-8800-fbd98e96847a'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:12.048,Pass,
,,,,,,,,,,,,,,,,1.922304,,,,,,,,,,,,9498780f-8af3-4fa6-9604-61bd487cec23,100,,"[19.8, 37.2]",3775641,2,,,,-0.80776966,,Right Foot,,,"[48.2, 7.5]",High Pass,,41.093185,Incomplete,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Rachel Corsie,4984.0,Left Center Back,8,Birmingham City WFC,969,"['e21667de-691a-4ab0-a4ad-9f92eec85a7f', 'f1c36e5b-0011-4f4d-97f1-b8a3054e6acb']",15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:15.489,Pass,
,,,,,,,,,,,,,,,,0.888444,,,,,,,,,,,,4880596f-19cc-4e28-a13c-3135f73cb7df,103,,"[54.8, 0.1]",3775641,2,,,,1.3280598,,,,,"[57.4, 10.6]",Low Pass,,10.817116,,,Mollie Green,47520.0,,,,,,Throw-in,1,From Throw In,Rebecca Holloway,31568.0,Left Back,9,Birmingham City WFC,969,['6dffd01f-ebb2-4d92-a59e-34181a77185d'],36,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:36.427,Pass,
,,,,,,,,,,,,,,,,0.857584,,,,,,,,,,,,d4188b28-0462-4112-9092-d7e4ee48b72a,105,,"[57.4, 11.3]",3775641,2,,,,-1.9267541,,Right Foot,,,"[54.5, 3.5]",Ground Pass,,8.321658,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Mollie Green,47520.0,Right Center Midfield,9,Birmingham City WFC,969,['52a58786-8d66-42e2-8011-d78e63cbd363'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:37.316,Pass,
,,,,,,,,,,,,,,,,0.940451,,,,,,,,,,,,2975feea-5f82-4ffa-b734-839a88a7a1cd,109,,"[63.3, 5.4]",3775641,2,,,,0.24946965,,Left Foot,,,"[79.0, 9.4]",Ground Pass,,16.201544,Incomplete,,Claudia Walker,15580.0,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Back,9,Birmingham City WFC,969,"['19e62d5c-f9fc-435c-b3e6-57b6073a25c6', '29fdb54a-2340-47a8-99c7-e71d08e0baaa', '9b9131be-324f-45d3-a881-daf5d13ca19d']",40,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:40.290,Pass,True
,,,,,,,,,,,,,,,,0.490581,,,,,,,,,,,,19e62d5c-f9fc-435c-b3e6-57b6073a25c6,111,,"[41.1, 70.7]",3775641,2,,,,-0.70361376,,Right Foot,,,"[44.4, 67.9]",Ground Pass,,4.327817,,,Chloe Arthur,10193.0,,,,,,Recovery,1,Regular Play,Ella Franklin-Fraiture,46538.0,Right Back,10,Aston Villa,2647,"['2287c49c-836a-4398-8622-8d0085ddb229', '2975feea-5f82-4ffa-b734-839a88a7a1cd']",41,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:41.231,Pass,
,,,,,,,,,,,,,,,,1.100363,,,,,,,,,,,,1b4fe3d9-430b-45b6-bef1-812e2ad333fe,117,,"[53.8, 62.4]",3775641,2,,,,-0.06426781,,Right Foot,,,"[74.0, 61.1]",Ground Pass,,20.241789,,,Ramona Petzelberger,46533.0,,,,,,Free Kick,1,From Free Kick,Elisha N''Dow,46534.0,Right Center Back,11,Aston Villa,2647,['2424192d-e74a-4114-8804-53a03822fbea'],58,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:58.610,Pass,
,,,,,,,,,,,,,,,,2.692952,,,,,,,,,,,,d6e9a678-4478-410d-bb17-c5d7063fe197,119,,"[74.7, 61.1]",3775641,2,,,,2.7325644,,Right Foot,,,"[51.4, 71.2]",Ground Pass,,25.394882,,,Elisha N''Dow,46534.0,,,,,,,1,From Free Kick,Ramona Petzelberger,46533.0,Right Center Midfield,11,Aston Villa,2647,['062f7c3e-6a3e-4d5b-820e-eb1bd0410caa'],59,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:59.711,Pass,
