50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,,,d7d050f0-3630-4d31-a53f-093ecbf52e52,1,,,,19728,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 25}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,8798e4a5-2108-4127-8430-da5a83d5ce43,2,,,,19728,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,07518c8f-3b7d-49cd-a115-f19cb9199f82,3,,,,19728,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['294a4157-8308-404c-af55-9411f96a6d38'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,294a4157-8308-404c-af55-9411f96a6d38,4,,,,19728,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['07518c8f-3b7d-49cd-a115-f19cb9199f82'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,2fb758b4-518b-4fee-98e5-d931c1bac4a9,1693,,,,19728,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Bristol City WFC,973,['46ead6f1-7e32-4a63-affe-3467317f025b'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,46ead6f1-7e32-4a63-affe-3467317f025b,1694,,,,19728,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Bristol City WFC,973,['2fb758b4-518b-4fee-98e5-d931c1bac4a9'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,0.76269,,,,,,,,,,,,,,526e5ef0-e050-47e7-bf22-2f1e9a764739,5,,,"[60.0, 40.0]",19728,0,,,,-2.9229238,,Right Foot,,,"[51.0, 38.0]",,Ground Pass,9.219544,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Nadia Nadim,4650.0,Center Forward,2,Manchester City WFC,746,['7bbd98ae-a01b-4ff3-862d-4fcacdec3b65'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.741,Pass,
,,,,,,,,,,,0.961472,,,,,,,,,,,,,,da150c4d-25e5-4f5c-80c9-0f1efb1bb829,8,,,"[52.0, 40.0]",19728,0,,,,0.844154,,Right Foot,,,"[60.0, 49.0]",,Ground Pass,12.0415945,,Jill Scott,10172.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Midfield,2,Manchester City WFC,746,['c2ea7800-63db-4fd7-92f2-23b257ff1d2c'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.366,Pass,
,,,,,,,,,,,1.172249,,,,,,,,,,,,,,7ad47749-e95a-4010-a758-06a280e75242,11,,,"[56.0, 53.0]",19728,0,,,,2.4668517,,Right Foot,,,"[46.0, 61.0]",,Ground Pass,12.806249,,Abbie McManus,4648.0,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Midfield,2,Manchester City WFC,746,['24bf0f36-9e85-4101-9bbb-2bf096744a74'],4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.360,Pass,
,,,,,,,,,,,2.37427,,,,,,,,,,,,,,066b57cf-3191-4189-b00d-242033a54278,14,,,"[46.0, 58.0]",19728,0,,,,-1.5707964,,Right Foot,,,"[46.0, 20.0]",,Ground Pass,38.0,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Abbie McManus,4648.0,Right Back,2,Manchester City WFC,746,['706d59ca-6b4c-4625-b5e5-884080f63382'],6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.239,Pass,
