bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.74593,,,,,,,,,,,4eecf29f-6a84-436d-9ee8-aca02c406384,27,,"[109.0, 1.0]",19762,0,,,0.8960554,,,,,,"[113.0, 6.0]",,Low Pass,6.4031243,,Aileen Whelan,16374.0,,,,,Throw-in,1,From Throw In,Sophie Perry-Campbell,16377.0,Left Back,5,Brighton & Hove Albion WFC,965,"['d7a78c35-157d-43eb-850e-acf01e3e559d', 'dfd14182-9fd9-47d7-add7-e53e8d40b77e']",41,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:41.442,Pass,True
,,,,,,,,,,,,0.755,,,,,,,,,,,6e466799-dc24-48d6-bfcc-e9b56d64c15e,30,,"[113.0, 6.0]",19762,0,,,-2.4668517,,,Right Foot,,,"[108.0, 2.0]",,Low Pass,6.4031243,,Sophie Perry-Campbell,16377.0,,,,,,1,From Throw In,Aileen Whelan,16374.0,Left Midfield,5,Brighton & Hove Albion WFC,965,"['1650d26c-d89d-4630-b57b-718e92583be2', 'd7a78c35-157d-43eb-850e-acf01e3e559d']",42,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:42.228,Pass,True
,,,,,,,,,,,,0.203216,,,,,,,,,,,220fa635-747f-4c66-8b5c-daf2be8e6d72,33,,"[109.0, 3.0]",19762,0,,,0.7853982,,,Right Foot,,,"[111.0, 5.0]",,Low Pass,2.828427,Incomplete,Aileen Whelan,16374.0,,,,,,1,From Throw In,Sophie Perry-Campbell,16377.0,Left Back,5,Brighton & Hove Albion WFC,965,"['c4aaf5a7-28df-468e-85d3-258c9e6b2751', 'f9e80d62-9968-45a6-bffa-54bdf44a6787']",43,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:43.033,Pass,
,,,,,,,,,,,,0.8246,,,,,,,,,,,ebbb87b6-c676-46a5-9d0b-6751fb6afafb,37,,"[108.0, 3.0]",19762,0,,,2.3561945,,,Right Foot,,,"[103.0, 8.0]",,Ground Pass,7.071068,,Chloe Peplow,16397.0,,,,,Recovery,1,From Throw In,Sophie Perry-Campbell,16377.0,Left Back,5,Brighton & Hove Albion WFC,965,['3ee04a68-2e11-40ab-a807-223e1245a9a0'],45,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:45.319,Pass,
,,,,,,,,,,,,2.569677,,,,,,,,,,,bebe2153-ca48-4b17-afab-dd805af74ec5,40,,"[103.0, 8.0]",19762,0,,,-0.058755822,,,Right Foot,,,"[120.0, 7.0]",,Ground Pass,17.029387,Out,Sophie Perry-Campbell,16377.0,,,,,,1,From Throw In,Chloe Peplow,16397.0,Right Center Midfield,5,Brighton & Hove Albion WFC,965,['562ea41a-765a-48ac-916f-cd14f8279576'],46,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:46.223,Pass,
,,,,,,,,,,,,1.516793,,,,,,,,,,,f97cf127-2337-43ef-a67b-ebfc5b38dccb,42,,"[8.0, 80.0]",19762,1,,,-0.551655,,,,,,"[21.0, 72.0]",,High Pass,15.264338,,Lauren Bruton,15726.0,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,6,Reading WFC,974,['a56bdbd1-39af-4de0-8104-0e56b20f1be4'],4,,,,,,,,,,,,,,,,Reading WFC,974,00:01:04.237,Pass,
,,,,,,,,,,,,0.781349,,,,,,,,,,,1d1334c5-d22a-4b20-9d07-88a880e6761c,49,,"[52.0, 72.0]",19762,1,,,-0.90975314,,,Right Foot,,,"[59.0, 63.0]",,Ground Pass,11.401754,Incomplete,Brooke Chaplen,15723.0,,,,,,1,From Throw In,Lauren Bruton,15726.0,Center Forward,6,Reading WFC,974,"['acfc8105-c154-4fb5-a3c9-8a683b4eb4d3', 'd3cc9793-e4f2-47ee-9fe1-d990f724c109']",11,,,,,,,,,,,,,,,,Reading WFC,974,00:01:11.655,Pass,
,,,,,,,,,,,,1.4657,,,,,,,,,,,d3cc9793-e4f2-47ee-9fe1-d990f724c109,51,,"[62.0, 18.0]",19762,1,,,3.070285,,,Left Foot,,,"[48.0, 19.0]",,Ground Pass,14.035668,,Laura Rafferty,16394.0,,,,,Interception,1,Regular Play,Danielle Buet,20034.0,Center Midfield,7,Brighton & Hove Albion WFC,965,"['1d1334c5-d22a-4b20-9d07-88a880e6761c', 'd42f4bb8-1c92-41fa-b5e0-083336032793']",12,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:12.437,Pass,
,,,,,,,,,,,,0.988,,,,,,,,,,,3c36b4b8-5492-4a77-821a-0fd343fdbbc9,54,,"[49.0, 19.0]",19762,1,,,0.6435011,,,Right Foot,,,"[57.0, 25.0]",,Ground Pass,10.0,,Kate Natkiel,16399.0,,,,,,1,Regular Play,Laura Rafferty,16394.0,Right Center Back,7,Brighton & Hove Albion WFC,965,['25bee1a3-39a2-488c-b079-fbe37540b276'],13,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:13.942,Pass,
,,,,,,,,,,,,0.660367,,,,,,,,,,,fd519046-47ad-41ab-be9f-7d0c7fd19a4f,58,,"[56.0, 23.0]",19762,1,,,-0.4048918,,,Right Foot,,,"[63.0, 20.0]",,Ground Pass,7.615773,,Chloe Peplow,16397.0,,,,,,1,Regular Play,Kate Natkiel,16399.0,Right Midfield,7,Brighton & Hove Albion WFC,965,"['59e09c7d-3dd6-4512-bcc4-278ff45da839', 'a1baec52-ed14-4d6b-b178-56e82dfc4d5c']",15,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:15.266,Pass,True
,,,,,,,,,,,,0.6958,,,,,,,,,,,ef5d9a5b-4141-4163-bec5-af056371af20,61,,"[63.0, 19.0]",19762,1,,,-0.19739556,,,Right Foot,,,"[73.0, 17.0]",,Ground Pass,10.198039,,Iniabasi Anefiok Umotong,16378.0,,,,,,1,Regular Play,Chloe Peplow,16397.0,Right Center Midfield,7,Brighton & Hove Albion WFC,965,"['59e09c7d-3dd6-4512-bcc4-278ff45da839', 'f03e3288-c5ee-4700-a575-bf40dbd429de']",16,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:16.419,Pass,True
,,,,,,,,,,,,0.6074,,,,,,,,,,,38d46188-6520-4e64-ba1a-b7f8553d9a2f,63,,"[73.0, 17.0]",19762,1,,,-2.0899425,,,Right Foot,,,"[69.0, 10.0]",,Ground Pass,8.062258,,Aileen Whelan,16374.0,,,,,,1,Regular Play,Iniabasi Anefiok Umotong,16378.0,Center Forward,7,Brighton & Hove Albion WFC,965,['1b83e4e7-e14d-4550-a915-dda84a0253b7'],17,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:17.115,Pass,
,,,,,,,,,,,,3.3358,,,,,,,,,,,6f3c92a8-d457-4bec-a633-c681b08a6462,70,,"[82.0, 1.0]",19762,1,,,0.23684876,,,,,,"[111.0, 8.0]",,High Pass,29.832869,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,,Throw-in,1,From Throw In,Sophie Perry-Campbell,16377.0,Left Back,8,Brighton & Hove Albion WFC,965,"['246e2c70-3081-4fa1-83eb-ab82e7d28bbd', '9c6807e1-fdd5-4ae9-87f3-eb8341db7fab']",35,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:35.728,Pass,
,,,,,,,,,,,,1.966451,,,,,,,,,,,9c6807e1-fdd5-4ae9-87f3-eb8341db7fab,72,,"[10.0, 73.0]",19762,1,,,0.0,,,Right Foot,,,"[49.0, 73.0]",,High Pass,39.0,Unknown,,,,,,,Recovery,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,8,Brighton & Hove Albion WFC,965,['6f3c92a8-d457-4bec-a633-c681b08a6462'],39,,,,,,,,,,,,,,,,Reading WFC,974,00:01:39.064,Pass,
,,,,,,,,,,,,1.259765,,,,,,,,,,,2903a31e-228d-4980-b2d4-eac264da30c4,75,,"[49.0, 63.0]",19762,1,,,1.6614562,,,Right Foot,,,"[48.0, 74.0]",,Ground Pass,11.045361,,Jade Moore,10190.0,,,,,Free Kick,1,From Free Kick,Fara Williams,10251.0,Left Center Midfield,9,Reading WFC,974,['d982d906-118d-42cc-aed5-ed65151f33fc'],47,,,,,,,,,,,,,,,,Reading WFC,974,00:01:47.776,Pass,
,,,,,,,,,,,,0.673266,,,,,,,,,,,fafa3251-2805-44f3-a925-31a9d2eb85fe,78,,"[52.0, 73.0]",19762,1,,,-1.5120405,,,Right Foot,,,"[53.0, 56.0]",,High Pass,17.029387,,Rachel Furness,15706.0,,,,,,1,From Free Kick,Jade Moore,10190.0,Right Wing,9,Reading WFC,974,['88aecc5b-0263-4b8f-9935-47435480a746'],49,,,,,,,,,,,,,,,,Reading WFC,974,00:01:49.994,Pass,
,,,,,,,,,,,,2.027652,,,,,,,,,,,fb3e015d-09ec-453e-85ab-e3b4e35d13fe,86,,"[6.0, 36.0]",19762,2,,,-0.95054686,,,Right Foot,,,"[21.0, 15.0]",,Ground Pass,25.806976,,Josanne Potter,10198.0,,,,,Goal Kick,1,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,10,Reading WFC,974,['c97464b6-4224-49d7-af5d-977193d92851'],21,,,,,,,,,,,,,,,,Reading WFC,974,00:02:21.220,Pass,
,,,,,,,,,,,,1.004885,,,,,,,,,,,cc6d3433-77b7-4dc2-b42b-55d0384da689,89,,"[22.0, 16.0]",19762,2,,,0.6287963,,,Left Foot,,,"[33.0, 24.0]",,Ground Pass,13.601471,,Rachel Furness,15706.0,,,,,,1,From Goal Kick,Josanne Potter,10198.0,Left Center Back,10,Reading WFC,974,['ded8181e-1815-40a5-abd5-eb7a3b897aa7'],25,,,,,,,,,,,,,,,,Reading WFC,974,00:02:25.105,Pass,
,,,,,,,,,,,,2.024809,,,,,,,,,,,350a1a6a-c197-486e-9c92-1fc8d572e518,92,,"[34.0, 24.0]",19762,2,,,1.5430257,,,Left Foot,,,"[35.0, 60.0]",,Ground Pass,36.013885,,Kirstyn Pearce,18152.0,,,,,,1,From Goal Kick,Rachel Furness,15706.0,Center Defensive Midfield,10,Reading WFC,974,['ffca1438-f9cb-4631-8df5-9ef9e91d45ac'],28,,,,,,,,,,,,,,,,Reading WFC,974,00:02:28.981,Pass,
,,,,,,,,,,,,1.661932,,,,,,,,,,,403ce673-1917-4daa-b32c-6056c772386f,95,,"[36.0, 60.0]",19762,2,,,-1.4056476,,,Right Foot,,,"[42.0, 24.0]",,Ground Pass,36.496574,,Josanne Potter,10198.0,,,,,,1,From Goal Kick,Kirstyn Pearce,18152.0,Right Center Back,10,Reading WFC,974,['442ce3cd-b0cc-4732-99a7-d964b3fe75d7'],32,,,,,,,,,,,,,,,,Reading WFC,974,00:02:32.499,Pass,
,,,,,,,,,,,,1.232427,,,,,,,,,,,5efd0d47-fb38-4806-b6eb-5d364c81ed40,98,,"[66.0, 17.0]",19762,2,,,-0.1746722,,,Left Foot,,,"[83.0, 14.0]",,Ground Pass,17.262676,,Brooke Chaplen,15723.0,,,,,,1,From Goal Kick,Josanne Potter,10198.0,Left Center Back,10,Reading WFC,974,['a6f71e3b-c264-4a93-837d-db824555d629'],39,,,,,,,,,,,,,,,,Reading WFC,974,00:02:39.416,Pass,
,,,,,,,,,,,,0.978486,,,,,,,,,,,3b2a6085-d7a9-461a-a389-4790806c4b79,102,,"[82.0, 14.0]",19762,2,,,0.37298772,,,Right Foot,,,"[105.0, 23.0]",,Ground Pass,24.698177,Incomplete,Lauren Bruton,15726.0,,,,,,1,From Goal Kick,Brooke Chaplen,15723.0,Left Wing,10,Reading WFC,974,"['23945883-758c-4eed-9a36-ea4b5cd9a15f', 'd7192c87-e938-4d10-b437-ece82335b8a6', 'da9399ff-9d63-43c1-96d6-47d812a8ff10']",42,,,,,,,,,,,,,,,,Reading WFC,974,00:02:42.335,Pass,True
,,,,,,,,,,,,2.1893,,,,,,,,,,,35326691-512b-427d-ba88-396988c35686,106,,"[30.0, 66.0]",19762,2,,,0.21109334,,,Right Foot,,,"[58.0, 72.0]",,Ground Pass,28.635643,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,,,1,Regular Play,Laura Rafferty,16394.0,Right Center Back,11,Brighton & Hove Albion WFC,965,"['2af6567d-926a-4db8-959a-a19e0e7f082f', 'b3d5cc12-f445-426a-8763-44aa0006ab20']",45,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:45.239,Pass,
,,,,,,,,,,,,1.684207,,,,,,,,,,,2af6567d-926a-4db8-959a-a19e0e7f082f,108,,"[63.0, 9.0]",19762,2,,,0.34097895,,,Left Foot,,,"[94.0, 20.0]",,Low Pass,32.89377,Incomplete,,,,,,,Recovery,1,Regular Play,Josanne Potter,10198.0,Left Center Back,11,Brighton & Hove Albion WFC,965,"['35326691-512b-427d-ba88-396988c35686', 'f5716c88-ed19-4230-a80b-de6a7d5a545b']",47,,,,,,,,,,,,,,,,Reading WFC,974,00:02:47.428,Pass,
,,,,,,,,,,,,3.583769,,,,,,,,,,,d7bd194c-5ef4-44bf-a00c-1cdf6f1722be,111,,"[27.0, 59.0]",19762,2,,,-2.55359,,,Right Foot,,,"[9.0, 47.0]",,Ground Pass,21.633308,,Marie Hourihan,19419.0,,,,,,1,Regular Play,Laura Rafferty,16394.0,Right Center Back,11,Brighton & Hove Albion WFC,965,['d4c4d41f-829b-433c-b5ba-654be8a3334b'],50,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:50.266,Pass,
,,,,,,,,,,,,2.48,,,,,,,,,,,1ec7049d-d115-444f-a9eb-fd5bc0156c59,114,,"[10.0, 46.0]",19762,2,,,-0.9944211,,,Right Foot,,,"[36.0, 6.0]",,High Pass,47.707443,,Sophie Perry-Campbell,16377.0,,True,,,,1,Regular Play,Marie Hourihan,19419.0,Goalkeeper,11,Brighton & Hove Albion WFC,965,['c89cfe92-87ea-43ee-bad1-8316faa578a8'],55,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:55.615,Pass,
,,,,,,,,,,,,0.792622,,,,,,,,,,,0dac5d49-9a3f-4f72-b432-a994d5380e42,118,,"[38.0, 8.0]",19762,2,,,-0.26625204,,,Right Foot,,,"[49.0, 5.0]",,Ground Pass,11.401754,Unknown,,,,,,,,1,Regular Play,Sophie Perry-Campbell,16377.0,Left Back,11,Brighton & Hove Albion WFC,965,['d2a80965-758d-4512-8bf1-09515943ff34'],58,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:58.795,Pass,True
,,,,,,,,,,,,2.121455,,,,,,,,,,,2ac76acb-b7e3-4187-a47f-edaa1eaa781b,121,,"[57.0, 6.0]",19762,3,,,-0.101688854,,,Right Foot,,,"[106.0, 1.0]",,Low Pass,49.25444,Out,,,,,,,Free Kick,1,From Free Kick,Victoria Williams,16395.0,Left Center Back,12,Brighton & Hove Albion WFC,965,,27,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:27.544,Pass,
,,,,,,,,,,,,3.883634,,,,,,,,,,,0685e515-90df-4c36-9337-15d0bf67ee25,122,,"[22.0, 80.0]",19762,3,,,-1.5490606,,,,,,"[23.0, 34.0]",,High Pass,46.010868,,Josanne Potter,10198.0,,True,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,13,Reading WFC,974,['0cb44ed3-d3a4-4c32-a80f-4b224d02ad3b'],48,,,,,,,,,,,,,,,,Reading WFC,974,00:03:48.972,Pass,
,,,,,,,,,,,,1.128742,,,,,,,,,,,64102b29-c642-414d-9917-019774d1677f,125,,"[35.0, 24.0]",19762,3,,,0.5585993,,,Left Foot,,,"[43.0, 29.0]",,Ground Pass,9.433981,,Remi Allen,18149.0,,,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,13,Reading WFC,974,['a4a90a3f-b7f4-44b1-a6f9-b0deeebfdd1d'],54,,,,,,,,,,,,,,,,Reading WFC,974,00:03:54.998,Pass,
,,,,,,,,,,,,1.333585,,,,,,,,,,,645745e3-54d8-4822-bf5f-041e9f37e3a8,128,,"[43.0, 29.0]",19762,3,,,-1.3521274,,,Right Foot,,,"[45.0, 20.0]",,Ground Pass,9.219544,,Josanne Potter,10198.0,,,,,,1,From Throw In,Remi Allen,18149.0,Right Center Midfield,13,Reading WFC,974,['1b2c931e-a984-47b3-9311-e2ecfc28de01'],56,,,,,,,,,,,,,,,,Reading WFC,974,00:03:56.801,Pass,
,,,,,,,,,,,,5.552676,,,,,,,,,,,95f20b3f-8fd6-4940-8943-dfd3e5b3ea02,131,,"[47.0, 20.0]",19762,3,,,-0.08314123,,,Left Foot,,,"[119.0, 14.0]",,High Pass,72.249565,Out,Brooke Chaplen,15723.0,,,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,13,Reading WFC,974,['81c89f18-5fc6-4a94-8f7b-74217e35d5a2'],59,,,,,,,,,,,,,,,,Reading WFC,974,00:03:59.656,Pass,
,,,,,,,,,,,,2.2555,,,,,,,,,,,8543ea67-b720-446b-a21e-470bd0c4fdd9,133,,"[7.0, 45.0]",19762,4,,,-0.8960554,,,Right Foot,,,"[35.0, 10.0]",,High Pass,44.82187,,Sophie Perry-Campbell,16377.0,,,,,Goal Kick,1,From Goal Kick,Marie Hourihan,19419.0,Goalkeeper,14,Brighton & Hove Albion WFC,965,['d7f840a8-a24f-47cd-8351-ea3284274e5c'],24,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:24.734,Pass,
,,,,,,,,,,,,2.0605,,,,,,,,,,,31111b57-3647-49e4-b0b3-bf3f8d95c661,137,,"[36.0, 10.0]",19762,4,,,-3.041924,,,Right Foot,,,"[16.0, 8.0]",,Ground Pass,20.09975,,Victoria Williams,16395.0,,,,,,1,From Goal Kick,Sophie Perry-Campbell,16377.0,Left Back,14,Brighton & Hove Albion WFC,965,"['5038c34d-5ba7-48b3-9257-2c37303a71c2', '72257d23-4ad6-4411-a7dd-1a28f6b761e3']",27,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:27.834,Pass,True
