bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.212866,,,,,,,,,,,,,,,,,fa93eff2-5746-41f1-8893-0eedebdaaf97,19,,,"[51.5, 71.4]",2275040,0,,,,,0.8519663,,Right Foot,,,,"[57.1, 77.8]",,Ground Pass,,8.504117,,,,Matilde Lundorf Skovsen,31528.0,,,,,,1,From Kick Off,Ellie Brazil,16393.0,Right Midfield,2,Brighton & Hove Albion WFC,965,['92768d8e-de33-42b3-9c27-bb324b785e40'],10,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:10.645,Pass,
,,,,,,,,,,,,,,,,,,5.066075,,,,,,,,,,,,,,,,,ff6f118e-6d77-4a63-998f-eb8671abf78c,22,,,"[64.2, 77.0]",2275040,0,,,,,-0.017411176,,Right Foot,,,,"[104.4, 76.3]",,Ground Pass,,40.206093,,,Incomplete,Emily Simpkins,23289.0,,,,,,1,From Kick Off,Matilde Lundorf Skovsen,31528.0,Right Back,2,Brighton & Hove Albion WFC,965,"['5c390746-5e76-46f0-aa2a-ecf393755d44', 'bc3b3c3f-7dd8-4e8e-b66a-6f92d87a26e2']",12,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:12.646,Pass,
,,,,,,,,,,,,,,,,,,0.928128,,,,,,,,,,,,,,,,,ca8701a0-e3bd-4210-b911-82cc4b7d1d5d,27,,,"[14.0, 3.6]",2275040,0,,,,,-0.3496071,,Left Foot,,,,"[23.6, 0.1]",,Ground Pass,,10.218122,,,Out,,,,,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,3,West Ham United LFC,972,,18,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:18.332,Pass,
,,,,,,,,,,,,,,,,,,2.697002,,,,,,,,,,,,,,,,,ce252bcf-4977-4977-b096-302569faf8cd,28,,,"[91.7, 80.0]",2275040,0,,,,,-0.1369466,,,,,,"[120.0, 76.1]",,High Pass,,28.567465,,,Out,,,,,,,Throw-in,1,From Throw In,Ellie Brazil,16393.0,Right Midfield,4,Brighton & Hove Albion WFC,965,,32,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:32.356,Pass,
,,,,,,,,,,,,,,,,,,1.915496,,,,,,,,,,,,,,,,,13985cb0-16db-4584-823a-6d33802c2a3d,29,,,"[6.0, 44.0]",2275040,0,,,,,-1.629841,,Right Foot,,,,"[4.8, 23.7]",,Ground Pass,,20.335438,,,,Laura Vetterlein,31556.0,,,,,Goal Kick,1,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,5,West Ham United LFC,972,['16bae2cf-d65c-4e0a-836c-52171a2bc2fa'],56,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:56.250,Pass,
,,,,,,,,,,,,,,,,,,2.49006,,,,,,,,,,,,,,,,,36755a3d-df6a-4489-b32d-b03a41e18e3b,33,,,"[7.2, 23.2]",2275040,0,,,,,-0.28544027,,Left Foot,,,,"[51.5, 10.2]",,High Pass,,46.168064,,,,Leanne Kiernan,18146.0,,,,,,1,From Goal Kick,Laura Vetterlein,31556.0,Left Center Back,5,West Ham United LFC,972,['9987e23c-e4cd-4ebc-8924-f98236acd9cd'],58,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:58.989,Pass,
,,,,,,,,,,,,,,,,,,0.883315,,,,,,,,,,,,,,,,,3116eedf-a5ff-4d99-a264-9ebb4a00f8ed,38,,,"[68.0, 63.3]",2275040,1,,,,,1.2618656,,Right Foot,,,,"[71.0, 72.7]",,Ground Pass,,9.867117,,,,Ellie Brazil,16393.0,,,,,Free Kick,1,From Free Kick,Danielle Buet,20034.0,Right Defensive Midfield,6,Brighton & Hove Albion WFC,965,['78098260-9804-41b7-a69e-7413e8faf77d'],4,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:04.388,Pass,
,,,,,,,,,,,,,,,,,,1.947452,,,,,,,,,,,,,,,,,ae8e8037-d66b-466e-a1ae-5c91216d461d,41,,,"[79.3, 70.1]",2275040,1,,,,,-0.8125233,,Right Foot,,,,"[104.4, 43.6]",,High Pass,,36.500137,,,Incomplete,Léa Le Garrec,31529.0,,,,,,1,From Free Kick,Ellie Brazil,16393.0,Right Midfield,6,Brighton & Hove Albion WFC,965,"['0c0c39ba-a658-473d-afd6-f297dbc48a9e', '30233eb7-cd8e-4a7f-809c-32e6753a485b']",7,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:07.598,Pass,
,,,,,,,,,,,,,,,,,,2.779959,,,,,,,,,,,,,,,,,13b27413-760e-46a2-b15c-89d431620e74,47,,,"[21.5, 63.9]",2275040,1,,,,,-2.177034,,Right Foot,,,,"[5.9, 41.4]",,Ground Pass,,27.379007,,,,Courtney Brosnan,31555.0,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Right Midfield,7,West Ham United LFC,972,"['46c76266-880f-4c2c-ab18-a2d4fbacd596', 'ba483483-b9e1-49fc-a48f-4922ac77f441']",15,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:15.608,Pass,True
,,,,,,,,,,,,,,,,,,1.292875,,,,,,,,,,,,,,,,,4b51dffe-9155-49ab-942e-5992b8eb222c,50,,,"[5.9, 41.4]",2275040,1,,,,,0.95423007,,Right Foot,,,,"[13.2, 51.7]",,Ground Pass,,12.624579,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,7,West Ham United LFC,972,['645522cc-7d45-486a-9348-62660525d968'],19,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:19.747,Pass,
,,,,,,,,,,,,,,,,,,2.815859,,,,,,,,,,,,,,,,,0e2909cf-68bd-4576-b40d-e7ccb60485e0,53,,,"[13.2, 51.7]",2275040,1,,,,,-1.636063,,Right Foot,,,,"[11.2, 21.1]",,Ground Pass,,30.665289,,,,Laura Vetterlein,31556.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,['7a22b0fc-b310-4959-b8a2-7339a2f87e27'],22,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:22.093,Pass,
,,,,,,,,,,,,,,,,,,1.865826,,,,,,,,,,,,,,,,,7953021a-eabc-49ea-bde8-3182b94803c1,56,,,"[11.2, 21.1]",2275040,1,,,,,1.6290959,,Left Foot,,,,"[9.7, 46.8]",,Ground Pass,,25.743736,,,,Tessel Middag,23217.0,,,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,7,West Ham United LFC,972,['827ab096-ab58-4315-b05a-c97108159d2f'],25,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:25.860,Pass,
,,,,,,,,,,,,,,,,,,1.430659,,,,,,,,,,,,,,,,,b49ac3c3-27c4-4fc4-95db-2c20f119a477,59,,,"[4.6, 50.6]",2275040,1,,,,,1.2811048,,Right Foot,,,,"[10.8, 71.4]",,Ground Pass,,21.704378,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Tessel Middag,23217.0,Center Defensive Midfield,7,West Ham United LFC,972,['45b8d245-1ffe-4a88-a245-fde093ebd845'],29,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:29.173,Pass,
,,,,,,,,,,,,,,,,,,1.793234,,,,,,,,,,,,,,,,,19448257-c075-425a-960b-875b9c454283,62,,,"[10.8, 71.4]",2275040,1,,,,,-1.5906942,,Right Foot,,,,"[10.4, 51.3]",,Ground Pass,,20.10398,,,,Tessel Middag,23217.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,['5c47dee0-68a8-4fd8-a1ea-ed745a8d2f9d'],31,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:31.536,Pass,
,,,,,,,,,,,,,,,,,,1.724504,,,,,,,,,,,,,,,,,712f8410-cebf-4be2-a109-e61b8ac07b4b,66,,,"[10.6, 52.1]",2275040,1,,,,,1.3882365,,Left Foot,,,,"[14.2, 71.6]",,Ground Pass,,19.829523,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Tessel Middag,23217.0,Center Defensive Midfield,7,West Ham United LFC,972,"['42de64ba-0cca-4273-86ef-66a6f86ba53e', '6f9da02a-f2ba-4ece-a501-2d96d5551323']",33,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:33.369,Pass,True
,,,,,,,,,,,,,,,,,,2.100668,,,,,,,,,,,,,,,,,766bc19f-8a03-4af6-b1ab-da65a52c3891,70,,,"[13.4, 76.5]",2275040,1,,,,,-0.093760975,,Right Foot,,,,"[57.0, 72.4]",,High Pass,,43.79235,,,Incomplete,Martha Thomas,31558.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,"['6cefdcc2-14ca-40fc-9dec-2d1264e857d9', '7c34d1f8-2c2b-4107-8b44-5180f4a2039d', '9329bfad-39b3-4203-b255-d48900daa930']",36,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:36.114,Pass,True
,,,,,,,,,,,,,,,,,,1.464425,,,,,,,,,,,,,,,,,6cefdcc2-14ca-40fc-9dec-2d1264e857d9,72,,,"[63.1, 7.7]",2275040,1,,,,,2.291669,,Head,,,,"[47.9, 25.0]",,High Pass,,23.028894,,,,Danique Kerkdijk,16383.0,,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,8,Brighton & Hove Albion WFC,965,"['766bc19f-8a03-4af6-b1ab-da65a52c3891', '84c0746e-d0ee-4f8e-97a1-69cfd94bf5d4']",38,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:38.215,Pass,
,,,,,,,,,,,,,,,,,,1.669679,,,,,,,,,,,,,,,,,d3c4bb28-c601-49e0-b2d8-92d1474989fe,76,,,"[36.8, 29.9]",2275040,1,,,,,2.8893073,,Right Foot,,,,"[14.3, 35.7]",,Ground Pass,,23.235533,,,,Megan Walsh,15709.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,8,Brighton & Hove Albion WFC,965,['74691052-e6a2-4882-ac15-ea7d98c94f87'],42,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:42.102,Pass,
,,,,,,,,,,,,,,,,,,2.337211,,,,,,,,,,,,,,,,,4597dc3e-367f-4214-a665-522cd3398aaa,80,,,"[15.6, 37.4]",2275040,1,,,,,-1.2360595,,Right Foot,,,,"[28.4, 0.6]",,High Pass,,38.962547,,,Out,,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,8,Brighton & Hove Albion WFC,965,['11e15d11-170b-454f-9d7f-d8d999ca5abf'],44,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:44.772,Pass,True
,,,,,,,,,,,,,,,,,,0.781256,,,,,,,,,,,,,,,,,56755de7-1532-4471-8f38-71d8f29c0156,81,,,"[89.3, 80.0]",2275040,2,,,,,-0.8960554,,,,,,"[97.7, 69.5]",,Low Pass,,13.446561,,,,Alisha Lehmann,18153.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Back,9,West Ham United LFC,972,['9f8202ec-7318-4ad7-87c9-8feeb9aa594e'],6,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:06.805,Pass,
,,,,,,,,,,,,,,,,,,0.78582,,,,,,,,,,,,,,,,,9c257adf-c6c3-4243-bf02-0cc6be96c757,84,,,"[98.1, 68.8]",2275040,2,,,,,0.75837773,,Right Foot,,,,"[101.9, 72.4]",,Low Pass,,5.234501,,,Incomplete,Kenza Dali,15421.0,,,,,,1,From Throw In,Alisha Lehmann,18153.0,Right Midfield,9,West Ham United LFC,972,"['07681055-44b7-49ae-b3ee-83db742d87be', '0e529a2e-65e9-4186-b917-479bb109bb10', '1b34a327-f060-4846-87e4-c867b58c3596']",7,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:07.586,Pass,True
,,,,,,,,,,,,,,,,,,0.881679,,,,,,,,,,,,,,,,,626f85a8-63c3-4d1b-bdd0-bb5662ec32cd,89,,,"[28.2, 10.9]",2275040,2,,,,,1.350882,,Right Foot,,,,"[30.1, 19.4]",,Ground Pass,,8.7097645,,,,Léa Le Garrec,31529.0,,,,,,1,From Throw In,Emily Simpkins,23289.0,Left Defensive Midfield,9,West Ham United LFC,972,"['0f46c41e-e711-468a-9a1f-10b90e4c3d49', '1929dbfc-1f57-4cb3-b308-45f043dc9855']",9,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:09.283,Pass,True
,,,,,,,,,,,,,,,,,,5.456174,,,,,,,,,,,,,,,,,bacc4429-6ec9-4362-9242-1e4bd10c8749,97,,,"[115.8, 54.9]",2275040,2,,,,,-1.5033804,,Right Foot,True,,,"[119.5, 0.1]",,High Pass,,54.924767,,,Out,,,,True,,,,1,From Throw In,Kenza Dali,15421.0,Right Center Midfield,9,West Ham United LFC,972,['6489b4d4-b9e0-46d7-9d41-dfcd831be3d3'],17,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:17.221,Pass,True
,,,,,,,,,,,,,,,,,,2.09562,,,,,,,,,,,,,,,,,bd16f865-3ff8-43d2-b8c9-b8468374c054,98,,,"[4.5, 80.0]",2275040,2,,,,,-0.12206667,,,,,,"[31.4, 76.7]",,High Pass,,27.10166,,,Incomplete,,,,,,,Throw-in,1,From Throw In,Matilde Lundorf Skovsen,31528.0,Right Back,10,Brighton & Hove Albion WFC,965,['332da6e6-2ea0-4038-9568-41c5701e0073'],39,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:39.153,Pass,
,,,,,,,,,,,,,,,,,,1.507812,,,,,,,,,,,,,,,,,47bf48d4-f2f4-46b9-81d0-d7a827591ef5,102,,,"[90.4, 7.0]",2275040,2,,,,,1.4747076,,Left Foot,,,,"[91.2, 15.3]",,High Pass,,8.338465,,,,Tessel Middag,23217.0,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Center Midfield,11,West Ham United LFC,972,"['0a569b71-1b2c-4dcb-b55a-ce56070fbe0f', '5ff03344-2748-4d2a-a651-e328be703d6c']",42,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:42.704,Pass,True
,,,,,,,,,,,,,,,,,,1.424533,,,,,,,,,,,,,,,,,b108836b-02d1-4f8d-8c23-4e834196113d,106,,,"[90.2, 20.3]",2275040,2,,,,,1.9862884,,Right Foot,,,,"[85.7, 30.5]",,Ground Pass,,11.148542,,,,Kenza Dali,15421.0,,,,,,1,Regular Play,Tessel Middag,23217.0,Center Defensive Midfield,11,West Ham United LFC,972,['527cf1f4-3155-4dab-a40e-318ad9dc1f47'],44,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:44.248,Pass,
,,,,,,,,,,,,,,,,,,5.870735,,,,,,,,,,,,,,,,,1d37f0ca-cbaf-4fa6-805c-76e5acc71b0d,113,,,"[85.0, 39.1]",2275040,2,,,,,-1.0191413,,Right Foot,,,,"[109.0, 0.1]",,Low Pass,,45.79301,,,Out,Leanne Kiernan,18146.0,,,,,Recovery,1,Regular Play,Kenza Dali,15421.0,Right Center Midfield,11,West Ham United LFC,972,"['24086ee1-e6bb-42c8-92e1-3ee92be6caea', 'be6fa063-0df1-49b6-a8ea-597581b8c3c3']",49,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:49.340,Pass,True
,,,,,,,,,,,,,,,,,,0.933167,,,,,,,,,,,,,,,,,0dfc88b6-60c3-473e-a452-db10a4a991c5,115,,,"[11.3, 80.0]",2275040,3,,,,,-1.3432288,,,,,,"[13.5, 70.5]",,Low Pass,,9.7514105,,,,Danielle Buet,20034.0,,,,,Throw-in,1,From Throw In,Matilde Lundorf Skovsen,31528.0,Right Back,12,Brighton & Hove Albion WFC,965,['a24abd61-87e3-4da6-9e2d-af6231d70b9b'],1,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:01.608,Pass,
,,,,,,,,,,,,,,,,,,0.939985,,,,,,,,,,,,,,,,,a054f5ef-6bbb-4abb-b425-97b1023f4250,121,,,"[15.2, 67.5]",2275040,3,,,,,-0.029841885,,Right Foot,,,,"[28.6, 67.1]",,Ground Pass,,13.405969,,,,Danique Kerkdijk,16383.0,,,,,Free Kick,1,From Free Kick,Megan Walsh,15709.0,Goalkeeper,13,Brighton & Hove Albion WFC,965,['6fa9117a-14fc-483b-a0dd-aa84afa62d10'],23,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:23.351,Pass,
