ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,837e7aff-2509-493e-8e75-3fe860e2583a,1,,,,3775616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,242a2a8e-c98a-4b17-92dc-3bcd3f6f21cc,2,,,,3775616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 49646, 'name': 'Lois Joel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 21859, 'name': 'Ruby Grant'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8995f581-320e-4d27-a961-d3e36760e768,3,,,,3775616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['b665fdb2-ce59-4279-9b0c-4c8a819bcd49'],0,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b665fdb2-ce59-4279-9b0c-4c8a819bcd49,4,,,,3775616,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['8995f581-320e-4d27-a961-d3e36760e768'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0427206b-30a6-43e3-a383-26522a4d127a,1549,,,,3775616,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,West Ham United LFC,972,['60635da8-c53f-48a1-bd6d-b541badaf592'],0,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,60635da8-c53f-48a1-bd6d-b541badaf592,1550,,,,3775616,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,West Ham United LFC,972,['0427206b-30a6-43e3-a383-26522a4d127a'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.833516,,,,,,,,,,,,,4d8c7f5d-f4ad-47ee-bc80-c5521f9753bf,5,,,"[60.0, 40.0]",3775616,0,,,,-2.6688955,,Right Foot,,,"[51.2, 35.5]",,Ground Pass,,9.883825,,,,Ella Jade Mastrantonio,46737.0,,,,,,Kick Off,1,From Kick Off,Abigail Harrison,23412.0,Center Forward,2,Bristol City WFC,973,['30ee3e7f-71c3-48cb-84d0-0c7a4332629c'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.603,Pass,
,,,,,,,,,,,,,,,,,1.908979,,,,,,,,,,,,,6b385018-ffbe-4ad8-b38f-fef4d267b361,8,,,"[46.6, 34.3]",3775616,0,,,,2.1808703,,Right Foot,,,"[32.2, 54.9]",,Ground Pass,,25.13404,,,,Florence Allen,24922.0,,,,,,,1,From Kick Off,Ella Jade Mastrantonio,46737.0,Left Defensive Midfield,2,Bristol City WFC,973,['4f12d12a-aad2-48ac-863d-bcb09288bd5b'],2,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.210,Pass,
,,,,,,,,,,,,,,,,,1.643922,,,,,,,,,,,,,9c443ebf-cee7-4ea1-92f0-75fc5aa00ae7,11,,,"[32.0, 55.1]",3775616,0,,,,-2.0727732,,Right Foot,,,"[24.7, 41.8]",,Ground Pass,,15.171684,,,,Laura Rafferty,16394.0,,,,,,,1,From Kick Off,Florence Allen,24922.0,Right Center Back,2,Bristol City WFC,973,['f2a63f53-573f-4ba6-acb6-5e4a51cc1d10'],4,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:04.901,Pass,
,,,,,,,,,,,,,,,,,1.491376,,,,,,,,,,,,,27f7071f-95b7-4419-a38c-552ad782b771,14,,,"[25.1, 41.1]",3775616,0,,,,-1.6890539,,Right Foot,,,"[22.7, 20.9]",,Ground Pass,,20.342075,,,,Gemma Evans,16381.0,,,,,,,1,From Kick Off,Laura Rafferty,16394.0,Center Back,2,Bristol City WFC,973,['68966a34-f805-4329-92d6-cbb23188e37a'],7,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:07.414,Pass,
,,,,,,,,,,,,,,,,,1.11292,,,,,,,,,,,,,dcad2d63-e3ce-40a7-9495-7b5e28549f64,17,,,"[29.3, 17.8]",3775616,0,,,,0.33419806,,Left Foot,,,"[43.7, 22.8]",,Ground Pass,,15.24336,,,,Ella Jade Mastrantonio,46737.0,,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,['9d24762a-1ae6-47f8-8015-9d275ff52d13'],11,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:11.333,Pass,
,,,,,,,,,,,,,,,,,1.265001,,,,,,,,,,,,,83350d66-5abc-49d8-94b7-5817c4f6ada9,20,,,"[42.7, 23.0]",3775616,0,,,,2.884029,,Right Foot,,,"[22.2, 28.4]",,Ground Pass,,21.199293,,,,Laura Rafferty,16394.0,,,,,,,1,From Kick Off,Ella Jade Mastrantonio,46737.0,Left Defensive Midfield,2,Bristol City WFC,973,['e5a0f85b-97f1-435d-bdb1-d7e3139f77d1'],12,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:12.486,Pass,
,,,,,,,,,,,,,,,,,1.40926,,,,,,,,,,,,,37f8cdf2-3b3d-4267-b651-6c826087c14a,23,,,"[18.5, 32.4]",3775616,0,,,,2.9495447,,Right Foot,,,"[7.7, 34.5]",,Ground Pass,,11.002273,,,,Sophie Baggaley,16376.0,,,,,,,1,From Kick Off,Laura Rafferty,16394.0,Center Back,2,Bristol City WFC,973,['61d8dd4f-f1bb-4e25-b2c7-247826aa3558'],15,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:15.245,Pass,
,,,,,,,,,,,,,,,,,2.016301,,,,,,,,,,,,,2fc8b1f7-7d35-4c44-9895-ae47c3c24bdd,26,,,"[9.5, 34.7]",3775616,0,,,,-0.87317204,,Right Foot,,,"[26.6, 14.3]",,Ground Pass,,26.618979,,,,Gemma Evans,16381.0,,,,,,,1,From Kick Off,Sophie Baggaley,16376.0,Goalkeeper,2,Bristol City WFC,973,['d4ef6535-91a9-4bb9-b4af-b9d34d8bb0bd'],17,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:17.554,Pass,
,,,,,,,,,,,,,,,,,4.656973,,,,,,,,,,,,,377e24cb-9b8e-486b-9a9e-b7a32cae44b3,29,,,"[41.6, 5.5]",3775616,0,,,,0.29959482,,Left Foot,,,"[105.7, 25.3]",,Low Pass,,67.08837,,Incomplete,,Abigail Harrison,23412.0,,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,"['101c4f3b-7f59-4d6a-94d1-f27a2ff57ef9', 'c3b07c34-dbe8-476f-8915-76a908f53fe2']",22,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:22.414,Pass,
,,,,,,,,,,,,,,,,,1.786888,,,,,,,,,,,,,1da914ee-2831-490a-9019-8f3bda7c3c55,33,,,"[16.4, 55.0]",3775616,0,,,,-1.34493,,Right Foot,,,"[21.8, 31.5]",,Ground Pass,,24.112446,,,,Grace Fisk,34232.0,,,,,,,1,Regular Play,Mackenzie Arnold,42787.0,Goalkeeper,3,West Ham United LFC,972,['46cc128c-0f90-4d9e-893c-6967c432f5a5'],28,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:28.564,Pass,
,,,,,,,,,,,,,,,,,1.467264,,,,,,,,,,,,,935c2ab0-430f-4c8b-b9b2-c4f23eaf9543,36,,,"[25.4, 32.5]",3775616,0,,,,0.7853982,,Right Foot,,,"[44.1, 51.2]",,Ground Pass,,26.445793,,,,Ruby Grant,21859.0,,,,,,,1,Regular Play,Grace Fisk,34232.0,Left Center Back,3,West Ham United LFC,972,['39097dd3-dcb3-48ea-9066-dbb67b217cc5'],32,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:32.567,Pass,
