ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,99341e92-1815-4d49-ab99-c8f25c7d90c8,1,,,3775634,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,efe39454-d3ca-46bb-8d93-3b351aa39d60,2,,,3775634,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 21}, {'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 4}, {'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Aston Villa,2647,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c33d944c-05ed-48f6-b1f4-e78091c9c5c8,3,,,3775634,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['4731ac9d-f5bb-4f5e-b2d7-a4385221dc54'],0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4731ac9d-f5bb-4f5e-b2d7-a4385221dc54,4,,,3775634,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['c33d944c-05ed-48f6-b1f4-e78091c9c5c8'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d1aa2740-0f31-4cb2-b2d4-e6e6d6233f63,1736,,,3775634,45,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Everton LFC,967,['468030fb-ccef-40f2-9c65-53e390361661'],0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,468030fb-ccef-40f2-9c65-53e390361661,1737,,,3775634,45,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,97,Everton LFC,967,['d1aa2740-0f31-4cb2-b2d4-e6e6d6233f63'],0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.909271,,,,,,,,,,,,,,,,e06a6389-af26-434f-8690-54a1f2d015d3,5,,"[61.0, 40.1]",3775634,0,,,2.231578,,Left Foot,,,,"[40.4, 66.6]",,Ground Pass,,33.56501,,Nadine Hanssen,46539.0,,,,Kick Off,1,From Kick Off,Freya Gregory,33010.0,Left Wing,2,Aston Villa,2647,['c4082e27-fb2f-44b1-a563-dbb842474917'],0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.693,Pass,
,,,,,,,,,,,,,,,,1.124996,,,,,,,,,,,,,,,,99a999ea-5794-4ccc-b0b3-b4bd93c3e9b0,8,,"[44.4, 66.8]",3775634,0,,,0.06271956,,Right Foot,,,,"[65.1, 68.1]",,Ground Pass,,20.740782,,Olivia McLoughlin,77717.0,,,,,1,From Kick Off,Nadine Hanssen,46539.0,Right Center Midfield,2,Aston Villa,2647,['138dccf9-d637-45cf-8372-0c8889b0bfd5'],4,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:04.234,Pass,
,,,,,,,,,,,,,,,,1.433252,,,,,,,,,,,,,,,,cdf7d469-09d0-4b80-8cff-57c3fda6f5d5,15,,"[53.6, 8.3]",3775634,0,,,3.0975037,,Right Foot,,,,"[40.0, 8.9]",,Ground Pass,,13.613229,,Rikke Læntver Sevecke,15789.0,,,,Recovery,1,Regular Play,Hayley Emma Raso,6818.0,Left Wing,3,Everton LFC,967,['2d685830-ded6-4ae4-957e-c80ce9fef470'],7,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:07.403,Pass,
,,,,,,,,,,,,,,,,3.039326,,,,,,,,,,,,,,,,921a2630-57be-4ad0-8974-25e73f7849d7,19,,"[43.2, 9.1]",3775634,0,,,0.19846967,,Left Foot,,,,"[79.0, 16.3]",,High Pass,,36.516846,Incomplete,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Left Center Back,3,Everton LFC,967,"['5608f1f3-f2a9-423f-93a9-520e85b3ffea', 'd9808772-dffd-4927-b30b-13fcef2f7c2f']",8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:08.917,Pass,True
