50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,8fbc6a65-2b71-4519-a285-b3ded6ed6627,1,,,,19792,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,0b25b272-c819-488d-8000-3cdce06cf0c9,2,,,,19792,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,5bfddcdb-4e10-4ffd-ba1e-5cdca74598d4,3,,,,19792,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['4a239dc9-d5bb-4ed7-8eb4-f0d4512cbf14'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,4a239dc9-d5bb-4ed7-8eb4-f0d4512cbf14,4,,,,19792,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['5bfddcdb-4e10-4ffd-ba1e-5cdca74598d4'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,11257da3-01dc-4be6-b738-3378c7166d03,1617,,,,19792,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,121,Yeovil Town LFC,970,['fff6c639-bca2-4c54-aa73-ccbe54443a85'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,fff6c639-bca2-4c54-aa73-ccbe54443a85,1618,,,,19792,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,121,Yeovil Town LFC,970,['11257da3-01dc-4be6-b738-3378c7166d03'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,1.407768,,,,,,,,,,16b6c377-1515-480e-970e-b4a33cedb376,5,,,"[61.0, 41.0]",19792,0,,,,-3.0584514,,,Right Foot,,,"[49.0, 40.0]",,Ground Pass,12.0415945,,Frankie Brown,10171.0,,,Kick Off,1,From Kick Off,Rosella Ayane,21048.0,Center Forward,2,Bristol City WFC,973,['676d6f87-9780-4a50-b1c4-7ef1f90f4310'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.360,Pass,
,,,,,,,,,,,,1.395049,,,,,,,,,,7bb13254-5fea-4355-95f1-f49c8274c78d,12,,,"[66.0, 40.0]",19792,0,,,,-1.4141945,,,Left Foot,,,"[69.0, 21.0]",,Ground Pass,19.235384,,Emily Donovan,15705.0,,,Recovery,1,Regular Play,Anne-Marie Heatherson,15714.0,Right Wing,3,Yeovil Town LFC,970,['88a323ea-6be8-47cb-87f4-f423644d14b1'],4,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:04.823,Pass,
,,,,,,,,,,,,0.831208,,,,,,,,,,211c24f9-35c0-476f-b861-6a0b770d6977,15,,,"[78.0, 41.0]",19792,0,,,,2.55359,,,Right Foot,,,"[69.0, 47.0]",,Ground Pass,10.816654,,Georgia Evans,15707.0,,,,1,Regular Play,Emily Donovan,15705.0,Left Center Midfield,3,Yeovil Town LFC,970,['4278aa84-be84-4d4f-92d0-c2c504fccdce'],9,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:09.018,Pass,
,,,,,,,,,,,,1.323223,,,,,,,,,,377e428a-4988-49d1-86dd-49593fcbbebe,19,,,"[73.0, 58.0]",19792,0,,,,2.0647378,,,Right Foot,,,"[66.0, 71.0]",,Ground Pass,14.764823,,Charlotte Buxton,19774.0,,,,1,Regular Play,Georgia Evans,15707.0,Center Attacking Midfield,3,Yeovil Town LFC,970,['661c6635-349c-48a5-8f78-3960764fde9c'],13,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:13.013,Pass,
