ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cf03ec1f-3bc8-46f1-9c29-5c653054e7b1,1,,,2275117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13857, 'name': 'Tinja-Riikka Tellervo Korpela'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 18253, 'name': 'Hannah Cain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5b728652-10b0-40ad-8470-918697ab4a99,2,,,2275117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed283009-b57a-4500-96a3-62da6ca4ded6,3,,,2275117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['2a6440a0-667e-4fe9-aa64-cf71ce4917cb'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2a6440a0-667e-4fe9-aa64-cf71ce4917cb,4,,,2275117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['ed283009-b57a-4500-96a3-62da6ca4ded6'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c1f8fa18-f278-4fd0-a998-52f8d3c797af,1997,,,2275117,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Arsenal WFC,968,['0ffe7f5c-2aa5-4d48-9685-1a04d6b28546'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0ffe7f5c-2aa5-4d48-9685-1a04d6b28546,1998,,,2275117,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Arsenal WFC,968,['c1f8fa18-f278-4fd0-a998-52f8d3c797af'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.09334,,,,,,,,,,,,,,,6b9df011-b1f3-482d-9c3a-f502f96e32bb,5,,"[60.0, 40.0]",2275117,0,,,,,3.0227523,,Right Foot,,,,"[53.3, 40.8]",,Ground Pass,,6.747592,,,,,Megan Finnigan,18254.0,,,,,,Kick Off,1,From Kick Off,Hannah Cain,18253.0,Center Forward,2,Everton LFC,967,['26877049-36b5-444d-b170-6a7c34767d06'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.140,Pass,
,,,,,,,,,,,,,,,3.122104,,,,,,,,,,,,,,,deadb4ae-23d1-4739-b6ec-cd83bd7452a5,7,,"[52.9, 40.1]",2275117,0,,,,,-0.4264637,,Right Foot,,,,"[98.9, 19.2]",,High Pass,,50.52534,,,Incomplete,,,,,,,,,,1,From Kick Off,Megan Finnigan,18254.0,Left Defensive Midfield,2,Everton LFC,967,['1d243a44-32a9-4fd6-bd7c-1a1f41bfba0a'],1,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:01.233,Pass,
,,,,,,,,,,,,,,,1.043742,,,,,,,,,,,,,,,7b86fa73-5b31-4f45-b98f-a0d3f8cde27e,11,,"[21.0, 58.6]",2275117,0,,,,,-1.9640085,,Right Foot,,,,"[15.4, 45.1]",,Ground Pass,,14.615403,,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,"['a5f6ee88-cab6-448b-b013-3f0ca2a4af1f', 'f16f4313-b0b0-46db-96cf-cce31e0801dd']",6,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:06.171,Pass,True
,,,,,,,,,,,,,,,2.893786,,,,,,,,,,,,,,,11fb714a-7ee6-4af7-aaf2-6984c5fde4c3,14,,"[15.0, 45.1]",2275117,0,,,,,-1.4343938,,Right Foot,,,,"[19.9, 9.4]",,Ground Pass,,36.034706,,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['731e5545-945a-428a-ac10-f01e1f808de8'],8,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:08.361,Pass,
