ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.279487,,,,,,,,,,,,7d178350-40bf-43f2-8f20-d3eba7489db3,17,,"[23.5, 20.7]",2275092,0,,,,,1.4864897,,Right Foot,,,"[26.5, 56.2]",,Ground Pass,,35.626534,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['8e6ee19f-ad8b-49ab-a313-177ed26205a0'],7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.418,Pass,
,,,,,,,,,,,,,,,1.259958,,,,,,,,,,,,1131323f-3f46-4a1b-bc6b-4fcebadd2edc,20,,"[26.5, 56.2]",2275092,0,,,,,-2.0470617,,Right Foot,,,"[20.0, 43.6]",,Ground Pass,,14.177799,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['bf1120df-f7c6-4f37-b8e5-dcec7d3c935f'],10,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:10.655,Pass,
,,,,,,,,,,,,,,,1.24196,,,,,,,,,,,,b21b231c-9d99-43e6-b378-14452139289f,23,,"[20.0, 43.6]",2275092,0,,,,,-1.3390133,,Right Foot,,,"[23.8, 27.5]",,Ground Pass,,16.54237,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['8337fe02-8841-43ff-9c69-3fc513ef9830'],12,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:12.772,Pass,
,,,,,,,,,,,,,,,0.984842,,,,,,,,,,,,2170cf49-f4b2-4370-afd2-4a8da21cc8c1,26,,"[23.8, 27.5]",2275092,0,,,,,-0.77494556,,Right Foot,,,"[38.3, 13.3]",,Ground Pass,,20.295073,,,Demi Stokes,4651.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['5ceda2cf-e389-4f62-90c9-6ca828ffa3bb'],14,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.902,Pass,
,,,,,,,,,,,,,,,1.373498,,,,,,,,,,,,bb6b6543-7dc4-4571-b995-f1f78f68604a,29,,"[38.1, 13.5]",2275092,0,,,,,2.492597,,Right Foot,,,"[23.6, 24.5]",,Low Pass,,18.200275,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,Manchester City WFC,746,['fea800c8-2bcc-4782-8022-1900b873d654'],15,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:15.927,Pass,
,,,,,,,,,,,,,,,1.809675,,,,,,,,,,,,c93204f4-450e-491a-b86b-eaa521a94bf9,32,,"[24.3, 27.7]",2275092,0,,,,,1.3053243,,Right Foot,,,"[30.2, 49.4]",,Ground Pass,,22.487774,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['8352122f-f7d0-4180-afd3-006c094cf424'],21,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:21.003,Pass,
,,,,,,,,,,,,,,,4.154708,,,,,,,,,,,,ca45e1f1-d094-43b6-ad9c-3f05a735a828,35,,"[31.8, 51.8]",2275092,0,,,,,0.34832236,,Right Foot,,,"[103.4, 77.8]",,High Pass,,76.17454,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['ac82b038-49c4-4ac2-aa63-a28cad27a0cb'],24,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:24.447,Pass,
,,,,,,,,,,,,,,,1.180788,,,,,,,,,,,,5c6d50b4-4126-4aa2-8eab-b14c9986ccbf,39,,"[101.2, 77.1]",2275092,0,,,,,-1.8501195,,Left Foot,,,"[97.5, 64.2]",,Ground Pass,,13.420135,,,Jill Scott,10172.0,,,,,,,1,From Kick Off,Janine Elizabeth Beckie,4992.0,Right Back,2,Manchester City WFC,746,['edf80f9b-3ee0-4740-9690-c4f769eb8449'],29,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.999,Pass,
,,,,,,,,,,,,,,,0.873366,,,,,,,,,,,,f0a40fc6-4930-4a4b-b550-00b736eb79ee,42,,"[109.3, 59.0]",2275092,0,,,,,-1.456645,813edbba-bda2-481a-a2ac-9c7e0dd465f5,Right Foot,True,,"[111.1, 43.3]",True,Low Pass,,15.802848,,,Ellen White,10180.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Midfield,2,Manchester City WFC,746,['460dcc4c-955e-49a3-9381-71f13af9d2cb'],32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:32.769,Pass,
,,,,,,,,,,,,,,,0.807468,,,,,,,,,,,,b57c4538-f846-4a00-a4d7-b6e469788329,46,,"[61.0, 40.1]",2275092,1,,,,,2.9627995,,Right Foot,,,"[52.7, 41.6]",,Ground Pass,,8.434453,,,Lucy Staniforth,15562.0,,,,,,Kick Off,1,From Kick Off,Rachel Williams,31563.0,Center Forward,3,Birmingham City WFC,969,['96ffc746-4a6c-4597-a2c8-3cd1789bae8d'],11,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:11.495,Pass,
,,,,,,,,,,,,,,,4.456587,,,,,,,,,,,,a414c3b4-98f8-4cec-b5c3-2f9198087853,50,,"[53.3, 41.9]",2275092,1,,,,,0.21392298,,Right Foot,,,"[113.6, 55.0]",,High Pass,,61.706562,Incomplete,,Sarah Emma Mayling,19500.0,,,,,,,1,From Kick Off,Lucy Staniforth,15562.0,Left Defensive Midfield,3,Birmingham City WFC,969,"['8b303e8b-e004-43cf-9aa4-42edba44911b', 'a3cf8a8a-5b0e-4ccc-b751-70ec7729924e', 'd2480700-174c-4626-a3c5-d72bf080e430']",13,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:13.577,Pass,True
,,,,,,,,,,,,,,,2.41877,,,,,,,,,,,,806b4650-2964-4ea5-9e96-bf21d826d811,54,,"[11.8, 32.1]",2275092,1,,,,,1.427213,,Keeper Arm,,,"[15.4, 57.0]",,Ground Pass,,25.158895,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,4,Manchester City WFC,746,['a83d9ef2-5eb9-477a-abec-268d9bf3c8b4'],22,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:22.367,Pass,
,,,,,,,,,,,,,,,2.314211,,,,,,,,,,,,9c7d7353-9ddf-4d8a-b111-1dcbe6f39616,57,,"[19.4, 55.4]",2275092,1,,,,,-1.5323538,,Right Foot,,,"[20.2, 34.6]",,Ground Pass,,20.815378,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['4cd0ef63-8381-454c-b76a-e8fa837c0187'],27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:27.139,Pass,
,,,,,,,,,,,,,,,2.020798,,,,,,,,,,,,d1e6b7eb-1007-4d27-981f-59856327a5fc,60,,"[25.2, 35.9]",2275092,1,,,,,1.5074664,,Right Foot,,,"[26.5, 56.4]",,Ground Pass,,20.541178,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,4,Manchester City WFC,746,['48f8042c-440c-4bd0-a4ae-1beb18537651'],32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:32.017,Pass,
,,,,,,,,,,,,,,,2.307255,,,,,,,,,,,,598591d1-b454-49a8-9e57-f85b86096cb8,64,,"[26.5, 57.4]",2275092,1,,,,,-1.5340781,,Left Foot,,,"[27.4, 32.9]",,Ground Pass,,24.516525,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['0cde45f3-647f-4a55-a1f9-a9945aa32eca'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:38.496,Pass,
,,,,,,,,,,,,,,,1.420046,,,,,,,,,,,,7623679c-33cf-4084-8161-a1d749a03ad7,67,,"[27.4, 32.9]",2275092,1,,,,,-1.2759806,,Right Foot,,,"[33.2, 13.8]",,Ground Pass,,19.961212,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,4,Manchester City WFC,746,['bf7da756-d1c7-4314-96f5-a195cc300f4d'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:41.872,Pass,
,,,,,,,,,,,,,,,2.817229,,,,,,,,,,,,ff42843d-7248-4a7e-bae5-74bd8843b767,71,,"[36.4, 3.1]",2275092,1,,,,,0.29739413,,Left Foot,,,"[87.3, 18.7]",,High Pass,,53.236923,Incomplete,,Pauline Bremer,20725.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,4,Manchester City WFC,746,"['b43d15a0-42ee-463f-86b6-5430043f6e32', 'ddbadce5-a22a-49b1-b93f-9bfd59b3a311']",46,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:46.097,Pass,
,,,,,,,,,,,,,,,0.841949,,,,,,,,,,,,8e56517c-ce2f-4f66-9761-1a617666ad80,77,,"[74.1, 11.1]",2275092,1,,,,,-0.7551044,,Left Foot,,,"[82.6, 3.1]",,Ground Pass,,11.672618,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,4,Manchester City WFC,746,"['9e61f09d-fcdc-4e9a-aef1-9eb072dfb14b', 'aa9441e6-a1db-40ee-9809-0e7026750ccb']",51,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:51.174,Pass,True
,,,,,,,,,,,,,,,0.87062,,,,,,,,,,,,ed340f53-c8e1-436e-b476-2c8b87d4fb03,81,,"[80.8, 2.6]",2275092,1,,,,,2.6719928,,Left Foot,,,"[74.1, 6.0]",,Ground Pass,,7.5133214,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,4,Manchester City WFC,746,['ccb16e25-af7b-4a70-882c-67b585dd70bf'],54,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:54.826,Pass,
,,,,,,,,,,,,,,,0.856405,,,,,,,,,,,,1cfe0659-ac90-4efb-bc7f-8f23c22da734,84,,"[74.1, 6.0]",2275092,1,,,,,2.6868734,,Left Foot,,,"[65.1, 10.4]",,Ground Pass,,10.017983,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,4,Manchester City WFC,746,['c0e0435d-8437-4165-a0bd-e33f2c295c52'],56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:56.302,Pass,
,,,,,,,,,,,,,,,2.493885,,,,,,,,,,,,641d9007-d70f-4609-ae97-cd7f227305a9,87,,"[65.1, 10.4]",2275092,1,,,,,1.8509763,,Right Foot,,,"[55.0, 45.5]",,Ground Pass,,36.52424,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Right Defensive Midfield,4,Manchester City WFC,746,['47c6778d-9b09-4f57-ae60-99e857ae1ddb'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:58.587,Pass,
,,,,,,,,,,,,,,,2.268564,,,,,,,,,,,,f5dae02d-e34d-4844-92c3-c89e0d163402,90,,"[56.7, 47.2]",2275092,2,,,,,0.6487728,,Right Foot,,,"[96.0, 77.0]",,Ground Pass,,49.320686,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['9097f529-bbc8-41ff-b734-4b1b27f9edf7'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:02.494,Pass,
,,,,,,,,,,,,,,,3.851546,,,,,,,,,,,,c67f9ead-5a68-4755-8d9f-30d3e168e99c,105,,"[98.3, 71.9]",2275092,2,,,,,-0.53195167,,Right Foot,,,"[117.5, 60.6]",,Ground Pass,,22.278465,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,4,Manchester City WFC,746,"['5b48d4d9-9ed4-4b56-8604-87d142a9e519', '866f5f6d-1d84-457e-8e5b-0609b353277d']",9,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:09.683,Pass,
,,,,,,,,,,,,,,,2.130434,,,,,,,,,,,,980190dd-8392-4918-8193-d003ddcb2323,111,,"[2.6, 14.8]",2275092,2,,,,,-0.8205949,,Left Foot,,,"[16.3, 0.1]",,Ground Pass,,20.094278,Out,,Abbi Grant,31565.0,,,,,,,1,Regular Play,Adrienne Jordan,31567.0,Left Back,5,Birmingham City WFC,969,"['1fca9618-b73d-4125-ab7c-35165c1dd5a9', '6a4b0b32-26fa-4468-82c6-fc81b9889da8']",15,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:15.920,Pass,True
,,,,,,,,,,,,,,,0.844287,,,,,,,,,,,,601a20ad-45e8-4ed6-bfa3-adb04336c5ba,113,,"[94.2, 80.0]",2275092,2,,,,,-1.2838576,,,,,"[97.8, 67.8]",,Low Pass,,12.720063,Incomplete,,Ellen White,10180.0,,,,,,Throw-in,1,From Throw In,Janine Elizabeth Beckie,4992.0,Right Back,6,Manchester City WFC,746,"['89738a9b-add3-4be7-acb5-9956b1baab0d', 'ab1b56bd-0221-4434-9dc4-b74499f06570']",27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:27.271,Pass,
,,,,,,,,,,,,,,,2.169643,,,,,,,,,,,,ab1b56bd-0221-4434-9dc4-b74499f06570,115,,"[22.3, 12.3]",2275092,2,,,,,0.92374915,,Head,,,"[29.1, 21.3]",,High Pass,,11.280071,,,Lucy Whipp,31566.0,,,,,,Recovery,1,From Throw In,Abbi Grant,31565.0,Left Wing,6,Manchester City WFC,746,"['601a20ad-45e8-4ed6-bfa3-adb04336c5ba', 'be08620e-674c-43cb-aefa-ab8c77b6cc5f']",28,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:28.115,Pass,
,,,,,,,,,,,,,,,2.534109,,,,,,,,,,,,1ec5cb5a-4469-47e2-a713-d6f5729fff27,119,,"[30.0, 21.5]",2275092,2,,,,,-0.20109104,,Right Foot,,,"[56.0, 16.2]",,High Pass,,26.534695,Incomplete,,Rachel Williams,31563.0,,,,,,,1,From Throw In,Lucy Whipp,31566.0,Center Attacking Midfield,6,Manchester City WFC,746,"['89ab84bb-7c0e-45c9-81ee-606021dd0e06', '976f3516-d60d-45a9-957e-1ed52da82e5c', 'b8d11b29-941d-495e-ba5f-499ca02c9d5a']",30,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:30.365,Pass,True
,,,,,,,,,,,,,,,2.621105,,,,,,,,,,,,b8d11b29-941d-495e-ba5f-499ca02c9d5a,122,,"[64.1, 63.9]",2275092,2,,,,,-1.8717166,,Right Foot,,,"[55.1, 34.9]",,High Pass,,30.364452,,,Gemma Bonner,15554.0,,,,,,Recovery,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,"['1b8b685f-4437-47ed-b3a3-8a45d8598db7', '1ec5cb5a-4469-47e2-a713-d6f5729fff27', 'e5c71d10-b9de-4769-add8-271f42f7d8c3']",32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:32.899,Pass,True
,,,,,,,,,,,,,,,0.742706,,,,,,,,,,,,63380970-e2c2-44bd-a268-db086dd93c8d,125,,"[55.1, 34.9]",2275092,2,,,,,-0.23109066,,Right Foot,,,"[61.9, 33.3]",,Ground Pass,,6.9856997,,,Caroline Weir,10188.0,,,,,,,1,From Throw In,Gemma Bonner,15554.0,Left Center Back,6,Manchester City WFC,746,['6f8219c2-10d1-4a10-ac6a-7723a792c562'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:38.138,Pass,
,,,,,,,,,,,,,,,1.52531,,,,,,,,,,,,768eea9f-0aea-4f2b-a453-926edd4097df,128,,"[61.9, 33.3]",2275092,2,,,,,2.9116883,,Left Foot,,,"[52.5, 35.5]",,Ground Pass,,9.654015,,,Gemma Bonner,15554.0,,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Defensive Midfield,6,Manchester City WFC,746,['99e12047-002c-450b-85d6-018090c95e4b'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:38.920,Pass,
,,,,,,,,,,,,,,,0.650009,,,,,,,,,,,,997cbf0c-ce80-43ba-9701-f05c01a6e907,131,,"[52.5, 35.5]",2275092,2,,,,,0.90569365,,Right Foot,,,"[56.5, 40.6]",,Ground Pass,,6.481512,,,Keira Walsh,4658.0,,,,,,,1,From Throw In,Gemma Bonner,15554.0,Left Center Back,6,Manchester City WFC,746,['78440440-fb41-4592-8f8f-6c515ae78311'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:41.077,Pass,
,,,,,,,,,,,,,,,2.591793,,,,,,,,,,,,8f31cca5-5f01-4c35-953f-a14ba642c7f7,135,,"[54.3, 37.3]",2275092,2,,,,,-2.2483344,,Right Foot,,,"[40.3, 19.9]",,Ground Pass,,22.332935,,,Gemma Bonner,15554.0,,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Defensive Midfield,6,Manchester City WFC,746,['5c25d07f-7048-4083-86ae-aed76e6ec972'],42,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:42.696,Pass,
,,,,,,,,,,,,,,,1.728536,,,,,,,,,,,,1d8362aa-55e0-4ed4-88b1-21eacf98db46,139,,"[40.3, 20.3]",2275092,2,,,,,2.4354799,,Right Foot,,,"[20.6, 37.1]",,Ground Pass,,25.890732,,,Ellie Roebuck,4637.0,,,,,,,1,From Throw In,Gemma Bonner,15554.0,Left Center Back,6,Manchester City WFC,746,['e3176f92-5ef1-4bfb-8f24-6adf91418a5e'],45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:45.327,Pass,
