ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.097436,,,,,,,,,,,,,,,,5aa479dc-f9be-47fe-91ea-9cf59f337146,18,,"[110.7, 10.6]",2275033,0,,,,,-0.60165364,,Left Foot,,,,"[117.4, 6.0]",,Ground Pass,,8.127115,,Josie Green,4865.0,,,,,,,1,From Kick Off,Kit Graham,31551.0,Left Midfield,2,Tottenham Hotspur Women,749,['acc7660e-9bf9-4295-b863-d1dcc7d9d904'],16,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:16.471,Pass,
,,,,,,,,,,,,,,1.390918,,,,,,,,,,,,,,,,9a79834f-c066-4a2d-9f2c-efc80994eeb7,22,,"[118.9, 9.2]",2275033,0,,,,,1.6371195,,Left Foot,True,,,"[117.1, 36.3]",,High Pass,,27.159714,Incomplete,Rianna Dean,31702.0,,,,,,,1,From Kick Off,Josie Green,4865.0,Left Center Midfield,2,Tottenham Hotspur Women,749,"['0507a507-6d6d-400e-8550-df3c5e6d7df8', 'b7de2f9d-fc2b-4aa5-9935-90ad0b0f7979', 'f8a68a90-3e41-444e-b231-f772920739cd']",18,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:18.481,Pass,True
,,,,,,,,,,,,,,2.24515,,,,,,,,,,,,,,,,e131fb85-cf3d-47d8-b91d-00f418351c87,25,,"[120.0, 0.1]",2275033,0,,,,,1.6638027,,Right Foot,,,,"[115.7, 46.2]",,High Pass,True,46.30011,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Rachel Furness,15706.0,Right Center Midfield,3,Tottenham Hotspur Women,749,['c6fa368e-601d-4a1c-8ead-ffdc6bd3b768'],53,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:53.337,Pass,
,,,,,,,,,,,,,,0.972591,,,,,,,,,,,,,,,,d5a07183-d164-4ae4-b3d0-d2d88222e564,29,,"[70.7, 80.0]",2275033,1,,,,,-0.299532,,,,,,"[84.3, 75.8]",,Low Pass,,14.233763,,Rachel Furness,15706.0,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,4,Tottenham Hotspur Women,749,['41327d06-6573-4a40-8549-a1f175dca2a2'],10,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:10.346,Pass,
,,,,,,,,,,,,,,1.351508,,,,,,,,,,,,,,,,7efbd582-a92e-4e89-a1e0-ecbee40e6dbc,32,,"[84.3, 75.8]",2275033,1,,,,,0.12318266,,Left Foot,,,,"[94.8, 77.1]",,Low Pass,,10.58017,Incomplete,Lucy Quinn,15564.0,,,,,,,1,From Throw In,Rachel Furness,15706.0,Right Center Midfield,4,Tottenham Hotspur Women,749,"['643a10bb-8538-4ad9-b5bd-76e21ba4e243', 'ab7dbcfa-d2b0-475f-8022-140c1d681999']",11,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:11.372,Pass,
,,,,,,,,,,,,,,2.576658,,,,,,,,,,,,,,,,643a10bb-8538-4ad9-b5bd-76e21ba4e243,34,,"[25.3, 3.0]",2275033,1,,,,,-0.10320345,,Left Foot,,,,"[53.3, 0.1]",,High Pass,,28.149778,Out,Abigail Harrison,23412.0,,,,,,Recovery,1,From Throw In,Gemma Evans,16381.0,Left Back,4,Tottenham Hotspur Women,749,"['7efbd582-a92e-4e89-a1e0-ecbee40e6dbc', 'b37e167f-0bc4-4019-a4f5-9049592385d1']",12,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:12.724,Pass,
,,,,,,,,,,,,,,1.317519,,,,,,,,,,,,,,,,9713d50d-d730-4298-8083-bb143c463ed5,36,,"[73.2, 80.0]",2275033,1,,,,,-0.27147847,,,,,,"[82.9, 77.3]",,High Pass,,10.068764,,Rachel Furness,15706.0,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,5,Tottenham Hotspur Women,749,['a22b8534-e4db-43e9-b7f6-44347d45cb50'],21,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:21.961,Pass,
,,,,,,,,,,,,,,1.741483,,,,,,,,,,,,,,,,7fac2461-7e4e-47af-9075-7f33d34a61c4,39,,"[85.6, 77.2]",2275033,1,,,,True,-2.7314653,,,,,,"[76.4, 73.2]",,High Pass,,10.031949,Incomplete,Lucy Quinn,15564.0,,,,,,,1,From Throw In,Rachel Furness,15706.0,Right Center Midfield,5,Tottenham Hotspur Women,749,"['64634f11-81cb-4868-b974-a3cd737b977d', 'a15b0637-4131-47e5-99d4-ac993ffab2b7', 'efb83e96-6131-4af9-a613-52d88401a8c8']",23,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:23.359,Pass,True
,,,,,,,,,,,,,,1.74911,,,,,,,,,,,,,,,,64634f11-81cb-4868-b974-a3cd737b977d,41,,"[43.7, 6.9]",2275033,1,,,,,0.37854558,,Head,,,,"[52.5, 10.4]",,High Pass,,9.470481,Incomplete,Carla Humphrey,16384.0,,,,,,Recovery,1,From Throw In,Yana Daniëls,10093.0,Left Wing,5,Tottenham Hotspur Women,749,"['7fac2461-7e4e-47af-9075-7f33d34a61c4', '853e134e-aea8-4576-82be-605a61add4b8', 'd5888c1b-1cb0-4bcc-8986-42f8d1e28d53']",25,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:25.100,Pass,
,,,,,,,,,,,,,,1.527384,,,,,,,,,,,,,,,,0a865f38-d0ba-4bcd-9166-65ae83b4d2af,45,,"[68.5, 61.2]",2275033,1,,,,,-2.3099642,,Right Foot,,,,"[55.1, 46.5]",,Ground Pass,,19.890953,,Anna Filbey,31703.0,,,,,,,1,From Throw In,Chloe Peplow,16397.0,Center Defensive Midfield,5,Tottenham Hotspur Women,749,['1e036923-70c9-4b27-be9c-7d3c24e0919c'],28,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:28.455,Pass,
,,,,,,,,,,,,,,1.650345,,,,,,,,,,,,,,,,72f2eaf5-b7e4-4426-a8cc-48836e2e671b,48,,"[54.6, 39.7]",2275033,1,,,,,-1.6180983,,Right Foot,,,,"[53.8, 22.8]",,Ground Pass,,16.918924,,Siri Worm,15572.0,,,,,,,1,From Throw In,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['3b512871-912b-4160-af0c-ca3727adf895'],31,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:31.265,Pass,
,,,,,,,,,,,,,,1.893033,,,,,,,,,,,,,,,,ba6619c0-dd16-40c9-bace-c008b1d0dba7,51,,"[56.8, 17.9]",2275033,1,,,,,-0.33929262,,Left Foot,,,,"[95.9, 4.1]",,High Pass,,41.46384,,Kit Graham,31551.0,,,,,,,1,From Throw In,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['e07e2c54-3f45-4096-8d35-3a61b5096f60'],34,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:34.638,Pass,
,,,,,,,,,,,,,,1.289982,,,,,,,,,,,,,,,,6d4eed6f-1403-4a8e-a7ff-482026ddba01,54,,"[95.7, 11.7]",2275033,1,,,,,0.01680514,,Right Foot,,,,"[107.6, 11.9]",,Ground Pass,,11.901681,,Rianna Dean,31702.0,,,,,,,1,From Throw In,Kit Graham,31551.0,Left Midfield,5,Tottenham Hotspur Women,749,['1c6ef501-1825-47c1-847d-4393df84cbf4'],38,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:38.444,Pass,
,,,,,,,,,,,,,,1.863465,,,,,,,,,,,,,,,,b3a79396-fa9f-4bfc-9d67-7257124df811,58,,"[105.2, 4.7]",2275033,1,,,,,3.1415927,,Right Foot,,,,"[85.5, 4.7]",,Ground Pass,,19.7,,Siri Worm,15572.0,,,,,,,1,From Throw In,Rianna Dean,31702.0,Center Forward,5,Tottenham Hotspur Women,749,['ec706f89-8b05-4e23-ad5b-b79a41b304ea'],44,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:44.021,Pass,
,,,,,,,,,,,,,,1.405322,,,,,,,,,,,,,,,,e1c5a6f4-4cb3-478b-9515-d9c6147f18fd,61,,"[85.4, 4.7]",2275033,1,,,,,2.094481,,Left Foot,,,,"[77.2, 18.9]",,Ground Pass,,16.39756,,Chloe Peplow,16397.0,,,,,,,1,From Throw In,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['85040a2d-a7e7-4903-b497-01fa66556192'],46,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:46.569,Pass,
,,,,,,,,,,,,,,1.892392,,,,,,,,,,,,,,,,f5530965-66ee-4e6d-86bd-96f01db249a2,65,,"[72.7, 15.0]",2275033,1,,,,,3.0443394,,Right Foot,,,,"[48.1, 17.4]",,Ground Pass,,24.716795,,Anna Filbey,31703.0,,,,,,,1,From Throw In,Chloe Peplow,16397.0,Center Defensive Midfield,5,Tottenham Hotspur Women,749,"['1935738a-aa5f-4717-b533-9259ff76e147', '21391979-6eb0-4c47-8b01-bb0fa3fc51ac']",49,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:49.313,Pass,True
,,,,,,,,,,,,,,2.396512,,,,,,,,,,,,,,,,e1d43a2b-8788-481f-88cf-bb53647c4c0e,68,,"[46.9, 19.6]",2275033,1,,,,,1.5409248,,Right Foot,,,,"[48.4, 69.8]",,High Pass,,50.222404,,Hannah Godfrey,31552.0,,,True,,,,1,From Throw In,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['7488eb0f-1478-42bf-b868-0929bf862596'],52,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:52.443,Pass,
,,,,,,,,,,,,,,2.141252,,,,,,,,,,,,,,,,ee41622c-b7b6-421a-8b9d-3adf00c5def5,71,,"[60.8, 66.3]",2275033,1,,,,,-0.88478476,,Right Foot,,,,"[92.4, 27.7]",,High Pass,,49.885067,,Kit Graham,31551.0,,,,,,,1,From Throw In,Hannah Godfrey,31552.0,Right Center Back,5,Tottenham Hotspur Women,749,['f280eff7-2794-45e0-8c84-aeb0dc519396'],57,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:57.804,Pass,
,,,,,,,,,,,,,,1.84906,,,,,,,,,,,,,,,,7a85b319-7bd5-4abd-a9c9-74aa67d476cf,76,,"[87.7, 27.0]",2275033,2,,,,,-0.63486034,,Right Foot,,,,"[108.2, 11.9]",,Low Pass,,25.46095,,Siri Worm,15572.0,,,,,,,1,From Throw In,Kit Graham,31551.0,Left Midfield,5,Tottenham Hotspur Women,749,"['396dc592-2a90-445a-abd6-a88ba3d2793e', '977448b6-48eb-4deb-9524-bdccac8ac34e']",1,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:01.976,Pass,True
,,,,,,,,,,,,,,2.238203,,,,,,,,,,,,,,,,260d12ca-991b-491c-a235-81185783922b,79,,"[107.8, 12.9]",2275033,2,,,,,1.3570778,,Left Foot,True,,,"[115.7, 49.3]",,High Pass,,37.247417,,Lucy Quinn,15564.0,,,,,,,1,From Throw In,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['ae1b2b46-e828-478f-985e-2842bb786201'],4,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:04.503,Pass,
,,,,,,,,,,,,,,1.54349,,,,,,,,,,,,,,,,1e7a8894-9c3e-4985-9fd4-73088724e96a,83,,"[6.0, 44.0]",2275033,2,,,,,-1.3494819,,Right Foot,,,,"[11.4, 20.0]",,Ground Pass,,24.6,,Jasmine Matthews,15618.0,,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['70e53bae-afb9-4008-aac2-312834da8099'],20,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:20.283,Pass,
,,,,,,,,,,,,,,1.630939,,,,,,,,,,,,,,,,726f281f-6261-4d67-8fd2-52ab435f4133,87,,"[9.7, 23.7]",2275033,2,,,,,2.143386,,Left Foot,,,,"[1.9, 35.8]",,Ground Pass,,14.39618,,Sophie Baggaley,16376.0,,,,,,,1,From Goal Kick,Jasmine Matthews,15618.0,Left Center Back,6,Bristol City WFC,973,"['32a6a6f7-47ce-4f35-84d2-2f98f9d187f2', 'f2d7214d-a636-4f68-b7d4-b41a44194ded']",23,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:23.066,Pass,True
,,,,,,,,,,,,,,2.807778,,,,,,,,,,,,,,,,4d67b785-3546-4394-a3e0-636a66a19a0e,89,,"[1.9, 35.8]",2275033,2,,,,,-0.22894189,,Right Foot,,,,"[56.4, 23.1]",,High Pass,,55.960163,Incomplete,,,,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['953c5136-22bc-4e0a-8a77-1ed56c981766'],24,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:24.697,Pass,
,,,,,,,,,,,,,,1.449393,,,,,,,,,,,,,,,,35e321f9-1709-42bb-a6dd-5f303fe06a7c,92,,"[70.4, 63.0]",2275033,2,,,,,1.4904329,,Right Foot,,,,"[71.6, 77.9]",,Ground Pass,,14.948244,,Ria Percival,18145.0,,,,,,,1,Regular Play,Chloe Peplow,16397.0,Center Defensive Midfield,7,Tottenham Hotspur Women,749,['f2cc65ee-5e47-4237-bc40-2c36c74d94c8'],29,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:29.575,Pass,
,,,,,,,,,,,,,,2.150622,,,,,,,,,,,,,,,,5a0a33ea-af9f-4d16-85f9-ffab2dd04cbd,95,,"[78.4, 76.8]",2275033,2,,,,,-1.0714496,bb9b02d0-5c54-4cc4-b0ea-fed08ba26320,Right Foot,,,,"[99.4, 38.3]",,High Pass,,43.854874,,Kit Graham,31551.0,True,,,,,,1,Regular Play,Ria Percival,18145.0,Right Back,7,Tottenham Hotspur Women,749,['d01d4aff-2e10-462b-b7ec-d6e2ef350f41'],32,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:32.727,Pass,
,,,,,,,,,,,,,,1.393548,,,,,,,,,,,,,,,,9be48b50-21ea-434e-98d0-a6c636678f61,111,,"[96.2, 9.4]",2275033,2,,,,,1.0717368,,Left Foot,True,,,"[109.5, 33.8]",,High Pass,,27.789387,Incomplete,Rianna Dean,31702.0,,,,,,Recovery,1,Regular Play,Siri Worm,15572.0,Left Back,7,Tottenham Hotspur Women,749,"['01f900c2-7ba9-49c8-a8e1-be57baf2dd7f', '30506237-3098-4908-99fc-e71b01474f64']",43,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:43.895,Pass,
,,,,,,,,,,,,,,0.518687,,,,,,,,,,,,,,,,843b6409-c752-46d4-b65c-57d8b4634e38,117,,"[98.8, 28.2]",2275033,2,,,,,-0.63274884,,Left Foot,,,,"[103.3, 24.9]",,Ground Pass,,5.5803227,,Josie Green,4865.0,,,,,,,1,Regular Play,Kit Graham,31551.0,Left Midfield,7,Tottenham Hotspur Women,749,['fa3da7f3-cb7f-46b8-9ac4-7faea8f85893'],48,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:48.895,Pass,
,,,,,,,,,,,,,,1.100587,,,,,,,,,,,,,,,,7de1cb9e-8c8b-4d74-b117-dd41e4374d3e,120,,"[103.5, 24.7]",2275033,2,,,,,-1.7640078,,Left Foot,,,,"[100.8, 10.9]",,Ground Pass,,14.06165,,Siri Worm,15572.0,,,,,,,1,Regular Play,Josie Green,4865.0,Left Center Midfield,7,Tottenham Hotspur Women,749,['ef6e56a0-9dcb-4e71-9cd4-34bc8aad8b9e'],50,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:50.285,Pass,
,,,,,,,,,,,,,,1.737692,,,,,,,,,,,,,,,,b3d99325-644d-4ab6-9852-b0923430724d,123,,"[100.8, 10.9]",2275033,2,,,,,1.1722739,,Left Foot,True,,,"[114.4, 43.2]",,High Pass,,35.0464,Incomplete,,,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,7,Tottenham Hotspur Women,749,['848b39fb-02a4-42c6-a30c-613f6c6b4af6'],51,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:51.546,Pass,
,,,,,,,,,,,,,,0.806,,,,,,,,,,,,,,,,8eb187f6-f6df-42e8-a021-b7e3431034dc,126,,"[109.3, 37.1]",2275033,2,,,,,3.1065192,2212d7ea-3a55-4360-b3d3-702f5caf66da,Right Foot,,,,"[97.9, 37.5]",,Ground Pass,,11.407016,,Kit Graham,31551.0,True,,,,,Recovery,1,Regular Play,Rianna Dean,31702.0,Center Forward,7,Tottenham Hotspur Women,749,"['9c6cd1ca-de31-4dcb-84d1-59b72f9365c7', 'b4fb1459-c719-4eb5-9ab3-ed34a1e559d6']",55,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:55.095,Pass,True
,,,,,,,,,,,,,,2.493974,,,,,,,,,,,,,,,,1d79bb5c-c770-410c-828d-3f74e5a8ddd0,135,,"[12.6, 18.5]",2275033,3,,,,,0.3562663,,Right Foot,,,,"[56.4, 34.8]",,High Pass,,46.734676,Incomplete,Abigail Harrison,23412.0,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Left Wing,7,Tottenham Hotspur Women,749,"['130655df-9d63-48e8-9dc6-56009152faa2', '2bc3fc79-7b0a-457b-8919-4fccae96797e', 'd992a8b4-33d3-437a-a66b-8584ba6f8fce']",2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:02.726,Pass,True
