50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3f5dde74-d91b-44ea-9a1f-88e84da555ab,1,,,3764230,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e4fefe61-4e08-47e0-be4d-2276388e6eb4,2,,,3764230,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ff9a99d3-3efd-45c2-8736-a8a93dd02638,3,,,3764230,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['5fb7026c-83aa-4490-96b1-a55825c4dcb8'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5fb7026c-83aa-4490-96b1-a55825c4dcb8,4,,,3764230,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['ff9a99d3-3efd-45c2-8736-a8a93dd02638'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,de245888-7a67-44aa-a50f-fccc375a53f5,1726,,,3764230,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Tottenham Hotspur Women,749,['d6d7cb0b-8ef7-4d93-b273-1f0ba336c820'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d6d7cb0b-8ef7-4d93-b273-1f0ba336c820,1727,,,3764230,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Tottenham Hotspur Women,749,['de245888-7a67-44aa-a50f-fccc375a53f5'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.167717,,,,,,,,,,,8a29c8bc-df2e-4467-8ca3-2ea98574581c,5,,"[61.0, 40.1]",3764230,0,,,,-2.9629023,,Right Foot,,,,"[38.3, 36.0]",,Ground Pass,,23.067293,,Kerys Harrop,15569.0,,,,,Kick Off,1,From Kick Off,Angela Addison,31550.0,Left Wing,2,Tottenham Hotspur Women,749,['4fdedcf7-587a-48cb-a46e-bc4804317114'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.218,Pass,
,,,,,,,,,,,,,,,,,2.796829,,,,,,,,,,,9811de7b-5a33-4d71-abda-594fe7bb4264,8,,"[40.9, 37.1]",3764230,0,,,,0.4475919,,Left Foot,,,,"[86.1, 58.8]",,High Pass,,50.139107,Incomplete,,,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Tottenham Hotspur Women,749,['108e6aeb-0e97-4818-92ea-6c60e4854047'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:03.406,Pass,
,,,,,,,,,,,,,,,,,1.393175,,,,,,,,,,,bd9eec9e-423c-4b5e-af7c-bbbb8418c905,12,,"[50.6, 10.8]",3764230,0,,,,-0.096473776,,Head,,,,"[56.8, 10.2]",,High Pass,,6.228965,Incomplete,,,,,,,,1,From Kick Off,Adriana Kristina Leon,8297.0,Left Wing,2,Tottenham Hotspur Women,749,['77858ee1-7ff4-4e2e-b0d2-25c5d73721e8'],9,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:09.624,Pass,
,,,,,,,,,,,,,,,,,1.336009,,,,,,,,,,,b855e757-93d5-475f-8700-4eb723a1788c,15,,"[63.7, 68.7]",3764230,0,,,,0.37499171,,Right Foot,,,,"[73.1, 72.4]",,Ground Pass,,10.10198,Incomplete,Lucy Quinn,15564.0,,,,,,1,From Kick Off,Ria Percival,18145.0,Right Defensive Midfield,2,Tottenham Hotspur Women,749,"['01321b0a-6721-4222-8c93-bbdb78821083', 'c65f4f50-7394-4f3b-b449-693925822961']",11,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:11.366,Pass,
