ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.024479,,,,,,,,,,,,588a1e30-cacf-46d0-8387-1b6d9b9f6aaf,1150,,"[67.0, 72.0]",19756,41,,,,,-1.5707964,,Right Foot,,,"[67.0, 59.0]",,Low Pass,,13.0,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Lucy Quinn,15564.0,Center Attacking Midfield,100,Birmingham City WFC,969,['d39705e1-e10a-4b33-acd8-2ec173c5d7e1'],51,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:51.144,Pass,
,,,,,,,,,,,,,,,,1.9006,,,,,,,,,,,,6b242ebe-9ab5-479d-9f0e-1058059e7459,1153,,"[68.0, 60.0]",19756,41,,,,,-0.5191461,,Right Foot,,,"[82.0, 52.0]",,Low Pass,,16.124516,Incomplete,,,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,100,Birmingham City WFC,969,['a023fd34-59ee-4dd2-a3cd-6f8959c9e139'],52,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:52.636,Pass,
,,,,,,,,,,,,,,,,0.2663,,,,,,,,,,,,a023fd34-59ee-4dd2-a3cd-6f8959c9e139,1154,,"[39.0, 29.0]",19756,41,,,,,3.1415927,,Right Foot,,,"[36.0, 29.0]",,Low Pass,,3.0,Incomplete,,,,,,,,Recovery,1,Regular Play,Megan Finnigan,18254.0,Center Back,100,Birmingham City WFC,969,"['6b242ebe-9ab5-479d-9f0e-1058059e7459', 'e243afdd-644f-431f-9652-07cdfc1c0497']",54,,,,,,,,,,,,,,,,,Everton LFC,967,00:41:54.537,Pass,
,,,,,,,,,,,,,,,,1.526428,,,,,,,,,,,,67996f4e-7f0a-413a-8a3e-a39ac3099d79,1158,,"[81.0, 47.0]",19756,41,,,,,-1.8788491,,Left Foot,,,"[74.0, 25.0]",,Ground Pass,,23.086792,,Paige Williams,15567.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,100,Birmingham City WFC,969,['a6602fb9-9fd9-4830-9cec-9583a028848b'],57,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:57.302,Pass,
,,,,,,,,,,,,,,,,1.596636,,,,,,,,,,,,c654d2d8-774d-4246-8ce5-2e2b7aa50b42,1161,,"[78.0, 25.0]",19756,42,,,,,-0.5984189,,Left Foot,,,"[100.0, 10.0]",,Ground Pass,,26.627054,,Claudia Walker,15580.0,,,,,,,1,Regular Play,Paige Williams,15567.0,Left Back,100,Birmingham City WFC,969,['fdf18101-8bd7-4da8-bea4-379daf608c4a'],1,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:01.057,Pass,
,,,,,,,,,,,,,,,,1.6062,,,,,,,,,,,,47f44b6e-07cb-403e-a51f-ba085b9fa7de,1169,,"[112.0, 15.0]",19756,42,,,,,1.5019399,,Left Foot,True,,"[114.0, 44.0]",,High Pass,,29.068884,Incomplete,,,,,,,,,1,Regular Play,Claudia Walker,15580.0,Left Wing,100,Birmingham City WFC,969,"['a8425200-52a0-4347-bb91-82d3ebdf797a', 'abd97c80-81c3-4e80-be99-93dca372560e']",9,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:09.103,Pass,True
,,,,,,,,,,,,,,,,1.4206,,,,,,,,,,,,dd17b48f-6ce1-4acb-9ac8-4148b11157b8,1174,,"[57.0, 56.0]",19756,42,,,,,-0.35877067,,Right Foot,,,"[73.0, 50.0]",,High Pass,,17.088007,Incomplete,Chantelle Boye-Hlorkah,15556.0,,,,,,,1,Regular Play,Simone Magill,15559.0,Right Center Forward,101,Everton LFC,967,"['32429692-9b33-40c8-97df-a86b193911a5', 'bfa8ec33-2a24-4307-9d8f-92614f2d9ae9']",18,,,,,,,,,,,,,,,,,Everton LFC,967,00:42:18.412,Pass,
,,,,,,,,,,,,,,,,3.91484,,,,,,,,,,,,32429692-9b33-40c8-97df-a86b193911a5,1176,,"[48.0, 31.0]",19756,42,,,,,2.1341126,,Left Foot,,,"[36.0, 50.0]",,High Pass,,22.472204,Unknown,,,,,,,,Recovery,1,Regular Play,Aoife Mannion,19503.0,Right Center Back,101,Everton LFC,967,['dd17b48f-6ce1-4acb-9ac8-4148b11157b8'],19,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:19.832,Pass,
,,,,,,,,,,,,,,,,4.466794,,,,,,,,,,,,02668428-8d9a-4ef1-8bbb-2d589ba7cf24,1179,,"[37.0, 50.0]",19756,42,,,,,0.41012734,,Right Foot,,,"[106.0, 80.0]",,High Pass,,75.23962,Out,,,,,,,,Free Kick,1,From Free Kick,Aoife Mannion,19503.0,Right Center Back,102,Birmingham City WFC,969,,49,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:49.316,Pass,
,,,,,,,,,,,,,,,,1.4512,,,,,,,,,,,,1b063a25-324b-4899-8a59-f1d5ce55c7cb,1180,,"[23.0, 1.0]",19756,43,,,,,0.035699114,,,,,"[51.0, 2.0]",,High Pass,,28.01785,Incomplete,Danielle Turner,15571.0,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,Left Center Back,103,Everton LFC,967,"['7e3715b1-2c4b-4447-8090-2bd205eb3e75', '98c01a08-78a1-4641-bce3-00224a950526']",12,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:12.123,Pass,
,,,,,,,,,,,,,,,,1.5103,,,,,,,,,,,,98c01a08-78a1-4641-bce3-00224a950526,1182,,"[70.0, 79.0]",19756,43,,,,True,0.0,,,,,"[83.0, 79.0]",,Low Pass,,13.0,Incomplete,,,,,,,,Recovery,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,103,Everton LFC,967,"['1b063a25-324b-4899-8a59-f1d5ce55c7cb', '323fb429-8742-49e8-951f-6731fb465252', 'b3fc7e2a-774e-4a51-bbd9-893db6c7d707']",13,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:13.574,Pass,True
,,,,,,,,,,,,,,,,3.8055,,,,,,,,,,,,323fb429-8742-49e8-951f-6731fb465252,1184,,"[38.0, 2.0]",19756,43,,,,,-0.026309717,,Left Foot,,,"[76.0, 1.0]",,High Pass,,38.013157,Out,Simone Magill,15559.0,,,,,,Recovery,1,From Throw In,Siri Worm,15572.0,Left Center Back,103,Everton LFC,967,"['4f29e1bb-eaa5-43f8-b676-7e3f38b8f448', '98c01a08-78a1-4641-bce3-00224a950526']",15,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:15.084,Pass,
,,,,,,,,,,,,,,,,1.6387,,,,,,,,,,,,363a01a4-7d1d-47c1-8cae-fd12c6dbd7f1,1186,,"[57.0, 80.0]",19756,43,,,,,-0.08314123,,,,,"[81.0, 78.0]",,High Pass,,24.083189,Incomplete,,,,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,104,Birmingham City WFC,969,['95fcdc95-1545-4df7-b21d-b41050a01072'],36,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:36.812,Pass,
,,,,,,,,,,,,,,,,1.2997,,,,,,,,,,,,810dd3d8-7b86-4a33-8df6-8d5e017ab854,1188,,"[18.0, 10.0]",19756,43,,,,,-0.36717382,,Left Foot,,,"[31.0, 5.0]",,Low Pass,,13.928389,,Danielle Turner,15571.0,,,,,,Recovery,1,Regular Play,Megan Finnigan,18254.0,Center Back,105,Everton LFC,967,['1747df0c-10e9-421f-9593-4712f71d0591'],41,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:41.181,Pass,
,,,,,,,,,,,,,,,,0.030573,,,,,,,,,,,,3f0f762e-0015-4e54-8a0f-e34d1fa01bfa,1191,,"[28.0, 6.0]",19756,43,,,,,-0.6435011,,Left Foot,,,"[32.0, 3.0]",,Ground Pass,,5.0,Incomplete,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Wing Back,105,Everton LFC,967,"['bdba8f8d-8484-4b59-8f43-bac47f44e2bd', 'eda98473-400c-402d-8110-e5d48955564b']",44,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:44.012,Pass,
,,,,,,,,,,,,,,,,1.4211,,,,,,,,,,,,6cf0404c-5f64-49fb-9d59-a4f5c5c35c97,1194,,"[43.0, 1.0]",19756,43,,,,,0.124354996,,,,,"[59.0, 3.0]",,High Pass,,16.124516,,Danielle Turner,15571.0,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,Left Center Back,106,Everton LFC,967,['543ff2fa-7c35-48b1-b921-0999a1e8e9c0'],57,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:57.326,Pass,
,,,,,,,,,,,,,,,,0.341095,,,,,,,,,,,,29d44e48-66af-4d1f-adab-719a1864d9be,1196,,"[58.0, 3.0]",19756,43,,,,,0.19739556,,Head,,,"[63.0, 4.0]",,Low Pass,,5.0990195,Incomplete,Simone Magill,15559.0,,,,,,,1,From Throw In,Danielle Turner,15571.0,Left Wing Back,106,Everton LFC,967,"['0013e6c3-6591-4c3d-a572-3af670b9488c', 'ed26f779-5bb3-4c37-8b58-974b18a4808d']",58,,,,,,,,,,,,,,,,,Everton LFC,967,00:43:58.747,Pass,
,,,,,,,,,,,,,,,,0.778,,,,,,,,,,,,bdf1e4f9-6b27-4efd-9937-dda1d3fe06e5,1202,,"[67.0, 8.0]",19756,44,,,,,3.1415927,,Right Foot,,,"[59.0, 8.0]",,Ground Pass,,8.0,,Inessa Kaagman,15579.0,,,,,,,1,From Throw In,Simone Magill,15559.0,Right Center Forward,106,Everton LFC,967,['070eb70e-95e5-4474-9e83-be333eb51b82'],1,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:01.991,Pass,
,,,,,,,,,,,,,,,,3.0647,,,,,,,,,,,,92ab241a-c11d-48b0-a535-2fe1ba78be00,1204,,"[60.0, 9.0]",19756,44,,,,,0.8593372,,Left Foot,,,"[85.0, 38.0]",,High Pass,,38.28838,,Taylor Hinds,19687.0,,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Center Attacking Midfield,106,Everton LFC,967,['3a8005dd-d154-4b39-b8b7-203fd31d3cb9'],2,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:02.769,Pass,
,,,,,,,,,,,,,,,,0.238428,,,,,,,,,,,,784ebea3-fbd5-4f72-a2d7-c490d6166e0c,1207,,"[85.0, 33.0]",19756,44,,,,,0.7853982,,Left Foot,,,"[88.0, 36.0]",,Ground Pass,,4.2426405,Incomplete,Angharad James,15577.0,,,,,,,1,From Throw In,Taylor Hinds,19687.0,Right Wing Back,106,Everton LFC,967,"['2ebbfd71-b6b0-43da-805a-e7a3fc77e626', 'f60730e1-ee88-4051-84ba-7440fc0fba23']",7,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:07.617,Pass,
,,,,,,,,,,,,,,,,1.346382,,,,,,,,,,,,6ad27441-5f26-4050-9ab2-2415c703373c,1217,,"[2.0, 13.0]",19756,44,,,,,-0.844154,,Left Foot,,,"[10.0, 4.0]",,Ground Pass,,12.0415945,,Claudia Walker,15580.0,,,,,,,1,From Throw In,Aoife Mannion,19503.0,Right Center Back,106,Everton LFC,967,['16dd4a13-574a-4b3c-af7e-3cc21a1dbe3e'],17,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:44:17.522,Pass,
,,,,,,,,,,,,,,,,1.2878,,,,,,,,,,,,723e3982-2263-4520-acdd-7e69fe5a6ebf,1229,,"[115.0, 77.0]",19756,44,,,,,-1.541393,,Left Foot,True,,"[116.0, 43.0]",,High Pass,,34.0147,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Siri Worm,15572.0,Left Center Back,107,Everton LFC,967,['7a3b21ac-1c0b-481c-8082-b80509791edd'],59,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:59.690,Pass,
,,,,,,,,,,,,,,,,1.402484,,,,,,,,,,,,d4326f19-de0a-4abc-b976-f38e5e4cbe01,1232,,"[67.0, 36.0]",19756,45,,,,,1.076855,,Right Foot,,,"[74.0, 49.0]",,Ground Pass,,14.764823,,Taylor Hinds,19687.0,,,,,,Recovery,1,From Free Kick,Danielle Turner,15571.0,Left Wing Back,107,Everton LFC,967,['68873738-9426-4514-ba67-dd2ac492df9a'],5,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:05.621,Pass,
,,,,,,,,,,,,,,,,1.890085,,,,,,,,,,,,d16c856a-82cc-4dd5-a66f-65af5b0cf87f,1235,,"[74.0, 49.0]",19756,45,,,,,-0.67474097,,Left Foot,,,"[89.0, 37.0]",,Ground Pass,,19.209373,Incomplete,,,,,,,,,1,From Free Kick,Taylor Hinds,19687.0,Right Wing Back,107,Everton LFC,967,['e674bba0-3956-4cad-9218-c16c71d9b91b'],8,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:08.864,Pass,
,,,,,,,,,,,,,,,,1.292701,,,,,,,,,,,,e674bba0-3956-4cad-9218-c16c71d9b91b,1237,,"[32.0, 44.0]",19756,45,,,,,-2.4149504,,Left Foot,,,"[23.0, 36.0]",,Ground Pass,,12.0415945,,Kerys Harrop,15569.0,,,,,,Recovery,1,From Free Kick,Chloe Arthur,10193.0,Right Defensive Midfield,107,Everton LFC,967,"['c469d6f1-73ac-4908-bc6f-7a55969aaafb', 'd16c856a-82cc-4dd5-a66f-65af5b0cf87f', 'ec314326-aa52-4ec8-a9b8-0ad09bfb1fa4']",10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:45:10.754,Pass,True
,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,8465761d-cbac-404e-b5e1-b028d1036743,1241,,"[22.0, 34.0]",19756,45,,,,,-0.7853982,,Left Foot,,,"[24.0, 32.0]",,Ground Pass,,2.828427,Incomplete,,,,,,,,,1,From Free Kick,Kerys Harrop,15569.0,Left Center Back,107,Everton LFC,967,"['a42855a4-c57a-45eb-95ee-3ee7cb18367f', 'c87fcccb-309d-4e0f-b44b-ac7fb89da34f']",12,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:45:12.911,Pass,True
,,,,,,,,,,,,,,,,1.568,,,,,,,,,,,,5090f2f9-ace9-4c39-9e78-bde0c25d966b,1247,,"[28.0, 34.0]",19756,45,,,,,0.0,,Left Foot,,,"[54.0, 34.0]",,Ground Pass,,26.0,,Lucy Quinn,15564.0,,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Right Defensive Midfield,107,Everton LFC,967,['df777d3c-00a0-4703-947b-471c89f5bd3c'],16,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:45:16.706,Pass,
,,,,,,,,,,,,,,,,0.990485,,,,,,,,,,,,ee0972b8-7966-4d12-a0ba-a4be0d25c553,1253,,"[77.0, 47.0]",19756,45,,,,,-2.7610862,,Right Foot,,,"[72.0, 45.0]",,Ground Pass,,5.3851647,,Angharad James,15577.0,,,,,,Recovery,1,From Free Kick,Simone Magill,15559.0,Right Center Forward,107,Everton LFC,967,['bd27cb0e-c7ee-4cdf-b3b2-42411c80b103'],20,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:20.600,Pass,
,,,,,,,,,,,,,,,,1.058616,,,,,,,,,,,,392939f3-7388-4418-981a-318465d9b4c9,1256,,"[70.0, 46.0]",19756,45,,,,,1.6421038,,Right Foot,,,"[69.0, 60.0]",,Ground Pass,,14.035668,,Taylor Hinds,19687.0,,,,,,,1,From Free Kick,Angharad James,15577.0,Left Defensive Midfield,107,Everton LFC,967,['161516c8-78da-4b64-b036-fcb9097b377f'],22,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:22.189,Pass,
,,,,,,,,,,,,,,,,2.7842,,,,,,,,,,,,86caf810-4eaf-449a-9a9a-f8ecc009c40a,1262,,"[69.0, 53.0]",19756,45,,,,,-0.5438325,,Left Foot,,,"[112.0, 27.0]",,High Pass,,50.24938,,Chantelle Boye-Hlorkah,15556.0,,,,,,Free Kick,1,From Free Kick,Siri Worm,15572.0,Left Center Back,108,Everton LFC,967,['69bebc9d-b921-4c11-a512-2e2923a4dc98'],47,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:47.045,Pass,
,,,,,,,,,,,,,,,,0.7784,,,,,,,,,,,,74b511e8-6487-419b-aba2-bce88fd04db5,1264,,"[113.0, 27.0]",19756,45,,,,True,1.4288993,,,,,"[115.0, 41.0]",,High Pass,,14.142136,Incomplete,,,,,,,,,1,From Free Kick,Chantelle Boye-Hlorkah,15556.0,Left Center Forward,108,Everton LFC,967,"['52ba96f5-d115-44b0-aed2-94e9a7a1a10a', 'bcf03eab-dd55-4cbe-a69c-1d90b5ee226c']",49,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:49.863,Pass,True
,,,,,,,,,,,,,,,,1.417774,,,,,,,,,,,,3fa3acab-eb0d-405b-8f56-e1e0df39b0d0,1271,,"[3.0, 13.0]",19756,45,,,,,-0.33929262,,Left Foot,,,"[37.0, 1.0]",,High Pass,,36.05551,Out,,,,,,,,Recovery,1,From Free Kick,Paige Williams,15567.0,Left Back,108,Everton LFC,967,['3e34c6eb-e886-4805-a999-65d11a81effa'],56,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:45:56.583,Pass,True
,,,,,,,,,,,,,,,,1.1406,,,,,,,,,,,,dc758dc5-f3ed-4fd1-bdbb-4a077f973b0d,1272,,"[71.0, 80.0]",19756,46,,,,,-0.49934673,,,,,"[82.0, 74.0]",,Low Pass,,12.529964,,Taylor Hinds,19687.0,,,,,,Throw-in,1,From Throw In,Emma Brownlie,23547.0,Right Center Back,109,Everton LFC,967,['9a677686-c610-4446-a21d-9d394e454b68'],17,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:17.975,Pass,
,,,,,,,,,,,,,,,,1.83517,,,,,,,,,,,,c289ffa1-b8ad-4fdf-ba67-d091d180ca48,1276,,"[75.0, 64.0]",19756,46,,,,,-1.2298174,,Left Foot,,,"[86.0, 33.0]",,Ground Pass,,32.89377,Incomplete,Danielle Turner,15571.0,,,,,,,1,From Throw In,Taylor Hinds,19687.0,Right Wing Back,109,Everton LFC,967,"['2fcb595f-600b-419a-a4fa-180ea5dcf4ba', 'c6c7a37d-0b14-4f9a-817a-9b04682f0293']",23,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:23.504,Pass,
,,,,,,,,,,,,,,,,1.238511,,,,,,,,,,,,4a0d77fd-9fca-4428-86fa-9a800cf3923d,1280,,"[38.0, 62.0]",19756,46,,,,,-2.4980915,,Right Foot,,,"[30.0, 56.0]",,Ground Pass,,10.0,,Aoife Mannion,19503.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,110,Birmingham City WFC,969,['26d6d873-e3fc-45cf-b5d3-6e3e0b46e8ff'],28,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:28.600,Pass,
,,,,,,,,,,,,,,,,1.570917,,,,,,,,,,,,54064e55-c046-423b-b9f8-c478611bcf74,1284,,"[29.0, 60.0]",19756,46,,,,,1.0427219,,Right Foot,,,"[36.0, 72.0]",,Ground Pass,,13.892444,,Meaghan Sargeant,19502.0,,,,,,,1,Regular Play,Aoife Mannion,19503.0,Right Center Back,110,Birmingham City WFC,969,"['58887ba1-aecf-49f8-bb2e-edc734c90ae0', 'd552436d-0255-4b67-9f39-b009692ae725']",32,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:32.071,Pass,True
,,,,,,,,,,,,,,,,2.22806,,,,,,,,,,,,034061bd-2cb4-435c-81c4-22ec02e869e7,1288,,"[37.0, 73.0]",19756,46,,,,,0.19739556,,Right Foot,,,"[62.0, 78.0]",,Ground Pass,,25.495098,,Ellen White,10180.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,110,Birmingham City WFC,969,"['16968bf9-155b-41fc-bb2c-177bd29a811c', 'cc7fda27-7a12-4752-b69f-d3b668e49553']",34,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:34.196,Pass,True
,,,,,,,,,,,,,,,,0.825255,,,,,,,,,,,,345de42f-c52a-4549-ae92-fa5b6c793adf,1292,,"[58.0, 78.0]",19756,46,,,,,-2.6779451,,Left Foot,,,"[52.0, 75.0]",,Ground Pass,,6.708204,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,110,Birmingham City WFC,969,"['4acf43ac-3b9b-4c4b-a6ca-73b53e588c3f', '53a9f136-cc27-4e18-9a75-6e6c7ce5d1ea']",37,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:37.487,Pass,True
,,,,,,,,,,,,,,,,0.9146,,,,,,,,,,,,4751c75a-d862-4ba8-8c3c-82afb1ed6b7b,1296,,"[50.0, 73.0]",19756,46,,,,,1.9513026,,Right Foot,,,"[48.0, 78.0]",,Ground Pass,,5.3851647,,Meaghan Sargeant,19502.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,110,Birmingham City WFC,969,"['4f8b821b-ee18-47ad-b58f-85f3fa9e1042', 'e634d52b-1d9f-4bc0-8d74-278ff3f4eafc']",38,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:38.352,Pass,True
,,,,,,,,,,,,,,,,9.115059,,,,,,,,,,,,3e524d75-50b8-41b1-8846-cae414ed9700,1299,,"[48.0, 78.0]",19756,46,,,,,-0.24497867,,Right Foot,,,"[120.0, 60.0]",,High Pass,,74.215904,Out,Ellen White,10180.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,110,Birmingham City WFC,969,['c9fa1109-4282-4c16-8894-d91922c10848'],39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:46:39.307,Pass,
,,,,,,,,,,,,,,,,1.1754,,,,,,,,,,,,444828d2-cdeb-42e1-9459-8d115598a62e,1302,,"[6.0, 36.0]",19756,47,,,,,-0.5813802,,Right Foot,,,"[41.0, 13.0]",,High Pass,,41.880783,Unknown,,,,,,,,Goal Kick,1,From Goal Kick,Kirstie Levell,15576.0,Goalkeeper,111,Everton LFC,967,,10,,,,,,,,,,,,,,,,,Everton LFC,967,00:47:10.910,Pass,
,,,,,,,,,,,,,,,,1.585601,,,,,,,,,,,,59445fe2-8709-4d1b-ba94-3c4d453cc68a,1307,,"[61.0, 41.0]",19756,45,,,,,3.0860941,,Right Foot,,,"[43.0, 42.0]",,Ground Pass,,18.027756,,Abbey-Leigh Stringer,15573.0,,,,,,Kick Off,2,From Kick Off,Simone Magill,15559.0,Right Center Forward,112,Everton LFC,967,['fbe5760e-d544-45f5-972c-e42dd319ddfb'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.333,Pass,
,,,,,,,,,,,,,,,,2.323083,,,,,,,,,,,,9654f410-3a44-4624-9637-e5592273da90,1310,,"[43.0, 43.0]",19756,45,,,,,2.067219,,Right Foot,,,"[30.0, 67.0]",,Ground Pass,,27.294687,,Emma Brownlie,23547.0,,,,,,,2,From Kick Off,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,112,Everton LFC,967,['4605755a-bb55-46d9-a9db-4e5f146dfaaa'],2,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:02.620,Pass,
,,,,,,,,,,,,,,,,2.032134,,,,,,,,,,,,80fd1678-1169-4552-881d-593d94e93e34,1314,,"[30.0, 78.0]",19756,45,,,,,0.047583103,,Right Foot,,,"[72.0, 80.0]",,High Pass,,42.047592,Out,,,,,,,,,2,From Kick Off,Emma Brownlie,23547.0,Right Center Back,112,Everton LFC,967,,6,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.360,Pass,
,,,,,,,,,,,,,,,,1.3198,,,,,,,,,,,,3a8f6482-d1e9-4d13-9fc1-cd8993cb1e7b,1315,,"[52.0, 1.0]",19756,45,,,,,0.055498507,,,,,"[70.0, 2.0]",,Low Pass,,18.027756,,Claudia Walker,15580.0,,,,,,Throw-in,2,From Throw In,Paige Williams,15567.0,Left Back,113,Birmingham City WFC,969,['806cab72-13e5-4ce2-8583-c1a9863364f9'],29,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:29.099,Pass,
,,,,,,,,,,,,,,,,1.336491,,,,,,,,,,,,e3de5d02-8f32-4791-92f0-9804ad53f6cd,1319,,"[55.0, 80.0]",19756,45,,,,,-0.055498507,,,,,"[73.0, 79.0]",,High Pass,,18.027756,,Chantelle Boye-Hlorkah,15556.0,,,,,,Throw-in,2,From Throw In,Emma Brownlie,23547.0,Right Center Back,114,Everton LFC,967,['5853feee-23ff-4a21-90a6-c7b2ca4876d5'],42,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:42.051,Pass,
,,,,,,,,,,,,,,,,3.3448,,,,,,,,,,,,0befbe36-08d1-4fd3-8192-cee533a61e36,1321,,"[79.0, 79.0]",19756,45,,,,,-0.5467888,,Head,,,"[102.0, 65.0]",,High Pass,,26.925823,Incomplete,Simone Magill,15559.0,,,,,,,2,From Throw In,Chantelle Boye-Hlorkah,15556.0,Left Center Forward,114,Everton LFC,967,"['0204ee33-a22b-447a-846a-8a24ae7651ed', '7ba9d2c5-4739-4418-8b0e-9e392fa2b62e']",43,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:43.388,Pass,
,,,,,,,,,,,,,,,,0.956535,,,,,,,,,,,,0204ee33-a22b-447a-846a-8a24ae7651ed,1323,,"[19.0, 16.0]",19756,45,,,,,-1.2490457,,Left Foot,,,"[22.0, 7.0]",,Ground Pass,,9.486833,,Kerys Harrop,15569.0,,,,,,Recovery,2,Regular Play,Aoife Mannion,19503.0,Right Center Back,115,Birmingham City WFC,969,"['0befbe36-08d1-4fd3-8192-cee533a61e36', '988ba091-e3c2-4290-9cb5-9fb7a41f0ded']",46,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:46.733,Pass,
,,,,,,,,,,,,,,,,1.509077,,,,,,,,,,,,d1558948-f94b-4da4-be61-9b8144de132f,1326,,"[22.0, 7.0]",19756,45,,,,,2.508844,,Left Foot,,,"[7.0, 18.0]",,Ground Pass,,18.601076,,Aoife Mannion,19503.0,,,,,,,2,Regular Play,Kerys Harrop,15569.0,Left Center Back,115,Birmingham City WFC,969,['56004421-34c6-4ecd-9e9a-8da2c9d30cad'],48,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:48.035,Pass,
