50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.640151,,,,,,,,,,,,f677b521-cfa7-4561-89ae-955d4add99c1,19,,"[53.2, 5.2]",2275088,0,,,,,-2.9945142,,Right Foot,,,,"[45.1, 4.0]",,Ground Pass,,8.188406,,,,Lucy Staniforth,15562.0,,,,,,1,From Kick Off,Abbi Grant,31565.0,Left Wing,2,Birmingham City WFC,969,"['058d5855-d6a9-4021-9853-eb32ebf351d0', 'a713b504-2022-4f8f-95b4-a85eaee23578']",9,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:09.568,Pass,True
,,,,,,,,,,,,,,,,3.267473,,,,,,,,,,,,3d6a44d4-b463-49c5-bfe0-7b56fb84e1b3,22,,"[45.1, 4.2]",2275088,0,,,,,-0.11794711,,Left Foot,,,,"[79.7, 0.1]",,High Pass,,34.84207,,Out,,,,,,,,,1,From Kick Off,Lucy Staniforth,15562.0,Left Center Midfield,2,Birmingham City WFC,969,['a3f0b253-8416-4a1d-b175-9a2de20ee533'],10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:10.208,Pass,True
,,,,,,,,,,,,,,,,1.845555,,,,,,,,,,,,f4896a7e-e489-49f3-b8e3-c1b85df84c34,23,,"[49.1, 80.0]",2275088,0,,,,,-0.13106255,,,,,,"[71.1, 77.1]",,High Pass,,22.190313,,,,Ebony Salmon,31527.0,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,3,Bristol City WFC,973,['c045875c-c6cd-4f07-877c-648e07464b0d'],29,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:29.695,Pass,
,,,,,,,,,,,,,,,,1.343347,,,,,,,,,,,,5ed14e25-b475-4d2a-bd2a-a9cf16bd1eff,27,,"[52.0, 0.1]",2275088,0,,,,,0.1882215,,,,,,"[68.8, 3.3]",,High Pass,,17.102047,,Incomplete,,Rachel Williams,31563.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,4,Birmingham City WFC,969,"['099b6e48-8bda-432e-9e5b-d0f5a0978e8e', '3aefd571-746a-41fa-b261-fbde057d2714']",48,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:48.567,Pass,
,,,,,,,,,,,,,,,,1.534289,,,,,,,,,,,,933cf978-ca57-4017-b02f-7e4367b7ca08,31,,"[79.0, 0.1]",2275088,0,,,,,0.109054655,,,,,,"[92.7, 1.6]",,High Pass,,13.781872,,Incomplete,,Abbi Grant,31565.0,,,,,Throw-in,1,From Throw In,Rachel Williams,31563.0,Center Forward,5,Birmingham City WFC,969,"['202bd28b-557a-4199-addf-7ce923c480a7', '36edefc2-1230-4b9e-888c-546bc116de3c']",53,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:53.352,Pass,
,,,,,,,,,,,,,,,,1.250876,,,,,,,,,,,,868b58c8-2aba-44ce-8d17-95827d294ce7,34,,"[92.0, 0.1]",2275088,1,,,,,0.811882,,,,,,"[106.7, 15.6]",,High Pass,,21.362116,,,,Abbi Grant,31565.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['dbf55c8e-f3ca-4177-ad4a-efd9fe34ac79'],10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:10.513,Pass,
,,,,,,,,,,,,,,,,1.919419,,,,,,,,,,,,e1d22bd3-3348-46b2-a146-8495b5e68ace,36,,"[106.7, 15.4]",2275088,1,,,,,1.7216417,,Right Foot,,,,"[104.8, 27.9]",,Low Pass,,12.643576,,Incomplete,,Rachel Williams,31563.0,,,,,,1,From Throw In,Abbi Grant,31565.0,Left Wing,6,Birmingham City WFC,969,"['30c85256-78c3-447e-a752-7b8e74fff3b2', '98dbb5d9-2352-4555-ad3c-cb1bd1fefc56']",11,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:11.764,Pass,
,,,,,,,,,,,,,,,,0.757548,,,,,,,,,,,,a4584c68-c671-4463-a5dd-24911f657519,39,,"[76.2, 0.1]",2275088,1,,,,,2.4625874,,,,,,"[70.5, 4.7]",,Low Pass,,7.324616,,,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,7,Birmingham City WFC,969,['ef54e503-1e5c-4087-bbd2-4fd5862940e2'],23,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:23.377,Pass,
,,,,,,,,,,,,,,,,1.083306,,,,,,,,,,,,3cb6139a-6ce4-4064-b8fc-61c8b270b5ab,43,,"[68.6, 4.2]",2275088,1,,,,,-0.29544082,,Left Foot,,,,"[77.8, 1.4]",,Ground Pass,,9.6166525,,,,Adrienne Jordan,31567.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Left Center Midfield,7,Birmingham City WFC,969,['97d788de-382d-4e1b-b02b-90217979aeb2'],26,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.688,Pass,
,,,,,,,,,,,,,,,,1.098757,,,,,,,,,,,,a9dfcf80-117b-4f51-96d1-2f924fcb8858,47,,"[83.5, 1.6]",2275088,1,,,,,1.1712809,,Left Foot,,,,"[91.1, 19.6]",,Ground Pass,,19.53868,,Incomplete,,Rachel Williams,31563.0,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,7,Birmingham City WFC,969,"['2ab6e995-ab00-428e-88ce-6764df5f9d2a', '34db81fc-32e2-4c5d-9ef1-a8e0f328ab97', 'e2f28937-2b5f-4eb5-befc-25a61938379a']",28,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:28.544,Pass,True
,,,,,,,,,,,,,,,,1.74703,,,,,,,,,,,,12f38695-6abe-440a-92e6-307c5d2ace59,50,,"[35.7, 60.5]",2275088,1,,,,,-0.34229562,,Head,,,,"[44.4, 57.4]",,Low Pass,,9.2358,,Incomplete,,Olivia Chance,24925.0,,,,,Recovery,1,From Throw In,Frankie Brown,10171.0,Right Defensive Midfield,7,Birmingham City WFC,969,"['6ee2d773-7509-40af-83d4-20bb979f54b1', 'ccb5fe00-422a-4e70-bb39-0a6752a7b3c1']",30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:30.433,Pass,
,,,,,,,,,,,,,,,,2.036751,,,,,,,,,,,,6bb9ccd9-12ad-408e-8dc3-c0d50828b4f8,55,,"[77.3, 19.8]",2275088,1,,,,,2.8681915,,Right Foot,,,,"[58.4, 25.1]",,Ground Pass,,19.62906,,,,Rebecca Holloway,31568.0,,,,,,1,From Throw In,Chloe Arthur,10193.0,Right Center Midfield,7,Birmingham City WFC,969,"['47f173ea-b1ac-4430-91c1-19d42441fdbd', '51ee866c-a31b-4bfc-b45c-d9c1deaafe8b']",33,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:33.849,Pass,True
,,,,,,,,,,,,,,,,1.394755,,,,,,,,,,,,183489da-c1c1-400b-851d-4ea4e28ad366,59,,"[54.2, 29.1]",2275088,1,,,,,1.8542175,,Right Foot,,,,"[48.2, 49.7]",,Ground Pass,,21.456001,,,,Harriet Scott,19592.0,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Center Back,7,Birmingham City WFC,969,"['6e5c241c-7a3b-4783-9691-aaae6a78be8f', 'c6133c1a-afc3-4edc-b93b-bb62bbc4ee1f']",37,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:37.385,Pass,True
,,,,,,,,,,,,,,,,2.254306,,,,,,,,,,,,c015e81f-a44e-47f8-9a19-6a4072308d07,62,,"[56.8, 52.2]",2275088,1,,,,,-0.54152447,,Right Foot,,,,"[96.7, 28.2]",,High Pass,,46.561893,,Incomplete,,,,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Center Back,7,Birmingham City WFC,969,['7a2e1875-f35c-4270-871f-372c3904d42c'],42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:42.006,Pass,
,,,,,,,,,,,,,,,,1.877716,,,,,,,,,,,,651a4175-82d7-46f0-872a-68fea29893f7,64,,"[20.5, 46.3]",2275088,1,,,,,-2.7492526,,Head,,,,"[8.9, 41.5]",,High Pass,,12.553884,,,,Sophie Baggaley,16376.0,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,8,Bristol City WFC,973,['c274a66d-95b9-49bc-b0d5-ba3d407d21b7'],45,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:45.990,Pass,
,,,,,,,,,,,,,,,,2.643428,,,,,,,,,,,,24cb4684-f984-439e-8a0d-42adbb9919e3,70,,"[11.6, 41.3]",2275088,2,,,,,0.290787,,Right Foot,,,,"[66.4, 57.7]",,High Pass,,57.201397,,,,Yana Daniëls,10093.0,,,,,Free Kick,1,From Free Kick,Sophie Baggaley,16376.0,Goalkeeper,9,Bristol City WFC,973,['bcd941cb-598e-42e2-94ba-0082a2c5a856'],17,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:17.145,Pass,
,,,,,,,,,,,,,,,,1.560313,,,,,,,,,,,,52b785af-3b63-4265-a0a3-720d5008632b,78,,"[53.0, 41.4]",2275088,2,,,,,0.4942726,,Right Foot,,,,"[71.0, 51.1]",,Low Pass,,20.447248,,Incomplete,,Claudia Walker,15580.0,,,,,,1,From Free Kick,Adrienne Jordan,31567.0,Left Back,9,Bristol City WFC,973,"['74b31455-1f43-426a-b5a6-f28969373dc6', 'b1bf289b-d222-45db-b894-40bb4ec3c31f', 'fa25271b-fb2f-4831-8720-fa03b89f4739']",25,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:25.634,Pass,True
,,,,,,,,,,,,,,,,3.567377,,,,,,,,,,,,7ee2de2f-dbcb-4258-97e8-4ad5574bbdc5,83,,"[72.4, 14.4]",2275088,2,,,,,0.0819059,74857505-3a58-463e-a326-301798858139,Left Foot,,,,"[112.6, 17.7]",,Ground Pass,,40.33522,,,,Ebony Salmon,31527.0,True,,,,,1,From Free Kick,Poppy Pattinson,17274.0,Left Back,9,Bristol City WFC,973,['f0b32073-2d68-4a81-87a3-7a8a2fd5d8d4'],31,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:31.414,Pass,
,,,,,,,,,,,,,,,,5.129688,,,,,,,,,,,,c46aab75-a964-4c3b-9af5-413ac0e3702d,92,,"[15.8, 39.5]",2275088,2,,,,,-0.0041236877,,Drop Kick,,,,"[64.3, 39.3]",,High Pass,,48.500412,,Incomplete,,,,,,,,,1,From Keeper,Hannah Hampton,22032.0,Goalkeeper,10,Birmingham City WFC,969,['c54868b2-1330-4af9-ba5b-1a41470459b6'],42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:42.802,Pass,
,,,,,,,,,,,,,,,,1.271989,,,,,,,,,,,,8190b620-23d5-42e6-88d6-eb42509548d2,96,,"[56.7, 34.0]",2275088,2,,,,,-0.7236212,,Left Foot,,,,"[77.3, 15.8]",,Ground Pass,,27.48818,,,,Charlie Wellings,15563.0,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Right Center Back,11,Bristol City WFC,973,['6982f433-4694-4460-a673-6eddd9a1ae5b'],50,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:50.197,Pass,
,,,,,,,,,,,,,,,,1.023608,,,,,,,,,,,,4d1d2027-a715-480f-95c8-c4dc7768b75e,105,,"[63.6, 29.2]",2275088,2,,,,,0.20202516,,Left Foot,,,,"[71.9, 30.9]",,Ground Pass,,8.472308,,,,Frankie Brown,10171.0,,,,,Recovery,1,Regular Play,Gemma Evans,16381.0,Left Center Back,11,Bristol City WFC,973,['b8cb1fc9-f8da-4ecf-9571-e2279392f502'],59,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:59.918,Pass,
,,,,,,,,,,,,,,,,3.643408,,,,,,,,,,,,5920ea52-fd44-4c9e-a212-7def08b18448,108,,"[67.2, 43.9]",2275088,3,,,,,0.6848665,,Right Foot,,,,"[111.4, 80.0]",,Low Pass,,57.068817,,Out,,Yana Daniëls,10093.0,,,,,,1,Regular Play,Frankie Brown,10171.0,Right Defensive Midfield,11,Bristol City WFC,973,['dd6b54a2-8277-41a7-9fa3-e59464d4e7a4'],3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:03.204,Pass,
,,,,,,,,,,,,,,,,1.072325,,,,,,,,,,,,8c8b6a1a-976e-4502-8f71-06d779338e9d,110,,"[8.3, 0.1]",2275088,3,,,,,1.2298174,,,,,,"[12.7, 12.5]",,Low Pass,,13.157507,,,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,12,Birmingham City WFC,969,['229b5ef9-2485-4f3a-aac7-286387d42da5'],22,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:22.107,Pass,
,,,,,,,,,,,,,,,,2.001352,,,,,,,,,,,,fb119baa-66e8-46a5-af3b-4c9317589a21,116,,"[17.9, 22.7]",2275088,3,,,,,1.6927373,,Right Foot,,,,"[15.4, 43.1]",,Ground Pass,,20.552616,,,,Harriet Scott,19592.0,,,,,Free Kick,1,From Free Kick,Lucy Staniforth,15562.0,Left Center Midfield,13,Birmingham City WFC,969,['39572808-fffd-48bd-b35b-03f90dfc3151'],30,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:30.995,Pass,
,,,,,,,,,,,,,,,,1.150346,,,,,,,,,,,,cf779385-c771-451e-81be-92fca7f459ce,119,,"[29.5, 50.4]",2275088,3,,,,,0.06885649,,Right Foot,,,,"[52.7, 52.0]",,Ground Pass,,23.255108,,,,Chloe Arthur,10193.0,,,,,,1,From Free Kick,Harriet Scott,19592.0,Right Center Back,13,Birmingham City WFC,969,['de06146b-95e5-4b59-b24b-247d958dd669'],36,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:36.575,Pass,
,,,,,,,,,,,,,,,,0.698919,,,,,,,,,,,,3f2bd65b-767b-464c-a591-8732e6e6cdcf,125,,"[56.8, 55.1]",2275088,3,,,,,0.14888994,,Right Foot,,,,"[64.8, 56.3]",,Ground Pass,,8.089499,,,,Chloe Arthur,10193.0,,,,,Free Kick,1,From Free Kick,Harriet Scott,19592.0,Right Center Back,14,Birmingham City WFC,969,['bd7e0f11-8ca0-42f9-a7f6-b78f0ca6d28d'],57,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:57.416,Pass,
,,,,,,,,,,,,,,,,2.200847,,,,,,,,,,,,4470c91b-fd72-4fad-9616-df38e9485731,128,,"[67.2, 58.6]",2275088,3,,,,,0.35158208,,Right Foot,,,,"[110.0, 74.3]",,High Pass,,45.588703,,,,Claudia Walker,15580.0,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Right Center Midfield,14,Birmingham City WFC,969,['edde74e8-ed7d-4798-a669-955a3c53a62b'],59,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:59.884,Pass,
,,,,,,,,,,,,,,,,1.874416,,,,,,,,,,,,32fb9a9b-81b2-46b8-9b10-8347d7e591b9,132,,"[4.5, 0.1]",2275088,4,,,,,0.33955282,,,,,,"[24.6, 7.2]",,High Pass,,21.31713,,,,Olivia Chance,24925.0,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,15,Bristol City WFC,973,['822d82f3-1899-4808-875b-eeb2521fb31f'],29,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:29.570,Pass,
,,,,,,,,,,,,,,,,0.623822,,,,,,,,,,,,ee91d512-e091-4170-a23d-5e7127700c12,136,,"[24.1, 6.5]",2275088,4,,,,,-1.4909663,,Other,,,,"[24.3, 4.0]",,Low Pass,,2.5079873,,,,Charlie Wellings,15563.0,,,,,,1,From Throw In,Olivia Chance,24925.0,Center Attacking Midfield,15,Bristol City WFC,973,"['92207c6d-ef8e-481b-a9ce-f1143fb0c60f', 'f4d04237-77a8-40fe-b111-718de2f34790']",31,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:31.597,Pass,True
,,,,,,,,,,,,,,,,0.270076,,,,,,,,,,,,56da8ea6-46a5-4a00-9945-dcc4346c5bb9,139,,"[35.0, 5.2]",2275088,4,,,,,1.0516502,,Right Foot,,,,"[36.6, 8.0]",,Ground Pass,,3.224903,,Incomplete,,Frankie Brown,10171.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Left Wing,15,Bristol City WFC,973,"['b387c68f-dbde-4edb-b443-d3f91390326c', 'c6cf178d-f049-40d4-9efc-44d8b9090ad1']",33,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:33.696,Pass,
,,,,,,,,,,,,,,,,0.710629,,,,,,,,,,,,42426214-8f66-4834-ae41-926205702e20,144,,"[100.5, 71.2]",2275088,4,,,,,2.1236374,,Left Foot,,,,"[97.6, 75.9]",,Ground Pass,,5.5226803,,,,Claudia Walker,15580.0,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Center Midfield,16,Birmingham City WFC,969,"['767579f5-024e-4b78-94b6-09df30e0f335', 'f1f5c1e2-3e20-4370-81b3-637d6409dcae']",38,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:38.490,Pass,True
,,,,,,,,,,,,,,,,0.218122,,,,,,,,,,,,6302dd98-5aad-4f21-a042-ab1533a3cc25,147,,"[97.6, 75.9]",2275088,4,,,,,-0.24497867,,Right Foot,,,,"[99.6, 75.4]",,Ground Pass,,2.0615528,,Incomplete,,Chloe Arthur,10193.0,,,,,,1,Regular Play,Claudia Walker,15580.0,Right Wing,16,Birmingham City WFC,969,"['4603a540-54ac-4ca6-8487-f9dff11c7588', '767579f5-024e-4b78-94b6-09df30e0f335', 'a26db8d8-bbc6-481d-9232-9b9fbfe53800']",39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:39.334,Pass,True
