ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b4e9bb9b-25a1-456b-ab22-691471f524e6,1,,,2275097,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2c57b2a1-1ea6-47ee-9bb0-32ce5e64a418,2,,,2275097,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ce9100eb-2ebb-4c16-b3eb-31aea1a45e1a,3,,,2275097,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['590b8c14-ef3a-4cea-9707-0840bdd14a8b'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,590b8c14-ef3a-4cea-9707-0840bdd14a8b,4,,,2275097,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['ce9100eb-2ebb-4c16-b3eb-31aea1a45e1a'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,49b686ae-f083-48f7-ba79-b8c9ba5d039a,1769,,,2275097,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Manchester City WFC,746,['73d6233b-5edd-46dd-a4f7-78b9dc9d9e40'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,73d6233b-5edd-46dd-a4f7-78b9dc9d9e40,1770,,,2275097,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Manchester City WFC,746,['49b686ae-f083-48f7-ba79-b8c9ba5d039a'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.473303,,,,,,,,,,,,,,,9c255248-3e1f-47ad-b90a-fbcf0e2ff2ab,5,,"[60.0, 40.0]",2275097,0,,,,-3.093087,,Right Foot,,,,"[49.7, 39.5]",,Ground Pass,,10.312129,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Right Center Forward,2,Manchester City WFC,746,['5d1213f3-ba56-4644-bb76-5bb0ea236f95'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.778,Pass,
,,,,,,,,,,,,,,,1.135408,,,,,,,,,,,,,,,9edd01dc-3eee-4c1f-aac1-48d06d99f3de,7,,"[49.9, 39.5]",2275097,0,,,,-2.3217254,,Right Foot,,,,"[44.3, 33.5]",,Ground Pass,,8.207314,,,Caroline Weir,10188.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Right Defensive Midfield,2,Manchester City WFC,746,['e288fa2e-0b08-445b-a987-b46b0b000633'],1,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.252,Pass,
,,,,,,,,,,,,,,,1.545384,,,,,,,,,,,,,,,5943141a-cef9-496b-84e3-32da2bf31772,11,,"[40.9, 29.2]",2275097,0,,,,-2.566168,,Right Foot,,,,"[29.8, 22.0]",,Ground Pass,,13.230646,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Defensive Midfield,2,Manchester City WFC,746,"['2426f952-36a2-48d1-96f5-98315e4c677e', '8926dba9-1d25-49d0-8f3e-497a317c857e']",3,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:03.272,Pass,True
,,,,,,,,,,,,,,,1.028,,,,,,,,,,,,,,,101a4a6a-ef4b-4a95-88bb-0b009fe7404d,14,,"[24.7, 23.5]",2275097,0,,,,2.0443938,,Right Foot,,,,"[16.5, 39.5]",,Ground Pass,,17.978876,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Right Center Back,2,Manchester City WFC,746,['e6798cb1-12cd-4aeb-925e-fdc67393d9b1'],6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.509,Pass,
,,,,,,,,,,,,,,,1.778337,,,,,,,,,,,,,,,89208cc8-69af-42ef-a45a-7644d2c3ab99,17,,"[18.2, 40.1]",2275097,0,,,,1.3370532,,Right Foot,,,,"[22.7, 59.0]",,Ground Pass,,19.42833,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['a351f0e6-31dd-41d6-b78f-65a292a8ae2d'],8,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:08.894,Pass,
