50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,,cb6d1581-bc21-4656-bcc0-400efb54b591,1,,,,19793,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,e013998e-817e-4035-b490-f46537973b31,2,,,,19793,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,,9f9dc660-f275-4a05-a742-06d0919ec9dd,3,,,,19793,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['9a91f745-c2d5-4a2f-9305-574446368604'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,9a91f745-c2d5-4a2f-9305-574446368604,4,,,,19793,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['9f9dc660-f275-4a05-a742-06d0919ec9dd'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,bbc5dddf-6ef2-46ad-aa1f-60e6517b169a,1790,,,,19793,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,West Ham United LFC,972,['dc78d330-f416-462b-9d3d-c82a7f29303f'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,,dc78d330-f416-462b-9d3d-c82a7f29303f,1791,,,,19793,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,West Ham United LFC,972,['bbc5dddf-6ef2-46ad-aa1f-60e6517b169a'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,1.2676,,,,,,,,,,,,,0e5cde8d-953e-4fb8-9b80-9f214ab84068,5,,,"[60.0, 40.0]",19793,0,,,,3.0584514,,,Right Foot,,,"[48.0, 41.0]",,Ground Pass,12.0415945,,Christie Murray,15628.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Center Attacking Midfield,2,Liverpool WFC,966,['bdd0fa33-180a-4984-95a9-5faa572c3665'],1,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:01.200,Pass,
,,,,,,,,,,,4.86,,,,,,,,,,,,,fcc2d19f-9c4f-48c5-96de-d6d24fdb8ab7,8,,,"[51.0, 40.0]",19793,0,,,,-0.6624263,,,Right Foot,,,"[101.0, 1.0]",,High Pass,63.411354,Out,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Kick Off,Christie Murray,15628.0,Left Defensive Midfield,2,Liverpool WFC,966,['6a79a546-42f8-4cde-9bb8-7b138410aa4a'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.508,Pass,
,,,,,,,,,,,2.7798,,,,,,,,,,,,,241df46d-d9f8-432a-8a70-70317375761a,10,,,"[20.0, 80.0]",19793,0,,,,-0.124354996,,,,,,"[52.0, 76.0]",,High Pass,32.24903,Incomplete,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,3,West Ham United LFC,972,"['8a78374c-f9a6-4b47-8ce0-9f5a4971cf11', 'b92de055-e5a1-465b-8a37-dce9940beeac']",19,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:19.462,Pass,
,,,,,,,,,,,1.520791,,,,,,,,,,,,,8a78374c-f9a6-4b47-8ce0-9f5a4971cf11,12,,,"[69.0, 5.0]",19793,0,,,,-0.21866895,,,Left Foot,,,"[87.0, 1.0]",,Low Pass,18.439089,Out,,,,,,,Recovery,1,From Throw In,Leandra Little,15622.0,Left Center Back,3,West Ham United LFC,972,['241df46d-d9f8-432a-8a70-70317375761a'],22,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:22.242,Pass,
,,,,,,,,,,,1.3963,,,,,,,,,,,,,9fe6e6ed-9af8-4bae-b0e5-5212db133efb,13,,,"[38.0, 80.0]",19793,0,,,,-0.5070985,,,,,,"[56.0, 70.0]",,High Pass,20.59126,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,4,West Ham United LFC,972,['94fe9e37-ea2b-4fb3-82fa-ac275f5bb440'],34,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:34.027,Pass,
,,,,,,,,,,,3.265276,,,,,,,,,,,,,7341b894-fc29-43e4-a355-d5995086b828,18,,,"[66.0, 27.0]",19793,0,,,,1.3370532,,,Right Foot,,,"[76.0, 69.0]",,Low Pass,43.174065,Incomplete,Yana Daniëls,10093.0,,True,,,Recovery,1,From Throw In,Laura Coombs,19416.0,Center Attacking Midfield,4,West Ham United LFC,972,"['08a16e5a-d33e-47f7-9d4b-b7c4ab4632cc', '71805fbd-06d1-41a6-a420-303c5c873ebe']",37,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:37.300,Pass,
,,,,,,,,,,,1.688312,,,,,,,,,,,,,9bd1f6ef-b0a2-4dde-8220-09baad8f6301,23,,,"[43.0, 14.0]",19793,0,,,,2.508844,,,Right Foot,,,"[28.0, 25.0]",,Ground Pass,18.601076,,Lucienne Reichardt,18148.0,,,,,,1,From Throw In,Erin Simon,18155.0,Left Back,4,West Ham United LFC,972,"['9197cd2f-5fa9-49ec-98ba-ee51a851fe78', 'fe185630-d525-4e8b-8469-fb2a749b38af']",41,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:41.299,Pass,True
