ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,,,,0fa5729b-7f72-4ade-8334-fce0f49b73ac,1,,,19725,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 19415, 'name': 'Lucy Gillett'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,,c2fd0722-0a32-4987-afa8-3ff23b08dbbb,2,,,19725,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,,,,f9237bd8-3201-4b9a-b3c4-d94b0ffa0100,3,,,19725,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['732074e6-c88b-4483-89e7-cde30eb663e1'],0,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,732074e6-c88b-4483-89e7-cde30eb663e1,4,,,19725,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['f9237bd8-3201-4b9a-b3c4-d94b0ffa0100'],0,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,172bcaed-749b-4b6c-8277-3d5825e6dd23,1723,,,19725,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,114,Brighton & Hove Albion WFC,965,['d98cb986-1ad9-4962-9c18-181c0d0f81a4'],0,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,,,,d98cb986-1ad9-4962-9c18-181c0d0f81a4,1724,,,19725,45,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,114,Brighton & Hove Albion WFC,965,['172bcaed-749b-4b6c-8277-3d5825e6dd23'],0,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,1.944362,,,,,,,,,,,,,6eb08d04-f40a-4ddd-9edf-75dc09c9653a,5,,"[61.0, 41.0]",19725,0,,,-2.976444,,,Left Foot,,,,"[43.0, 38.0]",Ground Pass,18.248287,,Victoria Williams,16395.0,,,Kick Off,1,From Kick Off,Danielle Buet,20034.0,Center Midfield,2,Brighton & Hove Albion WFC,965,['702827ac-54ba-47ff-8370-43c5cca7871b'],0,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.643,Pass,
,,,,,,,,,,3.2722,,,,,,,,,,,,,e566a12d-a1b0-425b-82b5-7b32e823a9c9,9,,"[53.0, 37.0]",19725,0,,,0.5295896,,,Left Foot,,,,"[94.0, 61.0]",High Pass,47.507893,Incomplete,Kayleigh Green,16400.0,,,,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Brighton & Hove Albion WFC,965,"['c1f19d0a-b270-418d-87b7-51de3c112341', 'cd4fc435-ffbb-4d80-91bf-cdba6554d358', 'dbbd14c7-7ade-4895-bc2c-6bf0948ca840']",4,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:04.197,Pass,True
,,,,True,,,,,,1.6545,,,,,,,,,,,,,c1f19d0a-b270-418d-87b7-51de3c112341,12,,"[27.0, 20.0]",19725,0,,True,0.22679885,,,,,,,"[40.0, 23.0]",High Pass,13.341664,,Niamh Charles,15631.0,,,Interception,1,Regular Play,Leigh-Anne Robe,15630.0,Left Back,3,Liverpool WFC,966,"['aec6f3c3-8281-4de9-8c52-09b25887040c', 'da05ec48-2b7a-4128-a309-1dd2bc16aa67', 'e566a12d-a1b0-425b-82b5-7b32e823a9c9']",7,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:07.469,Pass,True
,,,,,,,,,,1.229791,,,,,,,,,,,,,6dd045fa-2085-4c49-b473-b480dff4e1a8,15,,"[42.0, 18.0]",19725,0,,,1.9756881,,,Right Foot,,,,"[36.0, 32.0]",Ground Pass,15.231546,,Amy Rodgers,19417.0,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,3,Liverpool WFC,966,['35a9fad2-6021-4b11-972e-380dceb13ec3'],9,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:09.635,Pass,
