50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c2d175f0-f79d-4b84-a6d3-29ea6792d4db,1,,,,3775607,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6e21ff8-6c21-4bbb-a786-cebfbc4cf45e,2,,,,3775607,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 36}, {'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,afad86af-1123-4631-a21c-3a84910e0cc9,3,,,,3775607,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['66525c58-527a-4fbf-a1af-c04cbb4fa8e6'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,66525c58-527a-4fbf-a1af-c04cbb4fa8e6,4,,,,3775607,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['afad86af-1123-4631-a21c-3a84910e0cc9'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9253a70a-e18f-4231-b559-985c82f43b63,1490,,,,3775607,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Reading WFC,974,['6474617b-9099-4ff2-a819-db36baa87427'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6474617b-9099-4ff2-a819-db36baa87427,1491,,,,3775607,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Reading WFC,974,['9253a70a-e18f-4231-b559-985c82f43b63'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.627821,,,,,,,,,,,,31d40062-f0e4-4523-a264-6435cf16a148,5,,,"[61.0, 40.1]",3775607,0,,,,,-2.9267774,,Right Foot,,,,"[44.5, 36.5]",,Ground Pass,,16.88816,,Gemma Evans,16381.0,,,,,Kick Off,1,From Kick Off,Ebony Salmon,31527.0,Center Forward,2,Bristol City WFC,973,['ddafd213-97e1-429b-90bf-a87b602f3a54'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.185,Pass,
,,,,,,,,,,,,,,,,1.919168,,,,,,,,,,,,5b4436fc-d32d-43ac-b105-2d0c46d7a17c,8,,,"[45.2, 36.7]",3775607,0,,,,,2.077627,,Right Foot,,,,"[27.6, 68.4]",,Ground Pass,,36.258102,,Laura Rafferty,16394.0,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,['e5651a49-21b3-4514-b2f2-fc0ce31d5393'],3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:03.036,Pass,
,,,,,,,,,,,,,,,,1.178366,,,,,,,,,,,,1c231881-2853-46cb-9a23-e1566c5e1220,11,,,"[27.6, 69.5]",3775607,0,,,,,0.54702735,,Right Foot,,,,"[40.9, 77.6]",,Ground Pass,,15.572412,,Faye Bryson,15578.0,,,,,,1,From Kick Off,Laura Rafferty,16394.0,Right Center Back,2,Bristol City WFC,973,['eb89dfbc-a9b4-4271-9877-684103e8d3f0'],6,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:06.092,Pass,
,,,,,,,,,,,,,,,,1.922124,,,,,,,,,,,,1b1f512b-1b1f-4027-b5ee-c6a9f7dc18c4,17,,,"[55.7, 77.2]",3775607,0,,,,,-0.2491511,,Right Foot,,,,"[89.5, 68.6]",,High Pass,,34.876926,,Charlie Wellings,15563.0,,,,,Free Kick,1,From Free Kick,Laura Rafferty,16394.0,Right Center Back,3,Bristol City WFC,973,['01aaa70b-e3f7-4388-9f4b-8de901d44915'],32,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:32.111,Pass,
