ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.6861,,,,,,,,,,,,afe0ab8d-fda0-4f06-a4af-44f37cfe5b27,17,,,"[45.0, 74.0]",19747,0,,,2.2455373,,,Left Foot,,,"[41.0, 79.0]",,Ground Pass,6.4031243,,Rebecca Jane,18144.0,,,,1,From Throw In,Rachel Furness,15706.0,Center Defensive Midfield,3,Reading WFC,974,"['08e5e7d7-6e3e-4d17-9f03-86812fe881cd', '4a2e67da-bc5f-4cdc-bcde-7b3b3ef083ab']",13,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:13.738,Pass,True
,,,,,,,,,,,,1.6663,,,,,,,,,,,,b857f4f6-8c83-4571-86bf-b0ab580865c6,20,,,"[41.0, 79.0]",19747,0,,,-2.7468016,,,Right Foot,,,"[29.0, 74.0]",,High Pass,13.0,,Kirstyn Pearce,18152.0,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,3,Reading WFC,974,"['4a2e67da-bc5f-4cdc-bcde-7b3b3ef083ab', '80a4631a-155f-44f9-93a1-54e049392ec7']",14,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.473,Pass,True
,,,,,,,,,,,,2.5619,,,,,,,,,,,,2cfb43ab-a47e-477e-80bd-367b48790667,22,,,"[29.0, 74.0]",19747,0,,,-0.5611634,,,Right Foot,,,"[64.0, 52.0]",,High Pass,41.340054,Incomplete,Fara Williams,10251.0,,,,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,3,Reading WFC,974,"['28e557ac-ca8b-47da-b82c-6a5e3de40b22', 'eb573a6a-196b-4af1-b58d-ec45919f0323']",16,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:16.139,Pass,
,,,,,,,,,,,,1.509,,,,,,,,,,,,eb573a6a-196b-4af1-b58d-ec45919f0323,24,,,"[57.0, 29.0]",19747,0,,True,1.0040671,,,,,,"[64.0, 40.0]",,High Pass,13.038404,Incomplete,Keira Walsh,4658.0,,,Recovery,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,3,Reading WFC,974,"['2cfb43ab-a47e-477e-80bd-367b48790667', 'aaaff135-1f02-4ebb-a0df-a1e5e40843ee', 'd6e7676b-e322-45d5-91b1-98936202bb89', 'e7384fcb-89e5-4544-b308-76daa19922e8']",18,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:18.701,Pass,True
,,,,,,,,,,,,2.152782,,,,,,,,,,,,f9000932-37dc-4e58-9820-0a8bdeb5f041,29,,,"[58.0, 35.0]",19747,0,,,-2.077895,,,Right Foot,,,"[48.0, 17.0]",,Ground Pass,20.59126,,Natasha Harding,15725.0,,,,1,From Throw In,Remi Allen,18149.0,Left Center Midfield,3,Reading WFC,974,['0c1ddf19-7c4a-4bbb-8590-3c8e84c3b32c'],21,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:21.100,Pass,
,,,,,,,,,,,,2.026501,,,,,,,,,,,,43eae887-929e-4dda-85d0-5ddd3f7a9d91,32,,,"[49.0, 17.0]",19747,0,,,2.4980915,,,Right Foot,,,"[41.0, 23.0]",,Ground Pass,10.0,,Josanne Potter,10198.0,,,,1,From Throw In,Natasha Harding,15725.0,Left Back,3,Reading WFC,974,['4a2af716-7272-401c-afeb-f5d1e4d99a9c'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:24.403,Pass,
,,,,,,,,,,,,2.9157,,,,,,,,,,,,0c6dfe93-d7ee-4ed8-b7a8-420feb3ed43e,35,,,"[42.0, 23.0]",19747,0,,,0.061148163,,,Left Foot,,,"[91.0, 26.0]",,High Pass,49.09175,Incomplete,Fara Williams,10251.0,,,,1,From Throw In,Josanne Potter,10198.0,Left Center Back,3,Reading WFC,974,"['4b23c2ce-9f7c-49e8-8ba7-95c67744b9a7', '8e60e173-6d4a-412b-b63d-788f95f8cb0d']",27,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:27.003,Pass,
,,,,,,,,,,,,0.9963,,,,,,,,,,,,4b23c2ce-9f7c-49e8-8ba7-95c67744b9a7,37,,,"[30.0, 55.0]",19747,0,,,1.3734008,,,Right Foot,,,"[32.0, 65.0]",,Low Pass,10.198039,,Gemma Bonner,15554.0,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,"['0c6dfe93-d7ee-4ed8-b7a8-420feb3ed43e', 'acebc393-a5c6-4a26-80c7-fd0cee720a64']",29,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.918,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,07aeb7c0-cc21-46f4-bfe4-638eb06db954,41,,,"[31.0, 66.0]",19747,0,,,-2.7928216,,,Left Foot,,,"[20.0, 62.0]",,Ground Pass,11.7046995,,Stephanie Houghton,10185.0,,,,1,Regular Play,Gemma Bonner,15554.0,Right Back,4,Manchester City WFC,746,['bcbc189d-c394-4fdf-a13d-efeb4bbfd49a'],31,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:31.797,Pass,
,,,,,,,,,,,,1.2291,,,,,,,,,,,,b288fab5-61d9-4916-9a06-ca6b2da70647,43,,,"[20.0, 62.0]",19747,0,,,0.24497867,,,Right Foot,,,"[40.0, 67.0]",,Ground Pass,20.615528,,Keira Walsh,4658.0,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['aed06903-a2ab-42fa-addd-7ff18fdbb719'],32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:32.677,Pass,
,,,,,,,,,,,,1.8514,,,,,,,,,,,,031bee9e-5c93-425a-9a6e-3d82ae4aa29d,50,,,"[92.0, 3.0]",19747,0,,,1.1659045,,,Left Foot,,,"[95.0, 10.0]",,Ground Pass,7.615773,,Lauren Bruton,15726.0,,,Recovery,1,Regular Play,Remi Allen,18149.0,Left Center Midfield,5,Reading WFC,974,['986f893f-7133-4d8b-93c1-619f5a54d095'],36,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:36.295,Pass,
,,,,,,,,,,,,0.7946,,,,,,,,,,,,691d8e0f-ad60-4cf7-9dfc-3b827dbc5fff,59,,,"[30.0, 54.0]",19747,0,,,-3.0584514,,,Right Foot,,,"[18.0, 53.0]",,Ground Pass,12.0415945,,Stephanie Houghton,10185.0,,,Recovery,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,5,Reading WFC,974,['332f554d-6902-4b49-bce5-714a68f62a42'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:41.606,Pass,
,,,,,,,,,,,,1.706153,,,,,,,,,,,,cafd2e6b-2151-448c-aab4-c68d5190586e,62,,,"[18.0, 54.0]",19747,0,,,0.23374318,,,Right Foot,,,"[39.0, 59.0]",,High Pass,21.587032,Incomplete,Jill Scott,10172.0,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,5,Reading WFC,974,"['22c4d576-9d24-4f2b-b70d-49beed64fe3f', '64e1319a-bba2-4b51-9663-1fe44be71ed7', 'b02c0e2b-edad-4125-8d6e-5400347a4528']",42,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:42.400,Pass,True
,,,,,,,,,,,,0.1478,,,,,,,,,,,,c2bae740-7a07-416e-b3f3-f43bc458bada,67,,,"[81.0, 21.0]",19747,0,,,0.124354996,,,Left Foot,,,"[89.0, 22.0]",,Ground Pass,8.062258,Incomplete,Remi Allen,18149.0,,,,1,Regular Play,Rachel Furness,15706.0,Center Defensive Midfield,5,Reading WFC,974,"['0f3a2b6b-c91b-4b04-900f-dbc4bb57aea6', '5628455c-2826-42fc-b3df-f758abcb081a', 'ca752a7c-890a-49a9-90c6-c4c27cd04ca7']",45,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:45.229,Pass,True
,,,,,,,,,,,,1.9068,,,,,,,,,,,,dfb2c389-cd07-4efb-8508-c2b61f1ff90c,70,,,"[54.0, 60.0]",19747,0,,,0.15264933,,,Other,,,"[67.0, 62.0]",,High Pass,13.152946,,Georgia Stanway,4643.0,,,Recovery,1,Regular Play,Nikita Parris,4654.0,Center Forward,6,Manchester City WFC,746,['e9722cf7-ee12-4da7-8ba1-eeb5a776d79f'],46,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:46.835,Pass,
,,,,,,,,,,,,3.5559,,,,,,,,,,,,783a4d22-9b6a-4eb8-b152-356112e57284,74,,,"[68.0, 72.0]",19747,0,,,-0.14601226,,,Right Foot,,,"[102.0, 67.0]",,Ground Pass,34.36568,,Nikita Parris,4654.0,,,,1,Regular Play,Georgia Stanway,4643.0,Left Wing,6,Manchester City WFC,746,"['32ab8525-a265-4604-b577-48d2a37d53ae', '71940ca6-6659-434e-b1a0-73ece3b54256']",49,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:49.803,Pass,True
,,,,,,,,,,,,0.725499,,,,,,,,,,,,0ee20a52-b761-4ae7-a9c0-35f1ec92641a,79,,,"[111.0, 52.0]",19747,0,,,-2.0344439,,,Right Foot,,,"[108.0, 46.0]",,Ground Pass,6.708204,,Jill Scott,10172.0,,,,1,Regular Play,Nikita Parris,4654.0,Center Forward,6,Manchester City WFC,746,"['db254e25-89b0-432d-adda-18ee57c263ae', 'f7fcae3b-cc82-43e5-a390-9da744bedf6d']",57,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:57.359,Pass,True
,,,,,,,,,,,,0.9503,,,,,,,,,,,,3d3cdbeb-df50-479d-ab82-6d64c7918584,81,,,"[108.0, 46.0]",19747,0,,,3.1415927,4d52769b-3017-4340-9c1c-f99e046a0331,,Right Foot,,,"[101.0, 46.0]",,Ground Pass,7.0,,Georgia Stanway,4643.0,True,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,6,Manchester City WFC,746,['21993518-ba8b-4b1d-8de9-889fe8dd76d3'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:58.085,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,16fb6e05-c100-4f39-a262-b25b3b123ea6,89,,,"[90.0, 21.0]",19747,1,,,0.058755822,,,Right Foot,,,"[107.0, 22.0]",,Ground Pass,17.029387,,Georgia Stanway,4643.0,,,,1,Regular Play,Abbie McManus,4648.0,Left Back,6,Manchester City WFC,746,['7c2c8e2b-0713-461d-bc72-06fcf8bf51e7'],3,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:03.416,Pass,
,,,,,,,,,,,,2.999883,,,,,,,,,,,,2a445b6a-af09-415c-a30b-2d2c67f5e9a4,93,,,"[112.0, 23.0]",19747,1,,,1.3101939,,,Left Foot,True,,"[120.0, 53.0]",,Low Pass,31.04835,Out,Nikita Parris,4654.0,,,,1,Regular Play,Georgia Stanway,4643.0,Left Wing,6,Manchester City WFC,746,"['29b240c7-4c9f-4876-9f65-cef8930e6a5b', '71d1aa5b-d54a-48e8-99ba-4d21fd8563fb']",6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:06.146,Pass,True
,,,,,,,,,,,,1.3847,,,,,,,,,,,,5936d4fe-1452-41bb-b774-eda48622d8e5,95,,,"[7.0, 41.0]",19747,1,True,,0.63274884,,,Right Foot,,,"[52.0, 74.0]",,High Pass,55.803226,Incomplete,,,,,Goal Kick,1,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,7,Reading WFC,974,['3e7b7a67-d46c-4081-8742-4cd06417345c'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:34.003,Pass,
,,,,,,,,,,,,1.4069,,,,,,,,,,,,3e7b7a67-d46c-4081-8742-4cd06417345c,96,,,"[69.0, 7.0]",19747,1,,,-2.634494,,,Left Foot,,,"[60.0, 2.0]",,Ground Pass,10.29563,,Abbie McManus,4648.0,,,Recovery,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,8,Manchester City WFC,746,"['0cb2937c-7425-44f4-8ec8-a2b2e3c00656', '5936d4fe-1452-41bb-b774-eda48622d8e5']",35,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:35.387,Pass,
,,,,,,,,,,,,0.6763,,,,,,,,,,,,f5181d3f-ef6d-4ca0-bc46-37137d2d59d0,99,,,"[61.0, 2.0]",19747,1,,,0.98279375,,,Left Foot,,,"[67.0, 11.0]",,Ground Pass,10.816654,,Keira Walsh,4658.0,,,,1,Regular Play,Abbie McManus,4648.0,Left Back,8,Manchester City WFC,746,"['8eb3d992-6714-4925-b4f7-4b4f6b3df41e', 'e1d396eb-e098-4fb0-ab3b-716c51ff3478']",36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:36.794,Pass,True
,,,,,,,,,,,,0.5612,,,,,,,,,,,,82d32198-2c18-4f02-8fc8-657786621055,102,,,"[68.0, 14.0]",19747,1,,,0.7853982,,,Left Foot,,,"[74.0, 20.0]",,Ground Pass,8.485281,Incomplete,Jill Scott,10172.0,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,8,Manchester City WFC,746,"['0a9a7fc4-f11e-4f8f-9974-3e7d1242fdef', 'd69ad0bb-094a-4e26-a4a3-d3c6c6e9cd3a']",38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:38.677,Pass,
,,,,,,,,,,,,0.9569,,,,,,,,,,,,d07456dc-f6c2-4393-a9c8-0443c5fec1ab,108,,,"[78.0, 18.0]",19747,2,,,1.9974238,,,Left Foot,,,"[73.0, 29.0]",,Ground Pass,12.083046,,Jill Scott,10172.0,,,Free Kick,1,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,9,Manchester City WFC,746,['00354ef6-a268-4892-b2d3-6fb9f65cc74d'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:00.801,Pass,
,,,,,,,,,,,,1.9104,,,,,,,,,,,,3519e886-740a-453d-98a3-af1e8d8bb32f,110,,,"[73.0, 29.0]",19747,2,,,-1.4513674,,,Right Foot,,,"[76.0, 4.0]",,Ground Pass,25.179358,,Abbie McManus,4648.0,,,,1,From Free Kick,Jill Scott,10172.0,Right Center Midfield,9,Manchester City WFC,746,['6de23f13-f66a-4a91-ba33-c6e045571403'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:01.758,Pass,
,,,,,,,,,,,,0.806002,,,,,,,,,,,,5bfec1a5-a5af-448f-b8d3-a143ac0d5b23,114,,,"[74.0, 4.0]",19747,2,,,1.7894653,,,Right Foot,,,"[72.0, 13.0]",,Ground Pass,9.219544,,Keira Walsh,4658.0,,,,1,From Free Kick,Abbie McManus,4648.0,Left Back,9,Manchester City WFC,746,['91917c64-e861-466b-886d-68584066b588'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:04.216,Pass,
,,,,,,,,,,,,1.229283,,,,,,,,,,,,bc59573f-02e1-4351-9e55-9575506adecf,118,,,"[74.0, 13.0]",19747,2,,,0.0,,,Right Foot,,,"[82.0, 13.0]",,Ground Pass,8.0,,Caroline Weir,10188.0,,,,1,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,9,Manchester City WFC,746,"['2335b130-d2b4-41da-ac25-6194589ae9a7', '8f9622ba-402f-4749-9413-f87414f86a13']",5,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:05.312,Pass,True
,,,,,,,,,,,,0.9928,,,,,,,,,,,,4d921b8f-c559-4211-919b-0b7e4a331757,121,,,"[81.0, 12.0]",19747,2,,,-2.4329665,,,Left Foot,,,"[74.0, 6.0]",,Low Pass,9.219544,,Keira Walsh,4658.0,,,,1,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,9,Manchester City WFC,746,['0bf4f753-afed-4098-a1c4-a6276fb80c36'],7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:07.387,Pass,
,,,,,,,,,,,,1.2473,,,,,,,,,,,,e1886202-1d5f-4c93-87f2-63b7f118b355,125,,,"[83.0, 2.0]",19747,2,,,1.670465,,,Left Foot,,,"[82.0, 12.0]",,Ground Pass,10.049875,,Caroline Weir,10188.0,,,,1,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,9,Manchester City WFC,746,"['224004f5-7fba-4b26-ac7a-b855a40dba74', '28f36ea7-e379-4800-aeda-781f779c0cbb']",10,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:10.007,Pass,True
,,,,,,,,,,,,1.6011,,,,,,,,,,,,231e278c-bf6a-4fcd-b05a-a1083f194b65,128,,,"[81.0, 12.0]",19747,2,,,-0.6435011,,,Left Foot,,,"[93.0, 3.0]",,Ground Pass,15.0,,Keira Walsh,4658.0,,,,1,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,9,Manchester City WFC,746,['e4950e8d-1145-4c45-b2aa-3436848636fe'],11,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:11.873,Pass,
,,,,,,,,,,,,1.8987,,,,,,,,,,,,eacd196c-893d-4c04-a9c3-fc355ab4159b,131,,,"[92.0, 4.0]",19747,2,,,1.4464413,,,Right Foot,,,"[95.0, 28.0]",,High Pass,24.186773,,Nikita Parris,4654.0,,,,1,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,9,Manchester City WFC,746,['d1d52ca5-3200-40cd-b789-7c7bcd3ce0dd'],13,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:13.475,Pass,
,,,,,,,,,,,,3.0385,,,,,,,,,,,,fdf6ff5b-880c-43b0-8c90-fb0023659935,140,,,"[29.0, 54.0]",19747,2,,,-0.5020902,,,Right Foot,,,"[80.0, 26.0]",,High Pass,58.18075,Incomplete,Fara Williams,10251.0,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,10,Reading WFC,974,"['5ba5eb40-c2bb-4e44-97f9-5f53cd5a4392', 'b34c9804-8402-4519-95af-9e778d2ab773']",36,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:36.839,Pass,
,,,,,,,,,,,,0.8144,,,,,,,,,,,,bddde22a-b584-4f50-ba4e-a8d272f38e58,146,,,"[112.0, 51.0]",19747,2,,,-2.634494,63e5558f-c82a-4bc6-931c-43ec5b90965c,,Right Foot,,,"[103.0, 46.0]",,Ground Pass,10.29563,,Georgia Stanway,4643.0,True,,,1,Regular Play,Nikita Parris,4654.0,Center Forward,11,Manchester City WFC,746,['aa531165-f474-4ba1-93e7-442a749863fb'],49,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:49.210,Pass,
