bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.872355,,,,,,,,,,,,,,29a75630-0847-478f-8ba1-0f5fcf3331c8,17,,"[44.8, 59.5]",2275150,0,,,,,-1.8108327,,Right Foot,,,,"[37.8, 30.9]",,Ground Pass,,29.444185,,,,Millie Turner,31536.0,,,,,1,From Kick Off,Abbie McManus,4648.0,Right Center Back,2,Manchester United,1475,['eb595605-718b-428e-841d-7a5bc37b211a'],14,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:14.122,Pass,
,,,,,,,,,,,,,,,,1.635682,,,,,,,,,,,,,,33ba216f-5414-4c38-8f96-45699854b623,20,,"[43.4, 29.3]",2275150,0,,,,,-1.2516912,,Right Foot,,,,"[50.9, 6.6]",,Ground Pass,,23.906902,,,,Martha Harris,32618.0,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['c83b7fc7-3848-4c76-ba73-5a039e5a9c78'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:18.249,Pass,
,,,,,,,,,,,,,,,,0.559063,,,,,,,,,,,,,,d05ebfa0-d96a-475a-a1e5-d3432eb13685,23,,"[52.8, 9.1]",2275150,0,,,,,0.77206564,,Right Foot,,,,"[60.4, 16.5]",,Ground Pass,,10.607545,,Incomplete,,,,,,,,1,From Kick Off,Martha Harris,32618.0,Left Back,2,Manchester United,1475,['15c85642-f0e1-4e1b-a0a4-a99d87a606c4'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.985,Pass,
,,,,,,,,,,,,,,,,0.621307,,,,,,,,,,,,,,beabb1c8-b6eb-4ae7-b538-4c025cd689e3,25,,"[37.3, 64.5]",2275150,0,,,,,1.2336624,,Right Foot,,,,"[40.7, 74.2]",,Ground Pass,,10.278619,,,,Cecilie Redisch Kvamme,31553.0,,,,Recovery,1,From Kick Off,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,2,Manchester United,1475,['562eda12-dcf7-471c-a626-61afd351dd4a'],23,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:23.546,Pass,
,,,,,,,,,,,,,,,,1.039044,,,,,,,,,,,,,,5c7aca25-da3e-489f-9cf4-7bbdbc28cd9f,31,,"[81.5, 0.1]",2275150,0,,,,,1.218752,,,,,,"[86.9, 14.8]",,High Pass,,15.6604595,,,,Jackie Groenen,10654.0,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Left Back,3,Manchester United,1475,['15f31819-73f5-47e5-9ad4-1353c0570a4b'],33,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:33.642,Pass,
,,,,,,,,,,,,,,,,1.234472,,,,,,,,,,,,,,1133c287-1788-4a3d-9a30-469a37a69d29,38,,"[28.9, 61.7]",2275150,0,,,,,0.48150286,,Right Foot,,,,"[40.0, 67.5]",,Low Pass,,12.523977,,Incomplete,,Alisha Lehmann,18153.0,,,,,1,Regular Play,Brooke Hendrix,18159.0,Center Back,4,West Ham United LFC,972,"['35e39ba9-905a-46b1-9bfc-57195bdd90a7', 'f1d666c8-cc23-485c-9874-5b761eccb3e3']",38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:38.362,Pass,
,,,,,,,,,,,,,,,,1.326798,,,,,,,,,,,,,,1dd8c78b-ef93-407b-8e19-7051a0eacf9f,48,,"[99.2, 17.0]",2275150,0,,,,,1.1471274,a27b74b3-9b48-4724-88e8-b4d62c4f657a,Right Foot,True,,,"[108.4, 37.4]",True,High Pass,,22.378561,,,,Kirsty Hanson,31532.0,,,,,1,From Counter,Jane Ross,4653.0,Center Forward,5,Manchester United,1475,['902862c2-c396-448c-ab19-a556821bb98b'],46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:46.131,Pass,
,,,,,,,,,,,,,,,,1.603206,,,,,,,,,,,,,,f8a32ca5-8927-4adf-a7ee-d4c278a49e81,52,,"[60.0, 40.0]",2275150,1,,,,,-3.1056368,,Right Foot,,,,"[46.1, 39.5]",,Ground Pass,,13.90899,,,,Kate Longhurst,18147.0,,,,Kick Off,1,From Kick Off,Martha Thomas,31558.0,Right Center Forward,6,West Ham United LFC,972,['50876131-1b27-41b3-9945-498e61b594b0'],27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:27.747,Pass,
,,,,,,,,,,,,,,,,5.883207,,,,,,,,,,,,,,bae91a62-cf56-494e-8774-44b6ecee6cc2,56,,"[45.4, 72.5]",2275150,1,,,,,0.09256175,,Right Foot,,,,"[92.8, 76.9]",,Ground Pass,,47.603783,,Incomplete,,Alisha Lehmann,18153.0,,,,,1,From Kick Off,Kate Longhurst,18147.0,Center Defensive Midfield,6,West Ham United LFC,972,"['01128b02-b82d-4e00-ae29-6ef4853c58cd', '9a4de537-56d3-4055-9e38-4609c4e9fe2c']",35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:35.252,Pass,
,,,,,,,,,,,,,,,,1.529757,,,,,,,,,,,,,,01128b02-b82d-4e00-ae29-6ef4853c58cd,58,,"[27.3, 3.2]",2275150,1,,,,,0.38444853,,Left Foot,,,,"[40.4, 8.5]",,Ground Pass,,14.131525,,Incomplete,,Katie Zelem,31540.0,,,,Recovery,1,From Kick Off,Millie Turner,31536.0,Left Center Back,6,West Ham United LFC,972,"['5351adb3-4629-461c-9686-4b9b4b61740d', 'bae91a62-cf56-494e-8774-44b6ecee6cc2', 'c2bae073-edc5-4c5f-a935-7c482e395bab']",41,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:41.135,Pass,
,,,,,,,,,,,,,,,,0.84339,,,,,,,,,,,,,,022b49eb-3142-4546-94cd-8c5af823a56f,62,,"[83.7, 77.4]",2275150,1,,,,,-2.872425,,Right Foot,,,,"[77.9, 75.8]",,Ground Pass,,6.0166435,,,,Cecilie Redisch Kvamme,31553.0,,,,,1,From Kick Off,Kenza Dali,15421.0,Left Center Midfield,6,West Ham United LFC,972,['8d6871e2-9a87-4647-a9e1-382e7a8af3b8'],45,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:45.107,Pass,
,,,,,,,,,,,,,,,,1.059073,,,,,,,,,,,,,,6a94b1f7-88aa-404d-a5d1-6b196cfdd1d3,66,,"[76.5, 76.4]",2275150,1,,,,,-1.3258177,,Right Foot,,,,"[79.0, 66.4]",,Ground Pass,,10.307764,,,,Kate Longhurst,18147.0,,,,,1,From Kick Off,Cecilie Redisch Kvamme,31553.0,Right Wing Back,6,West Ham United LFC,972,"['07212623-69e2-4810-bfe7-07f66b2835f0', '75a3cdf3-7a28-4ee4-8332-954f189903e8']",46,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:46.377,Pass,True
,,,,,,,,,,,,,,,,1.326356,,,,,,,,,,,,,,5a3eabef-06a9-498e-b5f1-87ed6ea42051,70,,"[75.1, 61.3]",2275150,1,,,,,-2.251998,,Left Foot,,,,"[61.4, 44.4]",,Ground Pass,,21.755459,,,,Laura Vetterlein,31556.0,,,,,1,From Kick Off,Kate Longhurst,18147.0,Center Defensive Midfield,6,West Ham United LFC,972,"['4bc0fd18-985c-488f-9960-1eeb5607761d', 'd28a65f9-f808-4a79-b282-34e47365131a']",48,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:48.964,Pass,True
,,,,,,,,,,,,,,,,1.979642,,,,,,,,,,,,,,eca02ee3-bc4e-4130-9810-f3207c71b986,74,,"[62.9, 51.6]",2275150,1,,,,,1.87338,,Left Foot,,,,"[57.0, 70.5]",,Ground Pass,,19.799496,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,6,West Ham United LFC,972,['3d5649b1-495f-47fb-b5b1-6d2720a7d8cf'],51,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:51.953,Pass,
,,,,,,,,,,,,,,,,2.084801,,,,,,,,,,,,,,6e362544-1295-42a1-9cea-7742aed27a3e,77,,"[62.9, 72.8]",2275150,1,,,,,-0.24497867,,Right Foot,,,,"[106.5, 61.9]",,High Pass,,44.941853,,Incomplete,,Martha Thomas,31558.0,,,,,1,From Kick Off,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,6,West Ham United LFC,972,"['4be4f330-8e79-4251-a68f-93ca0a5a4c66', 'c0c5138e-1fc8-4f03-8a7c-4a3ebae3b226']",56,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:56.280,Pass,
,,,,,,,,,,,,,,,,2.219155,,,,,,,,,,,,,,de801584-bba0-46af-a621-128e5a00a80e,80,,"[120.0, 80.0]",2275150,2,,,,,-1.802818,,Left Foot,,,,"[110.1, 38.1]",,High Pass,True,43.053688,,Incomplete,,,,,True,Inswinging,Corner,1,From Corner,Katharina Baunach,31557.0,Left Wing Back,7,West Ham United LFC,972,['01b5d451-ae58-4a7f-920e-b37fc0d2cb96'],31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:31.364,Pass,
,,,,,,,,,,,,,,,,0.809423,,,,,,,,,,,,,,cd52a492-0444-4426-b455-01fe67c9b777,82,,"[108.4, 27.7]",2275150,2,,,,,0.9742953,,Head,,,,"[113.9, 35.8]",,High Pass,,9.7908125,,Incomplete,,Leanne Kiernan,18146.0,,,,Recovery,1,From Corner,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,"['4ad7d2b0-6ca2-4771-98e8-213eb5aeb2b0', '528412e7-78fe-4f51-b3f9-a67953555712']",34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:34.258,Pass,
,,,,,,,,,,,,,,,,0.919468,,,,,,,,,,,,,,e0dbae47-f1f3-4de4-8962-17089eb78d34,89,,"[116.5, 14.1]",2275150,2,,,,,-3.038782,,Right Foot,,,,"[103.9, 12.8]",,Ground Pass,,12.666886,,,,Kenza Dali,15421.0,,,,,1,From Corner,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,"['582c9e81-7198-4c37-a7ea-ee73d8b5dede', 'eee37062-6514-4da5-a3e0-bfafa6132c90']",39,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:39.020,Pass,True
,,,,,,,,,,,,,,,,2.161662,,,,,,,,,,,,,,42fd7c62-ca69-4fb1-a323-161a8dc97255,92,,"[102.8, 13.0]",2275150,2,,,,,1.2924967,dde9b733-dda2-4eee-b600-7b9e10fd704f,Right Foot,True,,,"[110.6, 40.3]",True,High Pass,,28.39243,,,,Laura Vetterlein,31556.0,,,,,1,From Corner,Kenza Dali,15421.0,Left Center Midfield,7,West Ham United LFC,972,['d32a3558-b229-4164-ac0b-3dc60b0b60f3'],40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:40.961,Pass,
,,,,,,,,,,,,,,,,1.18384,,,,,,,,,,,,,,b1ad57bd-b082-4a2f-bae5-e3b953d9f750,98,,"[61.0, 40.1]",2275150,3,,,,,-3.0540974,,Right Foot,,,,"[55.3, 39.6]",,Ground Pass,,5.7218876,,,,Katie Zelem,31540.0,,,,Kick Off,1,From Kick Off,Jackie Groenen,10654.0,Center Attacking Midfield,8,Manchester United,1475,['dcf73271-fc32-4731-bf8e-dc42f58655c6'],44,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:44.741,Pass,
,,,,,,,,,,,,,,,,1.266432,,,,,,,,,,,,,,c57ed0ec-6098-4737-98b2-b5a253e13ed6,101,,"[63.1, 47.4]",2275150,3,,,,,0.48928303,,Right Foot,,,,"[70.8, 51.5]",,Ground Pass,,8.723532,,,,Jackie Groenen,10654.0,,,,,1,From Kick Off,Katie Zelem,31540.0,Left Center Midfield,8,Manchester United,1475,['e6ed4cc7-8665-4b41-90fe-ee393d01d666'],48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:48.562,Pass,
,,,,,,,,,,,,,,,,1.525038,,,,,,,,,,,,,,307649d3-7877-43dc-af7e-af93b86ce698,103,,"[70.8, 51.5]",2275150,3,,,,,2.4676707,,Right Foot,,,,"[55.9, 63.4]",,Ground Pass,,19.068823,,,,Abbie McManus,4648.0,,,,,1,From Kick Off,Jackie Groenen,10654.0,Center Attacking Midfield,8,Manchester United,1475,['9a7b1254-2417-4cb4-a08c-233a50726569'],49,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:49.829,Pass,
,,,,,,,,,,,,,,,,2.843756,,,,,,,,,,,,,,35d9ef63-285f-4ec4-ac4c-3dc23d2b3914,106,,"[56.5, 62.7]",2275150,3,,,,,-1.5707964,,Right Foot,,,,"[56.5, 47.6]",,Ground Pass,,15.1,,,,Hayley Ladd,19501.0,,,,,1,From Kick Off,Abbie McManus,4648.0,Right Center Back,8,Manchester United,1475,['77cf71cc-28ab-4ba5-b11b-de71975a2378'],52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:52.046,Pass,
,,,,,,,,,,,,,,,,1.770789,,,,,,,,,,,,,,cd97198f-f394-4cfd-a32f-4e590000ae7e,109,,"[62.9, 42.6]",2275150,3,,,,,-0.8342631,,Right Foot,,,,"[91.1, 11.5]",,High Pass,,41.981544,,,,Leah Galton,31539.0,,,,,1,From Kick Off,Hayley Ladd,19501.0,Right Center Midfield,8,Manchester United,1475,['f62ea402-f0f4-44d7-afb3-34fac99a2400'],56,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:56.965,Pass,
,,,,,,,,,,,,,,,,0.826898,,,,,,,,,,,,,,8de71880-9af4-413b-8954-3d8df00f120d,113,,"[12.2, 53.8]",2275150,4,,,,,-0.19915922,,Right Foot,,,,"[23.1, 51.6]",,Ground Pass,,11.119802,,,,Leanne Kiernan,18146.0,,,,Recovery,1,From Kick Off,Cecilie Redisch Kvamme,31553.0,Right Wing Back,8,Manchester United,1475,['1e58b540-36c7-43bb-af7b-473d778c2162'],2,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:02.668,Pass,
,,,,,,,,,,,,,,,,0.761123,,,,,,,,,,,,,,54bad056-1b7b-4570-a861-97d1998bed84,116,,"[22.9, 56.1]",2275150,4,,,,,0.5317241,,Right Foot,,,,"[34.8, 63.1]",,Low Pass,,13.806158,,Incomplete,,Alisha Lehmann,18153.0,,,,,1,From Kick Off,Leanne Kiernan,18146.0,Left Center Forward,8,Manchester United,1475,"['1e489fbb-ac9d-4ed2-a8a1-6c14e9e4544e', '70b63b82-b446-4c82-88d1-c97b88c63dec']",5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:05.550,Pass,
,,,,,,,,,,,True,,,,,1.030736,,,,,,,,,,,,,,70b63b82-b446-4c82-88d1-c97b88c63dec,118,,"[85.3, 17.0]",2275150,4,,,,,-0.3172663,,Head,,,,"[92.0, 14.8]",,High Pass,,7.05195,,,,Leah Galton,31539.0,,,,Interception,1,From Kick Off,Martha Harris,32618.0,Left Back,8,Manchester United,1475,"['54bad056-1b7b-4570-a861-97d1998bed84', 'bae83ed7-b68c-47ca-a22e-1f42d8029947']",6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:06.312,Pass,
,,,,,,,,,,,,,,,,2.009984,,,,,,,,,,,,,,97d84cdd-384f-40fb-ac6e-5bc43cf2a7df,122,,"[23.1, 71.0]",2275150,4,,,,,0.38626763,,Right Foot,,,,"[44.0, 79.5]",,Low Pass,,22.562359,,Out,,Alisha Lehmann,18153.0,,,,Recovery,1,From Kick Off,Cecilie Redisch Kvamme,31553.0,Right Wing Back,8,Manchester United,1475,['ad9661fe-0bd9-4991-bc78-7f50c206f89b'],8,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:08.654,Pass,
,,,,,,,,,,,,,,,,1.788838,,,,,,,,,,,,,,5b1545c9-bc0a-4ddd-b100-653b5e3ba146,124,,"[67.6, 0.1]",2275150,4,,True,,,2.4883673,,,,,,"[57.8, 7.6]",,High Pass,,12.340584,,,,Hayley Ladd,19501.0,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Left Back,9,Manchester United,1475,['8e0d100e-c00a-4f0c-b35b-4547a4f45c73'],17,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:17.038,Pass,
,,,,,,,,,,,,,,,,1.667018,,,,,,,,,,,,,,e9d9cca7-7afa-4071-81a5-3507d44f986d,128,,"[53.9, 5.2]",2275150,4,,,,,2.8539402,,Right Foot,,,,"[37.0, 10.2]",,Ground Pass,,17.62413,,,,Millie Turner,31536.0,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Center Midfield,9,Manchester United,1475,['75894b4b-84c4-45a9-a81e-821ca7f9a31f'],21,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:21.333,Pass,
,,,,,,,,,,,,,,,,2.045346,,,,,,,,,,,,,,3a4c3b3a-4796-4092-9886-f276247a48c6,131,,"[39.0, 20.4]",2275150,4,,,,,2.1112158,,Left Foot,,,,"[27.0, 40.4]",,Ground Pass,,23.323807,,,,Mary Alexandra Earps,31538.0,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,9,Manchester United,1475,['75b521d0-3cb7-40cc-9980-7451357a20a6'],24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:24.739,Pass,
,,,,,,,,,,,,,,,,5.52707,,,,,,,,,,,,,,54763e0f-2f7d-4ac3-bcaf-82231b17f1b9,134,,"[29.7, 44.1]",2275150,4,,,,,-0.45336813,,Right Foot,,,,"[100.1, 9.8]",,High Pass,,78.31124,,Pass Offside,,Leah Galton,31539.0,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,9,Manchester United,1475,['ee0fbcbf-0f7c-4d5f-aaa5-8a9901cfebd5'],30,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:30.450,Pass,
