50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,283471d3-f5ac-4eb5-8bfb-8a5d28d0812e,1,,,19723,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,f8ed19a0-3240-4b09-87bb-5121849e2f25,2,,,19723,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,80cee43f-e74b-4844-8e97-8433ee6c6466,3,,,19723,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['7b942145-dc91-4cc4-a4a6-6aa29158fed0'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,7b942145-dc91-4cc4-a4a6-6aa29158fed0,4,,,19723,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['80cee43f-e74b-4844-8e97-8433ee6c6466'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,d4e3855f-33ea-47d5-ac53-ac9acee6e54c,1873,,,19723,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Manchester City WFC,746,['8391cd29-46f7-475f-83aa-019bd3f6715e'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,8391cd29-46f7-475f-83aa-019bd3f6715e,1874,,,19723,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Manchester City WFC,746,['d4e3855f-33ea-47d5-ac53-ac9acee6e54c'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,0.9951,,,,,,,,,,22f8222f-2d6c-4d32-8a52-b3c1f1638b42,5,,"[61.0, 41.0]",19723,0,,,,3.041924,,,Right Foot,,,"[51.0, 42.0]",,Ground Pass,10.049875,,Caroline Weir,10188.0,,,Kick Off,1,From Kick Off,Nadia Nadim,4650.0,Center Forward,2,Manchester City WFC,746,['eeda58db-e15e-47b4-909a-d09037ff09bb'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.413,Pass,
,,,,,,,,,,,,2.3165,,,,,,,,,,ab769897-825f-46f5-9e53-a31983a78ac3,8,,"[51.0, 42.0]",19723,0,,,,1.8650309,,,Left Foot,,,"[41.0, 75.0]",,Ground Pass,34.48188,,Gemma Bonner,15554.0,,,,1,From Kick Off,Caroline Weir,10188.0,Center Midfield,2,Manchester City WFC,746,['cf09a71c-7837-4320-aa75-ab93418fac2a'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.233,Pass,
,,,,,,,,,,,,1.6759,,,,,,,,,,459b4b88-de14-4120-b256-db75ab2dc99a,11,,"[41.0, 75.0]",19723,0,,,,-2.4329665,,,Left Foot,,,"[20.0, 57.0]",,Ground Pass,27.658634,,Stephanie Houghton,10185.0,,,,1,From Kick Off,Gemma Bonner,15554.0,Right Back,2,Manchester City WFC,746,['7024957f-b847-4897-85d6-f3df3bb3e537'],5,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.179,Pass,
,,,,,,,,,,,,2.5439,,,,,,,,,,0844717f-cd8b-46d8-8604-4ec1c3cfd551,14,,"[20.0, 57.0]",19723,0,,,,-1.3481354,,,Right Foot,,,"[32.0, 4.0]",,Low Pass,54.34151,,Abbie McManus,4648.0,,True,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['d4ce2e6d-fb49-4a43-b077-8cf81641d402'],8,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:08.039,Pass,
