ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5985bc43-dd23-4e23-ae3e-05dcd3553a59,1,,,3775550,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13857, 'name': 'Tinja-Riikka Tellervo Korpela'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7fd0f2a4-5cc8-44ad-98f0-dd3b1473215c,2,,,3775550,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b886fd2-375e-4a21-a548-0a4bdf2f52e7,3,,,3775550,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['25bb2049-83de-4a3b-9c4e-27832e4e36c2'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25bb2049-83de-4a3b-9c4e-27832e4e36c2,4,,,3775550,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['4b886fd2-375e-4a21-a548-0a4bdf2f52e7'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,73811b89-ede7-4f3d-bd4d-e0c142feb669,2062,,,3775550,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Chelsea FCW,971,['85fd7fc1-902a-47bd-958a-676b9a1d2fe3'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85fd7fc1-902a-47bd-958a-676b9a1d2fe3,2063,,,3775550,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Chelsea FCW,971,['73811b89-ede7-4f3d-bd4d-e0c142feb669'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.629201,,,,,,,,,,,,,de1ddaea-4276-49bb-abf6-5a1c65ecd53c,5,,"[61.0, 40.1]",3775550,0,,,,,-2.8434365,,Left Foot,,,,"[40.5, 33.8]",,Ground Pass,,21.44621,,,,Magdalena Lilly Eriksson,4633.0,,,,,Kick Off,1,From Kick Off,So-Yun Ji,4647.0,Left Center Midfield,2,Chelsea FCW,971,['a1ddaa4b-b4cd-4b14-a794-f67566de060f'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.872,Pass,
,,,,,,,,,,,,,,,2.287234,,,,,,,,,,,,,c6b7c1ea-1315-48ba-94a1-4fc9824c992e,8,,"[41.7, 31.4]",3775550,0,,,,,-0.17775747,,Left Foot,,,,"[87.9, 23.1]",,High Pass,,46.939644,,Incomplete,,Samantha May Kerr,4961.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,"['2538ff5d-5364-4244-9413-684aba8b8a30', '36bd8d93-dc91-48b0-880d-6fbd7bf26b6d']",3,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.892,Pass,
,,,,,,,,,,,,,,,1.61435,,,,,,,,,,,,,36bd8d93-dc91-48b0-880d-6fbd7bf26b6d,11,,"[32.2, 57.0]",3775550,0,,,,True,-0.63680106,,,,,,"[41.8, 49.9]",,Low Pass,,11.940268,,,,Isobel Mary Christiansen,4645.0,,,,,Recovery,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,3,Everton LFC,967,"['376fa728-42ea-41a2-88ab-cf635217b6cd', 'bfcbf8d0-ca7d-4314-ade8-3095b2588ae6', 'c6b7c1ea-1315-48ba-94a1-4fc9824c992e']",6,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.179,Pass,True
,,,,,,,,,,,,,,,1.190677,,,,,,,,,,,,,2fe67015-6b44-40ed-8370-b4c79237dc4c,14,,"[41.0, 50.4]",3775550,0,,,,,1.666885,,Right Foot,,,,"[39.4, 67.0]",,Ground Pass,,16.67693,,,,Nicoline Sørensen,10274.0,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Left Defensive Midfield,3,Everton LFC,967,['7cddf3de-a5f9-4557-879b-037b89e14038'],7,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:07.819,Pass,
