50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.387646,,,,,,,,,,,,,,18ea3fb2-a7d9-474a-9f43-981d5553246b,79,,"[16.5, 15.6]",3775585,2,,,,-0.5487805,,Right Foot,,,"[34.0, 4.9]",,Ground Pass,,20.511948,,Felicity Gibbons,16392.0,,,,,,1,Regular Play,Victoria Williams,16395.0,Right Center Back,6,Brighton & Hove Albion WFC,965,['43eeca74-b988-4905-9384-ba61ea7b5e6a'],18,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:18.320,Pass,
,,,,,,,,,,,,,,,,0.29572,,,,,,,,,,,,,,a3857b79-8da2-48da-ac60-f46915a25e1a,82,,"[52.5, 1.6]",3775585,2,,,,1.2036225,,Left Foot,,,"[55.0, 8.1]",,Ground Pass,,6.9641943,Incomplete,Geum-Min Lee,25453.0,,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,6,Brighton & Hove Albion WFC,965,"['12a06a02-2690-4319-8ebe-3c98a4c9a83c', '4d63c9e9-699e-43d2-bbb8-b3fe6919db9a']",23,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:23.772,Pass,
,,,,,,,,,,,,,,,,2.769364,,,,,,,,,,,,,,7f2844d4-1cc4-4244-948b-59200e266d56,91,,"[74.5, 8.9]",3775585,2,,,,0.6477205,,Left Foot,,,"[112.3, 37.5]",,High Pass,,47.40042,Incomplete,Kayleigh Green,16400.0,,,,,Free Kick,1,From Free Kick,Inessa Kaagman,15579.0,Right Defensive Midfield,7,Brighton & Hove Albion WFC,965,"['358d86ce-620c-4783-a1e2-7caa8cc865b2', '702f0b58-0a88-4b60-a579-fae631e9a2a6']",58,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:58.870,Pass,
,,,,,,,,,,,,,,,,4.292392,,,,,,,,,,,,,,7d164750-2ab2-4483-ae62-437d0ed015c1,95,,"[12.2, 60.2]",3775585,3,,,,-0.020474954,,Drop Kick,,,"[70.8, 59.0]",,High Pass,,58.612286,Incomplete,Charlie Wellings,15563.0,,,,,,1,From Keeper,Sophie Baggaley,16376.0,Goalkeeper,8,Bristol City WFC,973,"['20fd4013-115c-4685-b290-97302d2889ca', 'df7f6c31-ff73-4eec-a791-e21622fcbf78']",16,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:16.941,Pass,
,,,,,,,,,,,,,,,,1.796358,,,,,,,,,,,,,,ba42393f-3051-4a35-bb5e-40752044730d,99,,"[65.0, 68.1]",3775585,3,,,,-0.51325226,,Right Foot,,,"[81.5, 58.8]",,High Pass,,18.940434,Incomplete,,,,,,,Recovery,1,From Keeper,Faye Bryson,15578.0,Right Back,8,Bristol City WFC,973,['141f1072-9b28-4693-a751-b4add030deb5'],22,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:22.659,Pass,
,,,,,,,,,,,,,,,,1.347158,,,,,,,,,,,,,,613ff405-6037-4e35-aa4c-22ff67ac9b46,104,,"[10.1, 9.5]",3775585,3,,,,-0.1523375,,Left Foot,,,"[34.2, 5.8]",,High Pass,,24.38237,Incomplete,Geum-Min Lee,25453.0,,,,,,1,From Keeper,Maya Le Tissier,22337.0,Left Center Back,8,Bristol City WFC,973,"['39167d5f-0455-48ce-bcd3-69f94bbad488', '3b1e675c-59f8-43c5-b496-b1920f48e3b2']",29,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:29.640,Pass,
,,,,,,,,,,,,,,,,2.212042,,,,,,,,,,,,,,3b1e675c-59f8-43c5-b496-b1920f48e3b2,106,,"[85.9, 74.3]",3775585,3,,,,-0.73079014,,Head,,,"[102.3, 59.6]",,High Pass,,22.023851,,Charlie Wellings,15563.0,,,,,Recovery,1,From Keeper,Faye Bryson,15578.0,Right Back,8,Bristol City WFC,973,"['36d9e819-4994-4e27-97f9-aad15d133a39', '613ff405-6037-4e35-aa4c-22ff67ac9b46']",30,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:30.987,Pass,
,,,,,,,,,,,,,,,,0.875842,,,,,,,,,,,,,,81396d71-03b3-4889-8800-aac28cb2dcc3,109,,"[102.3, 59.6]",3775585,3,,,,1.640451,,Right Foot,,,"[101.1, 76.8]",,Low Pass,,17.24181,,Yana Daniëls,10093.0,,,,,,1,From Keeper,Charlie Wellings,15563.0,Center Forward,8,Bristol City WFC,973,['0d44c828-2134-4dd1-a523-a1dd470ae68a'],33,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:33.885,Pass,
,,,,,,,,,,,,,,,,2.641022,,,,,,,,,,,,,,3863b6a1-9998-4a7b-a9d0-197012285dd8,114,,"[6.0, 36.0]",3775585,4,,,,0.0939921,,Right Foot,,,"[60.1, 41.1]",,High Pass,,54.339855,Incomplete,Ellie Brazil,16393.0,,,,,Goal Kick,1,From Goal Kick,Cecilie Fiskerstrand,24370.0,Goalkeeper,9,Brighton & Hove Albion WFC,965,"['048a6fcf-87eb-47c5-be54-a18a5bb2b79c', '721b53d3-3cae-45e7-997f-4e7fbb82ca46']",5,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:05.908,Pass,
,,,,,,,,,,,,,,,,0.67482,,,,,,,,,,,,,,56c9b558-95a5-45d1-af37-1817964a9d4e,117,,"[65.1, 37.9]",3775585,4,,,,0.17073521,,Right Foot,,,"[76.7, 39.9]",,Ground Pass,,11.771152,Incomplete,Kiera Skeels,36799.0,,,,,Recovery,1,From Goal Kick,Molly Pike,31564.0,Center Attacking Midfield,9,Brighton & Hove Albion WFC,965,"['25da3236-106b-4071-86f5-96d817bba6e0', '8f9ae7d1-fd40-4707-bd90-c6c8f7a31861']",9,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:09.966,Pass,
,,,,,,,,,,,,,,,,1.604509,,,,,,,,,,,,,,c825ac27-0c1e-429b-8e7b-70a36cf5df59,126,,"[40.6, 44.7]",3775585,4,,,,0.9407624,,Right Foot,,,"[51.1, 59.1]",,Ground Pass,,17.821615,Incomplete,Emma Wilhelmina Koivisto,32403.0,,,,,,1,From Goal Kick,Geum-Min Lee,25453.0,Center Forward,9,Brighton & Hove Albion WFC,965,"['0a0e1fd7-84f2-4eac-b3dc-1d479ba25052', '1cfba862-7656-4a7f-9700-629ef69a60dc', '7931db4e-eaf4-42a6-b171-963f1e467c1b']",12,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:12.031,Pass,True
,,,,,,,,,,,,,,,,1.036809,,,,,,,,,,,,,,4c5e60f5-265a-4a7a-a94b-04f631353a9a,133,,"[75.0, 20.7]",3775585,4,,,,-0.36976853,,Right Foot,,,"[87.9, 15.7]",,Ground Pass,,13.8351,,Ebony Salmon,31527.0,,,,,,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,10,Bristol City WFC,973,['9e12786f-bb1d-484d-a6be-2e685debc71f'],14,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:14.719,Pass,
,,,,,,,,,,,,,,,,1.920948,,,,,,,,,,,,,,c9c55cef-3926-4a08-85a4-23a68501f44a,139,,"[102.3, 0.1]",3775585,4,,,,1.1852504,,,,,"[112.0, 24.0]",,High Pass,,25.79341,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,11,Bristol City WFC,973,['e52b0e65-7d6e-4b72-b2f6-3a6a3c7d8269'],35,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:35.302,Pass,
,,,,,,,,,,,,,,,,1.293988,,,,,,,,,,,,,,31290d1a-65c9-45a1-a056-c7cf6124fc50,143,,"[105.1, 24.3]",3775585,4,,,,2.3809829,,Right Foot,,,"[98.9, 30.2]",,Ground Pass,,8.558621,,Molly Pike,31564.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,11,Bristol City WFC,973,['00bdaec5-044f-4792-8256-6a366cc6e558'],39,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:39.174,Pass,
