50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,55893753-a1ed-45d8-92bb-d94c4cb889f2,1,,,3775585,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24370, 'name': 'Cecilie Fiskerstrand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2fe418ea-1817-4d73-9a06-aa9801ed0494,2,,,3775585,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2a7cfde8-548c-4756-bca6-05e28d5d705a,3,,,3775585,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['63b3ec37-3a80-448d-9f0c-7e5dbf22466d'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,63b3ec37-3a80-448d-9f0c-7e5dbf22466d,4,,,3775585,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['2a7cfde8-548c-4756-bca6-05e28d5d705a'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9d0f9412-1010-40b8-beab-d2111293ae75,1527,,,3775585,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Bristol City WFC,973,['26eaa8e8-9a3e-4f14-a6a7-f7348df2ee25'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,26eaa8e8-9a3e-4f14-a6a7-f7348df2ee25,1528,,,3775585,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Bristol City WFC,973,['9d0f9412-1010-40b8-beab-d2111293ae75'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.027757,,,,,,,,,,,,,,1fd7f7b0-561d-40f5-b8e8-c410495e1e18,5,,"[61.0, 40.1]",3775585,0,,,,-3.1061466,,Right Foot,,,"[46.9, 39.6]",,Ground Pass,,14.108863,,Kiera Skeels,36799.0,,,,,Kick Off,1,From Kick Off,Charlie Wellings,15563.0,Center Forward,2,Bristol City WFC,973,['b64b6e63-97fe-4795-89b1-ab3b4c3c2f95'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.517,Pass,
,,,,,,,,,,,,,,,,1.83658,,,,,,,,,,,,,,554b1afe-af4d-46af-bd5a-d1f63ff96869,8,,"[43.4, 41.0]",3775585,0,,,,2.077207,,Right Foot,,,"[29.7, 65.7]",,Ground Pass,,28.244999,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Kiera Skeels,36799.0,Left Defensive Midfield,2,Bristol City WFC,973,['57212193-35a2-4ddf-a9f6-daa865962bba'],2,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:02.455,Pass,
,,,,,,,,,,,,,,,,4.380024,,,,,,,,,,,,,,09743f5a-7529-4f8a-ba1d-27f459fd2c0d,12,,"[35.6, 68.7]",3775585,0,,,,-0.09532772,,Right Foot,,,"[110.9, 61.5]",,High Pass,,75.64344,,Charlie Wellings,15563.0,,,Through Ball,True,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Bristol City WFC,973,"['a69a4d7c-5df9-4d2e-a4f3-f3891c10d28f', 'ad6d7816-74c6-4d76-9de4-a93c29d1cf70']",6,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:06.446,Pass,True
,,,,,,,,,,,,,,,,0.256472,,,,,,,,,,,,,,d3499c74-d832-4f58-82fe-cb5e904bec5f,16,,"[112.3, 63.2]",3775585,0,,,,-0.86630225,,Right Foot,,,"[114.0, 61.2]",,Low Pass,,2.624881,Incomplete,Ebony Salmon,31527.0,,,,,,1,From Kick Off,Charlie Wellings,15563.0,Center Forward,2,Bristol City WFC,973,"['7e857613-ab22-4f8e-b25d-e372f1b2f491', 'dd96c1a0-54ac-4a8c-9121-e6d53ab254c4']",11,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:11.713,Pass,
,,,,,,,,,,,,,,,,2.29252,,,,,,,,,,,,,,d138ea76-45df-4315-9355-7048ca724662,19,,"[120.0, 80.0]",3775585,1,,,,-1.745889,,Left Foot,,,"[112.8, 39.3]",,High Pass,True,41.331947,Incomplete,,,,True,Inswinging,,Corner,1,From Corner,Jemma Elizabeth Purfield,24239.0,Left Back,3,Bristol City WFC,973,['8bbc2a4c-549c-49a1-be51-33330c652011'],3,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:03.665,Pass,
,,,,,,,,,,,,,,,,1.364869,,,,,,,,,,,,,,27af9168-deee-4e2c-8b71-20611aab4041,25,,"[5.9, 41.4]",3775585,1,,,,-0.16272737,,Head,,,"[19.3, 39.2]",,Low Pass,,13.579396,,Inessa Kaagman,15579.0,,,,,Recovery,1,From Corner,Emily Simpkins,23289.0,Left Defensive Midfield,3,Bristol City WFC,973,['5a711156-e08c-44d9-9c8a-a84db42dbe60'],8,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:08.821,Pass,
,,,,,,,,,,,,,,,,4.697552,,,,,,,,,,,,,,eb7d945c-1860-43f4-9d56-7d963fe90aea,28,,"[20.0, 39.2]",3775585,1,,,,-1.1266267,,Left Foot,,,"[34.8, 8.1]",,High Pass,,34.44198,Incomplete,Geum-Min Lee,25453.0,,,,,,1,From Corner,Inessa Kaagman,15579.0,Right Defensive Midfield,3,Bristol City WFC,973,"['6f8d016c-a7c4-465a-aa57-834fc6c1db74', 'f20a003d-8889-40ff-bf22-c6550eedb0ca']",10,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:10.590,Pass,
,,,,,,,,,,,,,,,,2.148377,,,,,,,,,,,,,,6f8d016c-a7c4-465a-aa57-834fc6c1db74,31,,"[85.3, 72.0]",3775585,1,,,,-3.0971014,,Left Foot,,,"[56.1, 70.7]",,Ground Pass,,29.228924,,Faye Bryson,15578.0,,,,,Recovery,1,From Corner,Jemma Elizabeth Purfield,24239.0,Left Back,3,Bristol City WFC,973,"['ccdcc794-2b8a-4d79-9eaa-98916c453f1d', 'eb7d945c-1860-43f4-9d56-7d963fe90aea']",15,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:15.288,Pass,
,,,,,,,,,,,,,,,,2.332748,,,,,,,,,,,,,,dfeef75e-ab7d-4097-82eb-3424af05d918,34,,"[62.3, 66.5]",3775585,1,,,,-1.1965812,,Right Foot,,,"[82.8, 14.3]",,High Pass,,56.0811,,Yana Daniëls,10093.0,,True,,,,1,From Corner,Faye Bryson,15578.0,Right Back,3,Bristol City WFC,973,['18a6a875-daff-4817-8926-59c60c9559aa'],18,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:18.975,Pass,
,,,,,,,,,,,,,,,,3.268698,,,,,,,,,,,,,,e8639cf7-243c-430a-bec6-759fd38c1074,40,,"[24.2, 72.2]",3775585,1,,,,0.13171929,,Right Foot,,,"[79.3, 79.5]",,High Pass,,55.58147,Out,Aileen Whelan,16374.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,4,Brighton & Hove Albion WFC,965,['0eb74907-6220-4ad0-a1cf-a41bfcaa6faa'],27,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:27.334,Pass,
,,,,,,,,,,,,,,,,1.534901,,,,,,,,,,,,,,0284f7f9-3c03-418f-8b91-a9277e09b633,42,,"[40.8, 0.1]",3775585,1,,,,0.42267233,,,,,"[63.7, 10.4]",,High Pass,,25.109758,Incomplete,Ebony Salmon,31527.0,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,5,Bristol City WFC,973,"['32a1995b-137d-4687-8504-15f0b7e13b4f', '6827d5a4-573b-430b-b360-9e55870a1b55']",48,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:48.720,Pass,
,,,,,,,,,,,,,,,,2.055785,,,,,,,,,,,,,,32a1995b-137d-4687-8504-15f0b7e13b4f,44,,"[56.4, 69.7]",3775585,1,,,,-2.2590983,,Head,,,"[42.5, 52.8]",,High Pass,,21.881956,,Victoria Williams,16395.0,,,,,Recovery,1,Regular Play,Kayleigh Green,16400.0,Right Wing,6,Brighton & Hove Albion WFC,965,"['0284f7f9-3c03-418f-8b91-a9277e09b633', 'b5e62cfe-df50-4219-a829-0023bad5cc2b']",50,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:50.254,Pass,
,,,,,,,,,,,,,,,,1.036192,,,,,,,,,,,,,,3f03457d-0311-4bb0-bae8-3178298bb0a4,47,,"[43.9, 54.7]",3775585,1,,,,-0.14966604,,Right Foot,,,"[56.5, 52.8]",,Ground Pass,,12.742449,,Emily Simpkins,23289.0,,,,,,1,Regular Play,Victoria Williams,16395.0,Right Center Back,6,Brighton & Hove Albion WFC,965,['384a7633-7ad2-410f-973b-231cd068154e'],52,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:52.390,Pass,
,,,,,,,,,,,,,,,,1.136065,,,,,,,,,,,,,,0cc43222-6e7a-416f-9bb6-e3c043d78a25,55,,"[53.7, 63.9]",3775585,1,,,,0.57790196,,Right Foot,,,"[62.9, 69.9]",,Ground Pass,,10.983624,,Kayleigh Green,16400.0,,,,,,1,Regular Play,Emily Simpkins,23289.0,Left Defensive Midfield,6,Brighton & Hove Albion WFC,965,['f7e5622e-a16b-4a0d-ab28-63443e5c8363'],56,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:56.055,Pass,
,,,,,,,,,,,,,,,,1.504539,,,,,,,,,,,,,,b4e2b0f7-7f1c-450d-8778-3a76510d9ebd,58,,"[63.7, 71.0]",3775585,1,,,,2.943206,,Right Foot,,,"[44.3, 74.9]",,Low Pass,,19.788128,,Emma Wilhelmina Koivisto,32403.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,6,Brighton & Hove Albion WFC,965,['2bfdd533-307f-4bd5-b518-c206785a7bea'],57,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:57.231,Pass,
,,,,,,,,,,,,,,,,2.567636,,,,,,,,,,,,,,d9164ed6-9800-4874-a9b8-9b00fee34287,61,,"[28.1, 66.9]",3775585,2,,,,-2.1053555,,Right Foot,,,"[11.7, 39.2]",,Ground Pass,,32.190838,,Cecilie Fiskerstrand,24370.0,,,,,,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Right Back,6,Brighton & Hove Albion WFC,965,['7caa3eee-bda3-44df-bbb9-4cdeff562ac6'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:00.218,Pass,
,,,,,,,,,,,,,,,,1.644888,,,,,,,,,,,,,,3c340190-4c9d-45b3-b909-b3d63e39fef0,64,,"[11.7, 39.2]",3775585,2,,,,1.205049,,Right Foot,,,"[18.9, 58.0]",,Ground Pass,,20.131567,,Maya Le Tissier,22337.0,,,,,,1,Regular Play,Cecilie Fiskerstrand,24370.0,Goalkeeper,6,Brighton & Hove Albion WFC,965,['6fe7bc49-2eb6-4457-b4b7-d57f01c718f2'],3,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:03.995,Pass,
,,,,,,,,,,,,,,,,1.26495,,,,,,,,,,,,,,5f839ad6-9601-4914-8636-8667ffc6cc31,67,,"[18.9, 59.9]",3775585,2,,,,1.0660759,,Right Foot,,,"[26.8, 74.2]",,Ground Pass,,16.337074,,Emma Wilhelmina Koivisto,32403.0,,,,,,1,Regular Play,Maya Le Tissier,22337.0,Left Center Back,6,Brighton & Hove Albion WFC,965,['b2304dfb-f29f-484c-9ef8-15406e39981e'],7,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:07.242,Pass,
,,,,,,,,,,,,,,,,1.690807,,,,,,,,,,,,,,64f3f20a-374f-4131-8054-ae10711396f4,70,,"[26.4, 73.8]",3775585,2,,,,-2.3383393,,Right Foot,,,"[20.9, 68.1]",,Ground Pass,,7.9208584,,Maya Le Tissier,22337.0,,,,,,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Right Back,6,Brighton & Hove Albion WFC,965,['c22b707b-e1e2-4399-81f9-c6edc0b84b7a'],8,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:08.836,Pass,
,,,,,,,,,,,,,,,,1.907443,,,,,,,,,,,,,,7cb13d8c-6244-42a4-abd5-967b4c679837,73,,"[20.9, 68.1]",3775585,2,,,,-1.9616046,,Right Foot,,,"[10.6, 43.1]",,Ground Pass,,27.038675,,Cecilie Fiskerstrand,24370.0,,,,,,1,Regular Play,Maya Le Tissier,22337.0,Left Center Back,6,Brighton & Hove Albion WFC,965,['4d0fa274-832b-42f3-9c05-4c9a6dea605f'],11,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:11.947,Pass,
,,,,,,,,,,,,,,,,2.035568,,,,,,,,,,,,,,a7517dc6-30d3-4076-acc2-37eb0049c31b,76,,"[10.6, 43.1]",3775585,2,,,,-1.4198788,,Right Foot,,,"[13.9, 21.4]",,Ground Pass,,21.949488,,Victoria Williams,16395.0,,,,,,1,Regular Play,Cecilie Fiskerstrand,24370.0,Goalkeeper,6,Brighton & Hove Albion WFC,965,['c13fe8ad-1011-458c-945f-ef1dca1ca1b2'],14,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:14.719,Pass,
