ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.195952,,,,,,,,,,,78e14dd6-3ea5-4348-9d89-122688ed95bf,18,,,"[38.1, 70.5]",3775540,0,,,,,1.0851742,,Right Foot,,,"[40.0, 74.1]",,Low Pass,,4.0706263,,,Incomplete,Charlie Wellings,15563.0,,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Defensive Midfield,2,Bristol City WFC,973,"['559fa691-beb8-4aa3-a0b4-e615d8fe6f76', 'bffd3c25-93a2-4b3c-9376-f3a62bae46a3']",7,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:07.900,Pass,
,,,,,,,,,,,,,,,1.722397,,,,,,,,,,,4d895a78-d25c-409c-aa18-d8338d6bffb4,23,,,"[45.4, 77.2]",3775540,0,,,,,-0.21285506,,Right Foot,,,"[76.4, 70.5]",,High Pass,,31.715769,,,Incomplete,,,,,,,,,1,From Kick Off,Kiera Skeels,36799.0,Right Back,2,Bristol City WFC,973,['f79baa1f-414b-4c66-a7c4-5f96dc2d0c33'],10,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:10.068,Pass,
,,,,,,,,,,,,,,,0.980852,,,,,,,,,,,87f9d59a-7008-4027-8ceb-d11681fdb350,32,,,"[116.4, 59.4]",3775540,0,,,,,-1.5707964,,Right Foot,True,,"[116.4, 38.9]",,Ground Pass,,20.5,,,Incomplete,Charlie Wellings,15563.0,,,,,,,1,From Kick Off,Ebony Salmon,31527.0,Left Center Forward,2,Bristol City WFC,973,"['9c771085-a08b-404f-a364-a6be323f2c3d', 'be382e66-f290-44d0-a0bc-d7958233cbdb']",17,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:17.760,Pass,
,,,,,,,,,,,,,,,1.041262,,,,,,,,,,,76e6d9da-59e1-45f4-97ee-d734b7b26bed,44,,,"[73.0, 61.8]",3775540,0,,,,,-0.5812345,,Right Foot,,,"[86.7, 52.8]",,Ground Pass,,16.391766,,,Incomplete,Charlie Wellings,15563.0,,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Bristol City WFC,973,"['c9a5a211-346b-4469-b9f6-7979eceb3766', 'd113fe87-206e-4b54-a5e5-80f35deebc07']",29,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:29.204,Pass,
,,,,,,,,,,,,,,,1.550181,,,,,,,,,,,551b01e5-9585-4b66-877c-c6b8f91f468a,47,,,"[23.4, 22.0]",3775540,0,,,,,0.378087,,Left Foot,,,"[44.8, 30.5]",,Ground Pass,,23.026289,,,Incomplete,Chloe Arthur,10193.0,,,,,,Recovery,1,From Kick Off,Natalie Haigh,46535.0,Left Center Back,2,Bristol City WFC,973,"['04b6edde-f1b1-4b63-938c-18194036dacd', 'ff01cc93-27f0-4302-98c9-ccd0306e337b']",31,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:31.905,Pass,
,,,,,,,,,,,,,,,1.184863,,,,,,,,,,,9b02ba31-59ad-407a-8b42-c5462d3a62e9,51,,,"[67.8, 53.4]",3775540,0,,,,,-2.930041,,Right Foot,,,"[52.9, 50.2]",,Ground Pass,,15.239751,,,,Meaghan Sargeant,19502.0,,,,,,,1,From Kick Off,Aimee Palmer,36801.0,Left Defensive Midfield,2,Bristol City WFC,973,['e46e49f4-2618-4f34-abf3-78d514426c39'],34,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:34.965,Pass,
,,,,,,,,,,,,,,,3.664146,,,,,,,,,,,1db2be26-6b82-429a-b647-9e807fa4a448,54,,,"[57.4, 46.8]",3775540,0,,,,,-0.41822433,,Right Foot,,,"[105.1, 25.6]",,High Pass,,52.198948,,,Incomplete,Jemma Elizabeth Purfield,24239.0,,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Bristol City WFC,973,"['baa5db09-db1c-4f30-8a22-6202eb0b4d12', 'c22740fe-fea5-44e9-a217-60cd3968cb8f']",37,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:37.721,Pass,
,,,,,,,,,,,,,,,1.562749,,,,,,,,,,,6676732a-2e92-465c-950f-3e2f22692e67,59,,,"[9.7, 54.7]",3775540,0,,,,,1.6403561,,Right Foot,,,"[8.0, 79.1]",,High Pass,,24.45915,,,Out,,,,,,,,,1,From Kick Off,Asmita Ale,46541.0,Right Back,2,Bristol City WFC,973,['12fca31b-cb43-4ec6-bff0-cc8e0820105f'],42,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:42.497,Pass,True
,,,,,,,,,,,,,,,1.230118,,,,,,,,,,,37d26499-c752-4181-a92a-ccb658cac157,60,,,"[112.1, 0.1]",3775540,0,,,,,1.5707964,,,,,"[112.1, 19.4]",,Low Pass,,19.3,,,Incomplete,Ebony Salmon,31527.0,,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,3,Bristol City WFC,973,"['787bea2f-f152-4694-bc19-031d704b9467', '80047f58-5116-4fc3-af58-65b61853470b']",56,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:56.531,Pass,
,,,,,,,,,,,,,,,1.941203,,,,,,,,,,,84d4760e-92b0-420b-a884-d204bde50f9b,64,,,"[120.0, 0.1]",3775540,1,,,,,1.8270819,,Right Foot,,,"[111.3, 33.3]",,High Pass,True,34.320984,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Aimee Palmer,36801.0,Left Defensive Midfield,4,Bristol City WFC,973,['61704323-0178-4b38-9b44-491bc85ee665'],22,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:22.192,Pass,
,,,,,,,,,,,,,,,1.719999,,,,,,,,,,,42fd323d-0817-4622-a5e0-e8c7da4f642a,72,,,"[6.0, 44.0]",3775540,1,,,,,1.3742912,,Left Foot,,,"[10.3, 65.6]",,Ground Pass,,22.023851,,,,Elisha N''Dow,46534.0,,,,,,Goal Kick,1,From Goal Kick,Lisa Weiß,38317.0,Goalkeeper,5,Aston Villa,2647,['dd28e2b2-fd6f-4931-b9fb-3b9279266390'],52,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:52.141,Pass,
,,,,,,,,,,,,,,,2.761461,,,,,,,,,,,7fd5023e-1f2b-4649-8c1c-764a8ff19f38,75,,,"[24.4, 71.8]",3775540,1,,,,,-0.06213539,,Right Foot,,,"[90.3, 67.7]",,High Pass,,66.02742,,,Incomplete,Stine Larsen,10102.0,,,,,,,1,From Goal Kick,Elisha N''Dow,46534.0,Right Center Back,5,Aston Villa,2647,"['759d1a03-4524-4427-847c-d8e6c29653f9', '962316ac-28d7-490e-8d97-cf32c2ab1ce5']",57,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:57.341,Pass,
,,,,,,,,,,,,,,,2.332245,,,,,,,,,,,759d1a03-4524-4427-847c-d8e6c29653f9,77,,,"[29.8, 12.4]",3775540,2,,,,,-1.0385869,,Head,,,"[35.1, 3.4]",,High Pass,,10.444615,,,,Jemma Elizabeth Purfield,24239.0,,,,,,Recovery,1,Regular Play,Gemma Evans,16381.0,Left Center Back,6,Bristol City WFC,973,"['7fd5023e-1f2b-4649-8c1c-764a8ff19f38', 'a036f85d-a581-46b3-a9c0-21baac78e793']",0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:00.103,Pass,
,,,,,,,,,,,,,,,0.130498,,,,,,,,,,,99b2b7b2-b28b-4ac5-ba9c-6127accf9149,81,,,"[35.3, 4.2]",3775540,2,,,,,0.0,,Left Foot,,,"[39.8, 4.2]",,Ground Pass,,4.5,,,Incomplete,Molly Pike,31564.0,,,,,,,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,6,Bristol City WFC,973,"['4183a73c-f376-4350-8cfb-ec9779c848d2', 'a0666876-7629-43a7-9aa1-21be3dc121d9', 'b7f8db9b-6427-4808-899a-dfbb454c2d23']",3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:03.314,Pass,True
,,,,,,,,,,,,,,,2.05006,,,,,,,,,,,d7ebc342-5f26-4f72-9170-1107b08534b9,84,,,"[50.7, 0.1]",3775540,2,,,,,0.84124064,,,,,"[65.9, 17.1]",,Low Pass,,22.804386,,,,Aimee Palmer,36801.0,,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Back,7,Bristol City WFC,973,['b1099220-9684-49eb-b1e2-6ab86a063e72'],24,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:24.512,Pass,
,,,,,,,,,,,,,,,2.338786,,,,,,,,,,,3a3d78a9-e8c4-4f02-a6e4-afa02f6cbcc7,88,,,"[65.1, 20.5]",3775540,2,,,,,0.40306863,,Right Foot,,,"[91.6, 31.8]",,Ground Pass,,28.80868,,,Incomplete,Yana Daniëls,10093.0,,,,Through Ball,True,,1,From Throw In,Aimee Palmer,36801.0,Left Defensive Midfield,7,Bristol City WFC,973,"['132b9a01-6cf2-4dc2-bed6-e9824ab8756c', '3d965f08-f944-4598-afbc-71e949661da6', 'e13bca33-1fe5-4e46-b103-6f30ab3e2d63']",27,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:27.658,Pass,True
,,,,,,,,,,,,,,,1.105739,,,,,,,,,,,132b9a01-6cf2-4dc2-bed6-e9824ab8756c,91,,,"[28.5, 48.3]",3775540,2,,,,,1.6665478,,Right Foot,,,"[26.8, 66.0]",,Ground Pass,,17.78145,,,,Elisha N''Dow,46534.0,,,,,,Recovery,1,Regular Play,Anita Amma Ankyewah Asante,4657.0,Left Back,8,Aston Villa,2647,"['141efb3a-0914-45f9-b938-31db064afd7c', '3a3d78a9-e8c4-4f02-a6e4-afa02f6cbcc7', '753b10bc-f886-4980-a93a-87e07d8914f4']",29,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:29.997,Pass,True
,,,,,,,,,,,,,,,1.679999,,,,,,,,,,,88c5f68a-3c99-4e10-83d5-657a892050a4,93,,,"[26.8, 66.0]",3775540,2,,,,,-2.4501421,,Right Foot,,,"[8.8, 51.1]",,Ground Pass,,23.366858,,,,Lisa Weiß,38317.0,,,,,,,1,Regular Play,Elisha N''Dow,46534.0,Right Center Back,8,Aston Villa,2647,['4eb26c3e-d64b-452d-880a-62467c1148ed'],31,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:31.102,Pass,
,,,,,,,,,,,,,,,2.836312,,,,,,,,,,,a14ea172-3aa3-41d8-9ddb-b58f9cd2e827,95,,,"[8.8, 51.1]",3775540,2,,,,,0.17209555,,Right Foot,,,"[53.1, 58.8]",,High Pass,,44.964207,,,Incomplete,Mana Iwabuchi,25610.0,,,,,,,1,Regular Play,Lisa Weiß,38317.0,Goalkeeper,8,Aston Villa,2647,"['2788db4f-334a-4800-95f7-adaf05b75c7f', 'bfe7eec5-5e02-4616-81a3-18a061215b3f']",32,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:32.782,Pass,
,,,,,,,,,,,,,,,0.074297,,,,,,,,,,,2788db4f-334a-4800-95f7-adaf05b75c7f,97,,,"[67.0, 21.3]",3775540,2,,,,,0.16514868,,Head,,,"[70.0, 21.8]",,Low Pass,,3.0413814,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Gemma Evans,16381.0,Left Center Back,8,Aston Villa,2647,"['a14ea172-3aa3-41d8-9ddb-b58f9cd2e827', 'e2656018-435f-4f88-953a-c19b04f0ecc9']",35,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:35.619,Pass,
,,,,,,,,,,,,,,,0.54599,,,,,,,,,,,d35281bc-d8a0-4a00-96a3-2a92eab7b10f,107,,,"[71.7, 22.4]",3775540,2,,,,,0.02531105,,Right Foot,,,"[79.6, 22.6]",,Ground Pass,,7.902531,,,,Ebony Salmon,31527.0,,,,,,,1,Regular Play,Molly Pike,31564.0,Left Midfield,8,Aston Villa,2647,"['3757c5af-0b90-4612-8d40-daec61af14e9', '87e539fc-e095-4a43-a665-b1da9dfe0655']",41,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:41.461,Pass,True
,,,,,,,,,,,,,,,2.360192,,,,,,,,,,,ed11c59b-1979-4553-bc8b-e7d97b3e2776,114,,,"[92.7, 44.0]",3775540,2,,,,,-1.7108427,,Right Foot,,,"[89.5, 21.3]",,Ground Pass,,22.92444,,,,Freya Gregory,33010.0,,,,,,,1,Regular Play,Stine Larsen,10102.0,Right Center Forward,8,Aston Villa,2647,['cb2632cd-073c-481c-9773-d36063e5baaf'],50,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:50.519,Pass,
,,,,,,,,,,,,,,,2.149462,,,,,,,,,,,afea34d7-feac-4c4d-b5d6-59508446d040,116,,,"[89.5, 21.3]",3775540,2,,,,,0.7660207,94ae1b57-063b-483d-8a5c-615e3fdc39e8,Left Foot,,,"[115.8, 46.6]",,High Pass,,36.49356,,,,Shania Hayles,19499.0,True,,,,,,1,Regular Play,Freya Gregory,33010.0,Left Midfield,8,Aston Villa,2647,['1e0b2dac-f089-47ed-9b90-23d8c6a1f884'],52,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:52.879,Pass,
,,,,,,,,,,,,,,,1.617445,,,,,,,,,,,38b6cee4-74be-4a9c-bbf1-a6ff9e940d74,122,,,"[61.0, 40.1]",3775540,3,,,,,2.5352893,,Right Foot,,,"[47.3, 49.6]",,Ground Pass,,16.671532,,,,Carla Humphrey,16384.0,,,,,,Kick Off,1,From Kick Off,Ebony Salmon,31527.0,Left Center Forward,9,Bristol City WFC,973,['8993afaa-b965-43d3-ba5e-acb0aa6200b7'],28,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:28.102,Pass,
,,,,,,,,,,,,,,,1.799117,,,,,,,,,,,c2da0dc0-ccfd-4b72-8915-0cd41309dce5,138,,,"[67.6, 47.0]",3775540,3,,,,,1.6215142,,Right Foot,,,"[66.6, 66.7]",,Ground Pass,,19.725365,,,,Yana Daniëls,10093.0,,,,,,,1,From Kick Off,Ebony Salmon,31527.0,Left Center Forward,9,Bristol City WFC,973,['e70b66f1-e788-4d39-9d32-2719dc7239b4'],38,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:38.248,Pass,
,,,,,,,,,,,,,,,2.400178,,,,,,,,,,,142d628c-04ed-4754-a971-a0dc42f8c70b,142,,,"[80.7, 53.0]",3775540,3,,,,,-1.1967342,,Right Foot,,,"[98.6, 7.4]",,Low Pass,,48.987446,,,,Jemma Elizabeth Purfield,24239.0,,,True,,,,1,From Kick Off,Yana Daniëls,10093.0,Right Midfield,9,Bristol City WFC,973,['87dd3b66-b022-4fc0-b12f-b309cb979d2a'],44,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:44.701,Pass,
,,,,,,,,,,,,,,,0.487253,,,,,,,,,,,7487d1d6-9b6e-430e-ac63-e009772ab0fa,149,,,"[115.8, 24.1]",3775540,3,,,,,1.6354543,,Left Foot,True,,"[114.9, 38.0]",,Ground Pass,,13.929106,,,Incomplete,,,,,,,,,1,From Kick Off,Jemma Elizabeth Purfield,24239.0,Left Back,9,Bristol City WFC,973,['8a4cbdb1-85ca-4493-b747-70d3907ae497'],52,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:52.227,Pass,
,,,,,,,,,,,,,,,1.331852,,,,,,,,,,,64d93372-d5ac-4841-9787-8861791cc8fd,151,,,"[105.1, 80.0]",3775540,4,,,,,-1.1642295,,,,,"[111.3, 65.6]",,Low Pass,,15.67801,,,,Charlie Wellings,15563.0,,,,,,Throw-in,1,From Throw In,Kiera Skeels,36799.0,Right Back,10,Bristol City WFC,973,['d7425e84-5ddf-41f7-83df-7e925888a22b'],9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:09.566,Pass,
,,,,,,,,,,,,,,,0.879999,,,,,,,,,,,af3bf8e3-1dc6-468a-ab65-6ee235f287c1,160,,,"[26.8, 31.8]",3775540,4,,,,,1.6792797,,Right Foot,,,"[25.7, 41.9]",,Ground Pass,,10.159724,,,,Olivia McLoughlin,77717.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Left Defensive Midfield,11,Aston Villa,2647,['401c2e22-b363-436c-81a7-49f41705ec4b'],17,,,,,,,,,,,,,,,,,Aston Villa,2647,00:04:17.901,Pass,
,,,,,,,,,,,,,,,1.239998,,,,,,,,,,,d36d2c37-37d2-413d-88de-8f7f51ae95c2,164,,,"[25.3, 46.8]",3775540,4,,,,,1.725245,,Right Foot,,,"[22.7, 63.5]",,Ground Pass,,16.901184,,,,Asmita Ale,46541.0,,,,,,,1,Regular Play,Olivia McLoughlin,77717.0,Right Defensive Midfield,11,Aston Villa,2647,"['2a427fb2-a8f8-4ba6-8288-30c8cb831426', '2b21331f-44fb-4f04-b4a0-06642123e6c3']",19,,,,,,,,,,,,,,,,,Aston Villa,2647,00:04:19.501,Pass,True
,,,,,,,,,,,,,,,1.30634,,,,,,,,,,,22175fc0-d45e-4b0d-b5e9-40fe335e81d9,167,,,"[23.4, 65.8]",3775540,4,,,,,-0.3011879,,Right Foot,,,"[46.9, 58.5]",,Low Pass,,24.607723,,,,Stine Larsen,10102.0,,,,,,,1,Regular Play,Asmita Ale,46541.0,Right Back,11,Aston Villa,2647,['556716db-66d9-40cb-a40c-7000141ace5f'],22,,,,,,,,,,,,,,,,,Aston Villa,2647,00:04:22.221,Pass,
,,,,,,,,,,,,,,,0.49256,,,,,,,,,,,f8b85b96-ae67-454b-8046-3697e32dcd15,171,,,"[50.1, 70.7]",3775540,4,,,,,0.68231654,,Right Foot,,,"[56.5, 75.9]",,Ground Pass,,8.246211,,,,Shania Hayles,19499.0,,,,,,,1,Regular Play,Stine Larsen,10102.0,Right Center Forward,11,Aston Villa,2647,"['70c479f6-f00f-45df-9592-c32c5080fb9d', 'e3681f5e-b7a2-45dc-86e7-93a70e7784b0']",26,,,,,,,,,,,,,,,,,Aston Villa,2647,00:04:26.843,Pass,True
