ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5b017e3d-ce55-4406-aaec-be681ef56f13,1,,,3775575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,2647,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10159, 'name': 'Diana Micaela Abreu de Sousa e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Aston Villa,2647,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,938e6577-637b-44f1-b34d-8aba7e3ac2ac,2,,,3775575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,2647,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,78461217-5c09-4536-86b8-5695b9b7ae7f,3,,,3775575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,2647,['77859a7c-7242-45d8-825c-2db1cad8a192'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,77859a7c-7242-45d8-825c-2db1cad8a192,4,,,3775575,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,2647,['78461217-5c09-4536-86b8-5695b9b7ae7f'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,00a932d5-0bc1-43e4-9ef9-e012c08910af,1959,,,3775575,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Everton LFC,967,['1c752420-38c5-4e9b-ae28-cf65b13737bd'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1c752420-38c5-4e9b-ae28-cf65b13737bd,1960,,,3775575,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Everton LFC,967,['00a932d5-0bc1-43e4-9ef9-e012c08910af'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.913819,,,,,,,,,,,b046323c-051f-4bed-8cbc-9e602e71d9fd,5,,"[61.0, 40.1]",3775575,0,,,,,3.0560873,,Right Foot,,,,"[47.0, 41.3]",,Ground Pass,,14.051334,,,Ramona Petzelberger,46533.0,,,,,Kick Off,1,From Kick Off,Stine Larsen,10102.0,Center Forward,2,Aston Villa,2647,['86a63d11-e739-4591-8bbc-a15f72412734'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.600,Pass,
,,,,,,,,,,,,,,,,,1.433354,,,,,,,,,,,d7099883-56b9-4cc2-9b57-e22eef366217,8,,"[47.5, 44.6]",3775575,0,,,,,1.810616,,Right Foot,,,,"[40.8, 72.0]",,Ground Pass,,28.207268,,,Ella Franklin-Fraiture,46538.0,,,,,,1,From Kick Off,Ramona Petzelberger,46533.0,Right Center Midfield,2,Aston Villa,2647,['42add774-eeb8-4968-ac42-5f3238ac90ad'],2,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:02.484,Pass,
,,,,,,,,,,,,,,,,,1.325361,,,,,,,,,,,3097888f-ff17-499f-b0c6-a9e5f130b8c0,11,,"[34.5, 68.4]",3775575,0,,,,,-2.257614,,Right Foot,,,,"[22.2, 53.4]",,Ground Pass,,19.398195,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,From Kick Off,Ella Franklin-Fraiture,46538.0,Right Back,2,Aston Villa,2647,['1b3754e7-5754-4b0b-aded-8e4854c5b993'],5,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:05.071,Pass,
,,,,,,,,,,,,,,,,,2.050514,,,,,,,,,,,4782631a-8832-4c7d-817f-04aed9b12680,14,,"[20.4, 52.7]",3775575,0,,,,,-1.9266543,,Right Foot,,,,"[12.0, 30.1]",,Ground Pass,,24.110579,,,Natalie Haigh,46535.0,,,,,,1,From Kick Off,Anita Amma Ankyewah Asante,4657.0,Right Center Back,2,Aston Villa,2647,['1e4bc5fd-c1c4-4fc8-9519-cb2be43a9199'],7,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:07.438,Pass,
