bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,3c29ba24-86df-4f41-9248-b4d7a4a052a2,1,,,,3775594,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,6beba7a4-66ec-4555-9b30-5c4d8265112b,2,,,,3775594,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 46718, 'name': 'Gemma Lawley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 33090, 'name': 'Emily Murphy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 35}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,e16cd160-c226-4f23-a28f-e1eeedbb829a,3,,,,3775594,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['9f1f9ee2-ef21-4e8a-aa1c-79ff26ab7cdf'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,9f1f9ee2-ef21-4e8a-aa1c-79ff26ab7cdf,4,,,,3775594,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['e16cd160-c226-4f23-a28f-e1eeedbb829a'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,2b600100-a1f5-491c-9dd5-0821965d8b11,1564,,,,3775594,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Manchester United,1475,['c70623f3-c9b8-4a35-8904-4e4cfca7c6a4'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,c70623f3-c9b8-4a35-8904-4e4cfca7c6a4,1565,,,,3775594,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Manchester United,1475,['2b600100-a1f5-491c-9dd5-0821965d8b11'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.574837,,,,,,,,,,,ab70ba9f-ca18-4549-bc04-8bac766c5595,5,,,"[60.0, 40.0]",3775594,0,,,,,-3.0172377,,Right Foot,,,"[56.8, 39.6]",,Ground Pass,,3.224903,,,Katie Zelem,31540.0,,,,Kick Off,1,From Kick Off,Lauren James,31531.0,Center Forward,2,Manchester United,1475,['f0d1d540-c80d-45e6-ab59-4da57e19df0f'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.936,Pass,
,,,,,,,,,,,,,,1.615672,,,,,,,,,,,dc1e625a-4d24-4549-85a6-3576891b0bc7,8,,,"[59.1, 34.7]",3775594,0,,,,,-1.9739709,,Right Foot,,,"[50.1, 13.6]",,Ground Pass,,22.939268,,,Ona Batlle Pascual,46639.0,,,,,1,From Kick Off,Katie Zelem,31540.0,Center Attacking Midfield,2,Manchester United,1475,['66551907-219e-43f0-a899-0f0f6a5c7300'],2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:02.716,Pass,
,,,,,,,,,,,,,,0.995577,,,,,,,,,,,f7d0641b-6f42-4679-b4d3-13bad6f547d7,11,,,"[50.6, 16.4]",3775594,0,,,,,1.6027855,,Right Foot,,,"[50.2, 28.9]",,Ground Pass,,12.506398,,,Hayley Ladd,19501.0,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Left Back,2,Manchester United,1475,['f7f73c4e-f2ea-49ad-a920-d1f3fc5efa3d'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:05.329,Pass,
,,,,,,,,,,,,,,1.27858,,,,,,,,,,,5b53db78-5578-4ed5-9efe-9d3c7882c9ba,14,,,"[50.2, 28.9]",3775594,0,,,,,1.5905566,,Right Foot,,,"[49.7, 54.2]",,Ground Pass,,25.304941,,,Amy Turner,31533.0,,,,,1,From Kick Off,Hayley Ladd,19501.0,Left Defensive Midfield,2,Manchester United,1475,['1400e49d-09ed-4d32-9001-76dbe666a309'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:08.893,Pass,
