50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0c9db364-607a-4e91-a905-5d12852584a4,1,,,,2275091,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cedd0be0-c696-49c2-8782-153edcd5ca24,2,,,,2275091,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f78cb1b1-e056-4449-96e5-8dc14e4e2c48,3,,,,2275091,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['3aa9b395-1464-4176-a684-bdc14c390a52'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3aa9b395-1464-4176-a684-bdc14c390a52,4,,,,2275091,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['f78cb1b1-e056-4449-96e5-8dc14e4e2c48'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bc8a7ea2-0513-4f08-a9a0-32e3196d1ad5,1785,,,,2275091,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,123,Tottenham Hotspur Women,749,['92e5cf18-da89-45be-9fb6-48a40759173c'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,92e5cf18-da89-45be-9fb6-48a40759173c,1786,,,,2275091,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,123,Tottenham Hotspur Women,749,['bc8a7ea2-0513-4f08-a9a0-32e3196d1ad5'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.082921,,,,,,,,,,,,,,940ca8bd-33bc-4e50-9648-b78addb039c1,5,,,"[60.0, 40.0]",2275091,0,,,,,2.8551216,,Right Foot,,,,"[47.1, 43.8]",Ground Pass,,13.448049,,Chloe Peplow,16397.0,,,,,,Kick Off,1,From Kick Off,Rianna Dean,31702.0,Center Forward,2,Tottenham Hotspur Women,749,['187f503d-6bc4-474c-a157-d2d4797b57d2'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.603,Pass,
,,,,,,,,,,,,,,,,,,1.200836,,,,,,,,,,,,,,42a6c2ac-15c5-428c-ac58-ada4399e474b,8,,,"[46.0, 40.6]",2275091,0,,,,,-2.5990648,,Right Foot,,,,"[25.1, 28.0]",Ground Pass,,24.404303,,Anna Filbey,31703.0,,,,,,,1,From Kick Off,Chloe Peplow,16397.0,Center Defensive Midfield,2,Tottenham Hotspur Women,749,['4a5df9aa-5fde-4470-a779-68cc2eb15d32'],2,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:02.926,Pass,
,,,,,,,,,,,,,,,,,,2.300334,,,,,,,,,,,,,,65aceef1-f153-4baa-b7fe-8f7cc20ac5df,11,,,"[24.4, 24.5]",2275091,0,,,,,-0.22021414,,Left Foot,,,,"[65.5, 15.3]",High Pass,,42.1171,Incomplete,Rianna Dean,31702.0,,,,,,,1,From Kick Off,Anna Filbey,31703.0,Left Center Back,2,Tottenham Hotspur Women,749,"['86343252-5160-48a9-930e-5dc072511088', 'dabf9d88-cf43-4be1-bf0a-7ea34ea66278']",5,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:05.450,Pass,
,,,,,,,,,,,,,,,,,,2.044941,,,,,,,,,,,,,,86343252-5160-48a9-930e-5dc072511088,13,,,"[54.6, 64.8]",2275091,0,,,,,0.4444192,,Head,,,,"[56.7, 65.8]",High Pass,,2.3259406,,Danielle Buet,20034.0,,,,,,Recovery,1,Regular Play,Kirsty Barton,19414.0,Right Back,3,Brighton & Hove Albion WFC,965,"['65aceef1-f153-4baa-b7fe-8f7cc20ac5df', 'c37910b1-8319-451b-a4dc-47459a82b344']",7,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:07.750,Pass,
,,,,,,,,,,,,,,,,,,1.127211,,,,,,,,,,,,,,b15954c1-c24a-4eed-98bb-f4ac5981d83b,15,,,"[56.7, 65.8]",2275091,0,,,,,-1.1246908,,Head,,,,"[57.8, 63.5]",Low Pass,,2.5495098,,Aileen Whelan,16374.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Right Center Midfield,3,Brighton & Hove Albion WFC,965,['f3972a7f-0a8c-4f98-b353-900a5e7f4236'],9,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:09.795,Pass,
,,,,,,,,,,,,,,,,,,1.941078,,,,,,,,,,,,,,981de030-845c-4119-8fdc-b1f190faaee8,19,,,"[57.2, 65.0]",2275091,0,,,,,0.8343102,,Right Foot,,,,"[70.8, 80.0]",High Pass,,20.247469,Out,Kayleigh Green,16400.0,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Center Midfield,3,Brighton & Hove Albion WFC,965,"['079b571b-cc51-4985-b420-09a1b84ef6f7', '62e51231-2cd0-4631-92c0-4cce68369f61']",10,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:10.968,Pass,True
,,,,,,,,,,,,,,,,,,0.956864,,,,,,,,,,,,,,6de82a7e-39b1-4430-bbd4-59840a6f5a5a,21,,,"[55.2, 0.1]",2275091,0,,,,,0.56931317,,,,,,"[62.7, 4.9]",Low Pass,,8.904493,,Gemma Suzanne Davison,15721.0,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,Left Back,4,Tottenham Hotspur Women,749,['7071452e-2694-44cf-a1f4-87428e5af055'],20,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:20.192,Pass,
,,,,,,,,,,,,,,,,,,1.230255,,,,,,,,,,,,,,a68d0202-8e55-41d7-9bcc-09cc3b3f8124,23,,,"[62.3, 4.9]",2275091,0,,,,,-2.8288915,,Right Foot,,,,"[49.0, 0.6]",Low Pass,,13.977839,,Siri Worm,15572.0,,,,,,,1,From Throw In,Gemma Suzanne Davison,15721.0,Left Wing,4,Tottenham Hotspur Women,749,['88243d67-c403-4e77-a7f0-ddd11c78a403'],21,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:21.149,Pass,
