50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,86f4458a-a232-4e19-a4d3-05a0310ea72a,1,,,,2275037,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 20725, 'name': 'Pauline Bremer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8408ab29-a500-4563-8ff2-78a5b2e815b0,2,,,,2275037,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cb0f93e-bcba-4ed2-8c8c-769a9d935e6b,3,,,,2275037,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['e8e200cc-b2e6-4fec-8fe9-570db8ca1454'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8e200cc-b2e6-4fec-8fe9-570db8ca1454,4,,,,2275037,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['8cb0f93e-bcba-4ed2-8c8c-769a9d935e6b'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9a978b91-ce22-46eb-8dd9-7309ae717c60,2133,,,,2275037,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Manchester City WFC,746,['20eae438-e515-462a-9324-500363cb645a'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20eae438-e515-462a-9324-500363cb645a,2134,,,,2275037,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Manchester City WFC,746,['9a978b91-ce22-46eb-8dd9-7309ae717c60'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.487315,,,,,,,,,,,,,d8155018-40a3-485f-b792-7a928aee0dc4,5,,,"[61.0, 40.1]",2275037,0,,,,,-2.7497392,,Right Foot,,,,"[48.9, 35.1]",,Ground Pass,,13.092364,,Danielle van de Donk,10658.0,,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['14890714-4586-47bc-babc-825ddb655f1e'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.629,Pass,
,,,,,,,,,,,,,,,,,,1.367606,,,,,,,,,,,,,875bc4b8-cc97-4537-b2cf-f453e1633dbe,9,,,"[46.8, 33.0]",2275037,0,,,,,-2.0184999,,Right Foot,,,,"[38.3, 15.3]",,Ground Pass,,19.635172,,Katie McCabe,15620.0,,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Right Center Midfield,2,Arsenal WFC,968,"['32d454c7-95c5-4cd0-a9fd-c5a8bb21828e', '83f80f74-aa9a-4bb6-aa03-8cfd01d5686f']",2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:02.496,Pass,True
,,,,,,,,,,,,,,,,,,0.994549,,,,,,,,,,,,,6385a809-a43a-42e1-b4af-1ad153512e58,12,,,"[37.7, 13.3]",2275037,0,,,,,-0.54968804,,Left Foot,,,,"[51.9, 4.6]",,Ground Pass,,16.653229,,Bethany Mead,15619.0,,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,['1a649d9c-a168-4714-ba02-ef67fb9fe22f'],5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.280,Pass,
,,,,,,,,,,,,,,,,,,0.177603,,,,,,,,,,,,,43f4cbb1-1cea-47a3-a072-957deb869b4a,16,,,"[50.9, 5.6]",2275037,0,,,,,0.9272952,,Right Foot,,,,"[51.5, 6.4]",,Ground Pass,,1.0,Incomplete,,,,,,,,,1,From Kick Off,Bethany Mead,15619.0,Left Wing,2,Arsenal WFC,968,"['636685ef-3bfe-4ced-9e6d-3a8ebd9a4733', 'f4e677fd-1967-4d95-8f32-ef8c56dc3462']",7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:07.090,Pass,True
