50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,2658444c-7a7b-4c11-a223-23568d451bc0,1,,,19798,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,aa0f83c8-d580-4065-a5b7-8a778b3f933f,2,,,19798,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 23547, 'name': 'Emma Brownlie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,396ac366-3d91-410d-a570-af4c0c478a91,3,,,19798,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['a2b068b8-a871-4041-a43b-42b73f2c8204'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,a2b068b8-a871-4041-a43b-42b73f2c8204,4,,,19798,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['396ac366-3d91-410d-a570-af4c0c478a91'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,e946be50-1fa3-4daa-aa32-8d77defeb842,1776,,,19798,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Manchester City WFC,746,['7527a752-f294-41f5-883f-16440129147f'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,7527a752-f294-41f5-883f-16440129147f,1777,,,19798,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Manchester City WFC,746,['e946be50-1fa3-4daa-aa32-8d77defeb842'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.797691,,,,,,,,,,14e1db03-753c-4a67-87f4-c0c9f9d2182d,5,,"[60.0, 40.0]",19798,0,,,,-2.714965,,,Right Foot,,,,"[49.0, 35.0]",,Ground Pass,12.083046,,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Lauren Hemp,15555.0,Center Forward,2,Manchester City WFC,746,['b5e25817-5c48-494d-bd78-740648b2ada3'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.140,Pass,
,,,,,,,,,,,,1.902617,,,,,,,,,,07eb7407-ea30-44c1-bde5-3de20779b373,8,,"[49.0, 35.0]",19798,0,,,,-1.9138203,,,Right Foot,,,,"[39.0, 7.0]",,Ground Pass,29.732138,,,Demi Stokes,4651.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Center Midfield,2,Manchester City WFC,746,['99dae8a7-7811-45dd-ab51-d66a61fdc1c8'],1,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.554,Pass,
,,,,,,,,,,,,1.747403,,,,,,,,,,bad4be6c-079b-402b-ba73-e94c63fa5f7a,11,,"[41.0, 9.0]",19798,0,,,,2.4416997,,,Left Foot,,,,"[22.0, 25.0]",,Ground Pass,24.839485,,,Megan Campbell,23465.0,,,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,Manchester City WFC,746,['3bfd9bfc-406e-41fd-8678-f5ce841087ca'],4,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.408,Pass,
,,,,,,,,,,,,1.963434,,,,,,,,,,4895c645-b4fc-4cd1-8972-c2881774d3f2,14,,"[22.0, 25.0]",19798,0,,,,1.956679,,,Left Foot,,,,"[9.0, 57.0]",,Ground Pass,34.539833,,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Megan Campbell,23465.0,Left Center Back,2,Manchester City WFC,746,['debda742-9786-49a9-996c-85d8d0ceaee8'],7,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.174,Pass,
